elapsed_s,PC_S_STALL_CYCLES_TESS,PC_S_STALL_CYCLES_VFD_ONLY,PC_S_STALL_CYCLES_VPC_ONLY,PC_S_VPC_PRIMITIVES,PC_S_VERTEX_HITS,PC_S_IA_VERTICES,PC_S_IA_PRIMITIVES,PC_S_HS_INVOCATIONS
0.001167,0,0,0,0,0,0,0,0
0.003005,0,0,0,0,0,0,0,0
0.004539,0,0,0,0,0,0,0,0
0.006045,0,0,0,0,0,0,0,0
0.007566,0,0,0,0,0,0,0,0
0.009104,0,0,0,0,0,0,0,0
0.010674,0,0,0,0,0,0,0,0
0.012176,0,0,0,0,0,0,0,0
0.013681,0,0,0,0,0,0,0,0
0.015275,0,0,0,0,0,0,0,0
0.016771,0,0,0,0,0,0,0,0
0.018400,0,0,0,0,0,0,0,0
0.019891,0,0,0,0,0,0,0,0
0.021366,0,0,0,0,0,0,0,0
0.022843,0,0,0,0,0,0,0,0
0.024317,0,0,0,0,0,0,0,0
0.025789,0,0,0,0,0,0,0,0
0.027379,0,0,0,0,0,0,0,0
0.028874,0,0,0,0,0,0,0,0
0.030359,0,0,0,0,0,0,0,0
0.031861,0,0,0,0,0,0,0,0
0.033398,0,0,0,0,0,0,0,0
0.034936,0,0,0,0,0,0,0,0
0.036484,0,0,0,0,0,0,0,0
0.038019,0,0,0,0,0,0,0,0
0.039631,0,0,0,0,0,0,0,0
0.041210,0,0,0,0,0,0,0,0
0.042745,0,0,0,0,0,0,0,0
0.044302,0,0,0,0,0,0,0,0
0.045838,0,0,0,0,0,0,0,0
0.047461,0,0,0,0,0,0,0,0
0.048843,0,0,0,0,0,0,0,0
0.050256,0,0,0,0,0,0,0,0
0.051731,0,0,0,0,0,0,0,0
0.053070,0,0,0,0,0,0,0,0
0.054546,0,0,0,0,0,0,0,0
0.055921,0,0,0,0,0,0,0,0
0.057272,0,0,0,0,0,0,0,0
0.058647,0,0,0,0,0,0,0,0
0.060005,0,0,0,0,0,0,0,0
0.061348,0,0,0,0,0,0,0,0
0.062697,0,0,0,0,0,0,0,0
0.064034,0,0,0,0,0,0,0,0
0.065447,0,0,0,0,0,0,0,0
0.066879,0,0,0,0,0,0,0,0
0.068379,0,0,0,0,0,0,0,0
0.069756,0,0,0,0,0,0,0,0
0.071126,0,0,0,0,0,0,0,0
0.072493,0,0,0,0,0,0,0,0
0.073879,0,0,0,0,0,0,0,0
0.075254,0,0,0,0,0,0,0,0
0.076618,0,0,0,0,0,0,0,0
0.078000,0,12,0,0,0,0,0,0
0.079342,0,0,0,0,0,0,0,0
0.080702,0,0,0,0,0,0,0,0
0.082063,0,0,0,0,0,0,0,0
0.083522,0,0,0,0,0,0,0,0
0.084969,0,0,0,0,0,0,0,0
0.086380,0,0,0,0,0,0,0,0
0.087789,0,0,0,0,0,0,0,0
0.089192,0,0,0,0,0,0,0,0
0.090756,0,0,0,0,0,0,0,0
0.092132,0,0,0,0,0,0,0,0
0.093492,0,0,0,0,0,0,0,0
0.094912,0,0,0,0,0,0,0,0
0.096336,0,0,0,0,0,0,0,0
0.097785,0,0,0,0,0,0,0,0
0.099315,0,0,0,0,0,0,0,0
0.100720,0,0,0,0,0,0,0,0
0.102131,0,0,0,0,0,0,0,0
0.103659,0,0,0,0,0,0,0,0
0.105032,0,0,0,0,0,0,0,0
0.106421,0,0,0,0,0,0,0,0
0.107784,0,0,0,0,0,0,0,0
0.109144,0,0,0,0,0,0,0,0
0.110504,0,0,0,0,0,0,0,0
0.111865,0,0,0,0,0,0,0,0
0.113275,0,0,0,0,0,0,0,0
0.114637,0,0,0,0,0,0,0,0
0.115996,0,0,0,0,0,0,0,0
0.117382,0,0,0,0,0,0,0,0
0.118741,0,0,0,0,0,0,0,0
0.120100,0,0,0,0,0,0,0,0
0.121458,0,0,0,0,0,0,0,0
0.122817,0,0,0,0,0,0,0,0
0.124176,0,0,0,0,0,0,0,0
0.125533,0,0,0,0,0,0,0,0
0.126893,0,0,0,0,0,0,0,0
0.128262,0,0,0,0,0,0,0,0
0.129748,0,0,0,0,0,0,0,0
0.131408,0,0,0,0,0,0,0,0
0.132978,0,0,0,0,0,0,0,0
0.134551,0,0,0,0,0,0,0,0
0.136122,0,0,0,0,0,0,0,0
0.137690,0,0,0,0,0,0,0,0
0.139272,0,0,0,0,0,0,0,0
0.140842,0,0,0,0,0,0,0,0
0.142414,0,0,0,0,0,0,0,0
0.143985,0,0,0,0,0,0,0,0
0.145596,0,0,0,0,0,0,0,0
0.147167,0,0,0,0,0,0,0,0
0.148738,0,0,0,0,0,0,0,0
0.150323,0,0,0,0,0,0,0,0
0.151893,0,0,0,0,0,0,0,0
0.153462,0,0,0,0,0,0,0,0
0.155034,0,0,0,0,0,0,0,0
0.156604,0,0,0,0,0,0,0,0
0.158177,0,0,0,0,0,0,0,0
0.159748,0,0,0,0,0,0,0,0
0.161369,0,0,0,0,0,0,0,0
0.162943,0,0,0,0,0,0,0,0
0.164514,0,0,0,0,0,0,0,0
