elapsed_s,RBBM_US_VSC_BUSY,RBBM_US_UCHE_BUSY,RBBM_US_HLSQ_BUSY,RBBM_S_HLSQ_BUSY
0.002325,0,0,104,0
0.003813,0,0,104,0
0.005262,0,0,104,0
0.006777,0,0,104,0
0.008156,0,0,104,0
0.009550,0,0,104,0
0.010922,0,0,104,0
0.012313,0,0,104,0
0.013711,0,0,104,0
0.015106,0,0,104,0
0.016498,0,0,104,0
0.018075,0,0,104,0
0.019618,0,0,104,0
0.021145,0,0,104,0
0.022568,0,0,104,0
0.023984,0,0,104,0
0.025407,0,0,104,0
0.026821,0,0,104,0
0.028294,0,0,104,0
0.029686,0,0,104,0
0.031077,0,0,104,0
0.032515,0,0,104,0
0.033971,0,0,104,0
0.035362,0,0,104,0
0.036815,0,0,104,0
0.038243,0,0,104,0
0.039630,0,0,104,0
0.041057,0,0,104,0
0.042434,0,0,104,0
0.043817,0,0,104,0
0.045205,0,0,104,0
0.046545,0,0,104,0
0.047882,0,0,104,0
0.049188,0,0,104,0
0.050494,0,0,104,0
0.051805,0,0,104,0
0.053126,0,0,104,0
0.054439,0,0,104,0
0.055874,0,0,104,0
0.057256,0,0,104,0
0.058770,0,0,104,0
0.061019,0,0,104,0
0.062382,0,0,104,0
0.063853,0,0,104,0
0.065334,0,0,104,0
0.066732,0,0,104,0
0.068760,0,0,104,0
0.070142,0,0,104,0
0.071671,0,0,104,0
0.073072,109,1894,1727,0
0.074457,0,0,104,0
0.077578,0,0,104,0
0.078962,0,0,104,0
0.080346,0,0,104,0
0.081867,236,46279,94734,0
0.083409,830,448091,1085942,0
0.084723,825,446048,1057028,0
0.085962,792,428158,1019702,0
0.087199,792,427676,1021005,0
0.088439,792,428969,1022412,0
0.089677,792,426848,1020858,0
0.090916,792,428052,1020709,0
0.092196,820,445606,1055792,0
0.093439,797,428542,1024676,0
0.094682,792,427273,1024891,0
0.096017,400,196072,452282,0
0.097408,0,0,104,0
0.098847,0,0,104,0
0.100280,0,0,104,0
0.101667,0,0,104,0
0.103052,0,0,104,0
0.104438,0,0,104,0
0.105824,0,0,104,0
0.107220,0,0,104,0
0.108680,0,0,104,0
0.110099,0,0,104,0
0.111561,0,0,104,0
0.115571,0,0,104,0
0.117083,0,0,104,0
0.118493,0,0,104,0
0.119888,0,0,104,0
0.121296,0,0,104,0
0.122648,0,0,104,0
0.124001,0,0,104,0
0.125382,0,0,104,0
0.126762,0,0,104,0
0.128141,0,0,104,0
0.129531,0,0,104,0
0.130911,0,0,104,0
0.132327,0,0,104,0
0.133715,0,0,104,0
0.135227,0,0,104,0
0.136782,0,0,104,0
0.138330,0,0,104,0
0.139940,0,0,104,0
0.141491,0,0,104,0
0.143039,0,0,104,0
0.144590,0,0,104,0
0.146140,0,0,104,0
0.147692,0,0,104,0
0.149244,0,0,104,0
0.150807,0,0,104,0
0.152356,0,0,104,0
0.153906,0,0,104,0
0.155454,0,0,104,0
0.157185,0,0,104,0
0.158725,0,0,104,0
0.160145,0,0,104,0
0.161552,0,0,104,0
0.163068,0,0,104,0
0.164662,0,0,104,0
0.166211,0,0,104,0
0.167762,0,0,104,0
0.169311,0,0,104,0
0.170858,0,0,104,0
0.172463,0,0,104,0
0.173941,0,0,104,0
0.175550,0,0,104,0
0.177098,0,0,104,0
0.178646,0,0,104,0
0.180243,0,0,104,0
0.181793,0,0,104,0
0.183354,0,0,104,0
0.184907,0,0,104,0
0.186452,0,0,104,0
0.188048,0,0,104,0
0.189596,0,0,104,0
0.191142,0,0,104,0
0.192752,0,0,104,0
0.194311,0,0,104,0
0.195862,0,0,104,0
0.197411,0,0,104,0
0.198958,0,0,104,0
0.200507,0,0,104,0
0.202055,0,0,104,0
0.203605,0,0,104,0
0.205212,0,0,104,0
0.206759,0,0,104,0
0.208309,0,0,104,0
0.209857,0,0,104,0
0.211404,0,0,104,0
0.212958,0,0,104,0
0.214505,0,0,104,0
0.216067,0,0,104,0
0.217614,0,0,104,0
0.219294,0,0,104,0
0.220826,0,0,104,0
0.222219,0,0,104,0
0.223609,0,0,104,0
0.224996,0,0,104,0
0.226393,0,0,104,0
0.227782,0,0,104,0
0.229204,0,0,104,0
0.230710,0,0,104,0
0.232128,0,0,104,0
0.233648,0,0,104,0
0.235196,0,0,104,0
0.236763,0,0,104,0
0.238312,0,0,104,0
0.239863,0,0,104,0
0.241413,0,0,104,0
0.242959,0,0,104,0
0.244552,0,0,104,0
0.246103,0,0,104,0
0.247669,0,0,104,0
0.249220,0,0,104,0
0.250767,0,0,104,0
0.252362,0,0,104,0
0.253913,0,0,104,0
0.255528,0,0,104,0
0.257035,0,0,104,0
0.258597,0,0,104,0
0.260191,0,0,104,0
0.261734,0,0,104,0
0.263273,0,0,104,0
0.264719,0,0,104,0
0.266238,0,0,104,0
0.267789,0,0,104,0
0.269398,0,0,104,0
0.270945,0,0,104,0
0.272495,0,0,104,0
0.274045,0,0,104,0
0.275595,0,0,104,0
0.277189,0,0,104,0
0.278737,0,0,104,0
0.280300,0,0,104,0
0.281850,0,0,104,0
0.283398,0,0,104,0
0.284952,0,0,104,0
0.286500,0,0,104,0
0.288052,0,0,104,0
0.289601,0,0,104,0
0.291163,0,0,104,0
0.292726,0,0,104,0
0.294119,0,0,104,0
0.295511,0,0,104,0
0.296899,0,0,104,0
0.298286,0,0,104,0
0.299674,0,0,104,0
0.301120,0,0,104,0
0.302633,0,0,104,0
0.304082,0,0,104,0
0.305633,0,0,104,0
0.307181,0,0,104,0
0.308821,0,0,104,0
0.310370,0,0,104,0
0.311936,0,0,104,0
0.313499,0,0,104,0
0.315018,0,0,104,0
0.316516,0,0,104,0
0.318117,0,0,104,0
0.319669,0,0,104,0
0.321220,0,0,104,0
0.322782,0,0,104,0
0.324377,0,0,104,0
0.325927,0,0,104,0
0.327561,0,0,104,0
0.328957,0,0,104,0
0.330342,0,0,104,0
0.331724,0,0,104,0
0.333199,0,0,104,0
0.334585,0,0,104,0
0.335973,0,0,104,0
0.337359,0,0,104,0
0.338743,0,0,104,0
0.340165,0,0,104,0
0.341670,0,0,104,0
0.343096,0,0,104,0
0.344506,0,0,104,0
0.346024,0,0,104,0
0.347575,0,0,104,0
0.349169,0,0,104,0
0.350718,0,0,104,0
0.352270,0,0,104,0
0.353820,0,0,104,0
0.355383,0,0,104,0
0.356940,0,0,104,0
0.358489,0,0,104,0
0.360041,0,0,104,0
0.361591,0,0,104,0
0.363139,0,0,104,0
0.364638,0,0,104,0
0.366158,0,0,104,0
0.367676,0,0,104,0
0.369228,0,0,104,0
0.370776,0,0,104,0
0.372368,0,0,104,0
0.373918,0,0,104,0
0.375532,0,0,104,0
0.377158,0,0,104,0
0.378705,0,0,104,0
0.380299,0,0,104,0
0.381848,0,0,104,0
0.383394,0,0,104,0
0.384947,0,0,104,0
0.386494,0,0,104,0
0.388102,0,0,104,0
0.389652,0,0,104,0
0.391199,0,0,104,0
0.392750,0,0,104,0
0.394297,0,0,104,0
0.395847,0,0,104,0
0.397397,0,0,104,0
0.398956,0,0,104,0
0.400505,0,0,104,0
0.402054,0,0,104,0
0.403605,0,0,104,0
0.405198,0,0,104,0
0.406745,0,0,104,0
0.408295,0,0,104,0
0.409858,0,0,104,0
0.411406,0,0,104,0
0.412962,0,0,104,0
0.414509,0,0,104,0
0.416060,0,0,104,0
0.417611,0,0,104,0
0.419158,0,0,104,0
0.421067,0,0,104,0
0.423723,0,0,104,0
0.425122,0,0,104,0
0.426510,0,0,104,0
0.427947,0,0,104,0
0.429336,0,0,104,0
0.430703,0,0,104,0
0.432049,0,0,104,0
0.433390,0,0,104,0
0.434728,0,0,104,0
0.436088,0,0,104,0
0.437608,0,0,104,0
0.439156,0,0,104,0
0.440766,0,0,104,0
0.442739,0,0,104,0
0.444189,0,0,104,0
0.445709,0,0,104,0
0.447257,0,0,104,0
0.448811,0,0,104,0
0.450359,0,0,104,0
0.451954,0,0,104,0
0.453519,0,0,104,0
0.455067,0,0,104,0
0.456617,0,0,104,0
0.458167,0,0,104,0
0.459718,0,0,104,0
0.461314,0,0,104,0
0.462862,0,0,104,0
0.464426,0,0,104,0
0.465976,0,0,104,0
0.467527,0,0,104,0
0.469069,0,0,104,0
0.470609,0,0,104,0
0.472024,0,0,104,0
0.473535,0,0,104,0
0.475087,0,0,104,0
0.476677,0,0,104,0
0.478228,0,0,104,0
0.479779,0,0,104,0
0.481329,0,0,104,0
0.482877,0,0,104,0
0.484471,0,0,104,0
0.486035,0,0,104,0
0.487587,0,0,104,0
0.489128,0,0,104,0
0.490668,0,0,104,0
0.492127,0,0,104,0
0.493644,0,0,104,0
0.495191,0,0,104,0
0.496757,0,0,104,0
0.498303,0,0,104,0
0.499852,0,0,104,0
0.501401,0,0,104,0
0.502947,0,0,104,0
0.504495,0,0,104,0
0.506043,0,0,104,0
0.507606,0,0,104,0
0.509201,0,0,104,0
0.510747,0,0,104,0
0.512298,0,0,104,0
0.513844,0,0,104,0
0.515315,0,0,104,0
0.516809,0,0,104,0
0.518207,0,0,104,0
0.519724,0,0,104,0
0.521274,0,0,104,0
0.522824,0,0,104,0
0.524418,0,0,104,0
0.525969,0,0,104,0
0.527521,0,0,104,0
0.529085,0,0,104,0
0.530634,0,0,104,0
0.532230,0,0,104,0
0.533779,0,0,104,0
0.535328,0,0,104,0
0.536882,0,0,104,0
0.538430,0,0,104,0
0.540038,0,0,104,0
0.541589,0,0,104,0
0.543137,0,0,104,0
0.544763,0,0,104,0
0.546313,0,0,104,0
0.547864,0,0,104,0
0.549413,0,0,104,0
0.550976,0,0,104,0
0.552526,0,0,104,0
0.554075,0,0,104,0
0.555626,0,0,104,0
0.557220,0,0,104,0
0.558768,0,0,104,0
0.560318,0,0,104,0
0.561880,0,0,104,0
0.563426,0,0,104,0
0.564856,0,0,104,0
0.566248,0,0,104,0
0.567765,0,0,104,0
0.569313,0,0,104,0
0.570861,0,0,104,0
0.572466,0,0,104,0
0.574007,0,0,104,0
0.575657,0,0,104,0
0.577203,0,0,104,0
0.578751,0,0,104,0
0.580345,0,0,104,0
0.581895,0,0,104,0
0.583456,0,0,104,0
0.585158,0,0,104,0
0.586706,0,0,104,0
0.588301,0,0,104,0
0.589852,0,0,104,0
0.591401,0,0,104,0
0.592954,0,0,104,0
0.594515,0,0,104,0
0.596110,0,0,104,0
0.597661,0,0,104,0
0.599209,0,0,104,0
0.600763,0,0,104,0
0.602315,0,0,104,0
0.603867,0,0,104,0
0.605430,0,0,104,0
0.606980,0,0,104,0
0.608529,0,0,104,0
0.610079,0,0,104,0
0.611630,0,0,104,0
0.613223,0,0,104,0
0.614772,0,0,104,0
0.616336,0,0,104,0
0.617877,0,0,104,0
0.619417,0,0,104,0
0.620930,0,0,104,0
0.622322,0,0,104,0
0.623840,0,0,104,0
0.625390,0,0,104,0
0.626952,0,0,104,0
0.628547,0,0,104,0
0.630098,0,0,104,0
0.631649,0,0,104,0
0.633201,0,0,104,0
0.634750,0,0,104,0
0.636347,0,0,104,0
0.637912,0,0,104,0
0.639528,0,0,104,0
0.641036,0,0,104,0
0.642586,0,0,104,0
0.644181,0,0,104,0
0.645732,0,0,104,0
0.647281,0,0,104,0
0.648847,0,0,104,0
0.650435,0,0,104,0
0.652031,0,0,104,0
0.653581,0,0,104,0
0.655130,0,0,104,0
0.656757,0,0,104,0
0.658308,0,0,104,0
0.659917,0,0,104,0
0.661468,0,0,104,0
0.663017,0,0,104,0
0.664567,0,0,104,0
0.666117,0,0,104,0
0.667669,0,0,104,0
0.669262,0,0,104,0
0.670825,0,0,104,0
0.672375,0,0,104,0
0.673925,0,0,104,0
0.675555,0,0,104,0
0.676949,0,0,104,0
0.678333,0,0,104,0
0.679717,0,0,104,0
0.681239,0,0,104,0
0.682786,0,0,104,0
0.684656,0,0,104,0
0.686095,0,0,104,0
0.687588,0,0,104,0
0.688975,0,0,104,0
0.690358,0,0,104,0
0.691760,0,0,104,0
0.693183,0,0,104,0
0.694688,0,0,104,0
0.696106,0,0,104,0
0.697617,0,0,104,0
0.699158,0,0,104,0
0.700715,0,0,104,0
0.702117,0,0,104,0
0.703508,0,0,104,0
0.704895,0,0,104,0
0.706281,0,0,104,0
0.707667,0,0,104,0
0.709215,0,0,104,0
0.710763,0,0,104,0
0.712324,0,0,104,0
0.713870,0,0,104,0
0.715294,0,0,104,0
0.716823,0,0,104,0
0.718369,0,0,104,0
0.719919,0,0,104,0
0.721467,0,0,104,0
0.723026,0,0,104,0
0.724618,0,0,104,0
0.726167,0,0,104,0
0.727716,0,0,104,0
