elapsed_s,SP_TTU_GPR_WR_REQ,SP_GPR_CACHE_SRC0_GPR_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC1_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC2_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,SP_UCHE_READ_BURST,SP_UCHE_WRITE_BURST,SP_LDST_GMEM_REQ_NUM
0.001073,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002808,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004397,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005978,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007585,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009163,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010822,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012419,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013970,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015516,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017243,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018907,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020462,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022012,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023566,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025116,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026729,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028333,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029940,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031670,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033272,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034881,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036281,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037681,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039110,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040463,0,0,0,0,0,0,0,0,0,0,0,0,0
0.041805,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043298,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044700,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046101,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047489,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048916,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050314,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051740,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053140,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054536,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055926,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057318,0,0,0,0,0,0,0,0,0,0,0,0,0
0.058748,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060146,0,0,0,720,0,0,0,0,0,0,0,0,0
0.061500,0,0,0,0,0,0,0,0,0,0,0,0,0
0.062910,0,0,0,0,0,0,0,0,0,0,0,0,0
0.064303,0,0,0,0,0,0,0,0,0,0,0,0,0
0.065693,0,0,0,0,0,0,0,0,0,0,0,0,0
0.067124,0,0,0,0,0,0,0,0,0,0,0,0,0
0.068516,0,0,0,0,0,0,0,0,0,0,0,0,0
0.069908,0,0,0,2196,11231,13605,43851,148501,163743,221699,229260,24,24
0.071708,1943953,2481656,0,7738241,675389,3715183,2786045,8556841,7575072,8555491,7556960,0,0
0.072952,1950528,2479473,0,7661048,620773,3702237,2743485,8468479,7497921,8455351,7491257,0,0
0.074196,1950881,2480762,0,7665309,622693,3702326,2745185,8468874,7492753,8455353,7500278,0,0
0.075497,2131730,2710745,0,8371609,675677,4126720,2988675,9227063,8177788,9255414,8194639,0,0
0.077109,2468004,3131173,0,9673444,784383,4651646,3473165,10719212,9491658,10719214,9490564,0,0
0.078426,2037128,2597527,0,8025344,649337,3862300,2874325,8870821,7854538,8839521,7831614,0,0
0.079719,2027225,2578219,0,7962254,646779,3853832,2852146,8800126,7789700,8806260,7801963,0,0
0.081015,2032964,2584962,0,7986302,646832,3859047,2859731,8819798,7796317,8823976,7807536,0,0
0.082307,2030678,2582731,0,7975799,645441,3890973,2856005,8794266,7807677,8816816,7807874,0,0
0.083602,2031655,2583086,0,7980267,645912,3910236,2850634,8822396,7810881,8821468,7810780,0,0
0.084906,125971,149859,0,399192,25448,177490,113712,317241,248341,243031,183652,0,0
0.086395,0,0,0,0,0,0,0,0,0,0,0,0,0
