elapsed_s,VPC_FE_POSRAM_FULL_CYCLES,VPC_FE_GMEM_NOP_FULL_CYCLES,VPC_FE_GMEM_POS_FULL_CYCLES,VPC_FE_BOTTLENECK,VPC_US_BUSY_CYCLES,VPC_US_WORKING_CYCLES
0.001102,0,0,0,0,0,0
0.002786,0,0,0,0,0,0
0.004355,0,0,0,0,0,0
0.005872,0,0,0,0,0,0
0.007388,0,0,0,0,0,0
0.008901,0,0,0,0,0,0
0.010462,0,0,0,0,0,0
0.011900,0,0,0,0,0,0
0.013411,0,0,0,0,0,0
0.014923,0,0,0,0,0,0
0.016587,0,0,0,0,0,0
0.018099,0,0,0,0,0,0
0.019612,0,0,0,0,0,0
0.021139,0,0,0,0,0,0
0.022661,0,0,0,0,0,0
0.024264,0,0,0,0,0,0
0.025783,0,0,0,0,0,0
0.027302,0,0,0,0,0,0
0.028792,0,0,0,0,0,0
0.030280,0,0,0,0,0,0
0.031788,0,0,0,0,0,0
0.033269,0,0,0,0,0,0
0.034755,0,0,0,0,0,0
0.036310,0,0,0,0,0,0
0.037796,0,0,0,0,0,0
0.039501,0,0,0,0,0,0
0.041096,0,0,0,0,0,0
0.042786,0,0,0,0,0,0
0.044377,0,0,0,0,0,0
0.045887,0,0,0,0,0,0
0.047388,0,0,0,0,0,0
0.048809,0,0,0,0,0,0
0.050228,0,0,0,0,0,0
0.051648,0,0,0,0,0,0
0.053073,0,0,0,0,0,0
0.054494,0,0,0,0,0,0
0.055916,0,0,0,0,0,0
0.057336,0,0,0,0,0,0
0.058779,0,0,0,0,0,0
0.060285,0,0,0,0,0,0
0.061682,0,0,0,0,0,0
0.063077,0,0,0,0,0,0
0.064456,0,0,0,0,0,0
0.065816,0,0,0,0,0,0
0.067170,0,0,0,0,0,0
0.068530,0,0,0,0,0,0
0.069887,0,0,0,0,0,0
0.071274,0,0,0,0,0,0
0.072635,0,0,0,0,0,0
0.074037,0,0,0,0,0,0
0.075485,0,0,0,6,172,164
0.077093,0,0,0,0,0,0
0.078470,0,0,0,0,0,0
0.080016,0,0,0,0,0,0
0.081430,0,0,0,0,0,0
0.082793,0,0,0,0,0,0
0.084158,0,0,0,0,0,0
0.085529,0,0,0,0,0,0
0.086902,0,0,0,42,886,912
0.088138,0,0,0,0,0,0
0.089577,0,0,0,0,0,0
0.091269,0,0,0,0,0,0
0.093939,0,0,0,0,0,0
0.095362,0,0,0,0,0,0
0.096774,0,0,0,0,0,0
0.098164,0,0,0,0,0,0
0.099945,0,0,0,0,0,0
0.101431,0,0,0,0,0,0
0.102823,0,0,0,0,0,0
0.104239,0,0,0,0,0,0
0.105626,0,0,0,0,0,0
0.107067,0,0,0,0,0,0
0.108457,0,0,0,0,0,0
0.109848,0,0,0,0,0,0
0.111275,0,0,0,0,0,0
0.112666,0,0,0,0,0,0
0.114055,0,0,0,0,0,0
0.115569,0,0,0,0,0,0
0.116958,0,0,0,0,0,0
0.118357,0,0,0,0,0,0
0.119749,0,0,0,0,0,0
0.121140,0,0,0,0,0,0
0.122573,0,0,0,0,0,0
0.123969,0,0,0,0,0,0
0.125366,0,0,0,0,0,0
0.126755,0,0,0,0,0,0
0.128261,0,0,0,0,0,0
0.129674,0,0,0,0,0,0
0.131072,0,0,0,0,0,0
0.132469,0,0,0,0,0,0
0.133866,0,0,0,0,0,0
0.135265,0,0,0,0,0,0
0.136792,0,0,0,0,0,0
0.138400,0,0,0,0,0,0
0.139975,0,0,0,0,0,0
0.141538,0,0,0,0,0,0
0.143102,0,0,0,0,0,0
0.144664,0,0,0,0,0,0
0.146226,0,0,0,0,0,0
0.147791,0,0,0,0,0,0
0.149353,0,0,0,0,0,0
0.150927,0,0,0,0,0,0
0.152496,0,0,0,0,0,0
0.154099,0,0,0,0,0,0
0.155665,0,0,0,0,0,0
0.157228,0,0,0,0,0,0
0.158789,0,0,0,0,0,0
0.160356,0,0,0,0,0,0
0.161930,0,0,0,0,0,0
0.163495,0,0,0,0,0,0
0.165058,0,0,0,0,0,0
0.166619,0,0,0,0,0,0
0.168183,0,0,0,0,0,0
0.169746,0,0,0,0,0,0
0.171354,0,0,0,0,0,0
0.172931,0,0,0,0,0,0
0.174492,0,0,0,0,0,0
0.176055,0,0,0,0,0,0
0.177618,0,0,0,0,0,0
0.179184,0,0,0,0,0,0
0.180747,0,0,0,0,0,0
0.182308,0,0,0,0,0,0
0.183884,0,0,0,0,0,0
0.185448,0,0,0,0,0,0
0.187104,0,0,0,0,0,0
0.188623,0,0,0,0,0,0
0.190027,0,0,0,0,0,0
0.191429,0,0,0,0,0,0
0.192827,0,0,0,0,0,0
0.194235,0,0,0,0,0,0
0.195636,0,0,0,0,0,0
0.197219,0,0,0,0,0,0
0.198779,0,0,0,0,0,0
0.200251,0,0,0,0,0,0
0.201690,0,0,0,0,0,0
0.203128,0,0,0,0,0,0
0.204490,0,0,0,0,0,0
0.205831,0,0,0,0,0,0
0.207221,0,0,0,0,0,0
0.208577,0,0,0,0,0,0
0.209924,0,0,0,0,0,0
0.211271,0,0,0,0,0,0
0.212620,0,0,0,0,0,0
0.213966,0,0,0,0,0,0
0.215394,0,0,0,0,0,0
0.216797,0,0,0,0,0,0
0.218199,0,0,0,0,0,0
0.219568,0,0,0,0,0,0
0.220885,0,0,0,0,0,0
0.222202,0,0,0,0,0,0
0.223567,0,0,0,0,0,0
0.224883,0,0,0,0,0,0
0.226209,0,0,0,0,0,0
0.227573,0,0,0,0,0,0
0.228888,0,0,0,0,0,0
0.230202,0,0,0,0,0,0
0.231565,0,0,0,0,0,0
0.232880,0,0,0,0,0,0
0.234230,0,0,0,0,0,0
0.235657,0,0,0,0,0,0
0.237031,0,0,0,0,0,0
0.238398,0,0,0,0,0,0
0.239814,0,0,0,0,0,0
0.241184,0,0,0,0,0,0
0.242552,0,0,0,0,0,0
0.243862,0,0,0,0,0,0
0.245229,0,0,0,0,0,0
0.246601,0,0,0,0,0,0
0.248020,0,0,0,0,0,0
0.249390,0,0,0,0,0,0
0.250731,0,0,0,0,0,0
0.252106,0,0,0,0,0,0
0.253476,0,0,0,0,0,0
0.254845,0,0,0,0,0,0
0.256213,0,0,0,0,0,0
0.257476,0,0,0,0,0,0
0.258849,0,0,0,0,0,0
0.260266,0,0,0,0,0,0
0.261685,0,0,0,12,151,148
0.263122,0,0,0,0,0,0
0.264544,0,0,0,0,0,0
0.265976,0,0,0,0,0,0
0.267415,0,0,0,0,0,0
0.268808,0,0,0,0,0,0
0.270212,0,0,0,0,0,0
0.271963,0,0,0,0,0,0
0.273412,0,0,0,0,0,0
0.274859,0,0,0,42,884,910
0.276259,0,0,0,0,0,0
0.277655,0,0,0,0,0,0
0.279076,0,0,0,0,0,0
0.280484,0,0,0,0,0,0
0.281880,0,0,0,0,0,0
0.283924,0,0,0,0,0,0
0.285319,0,0,0,0,0,0
0.286786,0,0,0,0,0,0
0.288248,0,0,0,0,0,0
0.289641,0,0,0,0,0,0
0.291125,0,0,0,0,0,0
0.292514,0,0,0,0,0,0
0.293899,0,0,0,0,0,0
0.295285,0,0,0,0,0,0
0.296671,0,0,0,0,0,0
0.298106,0,0,0,0,0,0
0.299500,0,0,0,0,0,0
0.300890,0,0,0,0,0,0
0.302288,0,0,0,0,0,0
0.303678,0,0,0,0,0,0
0.305069,0,0,0,0,0,0
0.306459,0,0,0,0,0,0
0.308160,0,0,0,0,0,0
0.309739,0,0,0,0,0,0
0.311304,0,0,0,0,0,0
0.312877,0,0,0,0,0,0
0.314490,0,0,0,0,0,0
0.316053,0,0,0,0,0,0
0.317615,0,0,0,0,0,0
