elapsed_s,VPC_NEVER_COUNT,VPC_FE_BUSY_CYCLES,VPC_FE_WORKING_CYCLES,VPC_FE_STALL_CYCLES_VFD_WACK,VPC_FE_STARVE_CYCLES_SP,VPC_FE_PC_PRIMITIVES
0.001102,0,0,0,0,0,0
0.002759,0,0,0,0,0,0
0.004290,0,0,0,0,0,0
0.005806,0,0,0,0,0,0
0.007381,0,0,0,0,0,0
0.008896,0,0,0,0,0,0
0.010576,0,0,0,0,0,0
0.012203,0,0,0,0,0,0
0.013718,0,0,0,0,0,0
0.015267,0,0,0,0,0,0
0.016783,0,0,0,0,0,0
0.018262,0,0,0,0,0,0
0.019741,0,0,0,0,0,0
0.021263,0,0,0,0,0,0
0.022831,0,0,0,0,0,0
0.024300,0,0,0,0,0,0
0.025745,0,0,0,0,0,0
0.027189,0,0,0,0,0,0
0.028635,0,0,0,0,0,0
0.030079,0,0,0,0,0,0
0.031585,0,0,0,0,0,0
0.033030,0,0,0,0,0,0
0.034475,0,0,0,0,0,0
0.035919,0,0,0,0,0,0
0.037367,0,0,0,0,0,0
0.038870,0,0,0,0,0,0
0.040468,0,0,0,0,0,0
0.041925,0,0,0,0,0,0
0.043491,0,0,0,0,0,0
0.044925,0,0,0,0,0,0
0.046486,0,0,0,0,0,0
0.048221,0,0,0,0,0,0
0.049881,0,0,0,0,0,0
0.051315,0,0,0,0,0,0
0.052773,0,0,0,0,0,0
0.054388,0,0,0,0,0,0
0.055893,0,0,0,0,0,0
0.057416,0,0,0,0,0,0
0.058919,0,0,0,0,0,0
0.060427,0,0,0,0,0,0
0.061933,0,0,0,0,0,0
0.063437,0,0,0,0,0,0
0.064814,0,0,0,0,0,0
0.066190,0,0,0,0,0,0
0.067616,0,0,0,0,0,0
0.069024,0,0,0,0,0,0
0.070443,0,0,0,0,0,0
0.071895,0,0,0,0,0,0
0.073265,0,0,0,0,0,0
0.074659,0,0,0,0,0,0
0.076140,0,0,0,0,0,0
0.077569,0,0,0,0,0,0
0.078929,0,0,0,0,0,0
0.080467,0,0,0,0,0,0
0.081899,0,0,0,0,0,0
0.083306,0,1281,519,0,0,0
0.084890,0,0,0,0,0,0
0.086298,0,0,0,0,0,0
0.087696,0,0,0,0,0,0
