elapsed_s,VPC_BE_PS_BUSY_CYCLES,VPC_BE_PS_WORKING_CYCLES,VPC_BE_STALL_CYCLES_CCHE,VPC_BE_STARVE_CYCLES_CCHE,VPC_BE_LM_FULL_WAIT_FOR_INTP_END,VPC_BE_CCHE_REQBUF_FULL
0.001101,0,0,0,643590,0,0
0.002922,0,0,0,441312,0,0
0.004424,0,0,0,431082,0,0
0.005988,0,0,0,427944,0,0
0.007475,0,0,0,429108,0,0
0.008922,0,0,0,414618,0,0
0.010382,0,0,0,415800,0,0
0.011828,0,0,0,413148,0,0
0.013328,0,0,0,408012,0,0
0.014808,0,0,0,406884,0,0
0.016239,0,0,0,408018,0,0
0.017667,0,0,0,527232,0,0
0.019280,0,0,0,526236,0,0
0.020847,0,0,0,467688,0,0
0.022349,0,0,0,491532,0,0
0.023845,0,0,0,494292,0,0
0.025372,0,0,0,511146,0,0
0.026877,0,0,0,511284,0,0
0.028407,0,0,0,504336,0,0
0.029948,0,0,0,496470,0,0
0.031521,0,0,0,392268,0,0
0.032849,0,0,0,343476,0,0
0.034176,0,0,0,348186,0,0
0.035508,0,0,0,460350,0,0
0.036960,0,0,0,397176,0,0
0.038365,0,0,0,379038,0,0
0.039791,0,0,0,371022,0,0
0.041172,0,0,0,358746,0,0
0.042551,0,0,0,360174,0,0
0.043911,0,0,0,360714,0,0
0.045269,0,0,0,363306,0,0
0.046630,0,0,0,364038,0,0
0.047993,0,0,0,362736,0,0
0.049354,0,0,0,363150,0,0
0.050708,0,0,0,357300,0,0
0.052062,0,0,0,357660,0,0
0.053430,0,0,0,359844,0,0
0.054799,318,468,0,1157244,0,0
0.056023,0,0,0,358872,0,0
0.057379,0,0,0,362316,0,0
0.058735,0,0,0,360222,0,0
0.060090,0,0,0,360012,0,0
0.061491,0,0,0,361332,0,0
0.062847,0,0,0,363054,0,0
0.064216,0,0,0,670326,0,0
0.065697,663,873,0,8086068,0,0
0.066914,0,0,0,8029032,0,0
0.068135,0,0,0,8066436,0,0
0.069378,0,0,0,8317842,0,0
0.070676,0,0,0,8474292,0,0
0.071952,0,0,0,8404110,0,0
0.073223,0,0,0,8385426,0,0
0.074510,0,0,0,8487612,0,0
0.075778,0,0,0,8375994,0,0
0.077045,0,0,0,8708550,0,0
0.078352,0,0,0,8256168,0,0
0.079614,0,0,0,8339574,0,0
0.080881,0,0,0,8359746,0,0
0.082143,0,0,0,8356038,0,0
0.083409,0,0,0,8314668,0,0
0.084680,0,0,0,8397408,0,0
0.085985,0,0,0,8617830,0,0
0.087247,0,0,0,8318298,0,0
0.088508,0,0,0,8314572,0,0
0.089769,0,0,0,8344860,0,0
0.091031,0,0,0,8314584,0,0
0.092291,0,0,0,8316528,0,0
0.093546,0,0,0,8236362,0,0
