elapsed_s,RBBM_US_PC_BUSY,RBBM_US_COM_BUSY,RBBM_US_DCOM_BUSY,RBBM_US_VBIF_BUSY
0.001093,0,0,0,6643
0.002543,0,0,0,2661
0.003961,0,0,0,2494
0.005378,0,0,0,2515
0.006795,0,0,0,2936
0.008285,0,0,0,2949
0.009695,0,0,0,2971
0.011112,0,0,0,2561
0.012496,0,0,0,2937
0.013849,0,0,0,2966
0.015293,0,0,0,2968
0.016721,0,0,0,2991
0.018084,0,0,0,2989
0.019445,0,0,0,2551
0.020813,0,0,0,2422
0.022174,0,0,0,2583
0.023565,0,0,0,2781
0.024905,0,0,0,2476
0.026243,0,0,0,2474
0.027583,0,0,0,2944
0.028923,0,0,0,2665
0.030262,0,0,0,6781
0.031619,0,0,0,1777
0.032922,0,0,0,1844
0.034225,0,0,0,1813
0.035549,0,0,0,1821
0.036941,0,0,0,1822
0.038321,0,0,0,1846
0.039710,0,0,0,1991
0.041110,0,0,0,1973
0.043059,0,0,0,2030
0.044444,0,0,0,2220
0.045855,0,0,0,2058
0.047365,0,0,0,1362
0.049791,0,0,0,1320
0.051228,0,0,0,1334
0.052626,0,0,0,1325
0.054074,0,0,0,1314
0.055513,0,0,0,1367
0.056900,0,0,0,1363
0.058308,126,111,0,11358
0.061709,0,0,0,1487
0.063209,0,0,0,1325
0.064649,0,0,0,1314
0.066031,0,0,0,1312
0.067411,0,0,0,1450
0.068791,0,0,0,1363
0.070175,791814,257,0,628760
0.071461,1049080,80,0,810801
0.072700,978018,90,0,776413
0.073938,1011653,80,0,762426
0.075176,914392,70,0,696053
0.076972,1543599,130,0,1215005
0.078213,1013928,80,0,779863
0.079496,1021557,90,0,795813
0.080745,1021517,80,0,788589
0.081990,1009912,80,0,812749
0.083236,982758,90,0,782771
0.084479,1015527,80,0,786237
0.085723,1015916,80,0,784221
0.086965,1094516,90,0,862322
0.088320,975958,90,0,781845
0.089564,1017527,80,0,778207
0.090807,1016180,80,0,781960
0.092049,981494,80,0,781796
0.093292,1008635,90,0,782362
0.094535,1016380,80,0,782164
0.095809,1007131,90,0,802627
0.097051,1016225,80,0,779195
0.098293,1015016,80,0,791713
0.099536,973430,90,0,789524
0.100778,1016161,80,0,784352
0.102020,1015502,80,0,786017
0.103264,1012089,90,0,804593
0.104539,1016867,80,0,790884
0.105782,998983,80,0,793858
0.107026,991523,90,0,786454
0.108268,455531,137,0,364757
0.109652,0,0,0,2052
0.111093,0,0,0,2189
0.112548,0,0,0,2035
0.113930,0,0,0,2041
0.115314,0,0,0,2035
0.116697,0,0,0,2035
0.118080,0,0,0,2051
0.119517,0,0,0,2024
0.120903,0,0,0,2050
0.122289,0,0,0,2096
0.123673,0,0,0,2025
0.125058,0,0,0,2068
0.126442,0,0,0,2050
0.127855,0,0,0,2056
0.129366,0,0,0,2035
0.131093,0,0,0,2036
0.132502,0,0,0,2035
0.133881,0,0,0,2031
0.139237,0,0,0,2039
0.140763,0,0,0,2032
0.142157,0,0,0,2034
0.143671,0,0,0,2036
0.145062,0,0,0,2041
0.146406,0,0,0,2036
0.147807,0,0,0,2040
0.149196,0,0,0,2038
0.150568,0,0,0,2033
0.152033,0,0,0,2231
0.153445,0,0,0,2064
0.154825,0,0,0,2036
0.156219,0,0,0,2041
0.157598,0,0,0,2063
0.159086,0,0,0,2035
0.160474,0,0,0,2034
0.161970,0,0,0,2034
0.163358,0,0,0,2036
0.164753,0,0,0,2030
0.166138,0,0,0,2034
0.167558,0,0,0,2024
0.168943,0,0,0,2098
0.170328,0,0,0,2034
0.171714,0,0,0,2033
0.173097,0,0,0,2186
0.174610,0,0,0,2033
0.176090,0,0,0,2031
0.177485,0,0,0,2032
0.178872,0,0,0,2030
0.180261,0,0,0,2038
0.181647,0,0,0,2034
0.183034,0,0,0,2163
0.184417,0,0,0,2027
0.185941,0,0,0,2063
0.187406,0,0,0,2102
0.188805,0,0,0,2036
0.190329,0,0,0,2090
0.191915,0,0,0,2038
0.193436,0,0,0,2029
0.194976,0,0,0,2036
0.196679,0,0,0,2035
0.198232,0,0,0,2035
0.199697,0,0,0,2037
0.201133,0,0,0,2040
0.202677,0,0,0,2033
0.204169,0,0,0,2035
0.205689,0,0,0,2037
0.207247,0,0,0,2037
0.208862,0,0,0,2032
0.210412,0,0,0,2036
0.211964,0,0,0,2042
0.213515,0,0,0,2029
0.215067,0,0,0,2075
0.216643,0,0,0,2028
0.218046,0,0,0,2034
0.219450,0,0,0,2048
0.220841,0,0,0,2032
0.222228,0,0,0,2034
0.223653,0,0,0,2031
0.225040,0,0,0,2159
0.226554,0,0,0,2035
0.228105,0,0,0,2035
0.229662,0,0,0,2033
0.231216,0,0,0,2041
0.232683,0,0,0,2033
0.234074,0,0,0,2032
0.235464,0,0,0,2032
0.236850,0,0,0,2037
0.238235,0,0,0,2031
0.239738,0,0,0,2031
0.241131,0,0,0,2035
0.242646,0,0,0,2030
0.244146,0,0,0,2033
0.245665,0,0,0,2145
0.247215,0,0,0,2343
0.248811,0,0,0,2038
0.250373,0,0,0,2039
0.251922,0,0,0,2033
0.253468,0,0,0,2030
0.254894,0,0,0,2027
0.256427,0,0,0,2160
0.257977,0,0,0,2026
0.259530,0,0,0,2131
0.261095,0,0,0,2107
0.262646,0,0,0,2028
0.264261,0,0,0,2036
0.265810,0,0,0,2033
0.267363,0,0,0,2050
0.268914,0,0,0,2028
0.270464,0,0,0,2033
0.272073,0,0,0,2028
0.273625,0,0,0,2035
0.275177,0,0,0,2039
0.276730,0,0,0,2035
0.278281,0,0,0,2127
0.279921,0,0,0,2030
0.281472,0,0,0,2033
0.283039,0,0,0,2069
0.284592,0,0,0,2038
0.286141,0,0,0,2035
0.287738,0,0,0,2038
0.289290,0,0,0,2035
0.290840,0,0,0,2078
