elapsed_s,PC_US_STALL_CYCLES_COMPUTE_GFX,PC_US_STALL_CYCLES_GFX_COMPUTE,PC_US_PREDRAW_STALLS,PC_US_DP0_INPUT_STALLS,PC_US_DP1_INPUT_STALLS,PC_US_BR_STALLS_BV_WORKLOAD,PC_US_BV_STALLS_BR_WORKLOAD,PC_US_PASSPAIR_STALL
0.001173,0,0,0,0,0,0,0,0
0.002745,0,0,0,0,0,0,0,0
0.004293,0,0,0,0,0,0,0,0
0.005841,0,0,0,0,0,0,0,0
0.007382,0,0,0,0,0,0,0,0
0.008908,0,0,0,0,0,0,0,0
0.010490,0,0,0,0,0,0,0,0
0.012063,0,0,0,0,0,0,0,0
0.013604,0,0,0,0,0,0,0,0
0.015145,0,0,0,0,0,0,0,0
0.016825,0,0,0,0,0,0,0,0
0.018427,0,0,0,0,0,0,0,0
0.020027,0,0,0,0,0,0,0,0
0.021558,0,0,0,0,0,0,0,0
0.023059,0,0,0,0,0,0,0,0
0.024672,0,0,0,0,0,0,0,0
0.026170,0,0,0,0,0,0,0,0
0.027679,0,0,0,0,0,0,0,0
0.029366,0,0,0,0,0,0,0,0
0.030897,0,0,0,0,0,0,0,0
0.032467,0,0,0,0,0,0,0,0
0.033976,0,0,0,0,0,0,0,0
0.035472,0,0,0,0,0,0,0,0
0.037091,0,0,0,0,0,0,0,0
0.038603,0,0,0,0,0,0,0,0
0.040140,0,0,0,0,0,0,0,0
0.041792,0,0,0,0,0,0,0,0
0.043320,0,0,0,0,0,0,0,0
0.044864,0,0,0,0,0,0,0,0
0.046344,0,0,0,0,0,0,0,0
0.047822,0,0,0,0,0,0,0,0
0.049298,0,0,0,0,0,0,0,0
0.050773,0,0,0,0,0,0,0,0
0.052248,0,0,0,0,0,0,0,0
0.053734,0,0,0,0,0,0,0,0
0.055208,0,0,0,0,0,0,0,0
0.056831,0,0,0,0,0,0,0,0
0.058264,0,0,0,0,0,0,0,0
0.059733,0,0,0,0,0,0,0,0
0.061207,0,0,0,0,0,0,0,0
0.062631,0,0,0,0,0,0,0,0
0.064058,0,0,0,0,0,0,0,0
0.065482,0,0,0,0,0,0,0,0
0.066902,0,0,0,0,0,0,0,0
0.068435,0,0,0,0,0,0,0,0
0.069827,0,0,0,0,0,0,0,0
0.071220,0,0,0,0,0,0,0,0
0.072629,0,0,0,0,0,0,0,0
0.074027,0,0,0,0,0,0,0,0
0.075423,0,0,0,0,0,0,0,0
0.076817,0,0,0,0,0,0,0,0
