elapsed_s,PC_S_DS_INVOCATIONS,PC_S_VS_INVOCATIONS,PC_S_GS_INVOCATIONS,PC_S_DS_PRIMITIVES,PC_S_TESS_BUSY_CYCLES,PC_S_TESS_WORKING_CYCLES,PC_S_TESS_STALL_CYCLES_PC,PC_S_TESS_STARVE_CYCLES_PC
0.001101,0,0,0,0,0,0,0,11754
0.002580,0,0,0,0,0,0,0,11925
0.004034,0,0,0,0,0,0,0,13176
0.005488,0,0,0,0,0,0,0,13110
0.006940,0,0,0,0,0,0,0,11835
0.008396,0,0,0,0,0,0,0,12666
0.009866,0,0,0,0,0,0,0,13320
0.011318,0,0,0,0,0,0,0,13443
0.012770,0,0,0,0,0,0,0,11727
0.014222,0,0,0,0,0,0,0,12108
0.015784,0,0,0,0,0,0,0,12057
0.017230,0,0,0,0,0,0,0,14220
0.018698,0,0,0,0,0,0,0,12243
0.020093,0,0,0,0,0,0,0,14208
0.021472,0,0,0,0,0,0,0,14196
0.022900,0,0,0,0,0,0,0,12501
0.024281,0,0,0,0,0,0,0,12846
0.025659,0,0,0,0,0,0,0,12108
0.027086,0,0,0,0,0,0,0,12348
0.028464,0,0,0,0,0,0,0,13437
0.029842,0,0,0,0,0,0,0,12303
0.031266,0,0,0,0,0,0,0,12084
0.032603,0,0,0,0,0,0,0,12522
0.033929,0,0,0,0,0,0,0,12564
0.035305,0,0,0,0,0,0,0,11433
0.036641,0,0,0,0,0,0,0,12660
0.037967,0,0,0,0,0,0,0,11844
0.039344,0,0,0,0,0,0,0,11799
0.040670,0,0,0,0,0,0,0,11652
0.042001,0,0,0,0,0,0,0,13056
0.043376,0,0,0,0,0,0,0,13251
0.044703,0,0,0,0,0,0,0,12060
0.046029,0,0,0,0,0,0,0,11907
0.047405,0,0,0,0,0,0,0,11835
0.048733,0,0,0,0,0,0,0,11817
0.050059,0,0,0,0,0,0,0,12381
0.051430,0,0,0,0,0,0,0,10248
0.052764,0,0,0,0,0,0,0,9972
0.054050,0,0,0,0,0,0,0,9240
0.055331,0,0,0,0,0,0,0,9459
0.056613,0,0,0,0,0,0,0,9267
0.057944,0,0,0,0,0,0,0,9312
0.059277,0,0,0,0,0,0,0,10947
0.060609,0,0,0,0,0,0,0,9549
0.061898,0,0,0,0,0,0,0,10911
0.063185,0,0,0,0,0,0,0,9030
0.064472,0,0,0,0,0,0,0,10488
0.065755,0,0,0,0,0,0,0,11097
0.067088,0,0,0,0,0,0,0,10107
0.068417,0,0,0,0,0,0,0,11871
0.069746,0,0,0,0,0,0,0,12129
0.071075,0,0,0,0,0,0,0,12135
0.072403,0,0,0,0,0,0,0,12309
0.073738,0,0,0,0,0,0,0,12090
0.075115,0,0,0,0,0,0,0,12081
0.076443,0,0,0,0,0,0,0,10971
0.077820,0,0,0,0,0,0,0,12555
0.079272,0,0,0,0,0,0,0,10650
0.080599,0,0,0,0,0,0,0,10398
0.081928,0,0,0,0,0,0,0,10335
0.083256,0,0,0,0,0,0,0,10173
0.084598,0,0,0,0,0,0,0,9969
0.085925,0,0,0,0,0,0,0,11286
0.087253,0,0,0,0,0,0,0,10713
0.088581,0,0,0,0,0,0,0,11403
0.089910,0,0,0,0,0,0,0,12300
0.091240,0,0,0,0,0,0,0,10125
0.092572,0,0,0,0,0,0,0,10215
0.093898,0,0,0,0,0,0,0,11382
0.095235,0,0,0,0,0,0,0,11829
0.096565,0,0,0,0,0,0,0,10500
0.097891,0,0,0,0,0,0,0,31737
0.099098,0,0,0,0,0,0,0,21411
0.100491,0,0,0,0,0,0,0,13911
0.101878,0,0,0,0,0,0,0,13611
0.103315,0,0,0,0,0,0,0,13431
0.104701,0,0,0,0,0,0,0,13200
0.106141,0,0,0,0,0,0,0,17382
0.107527,0,0,0,0,0,0,0,14457
0.108913,0,0,0,0,0,0,0,14529
0.110297,0,0,0,0,0,0,0,14679
0.111649,0,0,0,0,0,0,0,14604
0.113087,0,0,0,0,0,0,0,15219
0.114476,0,0,0,0,0,0,0,14469
0.115863,0,0,0,0,0,0,0,14349
0.117252,0,0,0,0,0,0,0,13755
0.118688,0,0,0,0,0,0,0,14460
0.120075,0,0,0,0,0,0,0,14682
0.121463,0,0,0,0,0,0,0,14094
0.122900,0,0,0,0,0,0,0,14181
0.124335,0,0,0,0,0,0,0,13800
0.125723,0,0,0,0,0,0,0,14202
0.127131,0,0,0,0,0,0,0,15210
0.128508,0,0,0,0,0,0,0,13848
0.129868,0,0,0,0,0,0,0,14232
0.131228,0,0,0,0,0,0,0,14640
0.132589,0,0,0,0,0,0,0,14232
0.133948,0,0,0,0,0,0,0,13899
0.135308,0,0,0,0,0,0,0,14037
0.136667,0,0,0,0,0,0,0,13875
0.138026,0,0,0,0,0,0,0,15030
0.139438,0,0,0,0,0,0,0,14760
0.140799,0,0,0,0,0,0,0,13542
0.142158,0,0,0,0,0,0,0,13665
0.143790,0,0,0,0,0,0,0,14310
0.145218,0,0,0,0,0,0,0,14484
0.146631,0,0,0,0,0,0,0,13827
0.148041,0,0,0,0,0,0,0,14544
0.149462,0,0,0,0,0,0,0,14709
0.150872,0,0,0,0,0,0,0,13302
0.152279,0,0,0,0,0,0,0,14517
0.153685,0,0,0,0,0,0,0,14058
0.155093,0,0,0,0,0,0,0,15291
0.156501,0,0,0,0,0,0,0,14934
0.158038,0,0,0,0,0,0,0,15315
0.159621,0,0,0,0,0,0,0,18036
0.161167,0,0,0,0,0,0,0,15579
0.162743,0,0,0,0,0,0,0,13593
0.164318,0,0,0,0,0,0,0,15528
0.165891,0,0,0,0,0,0,0,14097
0.167466,0,0,0,0,0,0,0,13689
0.169041,0,0,0,0,0,0,0,13488
0.170627,0,0,0,0,0,0,0,15144
0.172203,0,0,0,0,0,0,0,14307
0.173774,0,0,0,0,0,0,0,14463
0.175350,0,0,0,0,0,0,0,14127
0.176926,0,0,0,0,0,0,0,14682
0.178501,0,0,0,0,0,0,0,14214
0.180075,0,0,0,0,0,0,0,13956
0.181661,0,0,0,0,0,0,0,15021
0.183236,0,0,0,0,0,0,0,13515
0.184810,0,0,0,0,0,0,0,13848
0.186386,0,0,0,0,0,0,0,13791
0.187961,0,0,0,0,0,0,0,14406
0.189534,0,0,0,0,0,0,0,14469
0.191152,0,0,0,0,0,0,0,14301
0.192741,0,0,0,0,0,0,0,14850
0.194314,0,0,0,0,0,0,0,14490
0.195751,0,0,0,0,0,0,0,14400
0.197162,0,0,0,0,0,0,0,13578
0.198704,0,0,0,0,0,0,0,14094
0.200279,0,0,0,0,0,0,0,14136
0.201897,0,0,0,0,0,0,0,14457
0.203482,0,0,0,0,0,0,0,13176
0.205057,0,0,0,0,0,0,0,14205
0.206687,0,0,0,0,0,0,0,14520
0.208546,0,0,0,0,0,0,0,13656
0.210125,0,0,0,0,0,0,0,14544
0.211704,0,0,0,0,0,0,0,15204
0.213278,0,0,0,0,0,0,0,15225
0.214869,0,0,0,0,0,0,0,14769
0.216464,0,0,0,0,0,0,0,13281
0.218037,0,0,0,0,0,0,0,14196
0.219703,0,0,0,0,0,0,0,14790
0.221277,0,0,0,0,0,0,0,14616
0.222899,0,0,0,0,0,0,0,13191
0.224474,0,0,0,0,0,0,0,14193
0.226064,0,0,0,0,0,0,0,14211
0.227685,0,0,0,0,0,0,0,14652
0.229249,0,0,0,0,0,0,0,13899
0.230691,0,0,0,0,0,0,0,14088
0.232233,0,0,0,0,0,0,0,14217
0.233806,0,0,0,0,0,0,0,15951
0.235380,0,0,0,0,0,0,0,14337
0.236966,0,0,0,0,0,0,0,13830
0.238586,0,0,0,0,0,0,0,13497
0.240158,0,0,0,0,0,0,0,14502
0.241730,0,0,0,0,0,0,0,13737
0.243304,0,0,0,0,0,0,0,14037
0.244879,0,0,0,0,0,0,0,14769
0.246453,0,0,0,0,0,0,0,14961
0.248041,0,0,0,0,0,0,0,14073
0.249613,0,0,0,0,0,0,0,13578
0.251187,0,0,0,0,0,0,0,14325
0.252761,0,0,0,0,0,0,0,13857
0.254333,0,0,0,0,0,0,0,15663
0.255916,0,0,0,0,0,0,0,13929
0.257326,0,0,0,0,0,0,0,15300
0.258876,0,0,0,0,0,0,0,13962
0.260450,0,0,0,0,0,0,0,13638
0.262020,0,0,0,0,0,0,0,14475
0.263646,0,0,0,0,0,0,0,15363
0.265217,0,0,0,0,0,0,0,13785
0.266793,0,0,0,0,0,0,0,13848
0.268366,0,0,0,0,0,0,0,14547
0.269951,0,0,0,0,0,0,0,14595
0.271525,0,0,0,0,0,0,0,14013
0.273098,0,0,0,0,0,0,0,13554
0.274674,0,0,0,0,0,0,0,13299
0.276248,0,0,0,0,0,0,0,13710
0.277820,0,0,0,0,0,0,0,14688
0.279393,0,0,0,0,0,0,0,13173
0.280980,0,0,0,0,0,0,0,14712
0.282555,0,0,0,0,0,0,0,14409
