elapsed_s,LRZ_NEVER_COUNT,LRZ_BUSY_CYCLES,LRZ_STARVE_CYCLES_RAS
0.001095,0,0,1330508
0.002536,0,0,763470
0.003945,0,0,777113
0.005403,0,0,750424
0.006809,0,0,748802
0.008214,0,0,748535
0.009620,0,0,749415
0.011037,0,0,754902
0.012443,0,0,748848
0.013848,0,0,748760
0.015253,0,0,749345
0.016659,0,0,767646
0.018143,0,0,786595
0.019537,0,0,734630
0.020971,0,0,760285
0.022364,0,0,741001
0.023727,0,0,730129
0.025105,0,0,730711
0.026479,0,0,731463
0.027841,0,0,726405
0.029206,0,0,726770
0.030568,0,0,725648
0.031932,0,0,744309
0.033355,0,0,742421
0.034721,0,0,726585
0.036085,0,0,754487
0.037490,0,0,710031
0.038822,0,0,709802
0.040204,0,0,738870
0.041543,0,0,712689
0.042880,0,0,713441
0.044229,0,0,717772
0.045566,0,0,712304
0.046902,0,0,711832
0.048289,0,0,740516
0.049630,0,0,713764
0.050970,0,0,714307
0.052375,0,0,739367
0.053677,0,0,700493
0.055022,0,0,699995
0.056304,0,0,683552
0.057585,0,0,682852
0.058868,0,0,683179
0.060199,0,0,709872
0.061482,0,0,683646
0.062767,0,0,683735
0.064048,0,0,682695
0.065334,0,0,690687
0.066626,0,0,683406
0.067907,0,0,680483
0.069188,0,0,684089
0.070548,0,0,753000
0.071923,0,0,799682
0.073342,0,0,1279390
0.074689,0,0,1252040
0.076094,0,0,1309578
0.077434,0,0,1245566
0.078765,0,0,1240347
0.080097,0,0,1246510
0.081436,0,0,1247318
0.082770,0,0,1243572
0.084104,0,0,1274406
0.085532,0,0,1310561
0.086940,0,0,1307072
0.092040,0,0,4778909
0.093416,0,0,1464200
0.094803,20039,19999,1415848
0.096046,83653,83691,1410437
0.097281,80223,80212,1410617
0.098522,83783,83865,1400126
0.099756,80126,80199,1383693
0.101110,90393,90401,1605018
0.102407,83161,83121,1436754
0.103611,79955,80062,1360306
0.104806,80206,80210,1359652
0.106001,80028,79792,1351989
0.107193,80286,80434,1352128
0.108383,76501,76536,1350903
0.109604,18212,18227,1691739
0.110970,0,0,1649798
0.112378,0,0,1703871
0.113735,0,0,1642698
0.115091,0,0,1511711
0.116422,0,0,1768932
0.117866,0,0,1736780
0.119242,0,0,1672289
0.120626,0,0,1666211
0.121997,0,0,1526397
0.123256,0,0,1531655
