elapsed_s,TP_FILTER_POINT_FP32,TP_LATENCY_FIFO_FULL,TP_RESERVED_62,TP_RESERVED_63,TP_RESERVED_64,TP_RESERVED_65,TP_RESERVED_66,TP_RESERVED_67,TP_RESERVED_68,TP_RESERVED_69,TP_RESERVED_70,TP_RESERVED_71
0.001146,0,0,0,0,0,0,0,0,0,0,0,0
0.002924,0,0,0,0,0,0,0,0,0,0,0,0
0.004668,0,0,0,0,0,0,0,0,0,0,0,0
0.006344,0,0,0,0,0,0,0,0,0,0,0,0
0.007977,0,0,0,0,0,0,0,0,0,0,0,0
0.009581,0,0,0,0,0,0,0,0,0,0,0,0
0.011186,0,0,0,0,0,0,0,0,0,0,0,0
0.012951,0,0,0,0,0,0,0,0,0,0,0,0
0.014613,0,0,0,0,0,0,0,0,0,0,0,0
0.016191,0,0,0,0,0,0,0,0,0,0,0,0
0.017957,0,0,0,0,0,0,0,0,0,0,0,0
0.019695,0,0,0,0,0,0,0,0,0,0,0,0
0.021272,0,0,0,0,0,0,0,0,0,0,0,0
0.022811,0,0,0,0,0,0,0,0,0,0,0,0
0.024346,0,0,0,0,0,0,0,0,0,0,0,0
0.025971,0,0,0,0,0,0,0,0,0,0,0,0
0.027504,0,0,0,0,0,0,0,0,0,0,0,0
0.029135,0,0,0,0,0,0,0,0,0,0,0,0
0.030605,0,0,0,0,0,0,0,0,0,0,0,0
0.032071,0,0,0,0,0,0,0,0,0,0,0,0
0.033587,0,0,0,0,0,0,0,0,0,0,0,0
0.035173,0,0,0,0,0,0,0,0,0,0,0,0
0.036909,0,0,0,0,0,0,0,0,0,0,0,0
0.038217,0,0,0,0,0,0,0,0,0,0,0,0
0.039617,0,0,0,0,0,0,0,0,0,0,0,0
0.041024,0,0,0,0,0,0,0,0,0,0,0,0
0.042363,0,0,0,0,0,0,0,0,0,0,0,0
0.043698,0,0,0,0,0,0,0,0,0,0,0,0
0.045047,0,0,0,0,0,0,0,0,0,0,0,0
0.046518,0,0,0,0,0,0,0,0,0,0,0,0
0.047969,0,0,0,0,0,0,0,0,0,0,0,0
0.049425,0,0,0,0,0,0,0,0,0,0,0,0
0.050892,0,0,0,0,0,0,0,0,0,0,0,0
0.052339,0,0,0,0,0,0,0,0,0,0,0,0
0.053845,0,0,0,0,0,0,0,0,0,0,0,0
0.055223,0,0,0,0,0,0,0,0,0,0,0,0
0.056674,0,0,0,0,0,0,0,0,0,0,0,0
0.058129,0,0,0,0,0,0,0,0,0,0,0,0
0.059539,0,0,0,0,0,0,0,0,0,0,0,0
0.060942,0,0,0,0,0,0,0,0,0,0,0,0
0.062324,0,0,0,0,0,0,0,0,0,0,0,0
0.063782,0,0,0,0,0,0,0,0,0,0,0,0
0.065209,0,0,0,0,0,0,0,0,0,0,0,0
0.066561,0,0,0,0,0,0,0,0,0,0,0,0
0.067948,0,0,0,0,0,0,0,0,0,0,0,0
0.069335,0,0,0,0,0,0,0,0,0,0,0,0
0.070722,0,0,0,0,0,0,0,0,0,0,0,0
0.072121,0,0,0,0,0,0,0,0,0,0,0,0
0.073556,0,0,0,0,0,0,0,0,0,0,0,0
0.074941,0,0,0,0,0,0,0,0,0,0,0,0
0.076327,0,0,0,0,0,0,0,0,0,0,0,0
0.077928,4326400,0,0,0,0,0,0,0,0,0,0,0
0.079221,4464640,0,0,0,0,0,0,0,0,0,0,0
0.080505,4521216,0,0,0,0,0,0,0,0,0,0,0
0.081814,4440832,0,0,0,0,0,0,0,0,0,0,0
0.083095,4423680,0,0,0,0,0,0,0,0,0,0,0
0.084378,4489216,0,0,0,0,0,0,0,0,0,0,0
0.085749,4762624,0,0,0,0,0,0,0,0,0,0,0
