elapsed_s,ALWAYSON
0.001096,45292
0.002519,27151
0.003906,26614
0.005336,27460
0.006721,26591
0.008266,30635
0.009677,26192
0.011047,26488
0.012438,26675
0.013796,25708
0.015167,26190
0.016556,27119
0.017905,25525
0.019225,25348
0.020545,25327
0.021875,25491
0.023189,27315
0.024686,26916
0.026072,26428
0.027395,25327
0.028758,26202
0.030069,24557
0.031338,24362
0.032665,25655
0.033939,24312
0.035204,24271
0.036467,24359
0.037739,24115
0.038979,23813
0.040219,23808
0.041502,25915
0.042922,27055
0.044304,28535
0.045797,26629
0.047379,30226
0.050424,63916
0.052111,27607
0.053561,27832
0.054935,25914
0.056268,25562
0.057601,25521
0.058925,25349
0.060244,25292
0.061649,28347
0.063138,27256
0.064518,28017
0.067310,52148
0.068737,28146
0.070149,26268
0.071513,26142
0.072874,23632
0.074093,23393
0.075310,23388
0.076601,24441
0.077840,24184
0.079062,23432
0.080282,23417
0.081501,23396
0.082720,24023
0.083973,23439
0.085241,24413
0.086465,23472
0.087688,23483
0.088913,23522
0.090135,23462
0.091358,23477
0.092582,23505
0.093804,23446
0.095025,23441
0.096313,24791
0.097540,26060
0.098911,26283
0.100292,27474
0.101752,27079
0.103119,26224
0.104483,27128
0.105900,26328
0.107322,27324
0.108742,28054
0.110153,26204
0.111517,26206
0.113055,29664
0.114426,26115
0.115787,26166
0.117297,36701
0.119073,26369
0.120433,25941
0.124651,81211
0.126011,25867
0.127355,25790
0.128810,28731
0.130172,25505
0.131476,24920
0.132773,25266
0.134149,26269
0.135511,26104
0.136870,26113
0.138231,26097
0.139590,26112
0.140997,27143
0.142367,26249
0.143733,26236
0.145101,26269
0.146467,26244
0.147834,26221
0.149374,30024
0.151196,34986
0.152616,26904
0.153991,26349
0.155360,26265
0.156730,27094
0.158156,26622
0.159527,26275
0.160895,26252
0.162389,29148
0.163809,26890
0.165231,27284
0.166603,26294
0.167971,26264
0.169341,26302
0.170708,26257
0.172075,26226
0.173615,30029
0.175159,29602
0.176689,29411
0.178219,29356
0.179747,29325
0.181321,30250
0.182851,29346
0.184378,31290
0.185885,26610
0.187257,26277
0.188755,29220
0.190285,29341
0.191812,29321
0.193343,29397
0.194872,29348
0.196412,29671
0.197947,29363
0.199473,29323
0.201004,29398
0.202533,29335
0.204060,29310
0.205631,30167
0.207172,29599
0.208702,29397
0.210231,29339
0.211758,29334
0.213332,30180
0.214860,29358
0.216387,29406
0.217934,29632
0.219462,29333
0.221036,30230
0.222565,29351
0.224093,29316
0.225622,29363
0.227151,29355
0.228695,30495
0.230267,29329
0.231795,29346
0.233325,29392
0.234854,29322
0.236380,38042
0.238239,26577
0.239619,26450
0.241117,29207
0.242647,29358
0.244174,29323
0.245747,30207
0.247276,29368
0.248806,29332
0.250346,29596
0.251753,26758
0.253181,27296
0.254552,26302
0.255920,26250
0.257290,26286
0.258656,26259
0.260023,26222
0.261576,30276
0.263106,29364
0.264638,29426
0.266168,29364
0.267697,29357
0.269272,30263
0.270802,29352
0.272345,29704
0.273879,29383
0.275409,29368
0.276984,30274
0.278516,29362
0.280044,29360
0.281573,29367
0.283118,29634
0.284649,30250
