run,group,chunk,counter,width,region_index,region_start_s,region_end_s,samples,total,max,mean,active_mean,active_samples,csv_path
sweep_20260625_152944,CP,1,CP_NEVER_COUNT,128,1,0.049233,2.246847,1413,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_ALWAYS_COUNT,128,1,0.049233,2.246847,1413,670577854.0,4329594.0,474577.3913658882,474577.3913658882,1413,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_BUSY_GFX_CORE_IDLE,128,1,0.049233,2.246847,1413,7609036.0,340158.0,5385.021939136589,5385.021939136589,1413,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_BUSY_CYCLES,128,1,0.049233,2.246847,1413,18098871.0,940854.0,12808.825902335457,12808.825902335457,1413,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_NUM_PREEMPTIONS,128,1,0.049233,2.246847,1413,30.0,3.0,0.021231422505307854,1.2,25,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_PREEMPTION_REACTION_DELAY,128,1,0.049233,2.246847,1413,150131.0,90788.0,106.24982307147913,6005.24,25,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_PREEMPTION_SWITCH_OUT_TIME,128,1,0.049233,2.246847,1413,1198334.0,128212.0,848.0778485491861,47933.36,25,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_PREEMPTION_SWITCH_IN_TIME,128,1,0.049233,2.246847,1413,875214.0,80880.0,619.4012738853503,35008.56,25,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_DEAD_DRAWS_IN_BIN_RENDER,128,1,0.049233,2.246847,1413,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_PREDICATED_DRAWS_KILLED,128,1,0.049233,2.246847,1413,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_MODE_SWITCH,128,1,0.049233,2.246847,1413,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_ZPASS_DONE,128,1,0.049233,2.246847,1413,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_CONTEXT_DONE,128,1,0.049233,2.246847,1413,2983.0,202.0,2.111111111111111,74.575,40,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_CACHE_FLUSH,128,1,0.049233,2.246847,1413,137.0,8.0,0.09695682944090588,3.8055555555555554,36,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_NEVER_COUNT,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_ALWAYS_COUNT,256,2,2.265618,2.298993,22,9061827.0,1549544.0,411901.2272727273,411901.2272727273,22,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_BUSY_GFX_CORE_IDLE,256,2,2.265618,2.298993,22,68539.0,7993.0,3115.409090909091,3115.409090909091,22,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_BUSY_CYCLES,256,2,2.265618,2.298993,22,68517.0,7992.0,3114.409090909091,3114.409090909091,22,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_NUM_PREEMPTIONS,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_PREEMPTION_REACTION_DELAY,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_PREEMPTION_SWITCH_OUT_TIME,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_PREEMPTION_SWITCH_IN_TIME,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_DEAD_DRAWS_IN_BIN_RENDER,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_PREDICATED_DRAWS_KILLED,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_MODE_SWITCH,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_ZPASS_DONE,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
sweep_20260625_152944,CP,1,CP_CONTEXT_DONE,256,2,2.265618,2.298993,22,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk001.csv
