run,group,chunk,csv_path,region_index,width,start_idx,end_idx_exclusive,start_s,end_s,samples
sweep_20260625_152944,SP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk005.csv,2,256,154,175,0.245295,0.274736,21
sweep_20260625_152944,SP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk005.csv,3,512,279,300,0.435421,0.466913,21
sweep_20260625_152944,SP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk005.csv,4,1024,404,425,0.62849,0.657769,21
sweep_20260625_152944,SP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk005.csv,5,2048,539,560,0.834352,0.863932,21
sweep_20260625_152944,SP,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk007.csv,1,128,40,61,0.068497,0.098468,21
sweep_20260625_152944,SP,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk007.csv,2,256,161,182,0.252852,0.282351,21
sweep_20260625_152944,SP,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk007.csv,3,512,286,307,0.444142,0.474873,21
sweep_20260625_152944,SP,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk007.csv,4,1024,411,432,0.636662,0.667017,21
sweep_20260625_152944,SP,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk007.csv,5,2048,540,561,0.83397,0.863253,21
sweep_20260625_152944,SP,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk008.csv,1,128,33,55,0.059673,0.090559,22
sweep_20260625_152944,SP,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk008.csv,2,256,153,174,0.243253,0.273624,21
sweep_20260625_152944,SP,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk008.csv,3,512,275,296,0.434977,0.465765,21
sweep_20260625_152944,SP,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk008.csv,4,1024,395,416,0.626244,0.656388,21
sweep_20260625_152944,SP,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk008.csv,5,2048,519,541,0.818784,0.849693,22
sweep_20260625_152944,SP,9,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk009.csv,1,128,42,64,0.068145,0.098475,22
sweep_20260625_152944,SP,9,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk009.csv,2,256,171,192,0.258637,0.286939,21
sweep_20260625_152944,SP,9,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk009.csv,3,512,298,320,0.448259,0.477804,22
sweep_20260625_152944,SP,9,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk009.csv,4,1024,428,449,0.641262,0.669422,21
sweep_20260625_152944,SP,9,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/11_SP/SP_chunk009.csv,5,2048,566,588,0.845226,0.875264,22
sweep_20260625_174559,CP,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk001.csv,1,128,69,194,0.104046,0.29272,125
sweep_20260625_174559,CP,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk001.csv,2,256,297,346,0.4512,0.524482,49
sweep_20260625_174559,CP,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk001.csv,3,512,362,423,0.549112,0.64172,61
sweep_20260625_174559,CP,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk001.csv,4,1024,426,471,0.647414,0.714407,45
sweep_20260625_174559,CP,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk001.csv,5,2048,568,631,0.861967,0.95838,63
sweep_20260625_174559,CP,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk002.csv,1,128,37,1333,0.059516,2.085809,1296
sweep_20260625_174559,CP,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk002.csv,2,256,1382,1438,2.165976,2.257657,56
sweep_20260625_174559,CP,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk002.csv,3,512,1421,1445,2.231485,2.268717,24
sweep_20260625_174559,CP,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk002.csv,4,1024,1428,1451,2.24337,2.27791,23
sweep_20260625_174559,CP,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk002.csv,5,2048,1434,1456,2.25305,2.286436,22
sweep_20260625_174559,CP,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk003.csv,1,128,32,1273,0.051475,1.989322,1241
sweep_20260625_174559,CP,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk003.csv,2,256,1256,1278,1.963841,1.996985,22
sweep_20260625_174559,CP,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk003.csv,3,512,1323,1406,2.071411,2.20795,83
sweep_20260625_174559,CP,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk003.csv,4,1024,1874,1896,2.990309,3.026246,22
sweep_20260625_174559,CP,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk003.csv,5,2048,1880,1902,3.002489,3.036006,22
sweep_20260625_174559,CP,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk004.csv,1,128,28,1832,0.042616,2.915294,1804
sweep_20260625_174559,CP,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk004.csv,2,256,1832,1896,2.916897,3.02302,64
sweep_20260625_174559,CP,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk004.csv,3,512,1883,1931,3.003345,3.083115,48
sweep_20260625_174559,CP,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk004.csv,4,1024,1961,1983,3.13672,3.174346,22
sweep_20260625_174559,CP,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk004.csv,5,2048,1975,1997,3.162438,3.198009,22
sweep_20260625_174559,CP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk005.csv,1,128,30,52,0.047287,0.078913,22
sweep_20260625_174559,CP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk005.csv,2,256,141,163,0.215391,0.24768,22
sweep_20260625_174559,CP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk005.csv,3,512,261,282,0.398465,0.428638,21
sweep_20260625_174559,CP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk005.csv,4,1024,378,399,0.576156,0.605548,21
sweep_20260625_174559,CP,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk005.csv,5,2048,497,518,0.756679,0.788179,21
sweep_20260625_174559,CP,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk006.csv,1,128,33,55,0.052566,0.084801,22
sweep_20260625_174559,CP,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk006.csv,2,256,152,173,0.233145,0.262114,21
sweep_20260625_174559,CP,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk006.csv,3,512,268,289,0.407654,0.437455,21
sweep_20260625_174559,CP,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk006.csv,4,1024,381,403,0.579742,0.610533,22
sweep_20260625_174559,CP,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/01_CP/CP_chunk006.csv,5,2048,500,521,0.760339,0.790499,21
sweep_20260625_174559,RBBM,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk001.csv,1,128,53,1216,0.080175,1.834997,1163
sweep_20260625_174559,RBBM,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk001.csv,2,256,1199,1317,1.810681,1.990992,118
sweep_20260625_174559,RBBM,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk001.csv,3,512,1299,1387,1.965228,2.099752,88
sweep_20260625_174559,RBBM,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk001.csv,4,1024,1450,1473,2.198869,2.232441,23
sweep_20260625_174559,RBBM,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk001.csv,5,2048,1468,1491,2.226215,2.259508,23
sweep_20260625_174559,RBBM,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk002.csv,1,128,48,70,0.072295,0.104471,22
sweep_20260625_174559,RBBM,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk002.csv,2,256,182,203,0.268492,0.298951,21
sweep_20260625_174559,RBBM,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk002.csv,3,512,312,333,0.463497,0.492658,21
sweep_20260625_174559,RBBM,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk002.csv,4,1024,435,456,0.644478,0.672685,21
sweep_20260625_174559,RBBM,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk002.csv,5,2048,563,584,0.833631,0.864651,21
sweep_20260625_174559,RBBM,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk003.csv,1,128,46,67,0.068209,0.096915,21
sweep_20260625_174559,RBBM,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk003.csv,2,256,182,203,0.263582,0.291439,21
sweep_20260625_174559,RBBM,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk003.csv,3,512,315,337,0.452975,0.485415,22
sweep_20260625_174559,RBBM,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk003.csv,4,1024,450,471,0.652884,0.681826,21
sweep_20260625_174559,RBBM,3,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/02_RBBM/RBBM_chunk003.csv,5,2048,580,601,0.84202,0.872316,21
sweep_20260625_174559,HLSQ,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk001.csv,1,128,39,60,0.057971,0.086345,21
sweep_20260625_174559,HLSQ,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk001.csv,2,256,155,177,0.230478,0.261776,22
sweep_20260625_174559,HLSQ,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk001.csv,3,512,275,296,0.40882,0.437591,21
sweep_20260625_174559,HLSQ,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk001.csv,4,1024,399,420,0.591875,0.620952,21
sweep_20260625_174559,HLSQ,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk001.csv,5,2048,514,536,0.763234,0.792987,22
sweep_20260625_174559,HLSQ,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk002.csv,1,128,30,51,0.045385,0.073983,21
sweep_20260625_174559,HLSQ,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk002.csv,2,256,156,177,0.23062,0.258946,21
sweep_20260625_174559,HLSQ,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk002.csv,3,512,273,294,0.404023,0.432182,21
sweep_20260625_174559,HLSQ,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk002.csv,4,1024,396,417,0.584324,0.613078,21
sweep_20260625_174559,HLSQ,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk002.csv,5,2048,523,544,0.768199,0.798854,21
sweep_20260625_174559,HLSQ,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk004.csv,1,128,29,50,0.043956,0.072438,21
sweep_20260625_174559,HLSQ,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk004.csv,2,256,148,169,0.22135,0.250035,21
sweep_20260625_174559,HLSQ,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk004.csv,3,512,269,290,0.400026,0.429173,21
sweep_20260625_174559,HLSQ,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk004.csv,4,1024,383,404,0.569432,0.598947,21
sweep_20260625_174559,HLSQ,4,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk004.csv,5,2048,507,528,0.752837,0.781212,21
sweep_20260625_174559,HLSQ,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk005.csv,1,128,36,57,0.05613,0.084794,21
sweep_20260625_174559,HLSQ,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk005.csv,2,256,159,181,0.235294,0.270136,22
sweep_20260625_174559,HLSQ,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk005.csv,3,512,274,295,0.409318,0.440846,21
sweep_20260625_174559,HLSQ,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk005.csv,4,1024,390,411,0.582793,0.61067,21
sweep_20260625_174559,HLSQ,5,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk005.csv,5,2048,508,530,0.758918,0.789161,22
sweep_20260625_174559,HLSQ,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk006.csv,1,128,37,58,0.056461,0.085309,21
sweep_20260625_174559,HLSQ,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk006.csv,2,256,155,176,0.233519,0.263486,21
sweep_20260625_174559,HLSQ,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk006.csv,3,512,277,298,0.413693,0.444668,21
sweep_20260625_174559,HLSQ,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk006.csv,4,1024,394,415,0.588725,0.61866,21
sweep_20260625_174559,HLSQ,6,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk006.csv,5,2048,513,534,0.767711,0.79575,21
sweep_20260625_174559,HLSQ,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk007.csv,1,128,60,81,0.091753,0.120577,21
sweep_20260625_174559,HLSQ,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk007.csv,2,256,197,218,0.289597,0.317835,21
sweep_20260625_174559,HLSQ,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk007.csv,3,512,333,354,0.48721,0.514927,21
sweep_20260625_174559,HLSQ,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk007.csv,4,1024,472,493,0.689459,0.718273,21
sweep_20260625_174559,HLSQ,7,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk007.csv,5,2048,592,613,0.868889,0.898557,21
sweep_20260625_174559,HLSQ,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk008.csv,1,128,51,72,0.079796,0.108466,21
sweep_20260625_174559,HLSQ,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk008.csv,2,256,193,215,0.283838,0.314214,22
sweep_20260625_174559,HLSQ,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk008.csv,3,512,324,346,0.475816,0.507756,22
sweep_20260625_174559,HLSQ,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk008.csv,4,1024,456,478,0.672044,0.701273,22
sweep_20260625_174559,HLSQ,8,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk008.csv,5,2048,590,611,0.86696,0.895742,21
sweep_20260625_174559,HLSQ,11,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk011.csv,1,128,38,59,0.056739,0.08494,21
sweep_20260625_174559,HLSQ,11,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk011.csv,2,256,157,178,0.233729,0.263617,21
sweep_20260625_174559,HLSQ,11,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk011.csv,3,512,274,295,0.409957,0.438382,21
sweep_20260625_174559,HLSQ,11,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk011.csv,4,1024,397,418,0.59018,0.619895,21
sweep_20260625_174559,HLSQ,11,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk011.csv,5,2048,514,536,0.765026,0.79553,22
sweep_20260625_174559,HLSQ,12,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk012.csv,1,128,36,57,0.056726,0.086696,21
sweep_20260625_174559,HLSQ,12,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk012.csv,2,256,150,171,0.228784,0.257664,21
sweep_20260625_174559,HLSQ,12,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk012.csv,3,512,273,294,0.4103,0.440812,21
sweep_20260625_174559,HLSQ,12,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk012.csv,4,1024,391,412,0.586251,0.614919,21
sweep_20260625_174559,HLSQ,12,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk012.csv,5,2048,505,526,0.755586,0.787381,21
sweep_20260625_174559,HLSQ,13,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk013.csv,1,128,47,68,0.071547,0.100954,21
sweep_20260625_174559,HLSQ,13,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk013.csv,2,256,171,193,0.255478,0.285584,22
sweep_20260625_174559,HLSQ,13,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk013.csv,3,512,311,332,0.460763,0.489703,21
sweep_20260625_174559,HLSQ,13,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk013.csv,4,1024,452,473,0.667664,0.696597,21
sweep_20260625_174559,HLSQ,13,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk013.csv,5,2048,585,606,0.86228,0.891492,21
sweep_20260625_174559,HLSQ,14,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk014.csv,1,128,50,71,0.078112,0.105682,21
sweep_20260625_174559,HLSQ,14,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk014.csv,2,256,179,201,0.263236,0.29412,22
sweep_20260625_174559,HLSQ,14,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk014.csv,3,512,304,326,0.450677,0.48319,22
sweep_20260625_174559,HLSQ,14,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk014.csv,4,1024,440,461,0.652127,0.680233,21
sweep_20260625_174559,HLSQ,14,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk014.csv,5,2048,568,589,0.840402,0.872709,21
sweep_20260625_174559,HLSQ,15,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk015.csv,1,128,49,70,0.074226,0.102604,21
sweep_20260625_174559,HLSQ,15,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk015.csv,2,256,182,203,0.270322,0.298938,21
sweep_20260625_174559,HLSQ,15,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk015.csv,3,512,313,334,0.463612,0.491469,21
sweep_20260625_174559,HLSQ,15,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk015.csv,4,1024,444,465,0.655633,0.683476,21
sweep_20260625_174559,HLSQ,15,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk015.csv,5,2048,563,584,0.834713,0.868184,21
sweep_20260625_174559,HLSQ,17,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk017.csv,1,128,36,58,0.054022,0.084769,22
sweep_20260625_174559,HLSQ,17,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk017.csv,2,256,155,177,0.231851,0.261848,22
sweep_20260625_174559,HLSQ,17,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk017.csv,3,512,272,293,0.40523,0.435924,21
sweep_20260625_174559,HLSQ,17,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk017.csv,4,1024,399,420,0.592596,0.621644,21
sweep_20260625_174559,HLSQ,17,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk017.csv,5,2048,515,536,0.76737,0.798176,21
sweep_20260625_174559,HLSQ,18,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk018.csv,1,128,1397,1418,2.127573,2.157909,21
sweep_20260625_174559,HLSQ,18,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk018.csv,2,256,1402,1423,2.134993,2.164556,21
sweep_20260625_174559,HLSQ,18,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk018.csv,3,512,1405,1430,2.139238,2.174009,25
sweep_20260625_174559,HLSQ,18,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_174559/05_HLSQ/HLSQ_chunk018.csv,4,1024,1412,1433,2.150936,2.177981,21
