run,group,counter,label,total_all_widths,total_width_first,total_width_last,scaling_ratio_last_over_first,corr_total_vs_width,total_w128,total_w256,total_w512,total_w1024,total_w2048
sweep_20260625_152944,CP,CP_SQE_IDLE,flat_or_saturated,669632362.0,615235780.0,5913677.0,0.00961204987135176,-0.5009808856076847,615235780.0,35461151.0,6344778.0,6676976.0,5913677.0
sweep_20260625_152944,CP,CP_SQE_INSTR_COUNTER,moderate_width_scaling,570616.0,85835.0,191763.0,2.234088658472651,0.9880927960146672,85835.0,76563.0,93611.0,122844.0,191763.0
sweep_20260625_152944,CP,CP_SQE_I_CACHE_STARVE,flat_or_saturated,3106140.0,2371711.0,66972.0,0.028237841794383885,-0.573766468864747,2371711.0,554319.0,55162.0,57976.0,66972.0
sweep_20260625_152944,CP,CP_SQE_LOAD_STATE_EXEC,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_MD8_STALL_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_MESH_EXEC_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_MRB_STARVE,flat_or_saturated,2044.0,2044.0,0.0,0.0,-0.47660312381939823,2044.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PIPE_OUT_STALL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_FSDT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_IB1,flat_or_saturated,679.0,679.0,0.0,0.0,-0.47660312381939807,679.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_IB2,flat_or_saturated,1765.0,1765.0,0.0,0.0,-0.4766031238193981,1765.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_IB3,flat_or_saturated,320.0,320.0,0.0,0.0,-0.47660312381939823,320.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_RB,flat_or_saturated,206249.0,184448.0,2483.0,0.013461788688410825,-0.5083724752037929,184448.0,14079.0,2564.0,2675.0,2483.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_SDS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_WFI_STALL,flat_or_saturated,168.0,140.0,14.0,0.1,-0.38710105859704713,140.0,0.0,0.0,14.0,14.0
sweep_20260625_152944,CP,CP_SQE_RRB_STARVE,flat_or_saturated,140908.0,129387.0,1646.0,0.012721525346441297,-0.4973500717356801,129387.0,7113.0,1382.0,1380.0,1646.0
sweep_20260625_152944,CP,CP_SQE_SAVE_SDS_STATE,moderate_width_scaling,1555.0,75.0,596.0,7.946666666666666,0.7113009040968973,75.0,0.0,0.0,884.0,596.0
sweep_20260625_152944,CP,CP_SQE_SYNC_STALL,flat_or_saturated,8981.0,7555.0,725.0,0.09596293845135671,-0.3912835213078461,7555.0,0.0,0.0,701.0,725.0
sweep_20260625_152944,CP,CP_SQE_SYS_WFI_STALL,flat_or_saturated,1308762.0,934718.0,187249.0,0.20032672955907557,-0.2843579146371874,934718.0,0.0,0.0,186795.0,187249.0
sweep_20260625_152944,CP,CP_SQE_T4_EXEC,moderate_width_scaling,5689.0,785.0,2452.0,3.123566878980892,0.8041349607432378,785.0,0.0,0.0,2452.0,2452.0
sweep_20260625_152944,CP,CP_SQE_VSD_STARVE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_S_SKEW_BUFFER_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_VBIF_READ_BEATS,flat_or_saturated,8881.0,2459.0,1610.0,0.6547376982513217,-0.46200818758262524,2459.0,1576.0,1626.0,1610.0,1610.0
sweep_20260625_152944,CP,CP_VBIF_WRITE_BEATS,flat_or_saturated,592.0,325.0,67.0,0.20615384615384616,-0.475357612169984,325.0,67.0,66.0,67.0,67.0
sweep_20260625_152944,CP,CP_VSD_DECODE_STARVE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_WAIT_ON_OTHER_PIPE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ZPASS_DONE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BUSY_CYCLES,moderate_width_scaling,508603.0,70295.0,172725.0,2.457144889394694,0.9942179290628566,70295.0,73187.0,85276.0,107120.0,172725.0
sweep_20260625_152944,HLSQ,HLSQ_BV_CONST_BUF_FULL_BLOCK_CPI,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_CTXT_BUF_FULL_BLOCK_CPI,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_DEREF_CYCLES,flat_or_saturated,204.0,44.0,40.0,0.9090909090909091,-0.35273781075132915,44.0,44.0,36.0,40.0,40.0
sweep_20260625_152944,HLSQ,HLSQ_BV_S2W_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_S2W_CYCLES_SP,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_STALL_CYCLES,flat_or_saturated,66.0,14.0,13.0,0.9285714285714286,-0.35273781075132915,14.0,14.0,12.0,13.0,13.0
sweep_20260625_152944,HLSQ,HLSQ_COMPUTE_DRAWCALLS,flat_or_saturated,20.0,4.0,4.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0
sweep_20260625_152944,HLSQ,HLSQ_DUAL_FS_PROG_ACTIVE,flat_or_saturated,1080.0,1080.0,0.0,0.0,-0.47660312381939823,1080.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_DUAL_VS_PROG_ACTIVE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_BATCH_COUNT_ZERO,flat_or_saturated,4305853326.0,4184847540.0,25073790.0,0.0059915659436424774,-0.477859731620977,4184847540.0,31662258.0,32027124.0,32242614.0,25073790.0
sweep_20260625_152944,HLSQ,HLSQ_FS_CONST_BUF_FULL_BLOCK_CPI,flat_or_saturated,60.0,12.0,12.0,1.0,0.0,12.0,12.0,12.0,12.0,12.0
sweep_20260625_152944,HLSQ,HLSQ_FS_DATA_WAIT_PROGRAMMING,flat_or_saturated,3600.0,720.0,720.0,1.0,0.0,720.0,720.0,720.0,720.0,720.0
sweep_20260625_152944,HLSQ,HLSQ_FS_DEREF_CYCLES,flat_or_saturated,1966.0,412.0,389.0,0.9441747572815534,-0.4189924909605821,412.0,411.0,371.0,383.0,389.0
sweep_20260625_152944,HLSQ,HLSQ_FS_INS_BUF_FULL_BLOCK_CPI,flat_or_saturated,10.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0
sweep_20260625_152944,HLSQ,HLSQ_FS_S2W_CYCLES,flat_or_saturated,5640.0,1128.0,1128.0,1.0,0.0,1128.0,1128.0,1128.0,1128.0,1128.0
sweep_20260625_152944,HLSQ,HLSQ_FS_S2W_CYCLES_SP,flat_or_saturated,8040.0,1608.0,1608.0,1.0,0.0,1608.0,1608.0,1608.0,1608.0,1608.0
sweep_20260625_152944,HLSQ,HLSQ_FS_STALL_CYCLES,flat_or_saturated,1775.0,311.0,429.0,1.3794212218649518,0.9335015081991141,311.0,345.0,345.0,345.0,429.0
sweep_20260625_152944,HLSQ,HLSQ_FS_WAIT_VS_S2W,flat_or_saturated,115.0,23.0,23.0,1.0,0.0,23.0,23.0,23.0,23.0,23.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_BANK0_REPLACEMENT,flat_or_saturated,10.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_BANK1_REPLACEMENT,flat_or_saturated,10.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_BANK2_REPLACEMENT,flat_or_saturated,10.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_BANK3_REPLACEMENT,flat_or_saturated,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_LATENCY_COUNT,flat_or_saturated,35.0,7.0,7.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_LATENCY_CYCLES,flat_or_saturated,6031.0,1136.0,1267.0,1.1153169014084507,0.7219209965805291,1136.0,1149.0,1264.0,1215.0,1267.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_HLSQ,flat_or_saturated,400.0,80.0,80.0,1.0,0.0,80.0,80.0,80.0,80.0,80.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_HLSQ_HIT,flat_or_saturated,200.0,40.0,40.0,1.0,0.0,40.0,40.0,40.0,40.0,40.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_INS_HLSQ,flat_or_saturated,360.0,72.0,72.0,1.0,0.0,72.0,72.0,72.0,72.0,72.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_INS_HLSQ_HIT,flat_or_saturated,160.0,32.0,32.0,1.0,0.0,32.0,32.0,32.0,32.0,32.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_INS_SP,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_INS_SP_HIT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_SP,flat_or_saturated,720.0,144.0,144.0,1.0,0.0,144.0,144.0,144.0,144.0,144.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_SP_HIT,flat_or_saturated,690.0,138.0,138.0,1.0,0.0,138.0,138.0,138.0,138.0,138.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_UCHE,flat_or_saturated,560.0,112.0,112.0,1.0,0.0,112.0,112.0,112.0,112.0,112.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_STALL_SP_MISS_REQ,flat_or_saturated,2.0,1.0,0.0,0.0,-0.7034540996048683,1.0,1.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_LPAC_DEREF_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_LPAC_S2W_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_LPAC_S2W_CYCLES_SP,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_LPAC_STALL_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_LPAC_WAIT_VS_S2W,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_MISS_RETURN_STALL_BY_S2W,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_NEVER_COUNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_RESERVED_19,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_RESERVED_20,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_RESERVED_7,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_RESERVED_8,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_RESERVED_9,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_S2W_STALL_BY_MISS_RETURN,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_SPTROC_STCHE_MISS_INC_BV,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_SPTROC_STCHE_MISS_INC_FS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_SPTROC_STCHE_MISS_INC_LPAC,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_SPTROC_STCHE_MISS_INC_VS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STALL_CYCLES_SP_FS_STAGE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STALL_CYCLES_SP_STATE,active_mixed,6.0,0.0,6.0,inf,0.8982135795057888,0.0,0.0,0.0,0.0,6.0
sweep_20260625_152944,HLSQ,HLSQ_STALL_CYCLES_UCHE,flat_or_saturated,20.0,4.0,4.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0
sweep_20260625_152944,HLSQ,HLSQ_STALL_CYCLES_VPC_BE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_DPS_RUN_COUNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_DPS_RUN_CYCLE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_L0_INS_HIT,flat_or_saturated,75.0,15.0,15.0,1.0,0.0,15.0,15.0,15.0,15.0,15.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_L0_INS_LATENCY_COUNT,flat_or_saturated,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_L0_INS_LATENCY_CYCLE,flat_or_saturated,80.0,16.0,16.0,1.0,0.0,16.0,16.0,16.0,16.0,16.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_L0_INS_MISS,flat_or_saturated,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_L0_STALL_INS_RD,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_WAVE_CONTEXTS_BV,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_WAVE_CONTEXTS_FS,flat_or_saturated,2025.0,405.0,405.0,1.0,0.0,405.0,405.0,405.0,405.0,405.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_WAVE_CONTEXTS_VS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_BV,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_FS,flat_or_saturated,2025.0,405.0,405.0,1.0,0.0,405.0,405.0,405.0,405.0,405.0
sweep_20260625_152944,HLSQ,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_VS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_UCHE_LATENCY_COUNT,flat_or_saturated,30.0,6.0,6.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0
sweep_20260625_152944,HLSQ,HLSQ_UCHE_LATENCY_CYCLES,flat_or_saturated,4803.0,1101.0,1026.0,0.9318801089918256,0.02157016885023792,1101.0,806.0,1059.0,811.0,1026.0
sweep_20260625_152944,HLSQ,HLSQ_VSBR_DEREF_CYCLES,flat_or_saturated,655.0,151.0,123.0,0.8145695364238411,-0.4819582993720122,151.0,151.0,107.0,123.0,123.0
sweep_20260625_152944,HLSQ,HLSQ_VSBR_S2W_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
