elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.001328,17,352,2408,0,0,0,0,0,0,0,0,0,0,0
0.003006,17,280,2193,0,0,0,0,0,0,0,0,0,0,0
0.004610,17,360,2587,0,0,0,0,0,0,0,0,0,0,0
0.006210,17,340,2588,0,0,0,0,0,0,0,0,0,0,0
0.007806,17,266,2134,0,0,0,0,0,0,0,0,0,0,0
0.009564,17,336,2542,0,0,0,0,0,0,0,0,0,0,0
0.011167,17,266,2536,0,0,0,0,0,0,0,0,0,0,0
0.012733,17,358,2190,0,0,0,0,0,0,0,0,0,0,0
0.014300,17,262,2203,0,0,0,0,0,0,0,0,0,0,0
0.015943,17,340,2569,0,0,0,0,0,0,0,0,0,0,0
0.017658,17,362,2423,0,0,0,0,0,0,0,0,0,0,0
0.019212,17,332,2271,0,0,0,0,0,0,0,0,0,0,0
0.020764,17,250,2148,0,0,0,0,0,0,0,0,0,0,0
0.022307,17,344,2229,0,0,0,0,0,0,0,0,0,0,0
0.023851,17,272,2105,0,0,0,0,0,0,0,0,0,0,0
0.025487,18,217,1324,0,0,0,0,0,0,0,0,0,0,0
0.026940,17,201,1256,0,0,0,0,0,0,0,0,0,0,0
0.028402,18,237,1315,0,0,0,0,0,0,0,0,0,0,0
0.029794,18,225,1241,0,0,0,0,0,0,0,0,0,0,0
0.031192,18,215,1252,0,0,0,0,0,0,0,0,0,0,0
0.032633,18,223,1378,0,0,0,0,0,0,0,0,0,0,0
0.034335,18,213,1398,0,0,0,0,0,0,0,0,0,0,0
0.035802,18,215,1394,0,0,0,0,0,0,0,0,0,0,0
0.037330,18,275,1376,0,0,0,0,0,0,0,0,0,0,0
0.038730,18,223,1353,0,0,0,0,0,0,0,0,0,0,0
0.040161,18,209,972,0,0,0,0,0,0,0,0,0,0,0
0.041612,18,209,1049,0,0,0,0,0,0,0,0,0,0,0
0.042999,18,209,980,0,0,0,0,0,0,0,0,0,0,0
0.044399,18,209,971,0,0,0,0,0,0,0,0,0,0,0
0.045800,18,209,971,0,0,0,0,0,0,0,0,0,0,0
0.047218,18,209,974,0,0,0,0,0,0,0,0,0,0,0
0.048659,18,205,973,0,0,0,0,0,0,0,0,0,0,0
0.050055,18,209,1073,0,0,0,0,0,0,0,0,0,0,0
0.051448,148,3474,9439,0,0,0,0,0,0,0,0,0,0,0
0.053073,19,213,1145,0,0,0,0,0,0,0,0,0,0,0
0.054471,18,209,1022,0,0,0,0,0,0,0,0,0,0,0
0.055868,18,209,974,0,0,0,0,0,0,0,0,0,0,0
0.057307,18,209,1088,0,0,0,0,0,0,0,0,0,0,0
0.058699,18,205,1007,0,0,0,0,0,0,0,0,0,0,0
0.060145,18,209,1007,0,0,0,0,0,0,0,0,0,0,0
0.061540,18,209,1005,0,0,0,0,0,0,0,0,0,0,0
0.062963,160,223272,16809,0,0,0,0,0,0,0,0,0,0,0
0.064213,0,825592,0,0,0,0,0,0,0,0,0,0,0,0
0.065478,0,843248,0,0,0,0,0,0,0,0,0,0,0,0
0.066790,0,863740,0,0,0,0,0,0,0,0,0,0,0,0
0.068135,0,887567,0,0,0,0,0,0,0,0,0,0,0,0
0.069429,0,856761,0,0,0,0,0,0,0,0,0,0,0,0
0.070725,0,855762,0,0,0,0,0,0,0,0,0,0,0,0
0.072018,0,908955,0,0,0,0,0,0,0,0,0,0,0,0
0.073400,0,863016,0,0,0,0,0,0,0,0,0,0,0,0
0.074699,0,858694,0,0,0,0,0,0,0,0,0,0,0,0
0.076133,0,983598,0,0,0,0,0,0,0,0,0,0,0,0
0.077499,34,323537,4218,0,0,0,0,0,0,0,0,0,0,0
0.078944,18,239,1715,0,0,0,0,0,0,0,0,0,0,0
0.080429,17,230,1810,0,0,0,0,0,0,0,0,0,0,0
0.081901,17,232,1790,0,0,0,0,0,0,0,0,0,0,0
0.083346,18,233,1659,0,0,0,0,0,0,0,0,0,0,0
0.084787,18,235,1647,0,0,0,0,0,0,0,0,0,0,0
0.086227,18,233,1808,0,0,0,0,0,0,0,0,0,0,0
0.087664,18,235,1655,0,0,0,0,0,0,0,0,0,0,0
0.089165,18,239,1744,0,0,0,0,0,0,0,0,0,0,0
0.090611,18,235,1761,0,0,0,0,0,0,0,0,0,0,0
0.092053,18,239,1661,0,0,0,0,0,0,0,0,0,0,0
0.093551,18,235,1641,0,0,0,0,0,0,0,0,0,0,0
0.094994,18,233,1830,0,0,0,0,0,0,0,0,0,0,0
0.096435,18,239,1649,0,0,0,0,0,0,0,0,0,0,0
0.098047,18,239,1654,0,0,0,0,0,0,0,0,0,0,0
0.099541,18,239,1647,0,0,0,0,0,0,0,0,0,0,0
0.102066,18,239,1654,0,0,0,0,0,0,0,0,0,0,0
0.103581,18,239,1653,0,0,0,0,0,0,0,0,0,0,0
0.105083,18,235,1646,0,0,0,0,0,0,0,0,0,0,0
0.106530,18,235,1656,0,0,0,0,0,0,0,0,0,0,0
0.107927,18,237,1650,0,0,0,0,0,0,0,0,0,0,0
0.109334,18,237,1638,0,0,0,0,0,0,0,0,0,0,0
0.110785,18,239,1644,0,0,0,0,0,0,0,0,0,0,0
0.112322,18,235,1644,0,0,0,0,0,0,0,0,0,0,0
0.113848,18,239,1652,0,0,0,0,0,0,0,0,0,0,0
0.115254,18,239,1650,0,0,0,0,0,0,0,0,0,0,0
0.116660,18,235,1652,0,0,0,0,0,0,0,0,0,0,0
0.118067,18,235,1648,0,0,0,0,0,0,0,0,0,0,0
0.119472,18,239,1654,0,0,0,0,0,0,0,0,0,0,0
0.120927,18,239,1650,0,0,0,0,0,0,0,0,0,0,0
0.122488,18,233,1639,0,0,0,0,0,0,0,0,0,0,0
0.124083,18,235,1652,0,0,0,0,0,0,0,0,0,0,0
0.125833,18,239,1782,0,0,0,0,0,0,0,0,0,0,0
0.127434,18,237,1649,0,0,0,0,0,0,0,0,0,0,0
0.129082,18,239,1645,0,0,0,0,0,0,0,0,0,0,0
0.130927,18,239,1644,0,0,0,0,0,0,0,0,0,0,0
0.132547,18,239,1645,0,0,0,0,0,0,0,0,0,0,0
0.134149,18,237,1647,0,0,0,0,0,0,0,0,0,0,0
0.135749,18,239,1651,0,0,0,0,0,0,0,0,0,0,0
0.137440,18,233,1752,0,0,0,0,0,0,0,0,0,0,0
0.139313,18,239,1651,0,0,0,0,0,0,0,0,0,0,0
0.140918,18,239,1655,0,0,0,0,0,0,0,0,0,0,0
0.142520,18,235,1680,0,0,0,0,0,0,0,0,0,0,0
0.144137,18,239,1653,0,0,0,0,0,0,0,0,0,0,0
0.145784,18,239,1652,0,0,0,0,0,0,0,0,0,0,0
0.147384,18,239,1653,0,0,0,0,0,0,0,0,0,0,0
0.149000,18,233,1654,0,0,0,0,0,0,0,0,0,0,0
0.150508,18,239,1653,0,0,0,0,0,0,0,0,0,0,0
0.151953,18,239,1647,0,0,0,0,0,0,0,0,0,0,0
0.153564,18,239,1653,0,0,0,0,0,0,0,0,0,0,0
0.155179,18,239,1647,0,0,0,0,0,0,0,0,0,0,0
