elapsed_s,CP_MEMORY_POOL_BELOW_THRESH,CP_AHB_WR_STALL_PRE_DRAWS,CP_AHB_STALL_SQE_GMU,CP_AHB_STALL_SQE_WR_OTHER,CP_AHB_STALL_SQE_RD_OTHER,CP_CLUSTER_FE_U_EMPTY,CP_CLUSTER_FE_S_EMPTY,CP_CLUSTER_SP_VS_EMPTY,CP_CLUSTER_VPC_US_EMPTY,CP_CLUSTER_VPC_VS_EMPTY,CP_CLUSTER_GRAS_EMPTY,CP_CLUSTER_SP_PS_EMPTY,CP_CLUSTER_VPC_PS_EMPTY,CP_CLUSTER_PS_EMPTY
0.001950,0,0,0,0,0,1003824,1003602,1003385,1003162,1002944,1002780,1002587,1002421,1002257
0.004959,0,0,0,0,0,320817,320818,323303,326751,333250,335332,335332,335332,335328
0.006768,0,0,0,0,0,375600,385216,390335,393418,391372,392739,393913,393911,397741
0.008608,0,0,0,0,0,346175,336557,328977,322473,318043,314590,313414,313413,309610
0.010191,0,0,0,0,0,306781,306808,306806,306805,306777,306775,306747,306746,340542
0.011895,0,0,0,0,0,338545,338407,338269,338132,338021,337885,337800,337634,303674
0.013440,0,0,0,0,0,299302,299300,300611,303288,303342,303395,303449,303506,303641
0.015029,0,0,0,0,0,275809,272463,267806,261766,258351,254936,251520,248146,244648
0.016438,0,0,0,0,0,246706,246704,246701,246729,246741,246769,246755,246754,246779
0.017846,0,0,0,0,0,230927,229156,227379,225585,223815,222005,220214,218420,216621
0.019269,0,0,0,0,0,214475,214378,214292,214199,214106,214058,213978,213893,213837
0.020681,0,0,0,0,0,225313,225323,225309,225308,226679,226923,226903,226886,226830
0.022113,0,0,0,0,0,216885,216878,216885,216897,215524,215265,215283,215311,215344
0.023513,0,0,0,0,0,216789,217166,219530,219516,219489,219458,219445,219407,219372
0.024864,0,0,0,0,0,216286,215915,213567,213574,213598,213628,213654,213711,213745
0.026218,0,0,0,0,0,254226,259452,264673,269906,275140,280367,285564,312107,317313
0.027861,0,0,0,0,0,311803,311474,311172,310843,310517,310211,309911,288254,287924
