elapsed_s,CP_S_SKEW_BUFFER_ABOVE_THRESH,CP_ECACHE_HITS,CP_ECACHE_KILLS,CP_ECACHE_REQS,CP_ECACHE_EVEN_REQS,CP_ECACHE_STALLS_RAP,CP_ECACHE_BUSY
0.001287,0,0,0,0,0,0,0
0.002796,0,0,0,0,0,0,0
0.004208,0,0,0,0,0,0,0
0.005702,0,0,0,0,0,0,0
0.007104,0,0,0,0,0,0,0
0.008530,0,0,0,0,0,0,0
0.009941,0,0,0,0,0,0,0
0.011373,0,0,0,0,0,0,0
0.012795,0,0,0,0,0,0,0
0.014216,0,0,0,0,0,0,0
0.015662,0,0,0,0,0,0,0
0.017185,0,0,0,0,0,0,0
0.018561,0,0,0,0,0,0,0
0.019914,0,0,0,0,0,0,0
0.021317,0,0,0,0,0,0,0
0.022671,0,0,0,0,0,0,0
0.024024,0,0,0,0,0,0,0
0.025463,0,0,0,0,0,0,0
0.026889,0,0,0,0,0,0,0
0.028312,0,0,0,0,0,0,0
0.029758,0,0,0,0,0,0,0
0.031137,0,0,0,0,0,0,0
0.032514,0,0,0,0,0,0,0
0.033893,0,0,0,0,0,0,0
0.035272,0,0,0,0,0,0,0
0.036718,0,0,0,0,0,0,0
0.038093,0,0,0,0,0,0,0
0.039466,0,0,0,0,0,0,0
0.040906,0,0,0,0,0,0,0
0.042282,0,0,0,0,0,0,0
0.043657,0,0,0,0,0,0,0
0.045054,0,0,0,0,0,0,0
0.046407,0,0,0,0,0,0,0
0.047762,0,0,0,0,0,0,0
0.049120,0,0,0,0,0,0,0
0.050562,0,0,0,0,0,0,0
0.051891,0,0,0,0,0,0,0
0.053269,0,0,0,0,0,0,0
0.054711,0,0,0,0,0,0,0
0.056138,0,0,0,0,0,0,0
0.057613,0,0,0,0,0,0,0
0.059043,0,0,0,0,0,0,0
0.060470,0,0,0,0,0,0,0
0.061834,0,0,0,0,0,0,0
0.063313,0,0,0,0,0,0,0
0.064738,0,0,0,0,0,0,0
0.066164,0,0,0,0,0,0,0
0.067590,0,0,0,0,0,0,0
0.069061,0,0,0,0,0,0,0
