elapsed_s,CP_NEVER_COUNT,CP_ALWAYS_COUNT,CP_BUSY_GFX_CORE_IDLE,CP_BUSY_CYCLES,CP_NUM_PREEMPTIONS,CP_PREEMPTION_REACTION_DELAY,CP_PREEMPTION_SWITCH_OUT_TIME,CP_PREEMPTION_SWITCH_IN_TIME,CP_DEAD_DRAWS_IN_BIN_RENDER,CP_PREDICATED_DRAWS_KILLED,CP_MODE_SWITCH,CP_ZPASS_DONE,CP_CONTEXT_DONE,CP_CACHE_FLUSH
0.001012,0,108517,1128,1127,0,0,0,0,0,0,0,0,0,0
0.002484,0,85123,1183,1182,0,0,0,0,0,0,0,0,0,0
0.003844,0,84519,1092,1091,0,0,0,0,0,0,0,0,0,0
0.005195,0,84622,1084,1083,0,0,0,0,0,0,0,0,0,0
0.006554,0,92903,1087,1086,0,0,0,0,0,0,0,0,0,0
0.007970,0,92606,1058,1057,0,0,0,0,0,0,0,0,0,0
0.009372,0,89376,1067,1066,0,0,0,0,0,0,0,0,0,0
0.010794,0,91815,1137,1136,0,0,0,0,0,0,0,0,0,0
0.012131,0,85813,1062,1061,0,0,0,0,0,0,0,0,0,0
0.013437,0,85192,1060,1059,0,0,0,0,0,0,0,0,0,0
0.014825,0,102571,1087,1086,0,0,0,0,0,0,0,0,0,0
0.016162,0,89387,1064,1063,0,0,0,0,0,0,0,0,0,0
0.017468,0,92482,1061,1060,0,0,0,0,0,0,0,0,0,0
0.018908,0,95252,1063,1062,0,0,0,0,0,0,0,0,0,0
0.020211,0,84590,1072,1071,0,0,0,0,0,0,0,0,0,0
0.021510,0,85549,1123,1122,0,0,0,0,0,0,0,0,0,0
0.022911,0,98951,1088,1087,0,0,0,0,0,0,0,0,0,0
0.024325,0,113715,1083,1082,0,0,0,0,0,0,0,0,0,0
0.025793,0,86298,1107,1106,0,0,0,0,0,0,0,0,0,0
0.027163,0,90489,1098,1097,0,0,0,0,0,0,0,0,0,0
0.028842,0,102655,1097,1096,0,0,0,0,0,0,0,0,0,0
0.030263,0,280465,70233,221886,1,1326,27813,11566,0,0,0,0,40,0
0.031555,0,287910,6764,286323,0,0,0,0,0,0,0,0,108,1
0.032796,0,181093,2036,80626,0,0,0,0,0,0,0,0,4,2
0.034273,0,109280,1099,1098,0,0,0,0,0,0,0,0,0,0
0.035690,0,110736,1128,1127,0,0,0,0,0,0,0,0,0,0
0.037168,0,105037,19505,23123,0,0,0,0,0,0,0,0,33,0
0.038520,0,275871,48,276497,0,0,0,0,0,0,0,0,28,0
0.039772,0,268983,38448,264966,1,486,31340,0,0,0,0,0,84,3
0.041020,0,131668,28031,28972,0,0,0,12020,0,0,0,0,11,2
0.042491,0,111094,1082,1081,0,0,0,0,0,0,0,0,0,0
0.043906,0,110046,1065,1064,0,0,0,0,0,0,0,0,0,0
0.045376,0,94895,10529,11405,0,525,12297,0,0,0,0,0,0,0
0.046605,0,272495,53035,271644,1,0,6254,17740,0,0,0,0,43,0
0.047834,0,272749,5874,272759,0,0,0,0,0,0,0,0,98,1
0.049061,0,124728,1993,24299,0,0,0,0,0,0,0,0,4,2
0.050533,0,514062,105785,398335,1,1319,38659,31174,0,0,0,0,37,15
0.051809,0,1403291,331,1403292,0,0,0,0,0,0,0,0,42,21
0.053106,0,1452878,345,1453758,0,0,0,0,0,0,0,0,46,23
0.054671,0,1781697,405,1786968,0,0,0,0,0,0,0,0,56,28
0.056057,0,1478636,219337,1453888,2,5986,263713,37299,0,0,0,0,157,9
0.057389,0,1455680,89502,1455053,0,0,0,101206,0,0,0,0,44,22
0.058730,0,1458203,330,1457203,0,0,0,0,0,0,0,0,44,22
0.059979,0,1364563,315,1368446,0,0,0,0,0,0,0,0,42,21
0.061218,0,1384300,315,1391111,0,0,0,0,0,0,0,0,44,22
0.062675,0,1585890,375,1575939,0,0,0,0,0,0,0,0,48,24
0.063992,0,1440255,162418,1439510,1,3422,220115,25873,0,0,0,0,71,13
0.065330,0,1494003,138555,1477243,1,1574,43774,113456,0,0,0,0,130,18
0.066642,0,1416548,330,1418487,0,0,0,0,0,0,0,0,44,22
0.067881,0,1299514,6197,809590,0,0,0,0,0,0,0,0,11,5
0.069367,0,975627,127475,186041,1,1449,39673,25140,0,0,0,0,75,6
0.070908,0,636340,2488,2487,0,0,0,0,0,0,0,0,0,0
0.072568,0,1655607,234043,907085,2,2446,86616,56728,0,0,0,0,166,5
0.073883,0,583313,8278,26129,0,0,0,0,0,0,0,0,21,2
0.075262,0,430948,2336,2335,0,0,0,0,0,0,0,0,0,0
0.076592,0,428359,2388,2387,0,0,0,0,0,0,0,0,0,0
0.078017,0,436837,2480,2479,0,0,0,0,0,0,0,0,0,0
0.079418,0,660869,131848,248222,1,1295,39546,32756,0,0,0,0,33,0
0.080724,0,880803,7467,476697,0,0,0,0,0,0,0,0,112,3
0.082158,0,770506,108603,129409,1,1239,38452,29426,0,0,0,0,21,2
0.083605,0,458580,2459,2458,0,0,0,0,0,0,0,0,0,0
0.085044,0,456511,2387,2386,0,0,0,0,0,0,0,0,0,0
0.086635,0,511321,2391,2390,0,0,0,0,0,0,0,0,0,0
0.088539,0,520192,2403,2402,0,0,0,0,0,0,0,0,0,0
0.090050,0,1282416,219433,810731,2,2342,82073,50165,0,0,0,0,170,5
0.091555,0,458678,2461,2460,0,0,0,0,0,0,0,0,0,0
0.093057,0,503052,2343,2342,0,0,0,0,0,0,0,0,0,0
0.094645,0,503880,2336,2335,0,0,0,0,0,0,0,0,0,0
0.096386,0,560428,2347,2346,0,0,0,0,0,0,0,0,0,0
0.098021,0,1035662,131357,601132,1,1188,38662,32162,0,0,0,0,141,1
0.099336,0,770028,94212,220213,1,888,43087,23024,0,0,0,0,29,4
0.100818,0,543155,2327,2326,0,0,0,0,0,0,0,0,0,0
0.102294,0,669237,2324,2323,0,0,0,0,0,0,0,0,0,0
