elapsed_s,SP_TTU_GPR_WR_REQ,SP_GPR_CACHE_SRC0_GPR_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC0_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC1_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC1_GPR_CACHE_HINT_RDCNT,SP_GPR_CACHE_SRC2_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HIT_RDCNT,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,SP_UCHE_READ_BURST,SP_UCHE_WRITE_BURST,SP_LDST_GMEM_REQ_NUM
0.001103,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002714,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004381,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005958,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007579,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009182,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010763,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012335,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013913,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015529,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017150,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018778,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020591,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022157,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023709,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025259,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026809,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028393,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029941,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031535,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033136,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034740,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036485,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038086,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039690,0,0,0,0,0,0,0,0,0,0,0,0,0
0.041315,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042922,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044526,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046131,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047787,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049131,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050473,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051817,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053167,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054502,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055841,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057183,0,0,0,0,0,0,0,0,0,0,0,0,0
0.058573,0,0,0,0,0,0,0,0,0,0,0,0,0
