elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.001097,0,0,1353684,1373790,0,0
0.002639,0,0,1458504,1458330,0,0
0.004151,0,0,1454106,1454256,0,0
0.005664,0,0,1452642,1452810,0,0
0.007176,0,0,1451568,1451082,0,0
0.008683,0,0,1272654,1252848,0,0
0.010095,0,0,1295226,1295148,0,0
0.011527,0,0,1293924,1293822,0,0
0.012971,0,0,1293810,1319868,0,0
0.014412,0,0,1325064,1298994,0,0
0.015844,0,0,1296240,1296330,0,0
0.017320,0,0,1458516,1478526,0,0
0.018889,0,0,1479006,1479012,0,0
0.020403,0,0,1811982,1829532,0,0
0.022018,0,0,1514934,1496214,0,0
0.023482,0,0,1440534,1440702,0,0
0.024980,0,0,1421508,1421346,0,0
0.026425,0,0,1406682,1406670,0,0
0.027865,0,0,1374756,1374750,0,0
0.029309,0,0,1421100,1421250,0,0
0.030764,0,0,1429572,1448916,0,0
0.032215,0,0,1440432,1420920,0,0
0.033705,0,0,1495494,1504188,0,0
0.035192,0,0,1475376,1466832,0,0
0.036634,0,0,1501848,1505784,0,0
0.038120,0,0,1359276,1352688,0,0
0.039501,0,0,1307442,1307598,0,0
0.040942,0,0,1339158,1339158,0,0
0.042338,0,0,1335426,1362492,0,0
0.043750,0,0,1375776,1348692,0,0
0.045126,0,0,1534110,1503084,0,0
0.046497,0,0,1414356,1414338,0,0
0.047870,0,0,1414692,1414842,0,0
0.049292,0,0,1419900,1419822,0,0
0.050668,0,0,1426944,1426878,0,0
0.052096,0,0,1412898,1412838,0,0
0.053484,0,0,1410066,1410114,0,0
0.054856,0,0,1414212,1414164,0,0
0.056229,0,0,1412994,1412982,0,0
0.057673,0,0,1221444,1225242,0,0
0.059025,0,0,1244754,1244634,0,0
0.060383,0,0,1239708,1239744,0,0
0.061734,0,0,1295622,1295538,0,0
0.063121,0,0,1253652,1253514,0,0
0.064478,0,0,1258530,1258614,0,0
0.065837,0,0,1230660,1230318,0,0
0.067185,0,0,1275618,1275858,0,0
0.068551,0,0,1243164,1242864,0,0
0.069925,0,0,1320192,1320894,0,0
0.071374,0,0,2380527,2384658,0,0
0.072825,0,0,1237002,1237572,0,0
0.074241,0,0,1232424,1232286,0,0
0.075638,0,0,1237602,1237296,0,0
0.077067,0,0,1226346,1226124,0,0
0.078462,0,0,1233012,1233024,0,0
0.079855,0,0,1240074,1240020,0,0
