elapsed_s,HLSQ_STPROC_WAVE_CONTEXTS_LPAC,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_LPAC,HLSQ_SPTROC_STCHE_WARMUP_INC_VS,HLSQ_SPTROC_STCHE_WARMUP_INC_FS,HLSQ_SPTROC_STCHE_WARMUP_INC_BV,HLSQ_SPTROC_STCHE_WARMUP_INC_LPAC
0.003169,0,0,0,0,0,0
0.004683,0,0,0,0,0,0
0.006344,0,0,0,0,0,0
0.007758,0,0,0,0,0,0
0.009129,0,0,0,0,0,0
0.010679,0,0,0,0,0,0
0.012094,0,0,0,0,0,0
0.013562,0,0,0,0,0,0
0.015047,0,0,0,0,0,0
0.016448,0,0,0,0,0,0
0.017845,0,0,0,0,0,0
0.019243,0,0,0,0,0,0
0.020646,0,0,0,0,0,0
0.022080,0,0,0,0,0,0
0.023435,0,0,0,0,0,0
0.024789,0,0,0,0,0,0
0.026143,0,0,0,0,0,0
0.027763,0,0,0,0,0,0
0.029177,0,0,0,0,0,0
0.030544,0,0,0,0,0,0
0.031862,0,0,0,0,0,0
0.033174,0,0,0,0,0,0
0.034494,0,0,0,0,0,0
0.035837,0,0,0,0,0,0
0.037183,0,0,0,0,0,0
0.038726,0,0,0,0,0,0
0.040224,0,0,0,0,0,0
0.041660,0,0,0,0,0,0
0.043075,0,0,0,0,0,0
0.044468,0,0,0,0,0,0
0.045861,0,0,0,0,0,0
0.047281,0,0,0,0,0,0
0.048769,0,0,0,0,0,0
0.051371,0,0,0,0,0,0
0.052794,0,0,0,0,0,0
0.054213,0,0,0,0,0,0
0.055608,0,0,0,0,0,0
0.057005,0,0,0,0,0,0
0.058419,0,0,0,0,0,0
0.059816,0,0,0,0,0,0
0.061208,0,0,0,0,0,0
0.064073,0,0,0,0,0,0
0.065593,0,0,0,0,0,0
0.066989,0,0,0,0,0,0
0.068384,0,0,0,0,0,0
0.069668,0,0,0,0,0,0
0.071144,0,0,0,0,0,0
0.072394,0,0,0,0,0,0
0.073643,0,0,0,0,0,0
0.074892,0,0,0,0,0,0
0.076140,0,0,0,0,0,0
0.077388,0,0,0,0,0,0
0.078720,0,0,0,0,0,0
0.079975,0,0,0,0,0,0
0.081225,0,0,0,0,0,0
0.082478,0,0,0,0,0,0
0.083733,0,0,0,0,0,0
0.085091,0,0,0,0,0,0
0.086395,0,0,0,0,0,0
0.087810,0,0,0,0,0,0
0.089208,0,0,0,0,0,0
0.090738,0,0,0,0,0,0
0.092143,0,0,0,0,0,0
0.093551,0,0,0,0,0,0
0.095067,0,0,0,0,0,0
0.096734,0,0,0,0,0,0
0.098246,0,0,0,0,0,0
0.101144,0,0,0,0,0,0
0.102668,0,0,0,0,0,0
0.104091,0,0,0,0,0,0
0.105461,0,0,0,0,0,0
0.106837,0,0,0,0,0,0
0.108197,0,0,0,0,0,0
0.109544,0,0,0,0,0,0
0.110905,0,0,0,0,0,0
0.112751,0,0,0,0,0,0
0.114142,0,0,0,0,0,0
0.115530,0,0,0,0,0,0
0.116931,0,0,0,0,0,0
0.118322,0,0,0,0,0,0
0.119714,0,0,0,0,0,0
0.121105,0,0,0,0,0,0
0.122496,0,0,0,0,0,0
0.123887,0,0,0,0,0,0
0.125278,0,0,0,0,0,0
0.126739,0,0,0,0,0,0
0.128144,0,0,0,0,0,0
0.129749,0,0,0,0,0,0
0.131828,0,0,0,0,0,0
0.133220,0,0,0,0,0,0
0.134749,0,0,0,0,0,0
0.136141,0,0,0,0,0,0
0.137566,0,0,0,0,0,0
0.138978,0,0,0,0,0,0
0.140373,0,0,0,0,0,0
0.141770,0,0,0,0,0,0
0.143200,0,0,0,0,0,0
0.144595,0,0,0,0,0,0
0.145993,0,0,0,0,0,0
0.147516,0,0,0,0,0,0
0.149075,0,0,0,0,0,0
0.150618,0,0,0,0,0,0
0.152117,0,0,0,0,0,0
0.153585,0,0,0,0,0,0
0.154987,0,0,0,0,0,0
0.156386,0,0,0,0,0,0
0.157785,0,0,0,0,0,0
0.159219,0,0,0,0,0,0
