elapsed_s,HLSQ_FS_SP_CCTX_NUM,HLSQ_BV_SP_CCTX_NUM,HLSQ_VS_SP_SCTX_NUM,HLSQ_FS_SP_SCTX_NUM,HLSQ_BV_SP_SCTX_NUM
0.001111,0,0,0,0,0
0.002802,0,0,0,0,0
0.004329,0,0,0,0,0
0.005905,0,0,0,0,0
0.007399,0,0,0,0,0
0.008925,0,0,0,0,0
0.010422,0,0,0,0,0
0.011916,0,0,0,0,0
0.013411,0,0,0,0,0
0.015031,0,0,0,0,0
0.016684,0,0,0,0,0
0.018839,0,0,0,0,0
0.020327,0,0,0,0,0
0.022064,0,0,0,0,0
0.023506,0,0,0,0,0
0.024931,0,0,0,0,0
0.026358,0,0,0,0,0
0.027787,0,0,0,0,0
0.029213,0,0,0,0,0
0.030852,0,0,0,0,0
0.032290,0,0,0,0,0
0.033794,0,0,0,0,0
0.035182,0,0,0,0,0
0.036601,0,0,0,0,0
0.037981,0,0,0,0,0
0.039398,0,0,0,0,0
0.040764,0,0,0,0,0
0.042094,0,0,0,0,0
0.043460,0,0,0,0,0
0.044827,0,0,0,0,0
0.046208,0,0,0,0,0
0.047573,0,0,0,0,0
0.048939,0,0,0,0,0
0.050372,0,0,0,0,0
0.051743,0,0,0,0,0
0.053091,0,0,0,0,0
0.054436,0,0,0,0,0
0.055812,0,0,0,0,0
0.057302,0,0,0,0,0
0.058680,0,0,0,0,0
0.060051,0,0,0,0,0
0.061421,0,0,0,0,0
0.062848,0,0,0,0,0
0.064263,0,0,0,0,0
0.065739,0,0,0,0,0
0.067112,0,0,0,0,0
0.068486,0,0,0,0,0
0.070190,0,0,0,0,0
0.071535,0,0,0,0,0
0.072876,0,0,0,0,0
0.074268,0,0,0,0,0
0.075628,0,0,0,0,0
0.076976,0,0,0,0,0
0.078338,0,0,0,0,0
0.079739,0,0,0,0,0
0.081150,0,0,0,0,0
0.082396,0,0,0,0,0
0.083641,0,0,0,0,0
0.084886,0,0,0,0,0
0.086133,0,0,0,0,0
0.087415,0,0,0,0,0
0.088659,0,0,0,0,0
0.089905,0,0,0,0,0
0.091154,0,0,0,0,0
0.092401,0,0,0,0,0
0.093651,0,0,0,0,0
0.096591,0,0,0,0,0
0.097844,0,0,0,0,0
0.099092,0,0,0,0,0
0.100483,0,0,0,0,0
0.102031,0,0,0,0,0
0.103424,0,0,0,0,0
0.104812,0,0,0,0,0
0.106208,0,0,0,0,0
0.107605,0,0,0,0,0
0.109000,0,0,0,0,0
0.110455,0,0,0,0,0
0.111846,0,0,0,0,0
0.113492,0,0,0,0,0
0.115011,0,0,0,0,0
0.116393,0,0,0,0,0
0.117805,0,0,0,0,0
0.119229,0,0,0,0,0
0.120624,0,0,0,0,0
0.123614,0,0,0,0,0
0.125119,0,0,0,0,0
0.126684,0,0,0,0,0
0.128082,0,0,0,0,0
0.129444,0,0,0,0,0
0.130908,0,0,0,0,0
0.132295,0,0,0,0,0
0.133805,0,0,0,0,0
0.135232,0,0,0,0,0
0.136613,0,0,0,0,0
0.137998,0,0,0,0,0
0.139383,0,0,0,0,0
0.140768,0,0,0,0,0
0.143210,0,0,0,0,0
0.144624,0,0,0,0,0
0.146061,0,0,0,0,0
0.147462,0,0,0,0,0
0.148854,0,0,0,0,0
0.150285,0,0,0,0,0
0.151678,0,0,0,0,0
0.153080,0,0,0,0,0
0.154474,0,0,0,0,0
0.155867,0,0,0,0,0
0.157258,0,0,0,0,0
0.158738,0,0,0,0,0
0.160130,0,0,0,0,0
0.161654,0,0,0,0,0
0.163099,0,0,0,0,0
0.164626,0,0,0,0,0
0.166227,0,0,0,0,0
0.167783,0,0,0,0,0
0.169338,0,0,0,0,0
0.170897,0,0,0,0,0
0.172452,0,0,0,0,0
0.174067,0,0,0,0,0
0.175623,0,0,0,0,0
0.177178,0,0,0,0,0
0.178605,0,0,0,0,0
0.180122,0,0,0,0,0
0.181705,0,0,0,0,0
0.183183,0,0,0,0,0
0.184594,0,0,0,0,0
0.185991,0,0,0,0,0
0.187384,0,0,0,0,0
0.188776,0,0,0,0,0
0.190205,0,0,0,0,0
0.191780,0,0,0,0,0
0.193334,0,0,0,0,0
0.194908,0,0,0,0,0
0.196462,0,0,0,0,0
0.198063,0,0,0,0,0
0.199619,0,0,0,0,0
0.201173,0,0,0,0,0
0.202603,0,0,0,0,0
0.204129,0,0,0,0,0
0.205699,0,0,0,0,0
0.207299,0,0,0,0,0
0.208853,0,0,0,0,0
0.210409,0,0,0,0,0
0.211965,0,0,0,0,0
0.213519,0,0,0,0,0
0.215099,0,0,0,0,0
0.216666,0,0,0,0,0
0.218223,0,0,0,0,0
0.219780,0,0,0,0,0
0.221333,0,0,0,0,0
0.222894,0,0,0,0,0
0.224449,0,0,0,0,0
0.226007,0,0,0,0,0
0.227453,0,0,0,0,0
0.229359,0,0,0,0,0
0.230767,0,0,0,0,0
0.232210,0,0,0,0,0
0.233612,0,0,0,0,0
0.235008,0,0,0,0,0
0.236401,0,0,0,0,0
0.237805,0,0,0,0,0
0.239236,0,0,0,0,0
0.240756,0,0,0,0,0
0.242313,0,0,0,0,0
0.243860,0,0,0,0,0
0.245405,0,0,0,0,0
0.246907,0,0,0,0,0
0.248316,0,0,0,0,0
0.249712,0,0,0,0,0
0.251101,0,0,0,0,0
0.252497,0,0,0,0,0
0.253896,0,0,0,0,0
0.255453,0,0,0,0,0
0.257007,0,0,0,0,0
0.258575,0,0,0,0,0
0.260131,0,0,0,0,0
0.261689,0,0,0,0,0
0.263288,0,0,0,0,0
0.264842,0,0,0,0,0
0.266397,0,0,0,0,0
0.267952,0,0,0,0,0
0.269518,0,0,0,0,0
0.271124,0,0,0,0,0
0.272521,0,0,0,0,0
0.274044,0,0,0,0,0
0.275599,0,0,0,0,0
0.277152,0,0,0,0,0
0.278751,0,0,0,0,0
0.280319,0,0,0,0,0
0.281875,0,0,0,0,0
0.283432,0,0,0,0,0
0.284984,0,0,0,0,0
0.286582,0,0,0,0,0
