elapsed_s,HLSQ_VSDP_BR_QUERY_BUSY,HLSQ_VSDP_BV_QUERY_BUSY,HLSQ_VSDP_BR_QUERY_FAIL,HLSQ_VSDP_BV_QUERY_FAIL,HLSQ_VS_CTXT_BUF_FULL_BLOCK_CPI,HLSQ_FS_CTXT_BUF_FULL_BLOCK_CPI
0.003652,0,0,0,0,0,0
0.005160,0,0,0,0,0,0
0.006691,0,0,0,0,0,0
0.008129,0,0,0,0,0,0
0.009585,0,0,0,0,0,0
0.011020,0,0,0,0,0,0
0.012453,0,0,0,0,0,0
0.013884,0,0,0,0,0,0
0.015321,0,0,0,0,0,0
0.016788,0,0,0,0,0,0
0.018276,0,0,0,0,0,0
0.019701,0,0,0,0,0,0
0.021088,0,0,0,0,0,0
0.022558,0,0,0,0,0,0
0.023943,0,0,0,0,0,0
0.025413,0,0,0,0,0,0
0.026896,0,0,0,0,0,0
0.028292,0,0,0,0,0,0
0.029715,0,0,0,0,0,0
0.031111,0,0,0,0,0,0
0.032503,0,0,0,0,0,0
0.034020,0,0,0,0,0,0
0.035477,0,0,0,0,0,0
0.036914,0,0,0,0,0,0
0.038426,0,0,0,0,0,0
0.039938,0,0,0,0,0,0
0.041472,0,0,0,0,0,0
0.042882,0,0,0,0,0,0
0.044290,0,0,0,0,0,0
0.045699,0,0,0,0,0,0
0.047108,0,0,0,0,0,0
0.048599,0,0,0,0,0,0
0.050094,0,0,0,0,0,0
0.051507,0,0,0,0,0,0
0.052917,0,0,0,0,0,0
0.054487,0,0,0,0,0,0
0.055883,0,0,0,0,0,0
0.057266,0,0,0,0,0,0
0.058660,0,0,0,0,0,0
0.060052,0,0,0,0,0,0
0.061450,0,0,0,0,0,0
0.062844,0,0,0,0,0,0
0.064237,0,0,0,0,0,0
0.065752,0,0,0,0,0,0
0.067145,0,0,0,0,0,0
0.068537,0,0,0,0,0,0
0.069970,0,0,0,0,0,0
0.071447,0,0,0,0,0,0
0.072800,0,0,0,0,0,0
0.074154,0,0,0,0,0,0
0.075507,0,0,0,0,0,0
0.076861,0,0,0,0,0,0
0.078213,0,0,0,0,0,0
0.079581,0,0,0,0,0,0
0.080935,0,0,0,0,0,0
0.082493,0,0,0,0,0,0
0.083807,0,0,0,0,0,0
0.085123,0,0,0,0,0,0
0.086436,0,0,0,0,0,0
0.087748,0,0,0,0,0,0
0.089168,0,0,0,0,0,0
0.090551,0,0,0,0,0,0
0.091971,0,0,0,0,0,0
0.093287,0,0,0,0,0,0
0.094601,0,0,0,0,0,0
0.096138,0,0,0,0,0,0
0.097569,0,0,0,0,0,0
0.098884,0,0,0,0,0,0
0.100191,0,0,0,0,0,0
0.101496,0,0,0,0,0,0
0.102825,0,0,0,0,0,0
0.104134,0,0,0,0,0,0
0.105511,0,0,0,0,0,0
0.106901,0,0,0,0,0,0
