elapsed_s,TP_NEVER_COUNT,TP_BUSY_CYCLES,TP_STALL_CYCLES_UCHE,TP_LATENCY_CYCLES,TP_LATENCY_TRANS,TP_FLAG_FIFO_DELAY_SAMPLES,TP_FLAG_FIFO_DELAY_CYCLES,TP_L1_CACHELINE_REQUESTS,TP_L1_CACHELINE_MISSES,TP_SP_TP_TRANS,TP_TP_SP_TRANS,TP_OUTPUT_PIXELS
0.001114,0,0,0,0,0,0,0,0,0,0,0,0
0.002833,0,0,0,0,0,0,0,0,0,0,0,0
0.004391,0,0,0,0,0,0,0,0,0,0,0,0
0.005886,0,0,0,0,0,0,0,0,0,0,0,0
0.007355,0,0,0,0,0,0,0,0,0,0,0,0
0.008802,0,0,0,0,0,0,0,0,0,0,0,0
0.010247,0,0,0,0,0,0,0,0,0,0,0,0
0.011697,0,0,0,0,0,0,0,0,0,0,0,0
0.013142,0,0,0,0,0,0,0,0,0,0,0,0
0.014586,0,0,0,0,0,0,0,0,0,0,0,0
0.016083,0,0,0,0,0,0,0,0,0,0,0,0
0.017623,0,0,0,0,0,0,0,0,0,0,0,0
0.019082,0,0,0,0,0,0,0,0,0,0,0,0
0.020527,0,0,0,0,0,0,0,0,0,0,0,0
0.022079,0,0,0,0,0,0,0,0,0,0,0,0
0.023615,0,0,0,0,0,0,0,0,0,0,0,0
0.025116,0,0,0,0,0,0,0,0,0,0,0,0
0.026605,0,0,0,0,0,0,0,0,0,0,0,0
0.028104,0,0,0,0,0,0,0,0,0,0,0,0
0.029593,0,0,0,0,0,0,0,0,0,0,0,0
0.031084,0,0,0,0,0,0,0,0,0,0,0,0
0.032569,0,0,0,0,0,0,0,0,0,0,0,0
0.034057,0,0,0,0,0,0,0,0,0,0,0,0
0.035592,0,0,0,0,0,0,0,0,0,0,0,0
0.037052,0,0,0,0,0,0,0,0,0,0,0,0
0.038526,0,0,0,0,0,0,0,0,0,0,0,0
0.040031,0,0,0,0,0,0,0,0,0,0,0,0
0.041533,0,0,0,0,0,0,0,0,0,0,0,0
0.043078,0,0,0,0,0,0,0,0,0,0,0,0
0.044540,0,0,0,0,0,0,0,0,0,0,0,0
0.046013,0,0,0,0,0,0,0,0,0,0,0,0
0.047477,0,0,0,0,0,0,0,0,0,0,0,0
0.048954,0,0,0,0,0,0,0,0,0,0,0,0
0.050469,0,0,0,0,0,0,0,0,0,0,0,0
0.051874,0,0,0,0,0,0,0,0,0,0,0,0
0.053273,0,0,0,0,0,0,0,0,0,0,0,0
0.054672,0,0,0,0,0,0,0,0,0,0,0,0
0.056079,0,0,0,0,0,0,0,0,0,0,0,0
0.057479,0,0,0,0,0,0,0,0,0,0,0,0
0.058918,0,0,0,0,0,0,0,0,0,0,0,0
0.060321,0,0,0,0,0,0,0,0,0,0,0,0
0.061728,0,0,0,0,0,0,0,0,0,0,0,0
0.063036,0,0,0,0,0,0,0,0,0,0,0,0
0.064326,0,0,0,0,0,0,0,0,0,0,0,0
0.065613,0,0,0,0,0,0,0,0,0,0,0,0
0.067007,0,0,0,0,0,0,0,0,0,0,0,0
0.068401,0,0,0,0,0,0,0,0,0,0,0,0
0.069821,0,0,0,0,0,0,0,0,0,0,0,0
0.071284,0,0,0,0,0,0,0,0,0,0,0,0
0.072672,0,0,0,0,0,0,0,0,0,0,0,0
0.074058,0,0,0,0,0,0,0,0,0,0,0,0
0.075635,0,0,0,0,0,0,0,0,0,0,0,0
0.077097,0,0,0,0,0,0,0,0,0,0,0,0
0.078524,0,0,0,0,0,0,0,0,0,0,0,0
0.079980,0,0,0,0,0,0,0,0,0,0,0,0
0.081448,0,0,0,0,0,0,0,0,0,0,0,0
0.082943,0,0,0,0,0,0,0,0,0,0,0,0
0.084447,0,0,0,0,0,0,0,0,0,0,0,0
0.085960,0,1584,0,0,0,0,0,0,0,0,0,0
0.087456,0,0,0,0,0,0,0,0,0,0,0,0
0.088951,0,0,0,0,0,0,0,0,0,0,0,0
0.090447,0,0,0,0,0,0,0,0,0,0,0,0
0.091954,0,0,0,0,0,0,0,0,0,0,0,0
0.093443,0,0,0,0,0,0,0,0,0,0,0,0
0.095019,0,0,0,0,0,0,0,0,0,0,0,0
0.096447,0,0,0,0,0,0,0,0,0,0,0,0
0.097874,0,0,0,0,0,0,0,0,0,0,0,0
0.099351,0,1846764,0,1228544,4737,0,0,172160,175232,44312,713216,1451008
0.100634,0,6006009,0,3786552,15871,0,0,548736,545664,136968,2194094,4376960
0.103428,0,12935292,7,8085963,34596,0,0,1205342,1206880,301056,4822354,9654872
0.104712,0,5901372,0,3685225,16171,0,0,557858,558207,139432,2228224,4440104
0.107421,0,12471982,0,7736400,33923,0,0,1170688,1170561,292696,4685824,9387008
0.108705,0,5852183,0,3606174,15962,0,0,553685,554272,139008,2224128,4438272
0.109998,0,5936780,0,3681366,16261,0,0,564907,564224,140992,2253410,4503808
0.111286,0,5852185,0,3618935,16066,0,0,557680,557520,139072,2227614,4469000
0.112572,0,5874790,0,3667299,16227,0,0,559776,559408,140128,2240512,4462072
0.113860,0,5845914,0,3625834,16132,0,0,558640,559360,139936,2238312,4485600
0.115148,0,5862364,0,3657528,16167,0,0,561952,560436,139488,2221720,4449528
0.116434,0,5804286,0,3595385,16062,0,0,557088,559404,140057,2249216,4503592
0.117722,0,5900877,0,3642184,16150,0,0,557952,555296,139049,2224128,4448256
0.119004,0,5770204,0,3587207,15938,0,0,559232,562224,140394,2244608,4489216
0.120287,0,5933237,0,3680523,16020,0,0,553984,551744,137556,2194944,4396600
0.121770,0,7525054,0,4629376,20794,0,0,718208,720144,180224,2883584,5735880
0.123219,0,5869382,0,3619910,16348,0,0,562880,563200,141344,2267774,4553456
0.124478,0,5669526,0,3493816,15811,0,0,545728,545342,135861,2174338,4352272
0.125725,0,5661775,0,3475996,15685,0,0,540245,539297,134987,2165248,4333568
0.126967,0,5594898,0,3435105,15632,0,0,542475,542257,135680,2170880,4335848
0.128206,0,5618676,0,3454472,15720,0,0,541023,541936,135680,2166310,4328560
0.129446,0,5702711,0,3506675,15605,0,0,536386,536576,134080,2146466,4294184
0.130733,0,5874691,0,3646498,16075,0,0,558543,557216,139072,2228536,4462848
0.131973,0,5612751,0,3495278,15583,0,0,539696,540400,134956,2158592,4320128
0.133212,0,5656430,0,3472363,15598,0,0,539648,540784,135572,2161600,4312064
0.134507,0,5864728,0,3635997,16287,0,0,562176,561952,140174,2245696,4502528
0.135748,0,5657441,0,3513423,15652,0,0,541616,539936,135346,2170880,4333320
0.136987,0,5632519,0,3506627,15661,0,0,540496,542000,135036,2154496,4300024
0.138401,0,2967973,0,1809246,8035,0,0,268416,265744,66148,1052160,2097152
0.139839,0,0,0,0,0,0,0,0,0,0,0,0
0.141246,0,0,0,0,0,0,0,0,0,0,0,0
0.142628,0,0,0,0,0,0,0,0,0,0,0,0
0.144011,0,0,0,0,0,0,0,0,0,0,0,0
0.145393,0,0,0,0,0,0,0,0,0,0,0,0
0.146865,0,0,0,0,0,0,0,0,0,0,0,0
0.148300,0,0,0,0,0,0,0,0,0,0,0,0
0.149807,0,0,0,0,0,0,0,0,0,0,0,0
0.151313,0,0,0,0,0,0,0,0,0,0,0,0
0.152749,0,0,0,0,0,0,0,0,0,0,0,0
0.154498,0,0,0,0,0,0,0,0,0,0,0,0
0.155980,0,0,0,0,0,0,0,0,0,0,0,0
0.157566,0,0,0,0,0,0,0,0,0,0,0,0
0.159674,0,0,0,0,0,0,0,0,0,0,0,0
0.161108,0,0,0,0,0,0,0,0,0,0,0,0
0.162527,0,0,0,0,0,0,0,0,0,0,0,0
0.163923,0,0,0,0,0,0,0,0,0,0,0,0
0.165319,0,0,0,0,0,0,0,0,0,0,0,0
0.166732,0,0,0,0,0,0,0,0,0,0,0,0
0.168131,0,0,0,0,0,0,0,0,0,0,0,0
0.169490,0,0,0,0,0,0,0,0,0,0,0,0
0.170849,0,0,0,0,0,0,0,0,0,0,0,0
0.172225,0,0,0,0,0,0,0,0,0,0,0,0
0.173578,0,0,0,0,0,0,0,0,0,0,0,0
0.175042,0,0,0,0,0,0,0,0,0,0,0,0
0.176390,0,0,0,0,0,0,0,0,0,0,0,0
0.177788,0,0,0,0,0,0,0,0,0,0,0,0
0.179133,0,0,0,0,0,0,0,0,0,0,0,0
0.180463,0,0,0,0,0,0,0,0,0,0,0,0
0.181840,0,0,0,0,0,0,0,0,0,0,0,0
0.183175,0,0,0,0,0,0,0,0,0,0,0,0
0.184501,0,0,0,0,0,0,0,0,0,0,0,0
0.185887,0,0,0,0,0,0,0,0,0,0,0,0
0.187389,0,0,0,0,0,0,0,0,0,0,0,0
0.188771,0,0,0,0,0,0,0,0,0,0,0,0
0.191317,0,0,0,0,0,0,0,0,0,0,0,0
0.192714,0,0,0,0,0,0,0,0,0,0,0,0
0.194131,0,0,0,0,0,0,0,0,0,0,0,0
0.195510,0,0,0,0,0,0,0,0,0,0,0,0
0.196889,0,0,0,0,0,0,0,0,0,0,0,0
0.198267,0,0,0,0,0,0,0,0,0,0,0,0
0.199646,0,0,0,0,0,0,0,0,0,0,0,0
0.201025,0,0,0,0,0,0,0,0,0,0,0,0
0.202404,0,0,0,0,0,0,0,0,0,0,0,0
0.203782,0,0,0,0,0,0,0,0,0,0,0,0
0.205173,0,0,0,0,0,0,0,0,0,0,0,0
0.206551,0,0,0,0,0,0,0,0,0,0,0,0
0.207930,0,0,0,0,0,0,0,0,0,0,0,0
0.209309,0,0,0,0,0,0,0,0,0,0,0,0
0.210727,0,0,0,0,0,0,0,0,0,0,0,0
0.212159,0,0,0,0,0,0,0,0,0,0,0,0
0.213589,0,0,0,0,0,0,0,0,0,0,0,0
0.215022,0,0,0,0,0,0,0,0,0,0,0,0
0.216460,0,0,0,0,0,0,0,0,0,0,0,0
0.217892,0,0,0,0,0,0,0,0,0,0,0,0
0.219443,0,0,0,0,0,0,0,0,0,0,0,0
0.221034,0,0,0,0,0,0,0,0,0,0,0,0
0.222626,0,0,0,0,0,0,0,0,0,0,0,0
0.224217,0,0,0,0,0,0,0,0,0,0,0,0
0.225812,0,0,0,0,0,0,0,0,0,0,0,0
0.227464,0,0,0,0,0,0,0,0,0,0,0,0
0.229054,0,0,0,0,0,0,0,0,0,0,0,0
0.230647,0,0,0,0,0,0,0,0,0,0,0,0
0.232239,0,0,0,0,0,0,0,0,0,0,0,0
0.233833,0,0,0,0,0,0,0,0,0,0,0,0
0.235426,0,0,0,0,0,0,0,0,0,0,0,0
0.237016,0,0,0,0,0,0,0,0,0,0,0,0
0.238621,0,0,0,0,0,0,0,0,0,0,0,0
0.240214,0,0,0,0,0,0,0,0,0,0,0,0
0.241808,0,0,0,0,0,0,0,0,0,0,0,0
0.243446,0,0,0,0,0,0,0,0,0,0,0,0
0.245037,0,0,0,0,0,0,0,0,0,0,0,0
0.246630,0,0,0,0,0,0,0,0,0,0,0,0
0.248223,0,0,0,0,0,0,0,0,0,0,0,0
0.249708,0,0,0,0,0,0,0,0,0,0,0,0
0.251272,0,0,0,0,0,0,0,0,0,0,0,0
0.252864,0,0,0,0,0,0,0,0,0,0,0,0
0.254458,0,0,0,0,0,0,0,0,0,0,0,0
0.256051,0,0,0,0,0,0,0,0,0,0,0,0
0.257643,0,0,0,0,0,0,0,0,0,0,0,0
0.259244,0,0,0,0,0,0,0,0,0,0,0,0
0.260848,0,0,0,0,0,0,0,0,0,0,0,0
0.262442,0,0,0,0,0,0,0,0,0,0,0,0
0.264035,0,0,0,0,0,0,0,0,0,0,0,0
0.265627,0,0,0,0,0,0,0,0,0,0,0,0
0.267306,0,0,0,0,0,0,0,0,0,0,0,0
0.268910,0,0,0,0,0,0,0,0,0,0,0,0
0.270504,0,0,0,0,0,0,0,0,0,0,0,0
0.272110,0,0,0,0,0,0,0,0,0,0,0,0
0.273779,0,0,0,0,0,0,0,0,0,0,0,0
0.275249,0,0,0,0,0,0,0,0,0,0,0,0
0.276683,0,0,0,0,0,0,0,0,0,0,0,0
0.278116,0,0,0,0,0,0,0,0,0,0,0,0
0.279544,0,0,0,0,0,0,0,0,0,0,0,0
0.280972,0,0,0,0,0,0,0,0,0,0,0,0
0.282413,0,0,0,0,0,0,0,0,0,0,0,0
0.283970,0,0,0,0,0,0,0,0,0,0,0,0
0.285562,0,0,0,0,0,0,0,0,0,0,0,0
0.287160,0,0,0,0,0,0,0,0,0,0,0,0
0.288752,0,0,0,0,0,0,0,0,0,0,0,0
0.290390,0,0,0,0,0,0,0,0,0,0,0,0
0.291983,0,0,0,0,0,0,0,0,0,0,0,0
0.293501,0,0,0,0,0,0,0,0,0,0,0,0
0.295076,0,0,0,0,0,0,0,0,0,0,0,0
0.296668,0,0,0,0,0,0,0,0,0,0,0,0
0.298263,0,0,0,0,0,0,0,0,0,0,0,0
0.299857,0,0,0,0,0,0,0,0,0,0,0,0
0.301448,0,0,0,0,0,0,0,0,0,0,0,0
0.303045,0,0,0,0,0,0,0,0,0,0,0,0
0.304649,0,0,0,0,0,0,0,0,0,0,0,0
0.306288,0,0,0,0,0,0,0,0,0,0,0,0
0.307881,0,0,0,0,0,0,0,0,0,0,0,0
0.309472,0,0,0,0,0,0,0,0,0,0,0,0
0.311070,0,0,0,0,0,0,0,0,0,0,0,0
0.312662,0,0,0,0,0,0,0,0,0,0,0,0
0.314296,0,0,0,0,0,0,0,0,0,0,0,0
0.315902,0,0,0,0,0,0,0,0,0,0,0,0
0.317494,0,0,0,0,0,0,0,0,0,0,0,0
0.319090,0,0,0,0,0,0,0,0,0,0,0,0
0.320682,0,0,0,0,0,0,0,0,0,0,0,0
0.322299,0,0,0,0,0,0,0,0,0,0,0,0
0.323861,0,0,0,0,0,0,0,0,0,0,0,0
0.325445,0,0,0,0,0,0,0,0,0,0,0,0
0.327007,0,0,0,0,0,0,0,0,0,0,0,0
0.328563,0,0,0,0,0,0,0,0,0,0,0,0
0.330028,0,0,0,0,0,0,0,0,0,0,0,0
0.331466,0,0,0,0,0,0,0,0,0,0,0,0
0.332897,0,0,0,0,0,0,0,0,0,0,0,0
0.334330,0,0,0,0,0,0,0,0,0,0,0,0
0.335761,0,0,0,0,0,0,0,0,0,0,0,0
0.337203,0,0,0,0,0,0,0,0,0,0,0,0
0.338637,0,0,0,0,0,0,0,0,0,0,0,0
0.340195,0,0,0,0,0,0,0,0,0,0,0,0
0.341791,0,0,0,0,0,0,0,0,0,0,0,0
0.343386,0,0,0,0,0,0,0,0,0,0,0,0
0.344979,0,0,0,0,0,0,0,0,0,0,0,0
0.346470,0,0,0,0,0,0,0,0,0,0,0,0
0.348073,0,0,0,0,0,0,0,0,0,0,0,0
0.349666,0,0,0,0,0,0,0,0,0,0,0,0
0.351331,0,0,0,0,0,0,0,0,0,0,0,0
0.352924,0,0,0,0,0,0,0,0,0,0,0,0
0.354562,0,0,0,0,0,0,0,0,0,0,0,0
0.356158,0,0,0,0,0,0,0,0,0,0,0,0
0.357755,0,0,0,0,0,0,0,0,0,0,0,0
0.359364,0,0,0,0,0,0,0,0,0,0,0,0
0.360958,0,0,0,0,0,0,0,0,0,0,0,0
0.362555,0,0,0,0,0,0,0,0,0,0,0,0
0.364150,0,0,0,0,0,0,0,0,0,0,0,0
0.365746,0,0,0,0,0,0,0,0,0,0,0,0
0.367342,0,0,0,0,0,0,0,0,0,0,0,0
0.368935,0,0,0,0,0,0,0,0,0,0,0,0
0.370586,0,0,0,0,0,0,0,0,0,0,0,0
0.372182,0,0,0,0,0,0,0,0,0,0,0,0
0.373778,0,0,0,0,0,0,0,0,0,0,0,0
0.375373,0,0,0,0,0,0,0,0,0,0,0,0
0.376965,0,0,0,0,0,0,0,0,0,0,0,0
0.378561,0,0,0,0,0,0,0,0,0,0,0,0
0.380155,0,0,0,0,0,0,0,0,0,0,0,0
0.381766,0,0,0,0,0,0,0,0,0,0,0,0
0.383361,0,0,0,0,0,0,0,0,0,0,0,0
0.384954,0,0,0,0,0,0,0,0,0,0,0,0
0.386594,0,0,0,0,0,0,0,0,0,0,0,0
0.388188,0,0,0,0,0,0,0,0,0,0,0,0
0.389785,0,0,0,0,0,0,0,0,0,0,0,0
0.391381,0,0,0,0,0,0,0,0,0,0,0,0
0.392988,0,0,0,0,0,0,0,0,0,0,0,0
0.394583,0,0,0,0,0,0,0,0,0,0,0,0
0.396178,0,0,0,0,0,0,0,0,0,0,0,0
0.397776,0,0,0,0,0,0,0,0,0,0,0,0
0.399371,0,0,0,0,0,0,0,0,0,0,0,0
0.400964,0,0,0,0,0,0,0,0,0,0,0,0
0.402601,0,0,0,0,0,0,0,0,0,0,0,0
0.404210,0,0,0,0,0,0,0,0,0,0,0,0
0.405807,0,0,0,0,0,0,0,0,0,0,0,0
0.407403,0,0,0,0,0,0,0,0,0,0,0,0
0.408996,0,0,0,0,0,0,0,0,0,0,0,0
0.410590,0,0,0,0,0,0,0,0,0,0,0,0
0.412185,0,0,0,0,0,0,0,0,0,0,0,0
0.413782,0,0,0,0,0,0,0,0,0,0,0,0
0.415391,0,0,0,0,0,0,0,0,0,0,0,0
0.416985,0,0,0,0,0,0,0,0,0,0,0,0
0.418623,0,0,0,0,0,0,0,0,0,0,0,0
0.420219,0,0,0,0,0,0,0,0,0,0,0,0
0.421816,0,0,0,0,0,0,0,0,0,0,0,0
0.423411,0,0,0,0,0,0,0,0,0,0,0,0
0.425004,0,0,0,0,0,0,0,0,0,0,0,0
0.426612,0,0,0,0,0,0,0,0,0,0,0,0
0.428208,0,0,0,0,0,0,0,0,0,0,0,0
0.429804,0,0,0,0,0,0,0,0,0,0,0,0
0.431399,0,0,0,0,0,0,0,0,0,0,0,0
0.432992,0,0,0,0,0,0,0,0,0,0,0,0
0.434631,0,0,0,0,0,0,0,0,0,0,0,0
0.436227,0,0,0,0,0,0,0,0,0,0,0,0
0.437836,0,0,0,0,0,0,0,0,0,0,0,0
0.439432,0,0,0,0,0,0,0,0,0,0,0,0
0.441024,0,0,0,0,0,0,0,0,0,0,0,0
0.442619,0,0,0,0,0,0,0,0,0,0,0,0
0.444214,0,0,0,0,0,0,0,0,0,0,0,0
0.445811,0,0,0,0,0,0,0,0,0,0,0,0
0.447405,0,0,0,0,0,0,0,0,0,0,0,0
0.449011,0,0,0,0,0,0,0,0,0,0,0,0
0.450649,0,0,0,0,0,0,0,0,0,0,0,0
0.452245,0,0,0,0,0,0,0,0,0,0,0,0
0.453841,0,0,0,0,0,0,0,0,0,0,0,0
0.455436,0,0,0,0,0,0,0,0,0,0,0,0
0.457030,0,0,0,0,0,0,0,0,0,0,0,0
0.458623,0,0,0,0,0,0,0,0,0,0,0,0
0.460232,0,0,0,0,0,0,0,0,0,0,0,0
0.461829,0,0,0,0,0,0,0,0,0,0,0,0
0.463424,0,0,0,0,0,0,0,0,0,0,0,0
0.465017,0,0,0,0,0,0,0,0,0,0,0,0
0.466656,0,0,0,0,0,0,0,0,0,0,0,0
0.468252,0,0,0,0,0,0,0,0,0,0,0,0
0.469849,0,0,0,0,0,0,0,0,0,0,0,0
0.471458,0,0,0,0,0,0,0,0,0,0,0,0
0.473051,0,0,0,0,0,0,0,0,0,0,0,0
0.474646,0,0,0,0,0,0,0,0,0,0,0,0
0.476242,0,0,0,0,0,0,0,0,0,0,0,0
0.477838,0,0,0,0,0,0,0,0,0,0,0,0
0.479434,0,0,0,0,0,0,0,0,0,0,0,0
0.481028,0,0,0,0,0,0,0,0,0,0,0,0
0.482677,0,0,0,0,0,0,0,0,0,0,0,0
0.484273,0,0,0,0,0,0,0,0,0,0,0,0
0.485870,0,0,0,0,0,0,0,0,0,0,0,0
0.487465,0,0,0,0,0,0,0,0,0,0,0,0
0.489058,0,0,0,0,0,0,0,0,0,0,0,0
0.490653,0,0,0,0,0,0,0,0,0,0,0,0
0.492248,0,0,0,0,0,0,0,0,0,0,0,0
0.493859,0,0,0,0,0,0,0,0,0,0,0,0
0.495454,0,0,0,0,0,0,0,0,0,0,0,0
0.497047,0,0,0,0,0,0,0,0,0,0,0,0
0.498685,0,0,0,0,0,0,0,0,0,0,0,0
0.500281,0,0,0,0,0,0,0,0,0,0,0,0
0.501877,0,0,0,0,0,0,0,0,0,0,0,0
0.503471,0,0,0,0,0,0,0,0,0,0,0,0
0.505078,0,0,0,0,0,0,0,0,0,0,0,0
0.506797,0,0,0,0,0,0,0,0,0,0,0,0
0.508263,0,0,0,0,0,0,0,0,0,0,0,0
0.510006,0,0,0,0,0,0,0,0,0,0,0,0
0.511532,0,0,0,0,0,0,0,0,0,0,0,0
0.513193,0,0,0,0,0,0,0,0,0,0,0,0
0.514932,0,0,0,0,0,0,0,0,0,0,0,0
0.517185,0,0,0,0,0,0,0,0,0,0,0,0
0.518724,0,0,0,0,0,0,0,0,0,0,0,0
0.520289,0,0,0,0,0,0,0,0,0,0,0,0
0.521839,0,0,0,0,0,0,0,0,0,0,0,0
0.523287,0,0,0,0,0,0,0,0,0,0,0,0
0.524771,0,0,0,0,0,0,0,0,0,0,0,0
0.526209,0,0,0,0,0,0,0,0,0,0,0,0
0.527656,0,0,0,0,0,0,0,0,0,0,0,0
0.529086,0,0,0,0,0,0,0,0,0,0,0,0
0.530651,0,0,0,0,0,0,0,0,0,0,0,0
0.532243,0,0,0,0,0,0,0,0,0,0,0,0
0.533837,0,0,0,0,0,0,0,0,0,0,0,0
0.535429,0,0,0,0,0,0,0,0,0,0,0,0
0.537021,0,0,0,0,0,0,0,0,0,0,0,0
0.538628,0,0,0,0,0,0,0,0,0,0,0,0
0.540221,0,0,0,0,0,0,0,0,0,0,0,0
0.541816,0,0,0,0,0,0,0,0,0,0,0,0
0.543410,0,0,0,0,0,0,0,0,0,0,0,0
0.545002,0,0,0,0,0,0,0,0,0,0,0,0
0.546640,0,0,0,0,0,0,0,0,0,0,0,0
0.548233,0,0,0,0,0,0,0,0,0,0,0,0
0.549841,0,0,0,0,0,0,0,0,0,0,0,0
0.551436,0,0,0,0,0,0,0,0,0,0,0,0
0.553028,0,0,0,0,0,0,0,0,0,0,0,0
0.554621,0,0,0,0,0,0,0,0,0,0,0,0
0.556215,0,0,0,0,0,0,0,0,0,0,0,0
0.557811,0,0,0,0,0,0,0,0,0,0,0,0
0.559404,0,0,0,0,0,0,0,0,0,0,0,0
0.561007,0,0,0,0,0,0,0,0,0,0,0,0
0.562643,0,0,0,0,0,0,0,0,0,0,0,0
0.564235,0,0,0,0,0,0,0,0,0,0,0,0
0.565828,0,0,0,0,0,0,0,0,0,0,0,0
0.567422,0,0,0,0,0,0,0,0,0,0,0,0
0.569013,0,0,0,0,0,0,0,0,0,0,0,0
0.570605,0,0,0,0,0,0,0,0,0,0,0,0
0.572213,0,0,0,0,0,0,0,0,0,0,0,0
0.573808,0,0,0,0,0,0,0,0,0,0,0,0
0.575403,0,0,0,0,0,0,0,0,0,0,0,0
0.576996,0,0,0,0,0,0,0,0,0,0,0,0
0.578631,0,0,0,0,0,0,0,0,0,0,0,0
0.580226,0,0,0,0,0,0,0,0,0,0,0,0
0.581823,0,0,0,0,0,0,0,0,0,0,0,0
0.583431,0,0,0,0,0,0,0,0,0,0,0,0
0.585025,0,0,0,0,0,0,0,0,0,0,0,0
0.586618,0,0,0,0,0,0,0,0,0,0,0,0
0.588212,0,0,0,0,0,0,0,0,0,0,0,0
