elapsed_s,TP_RESERVED_120,TP_RESERVED_121,TP_RESERVED_122,TP_RESERVED_123,TP_RESERVED_124,TP_RESERVED_125,TP_RESERVED_126,TP_RESERVED_127,TP_FORMAT_DECOMP_BILINEAR,TP_PACKED_POINT_BOTH_VALID_FP16,TP_PACKED_POINT_SINGLE_VALID_FP16,TP_PACKED_POINT_BOTH_VALID_FP32
0.001095,0,0,0,0,0,0,0,0,0,0,0,0
0.002642,0,0,0,0,0,0,0,0,0,0,0,0
0.004214,0,0,0,0,0,0,0,0,0,0,0,0
0.005820,0,0,0,0,0,0,0,0,0,0,0,0
0.007371,0,0,0,0,0,0,0,0,0,0,0,0
0.008883,0,0,0,0,0,0,0,0,0,0,0,0
0.010371,0,0,0,0,0,0,0,0,0,0,0,0
0.011858,0,0,0,0,0,0,0,0,0,0,0,0
0.013347,0,0,0,0,0,0,0,0,0,0,0,0
0.014894,0,0,0,0,0,0,0,0,0,0,0,0
0.016527,0,0,0,0,0,0,0,0,0,0,0,0
0.018721,0,0,0,0,0,0,0,0,0,0,0,0
0.020196,0,0,0,0,0,0,0,0,0,0,0,0
0.021661,0,0,0,0,0,0,0,0,0,0,0,0
0.023205,0,0,0,0,0,0,0,0,0,0,0,0
0.024667,0,0,0,0,0,0,0,0,0,0,0,0
0.026283,0,0,0,0,0,0,0,0,0,0,0,0
0.027745,0,0,0,0,0,0,0,0,0,0,0,0
0.029166,0,0,0,0,0,0,0,0,0,0,0,0
0.030644,0,0,0,0,0,0,0,0,0,0,0,0
0.032058,0,0,0,0,0,0,0,0,0,0,0,0
0.033523,0,0,0,0,0,0,0,0,0,0,0,0
0.034880,0,0,0,0,0,0,0,0,0,0,0,0
0.036236,0,0,0,0,0,0,0,0,0,0,0,0
0.037602,0,0,0,0,0,0,0,0,0,0,0,0
0.039031,0,0,0,0,0,0,0,0,0,0,0,0
0.040317,0,0,0,0,0,0,0,0,0,0,0,0
0.041655,0,0,0,0,0,0,0,0,0,0,0,0
0.042987,0,0,0,0,0,0,0,0,0,0,0,0
0.044382,0,0,0,0,0,0,0,0,0,0,0,0
0.045777,0,0,0,0,0,0,0,0,0,0,0,0
0.047071,0,0,0,0,0,0,0,0,0,0,0,0
0.048465,0,0,0,0,0,0,0,0,0,0,0,0
