elapsed_s,PC_S_STALL_CYCLES_TESS,PC_S_STALL_CYCLES_VFD_ONLY,PC_S_STALL_CYCLES_VPC_ONLY,PC_S_VPC_PRIMITIVES,PC_S_VERTEX_HITS,PC_S_IA_VERTICES,PC_S_IA_PRIMITIVES,PC_S_HS_INVOCATIONS
0.001099,0,0,0,0,0,0,0,0
0.002582,0,0,0,0,0,0,0,0
0.004064,0,0,0,0,0,0,0,0
0.005519,0,0,0,0,0,0,0,0
0.006971,0,0,0,0,0,0,0,0
0.008423,0,0,0,0,0,0,0,0
0.009886,0,0,0,0,0,0,0,0
0.011384,0,0,0,0,0,0,0,0
0.012836,0,0,0,0,0,0,0,0
0.014289,0,0,0,0,0,0,0,0
0.015741,0,0,0,0,0,0,0,0
0.017229,0,0,0,0,0,0,0,0
0.018734,0,0,0,0,0,0,0,0
0.020392,0,0,0,0,0,0,0,0
0.021823,0,0,0,0,0,0,0,0
0.023238,0,0,0,0,0,0,0,0
0.024703,0,0,0,0,0,0,0,0
0.026117,0,0,0,0,0,0,0,0
0.027575,0,0,0,0,0,0,0,0
0.028987,0,0,0,0,0,0,0,0
0.030408,0,0,0,0,0,0,0,0
0.031833,0,0,0,0,0,0,0,0
0.033251,0,0,0,0,0,0,0,0
0.034661,0,0,0,0,0,0,0,0
0.036126,0,0,0,0,0,0,0,0
0.037556,0,0,0,0,0,0,0,0
0.039008,0,0,0,0,0,0,0,0
0.040425,0,0,0,0,0,0,0,0
0.041830,0,0,0,0,0,0,0,0
0.043295,0,0,0,0,0,0,0,0
0.044817,0,0,0,0,0,0,0,0
0.046251,0,0,0,0,0,0,0,0
0.047650,0,0,0,0,0,0,0,0
0.049040,0,0,0,0,0,0,0,0
0.050440,0,0,0,0,0,0,0,0
0.051847,0,0,0,0,0,0,0,0
0.053232,0,0,0,0,0,0,0,0
0.054734,0,0,0,0,0,0,0,0
0.056127,0,0,0,0,0,0,0,0
0.057514,0,0,0,0,0,0,0,0
0.058901,0,0,0,0,0,0,0,0
0.060324,0,0,0,0,0,0,0,0
0.061649,0,0,0,0,0,0,0,0
0.063187,0,0,0,0,0,0,0,0
0.064510,0,0,0,0,0,0,0,0
0.065833,0,0,0,0,0,0,0,0
0.067202,0,0,0,0,0,0,0,0
0.068523,0,0,0,0,0,0,0,0
0.069844,0,0,0,0,0,0,0,0
0.071210,0,0,0,0,0,0,0,0
0.072484,0,0,0,0,0,0,0,0
0.073762,0,0,0,0,0,0,0,0
0.075100,0,0,0,0,0,0,0,0
0.076452,0,0,0,0,0,0,0,0
0.077820,0,0,0,0,0,0,0,0
0.079363,0,0,0,0,0,0,0,0
0.080845,0,0,0,0,0,0,0,0
0.082273,0,0,0,0,0,0,0,0
0.083697,0,0,0,0,0,0,0,0
0.085114,0,0,0,0,0,0,0,0
0.086522,0,0,0,0,0,0,0,0
0.087930,0,0,0,0,0,0,0,0
0.089418,0,0,0,0,0,0,0,0
0.090923,0,0,0,0,0,0,0,0
0.092433,0,0,0,0,0,0,0,0
0.093912,0,0,0,0,0,0,0,0
0.095367,0,0,0,0,0,0,0,0
0.096823,0,0,0,0,0,0,0,0
0.098277,0,0,0,0,0,0,0,0
0.099732,0,0,0,0,0,0,0,0
0.101188,0,0,0,0,0,0,0,0
0.102664,0,33,0,0,0,0,0,0
0.104590,0,105,0,0,0,0,0,0
0.105853,0,69,0,0,0,0,0,0
0.107426,0,84,0,0,0,0,0,0
0.108689,0,69,0,0,0,0,0,0
0.109949,0,69,0,0,0,0,0,0
0.111914,0,108,0,0,0,0,0,0
0.113178,0,69,0,0,0,0,0,0
