elapsed_s,PC_US_STALL_CYCLES_COMPUTE_GFX,PC_US_STALL_CYCLES_GFX_COMPUTE,PC_US_PREDRAW_STALLS,PC_US_DP0_INPUT_STALLS,PC_US_DP1_INPUT_STALLS,PC_US_BR_STALLS_BV_WORKLOAD,PC_US_BV_STALLS_BR_WORKLOAD,PC_US_PASSPAIR_STALL
0.001248,0,0,0,0,0,0,0,0
0.002808,0,0,0,0,0,0,0,0
0.004235,0,0,0,0,0,0,0,0
0.005649,0,0,0,0,0,0,0,0
0.007059,0,0,0,0,0,0,0,0
0.008467,0,0,0,0,0,0,0,0
0.009912,0,0,0,0,0,0,0,0
0.011348,0,0,0,0,0,0,0,0
0.012777,0,0,0,0,0,0,0,0
0.014307,0,0,0,0,0,0,0,0
0.015763,0,0,0,0,0,0,0,0
0.017236,0,0,0,0,0,0,0,0
0.018675,0,0,0,0,0,0,0,0
0.020068,0,0,0,0,0,0,0,0
0.021503,0,0,0,0,0,0,0,0
0.022883,0,0,0,0,0,0,0,0
0.024261,0,0,0,0,0,0,0,0
0.025734,0,0,0,0,0,0,0,0
0.027058,0,0,0,0,0,0,0,0
0.028377,0,0,0,0,0,0,0,0
0.029746,0,0,0,0,0,0,0,0
0.031070,0,0,0,0,0,0,0,0
0.032500,0,0,0,0,0,0,0,0
0.033880,0,0,0,0,0,0,0,0
0.035149,0,0,0,0,0,0,0,0
0.036418,0,0,0,0,0,0,0,0
0.037866,0,0,0,0,0,0,0,0
0.039224,0,0,0,0,0,0,0,0
0.040581,0,0,0,0,0,0,0,0
0.042149,0,0,0,0,0,0,0,0
0.043589,0,0,0,0,0,0,0,0
0.045006,0,0,0,0,0,0,0,0
0.046449,0,0,0,0,0,0,0,0
0.047858,0,0,0,0,0,0,0,0
0.049642,0,0,0,0,0,0,0,0
0.051064,0,0,0,0,0,0,0,0
0.052497,0,0,0,0,0,0,0,0
0.053927,0,0,0,0,0,0,0,0
0.055339,0,0,0,0,0,0,0,0
0.056746,0,0,0,0,0,0,0,0
0.058490,0,0,0,0,0,0,0,0
0.060184,0,0,0,0,0,0,0,0
0.061598,0,0,0,0,0,0,0,0
0.063016,0,0,0,0,0,0,0,0
0.064424,0,0,0,0,0,0,0,0
0.067661,0,0,0,0,0,0,0,0
0.069069,372006,0,0,0,0,0,0,0
0.071262,1604568,0,0,0,0,0,0,0
0.072526,1010222,0,0,0,0,0,0,0
0.073916,1133436,0,0,0,0,0,0,0
0.075182,974793,0,0,0,0,0,0,0
0.076405,972847,0,0,0,0,0,0,0
0.077684,1021950,0,0,0,0,0,0,0
0.078947,1002359,0,0,0,0,0,0,0
0.080208,1001436,0,0,0,0,0,0,0
0.081512,1051529,0,0,0,0,0,0,0
0.082778,1006577,0,0,0,0,0,0,0
0.084045,92316,0,0,0,0,0,0,0
0.085549,0,0,0,0,0,0,0,0
0.087005,0,0,0,0,0,0,0,0
0.088413,0,0,0,0,0,0,0,0
0.090079,0,0,0,0,0,0,0,0
0.091488,0,0,0,0,0,0,0,0
0.092896,0,0,0,0,0,0,0,0
0.094311,0,0,0,0,0,0,0,0
0.095724,0,0,0,0,0,0,0,0
0.097143,0,0,0,0,0,0,0,0
0.098579,0,0,0,0,0,0,0,0
0.099979,0,0,0,0,0,0,0,0
0.105155,0,0,0,0,0,0,0,0
0.106686,0,0,0,0,0,0,0,0
0.108123,0,0,0,0,0,0,0,0
0.109503,0,0,0,0,0,0,0,0
0.110863,0,0,0,0,0,0,0,0
0.112224,0,0,0,0,0,0,0,0
0.113600,0,0,0,0,0,0,0,0
0.115005,0,0,0,0,0,0,0,0
0.116407,0,0,0,0,0,0,0,0
0.117819,0,0,0,0,0,0,0,0
0.119220,0,0,0,0,0,0,0,0
0.120621,0,0,0,0,0,0,0,0
0.122059,0,0,0,0,0,0,0,0
0.123462,0,0,0,0,0,0,0,0
0.124863,0,0,0,0,0,0,0,0
0.126301,0,0,0,0,0,0,0,0
0.127708,0,0,0,0,0,0,0,0
0.129126,0,0,0,0,0,0,0,0
0.130534,0,0,0,0,0,0,0,0
0.131942,0,0,0,0,0,0,0,0
0.133352,0,0,0,0,0,0,0,0
0.134887,0,0,0,0,0,0,0,0
0.137278,0,0,0,0,0,0,0,0
0.138741,0,0,0,0,0,0,0,0
0.140169,0,0,0,0,0,0,0,0
0.141583,0,0,0,0,0,0,0,0
0.142992,0,0,0,0,0,0,0,0
0.144402,0,0,0,0,0,0,0,0
0.145846,0,0,0,0,0,0,0,0
0.147383,0,0,0,0,0,0,0,0
0.148952,0,0,0,0,0,0,0,0
0.150542,0,0,0,0,0,0,0,0
0.152141,0,0,0,0,0,0,0,0
0.153731,0,0,0,0,0,0,0,0
0.155303,0,0,0,0,0,0,0,0
0.156873,0,0,0,0,0,0,0,0
0.158448,0,0,0,0,0,0,0,0
0.160018,0,0,0,0,0,0,0,0
0.161525,0,0,0,0,0,0,0,0
0.163068,0,0,0,0,0,0,0,0
0.164636,0,0,0,0,0,0,0,0
0.166206,0,0,0,0,0,0,0,0
0.167775,0,0,0,0,0,0,0,0
0.169346,0,0,0,0,0,0,0,0
0.170960,0,0,0,0,0,0,0,0
0.172542,0,0,0,0,0,0,0,0
0.174111,0,0,0,0,0,0,0,0
0.175681,0,0,0,0,0,0,0,0
0.177252,0,0,0,0,0,0,0,0
0.178863,0,0,0,0,0,0,0,0
0.180431,0,0,0,0,0,0,0,0
0.182001,0,0,0,0,0,0,0,0
0.183584,0,0,0,0,0,0,0,0
0.185154,0,0,0,0,0,0,0,0
0.186723,0,0,0,0,0,0,0,0
0.188290,0,0,0,0,0,0,0,0
0.189861,0,0,0,0,0,0,0,0
0.191430,0,0,0,0,0,0,0,0
0.192997,0,0,0,0,0,0,0,0
0.194586,0,0,0,0,0,0,0,0
0.196153,0,0,0,0,0,0,0,0
0.197725,0,0,0,0,0,0,0,0
0.199294,0,0,0,0,0,0,0,0
0.200861,0,0,0,0,0,0,0,0
0.202435,0,0,0,0,0,0,0,0
0.204003,0,0,0,0,0,0,0,0
0.205587,0,0,0,0,0,0,0,0
0.207156,0,0,0,0,0,0,0,0
0.208724,0,0,0,0,0,0,0,0
0.210254,0,0,0,0,0,0,0,0
0.211795,0,0,0,0,0,0,0,0
0.213368,0,0,0,0,0,0,0,0
0.214938,0,0,0,0,0,0,0,0
0.216520,0,0,0,0,0,0,0,0
0.218133,0,0,0,0,0,0,0,0
0.219703,0,0,0,0,0,0,0,0
0.221273,0,0,0,0,0,0,0,0
0.222842,0,0,0,0,0,0,0,0
0.224410,0,0,0,0,0,0,0,0
0.225982,0,0,0,0,0,0,0,0
0.227565,0,0,0,0,0,0,0,0
0.229136,0,0,0,0,0,0,0,0
0.230705,0,0,0,0,0,0,0,0
0.232273,0,0,0,0,0,0,0,0
0.233887,0,0,0,0,0,0,0,0
0.235456,0,0,0,0,0,0,0,0
0.237023,0,0,0,0,0,0,0,0
0.238603,0,0,0,0,0,0,0,0
0.240188,0,0,0,0,0,0,0,0
0.242110,0,0,0,0,0,0,0,0
0.243540,0,0,0,0,0,0,0,0
0.244952,0,0,0,0,0,0,0,0
0.246365,0,0,0,0,0,0,0,0
0.247820,0,0,0,0,0,0,0,0
0.249250,0,0,0,0,0,0,0,0
0.250695,0,0,0,0,0,0,0,0
0.252231,0,0,0,0,0,0,0,0
0.253804,0,0,0,0,0,0,0,0
0.255375,0,0,0,0,0,0,0,0
0.256945,0,0,0,0,0,0,0,0
0.258521,0,0,0,0,0,0,0,0
0.260106,0,0,0,0,0,0,0,0
0.261678,0,0,0,0,0,0,0,0
0.263250,0,0,0,0,0,0,0,0
0.264819,0,0,0,0,0,0,0,0
0.266395,0,0,0,0,0,0,0,0
0.267965,0,0,0,0,0,0,0,0
0.269538,0,0,0,0,0,0,0,0
0.271116,0,0,0,0,0,0,0,0
0.272678,0,0,0,0,0,0,0,0
0.274161,0,0,0,0,0,0,0,0
0.275771,0,0,0,0,0,0,0,0
0.277342,0,0,0,0,0,0,0,0
0.278909,0,0,0,0,0,0,0,0
0.280440,0,0,0,0,0,0,0,0
0.281943,0,0,0,0,0,0,0,0
0.283368,0,0,0,0,0,0,0,0
0.284779,0,0,0,0,0,0,0,0
0.286241,0,0,0,0,0,0,0,0
0.287650,0,0,0,0,0,0,0,0
0.289057,0,0,0,0,0,0,0,0
0.290491,0,0,0,0,0,0,0,0
0.292026,0,0,0,0,0,0,0,0
0.293737,0,0,0,0,0,0,0,0
0.295174,0,0,0,0,0,0,0,0
0.296587,0,0,0,0,0,0,0,0
0.298042,0,0,0,0,0,0,0,0
0.299451,0,0,0,0,0,0,0,0
0.300857,0,0,0,0,0,0,0,0
0.302266,0,0,0,0,0,0,0,0
0.303884,0,0,0,0,0,0,0,0
0.305444,0,0,0,0,0,0,0,0
0.306858,0,0,0,0,0,0,0,0
0.308271,0,0,0,0,0,0,0,0
0.309686,0,0,0,0,0,0,0,0
0.311090,0,0,0,0,0,0,0,0
0.312491,0,0,0,0,0,0,0,0
0.313906,0,0,0,0,0,0,0,0
0.315444,0,0,0,0,0,0,0,0
0.317015,0,0,0,0,0,0,0,0
0.318592,0,0,0,0,0,0,0,0
0.320162,0,0,0,0,0,0,0,0
0.321780,0,0,0,0,0,0,0,0
0.323352,0,0,0,0,0,0,0,0
0.324937,0,0,0,0,0,0,0,0
0.326506,0,0,0,0,0,0,0,0
0.328066,0,0,0,0,0,0,0,0
0.329549,0,0,0,0,0,0,0,0
0.331092,0,0,0,0,0,0,0,0
0.332662,0,0,0,0,0,0,0,0
0.334234,0,0,0,0,0,0,0,0
0.335821,0,0,0,0,0,0,0,0
0.337395,0,0,0,0,0,0,0,0
0.339012,0,0,0,0,0,0,0,0
0.340582,0,0,0,0,0,0,0,0
0.342153,0,0,0,0,0,0,0,0
0.343725,0,0,0,0,0,0,0,0
0.345299,0,0,0,0,0,0,0,0
0.346887,0,0,0,0,0,0,0,0
0.348458,0,0,0,0,0,0,0,0
0.350031,0,0,0,0,0,0,0,0
0.351603,0,0,0,0,0,0,0,0
0.353178,0,0,0,0,0,0,0,0
0.354795,0,0,0,0,0,0,0,0
0.356365,0,0,0,0,0,0,0,0
0.357952,0,0,0,0,0,0,0,0
0.359525,0,0,0,0,0,0,0,0
0.361177,0,0,0,0,0,0,0,0
0.362732,0,0,0,0,0,0,0,0
0.364147,0,0,0,0,0,0,0,0
0.365687,0,0,0,0,0,0,0,0
0.367249,0,0,0,0,0,0,0,0
0.368824,0,0,0,0,0,0,0,0
0.370522,0,0,0,0,0,0,0,0
0.372092,0,0,0,0,0,0,0,0
0.373665,0,0,0,0,0,0,0,0
0.375238,0,0,0,0,0,0,0,0
0.376809,0,0,0,0,0,0,0,0
0.378387,0,0,0,0,0,0,0,0
0.379971,0,0,0,0,0,0,0,0
0.381544,0,0,0,0,0,0,0,0
0.383116,0,0,0,0,0,0,0,0
0.384686,0,0,0,0,0,0,0,0
0.386302,0,0,0,0,0,0,0,0
0.387875,0,0,0,0,0,0,0,0
0.389447,0,0,0,0,0,0,0,0
0.391034,0,0,0,0,0,0,0,0
0.392605,0,0,0,0,0,0,0,0
0.394219,0,0,0,0,0,0,0,0
0.395792,0,0,0,0,0,0,0,0
0.397365,0,0,0,0,0,0,0,0
0.398937,0,0,0,0,0,0,0,0
0.400508,0,0,0,0,0,0,0,0
0.402138,0,0,0,0,0,0,0,0
0.403711,0,0,0,0,0,0,0,0
0.405285,0,0,0,0,0,0,0,0
0.406857,0,0,0,0,0,0,0,0
0.408428,0,0,0,0,0,0,0,0
0.410042,0,0,0,0,0,0,0,0
0.411615,0,0,0,0,0,0,0,0
0.413150,0,0,0,0,0,0,0,0
0.414750,0,0,0,0,0,0,0,0
0.416310,0,0,0,0,0,0,0,0
0.417794,0,0,0,0,0,0,0,0
0.419338,0,0,0,0,0,0,0,0
0.420909,0,0,0,0,0,0,0,0
0.422508,0,0,0,0,0,0,0,0
0.424093,0,0,0,0,0,0,0,0
0.425710,0,0,0,0,0,0,0,0
0.427282,0,0,0,0,0,0,0,0
0.428852,0,0,0,0,0,0,0,0
0.430423,0,0,0,0,0,0,0,0
0.431984,0,0,0,0,0,0,0,0
0.433423,0,0,0,0,0,0,0,0
0.435018,0,0,0,0,0,0,0,0
0.436587,0,0,0,0,0,0,0,0
0.438156,0,0,0,0,0,0,0,0
0.439728,0,0,0,0,0,0,0,0
0.441301,0,0,0,0,0,0,0,0
0.442873,0,0,0,0,0,0,0,0
0.444442,0,0,0,0,0,0,0,0
0.446025,0,0,0,0,0,0,0,0
0.447596,0,0,0,0,0,0,0,0
0.449168,0,0,0,0,0,0,0,0
0.450738,0,0,0,0,0,0,0,0
0.452307,0,0,0,0,0,0,0,0
0.453878,0,0,0,0,0,0,0,0
0.455450,0,0,0,0,0,0,0,0
0.457033,0,0,0,0,0,0,0,0
0.458530,0,0,0,0,0,0,0,0
0.459941,0,0,0,0,0,0,0,0
0.461480,0,0,0,0,0,0,0,0
0.463050,0,0,0,0,0,0,0,0
0.464619,0,0,0,0,0,0,0,0
0.466233,0,0,0,0,0,0,0,0
0.467818,0,0,0,0,0,0,0,0
0.469391,0,0,0,0,0,0,0,0
0.470961,0,0,0,0,0,0,0,0
0.472530,0,0,0,0,0,0,0,0
0.474144,0,0,0,0,0,0,0,0
0.475716,0,0,0,0,0,0,0,0
0.477289,0,0,0,0,0,0,0,0
0.478874,0,0,0,0,0,0,0,0
0.480444,0,0,0,0,0,0,0,0
0.482057,0,0,0,0,0,0,0,0
0.483629,0,0,0,0,0,0,0,0
0.485159,0,0,0,0,0,0,0,0
0.486877,0,0,0,0,0,0,0,0
0.488323,0,0,0,0,0,0,0,0
0.489801,0,0,0,0,0,0,0,0
0.491212,0,0,0,0,0,0,0,0
0.492666,0,0,0,0,0,0,0,0
0.494075,0,0,0,0,0,0,0,0
0.495479,0,0,0,0,0,0,0,0
0.497175,0,0,0,0,0,0,0,0
0.498727,0,0,0,0,0,0,0,0
0.500148,0,0,0,0,0,0,0,0
0.501725,0,0,0,0,0,0,0,0
0.503296,0,0,0,0,0,0,0,0
0.504863,0,0,0,0,0,0,0,0
0.506437,0,0,0,0,0,0,0,0
0.508015,0,0,0,0,0,0,0,0
0.509568,0,0,0,0,0,0,0,0
0.511004,0,0,0,0,0,0,0,0
0.512543,0,0,0,0,0,0,0,0
0.514158,0,0,0,0,0,0,0,0
0.515731,0,0,0,0,0,0,0,0
0.517306,0,0,0,0,0,0,0,0
0.518869,0,0,0,0,0,0,0,0
0.520430,0,0,0,0,0,0,0,0
0.521926,0,0,0,0,0,0,0,0
0.523469,0,0,0,0,0,0,0,0
0.525038,0,0,0,0,0,0,0,0
0.526682,0,0,0,0,0,0,0,0
0.528253,0,0,0,0,0,0,0,0
0.529870,0,0,0,0,0,0,0,0
0.531433,0,0,0,0,0,0,0,0
0.533008,0,0,0,0,0,0,0,0
0.534647,0,0,0,0,0,0,0,0
0.536218,0,0,0,0,0,0,0,0
0.537833,0,0,0,0,0,0,0,0
0.539404,0,0,0,0,0,0,0,0
0.540878,0,0,0,0,0,0,0,0
0.542293,0,0,0,0,0,0,0,0
0.543735,0,0,0,0,0,0,0,0
0.545152,0,0,0,0,0,0,0,0
0.546564,0,0,0,0,0,0,0,0
0.547972,0,0,0,0,0,0,0,0
0.549382,0,0,0,0,0,0,0,0
0.550790,0,0,0,0,0,0,0,0
0.552325,0,0,0,0,0,0,0,0
0.553955,0,0,0,0,0,0,0,0
0.555528,0,0,0,0,0,0,0,0
0.557101,0,0,0,0,0,0,0,0
0.558674,0,0,0,0,0,0,0,0
0.560244,0,0,0,0,0,0,0,0
0.561860,0,0,0,0,0,0,0,0
0.563433,0,0,0,0,0,0,0,0
0.565017,0,0,0,0,0,0,0,0
0.566594,0,0,0,0,0,0,0,0
0.568163,0,0,0,0,0,0,0,0
0.569781,0,0,0,0,0,0,0,0
0.571353,0,0,0,0,0,0,0,0
0.572923,0,0,0,0,0,0,0,0
0.574521,0,0,0,0,0,0,0,0
0.576106,0,0,0,0,0,0,0,0
0.577723,0,0,0,0,0,0,0,0
0.579296,0,0,0,0,0,0,0,0
0.580866,0,0,0,0,0,0,0,0
0.582440,0,0,0,0,0,0,0,0
0.584011,0,0,0,0,0,0,0,0
0.585628,0,0,0,0,0,0,0,0
0.587215,0,0,0,0,0,0,0,0
0.588786,0,0,0,0,0,0,0,0
0.590454,0,0,0,0,0,0,0,0
0.592024,0,0,0,0,0,0,0,0
0.593643,0,0,0,0,0,0,0,0
0.595215,0,0,0,0,0,0,0,0
0.596786,0,0,0,0,0,0,0,0
0.598447,0,0,0,0,0,0,0,0
0.600018,0,0,0,0,0,0,0,0
0.601636,0,0,0,0,0,0,0,0
0.603207,0,0,0,0,0,0,0,0
0.604778,0,0,0,0,0,0,0,0
0.606440,0,0,0,0,0,0,0,0
0.608010,0,0,0,0,0,0,0,0
