elapsed_s,PC_US_STALL_CYCLES_UCHE0,PC_US_STALL_CYCLES_UCHE1,PC_US_UCHE_0_TRANS,PC_US_UCHE_1_TRANS,PC_US_BV_STALLED_BY_ATTR,PC_US_BV_STARVED_BY_RARB,PC_US_VPC_PRIM_COUNT_STALLS_BR,PC_US_VPC_PRIM_COUNT_STALLS_BV
0.001092,0,0,0,0,0,0,0,0
0.002568,0,0,0,0,0,0,0,0
0.004067,0,0,0,0,0,0,0,0
0.005612,0,0,0,0,0,0,0,0
0.007065,0,0,0,0,0,0,0,0
0.008480,0,0,0,0,0,0,0,0
0.009905,0,0,0,0,0,0,0,0
0.011316,0,0,0,0,0,0,0,0
0.012772,0,0,0,0,0,0,0,0
0.014199,0,0,0,0,0,0,0,0
0.015652,0,0,0,0,0,0,0,0
0.017071,0,0,0,0,0,0,0,0
0.018459,0,0,0,0,0,0,0,0
0.019947,0,0,0,0,0,0,0,0
0.021380,0,0,0,0,0,0,0,0
0.022784,0,0,0,0,0,0,0,0
0.024223,0,0,0,0,0,0,0,0
0.025640,0,0,0,0,0,0,0,0
0.027051,0,0,0,0,0,0,0,0
0.028455,0,0,0,0,0,0,0,0
0.029838,0,0,0,0,0,0,0,0
0.031268,0,0,0,0,0,0,0,0
0.032708,0,0,0,0,0,0,0,0
0.034101,0,0,0,0,0,0,0,0
0.035488,0,0,0,0,0,0,0,0
0.036969,0,0,0,0,0,0,0,0
0.038299,0,0,0,0,0,0,0,0
0.039666,0,0,0,0,0,0,0,0
0.040939,0,0,0,0,0,0,0,0
0.042212,0,0,0,0,0,0,0,0
0.043614,0,0,0,0,0,0,0,0
0.044996,0,0,0,0,0,0,0,0
0.046269,0,0,0,0,0,0,0,0
0.047723,0,0,0,0,0,0,0,0
0.049088,0,0,0,0,0,0,0,0
0.050582,0,0,0,0,0,0,0,0
0.051979,0,0,0,0,0,0,0,0
0.053937,0,0,0,0,0,0,0,0
0.057355,0,0,0,0,0,0,0,0
0.058774,0,0,0,0,0,0,0,0
0.060223,0,0,0,0,0,0,0,0
0.061555,0,0,0,0,0,0,0,0
0.062876,0,0,0,0,0,0,0,0
0.064341,0,0,0,0,0,0,0,0
0.065712,0,0,0,0,0,0,0,0
0.067188,0,0,0,0,0,0,0,0
0.068587,0,0,0,0,0,0,0,0
0.069957,0,0,0,0,0,0,0,0
0.071368,0,0,0,0,0,0,0,0
0.072817,0,0,0,0,0,0,0,0
0.074230,0,0,0,0,0,0,0,0
0.075725,0,0,0,0,0,0,0,0
0.077137,0,0,0,0,0,0,0,0
0.078546,0,0,0,0,0,0,0,0
0.080019,0,0,0,0,0,0,0,0
0.081446,0,0,0,0,0,0,0,0
0.082820,0,0,0,0,0,0,0,0
0.084249,0,0,0,0,0,0,0,0
0.085621,0,0,0,0,0,0,0,0
0.087007,0,0,0,0,0,0,0,0
0.088376,0,0,0,0,0,0,0,0
0.089594,0,0,0,0,0,0,0,0
0.090810,0,0,0,0,0,0,0,0
0.092134,0,0,0,0,0,0,0,0
0.093350,0,0,0,0,0,0,0,0
0.094568,0,0,0,0,0,0,0,0
0.095852,0,0,0,0,0,0,0,0
0.097106,0,0,0,0,0,0,0,0
0.098328,0,0,0,0,0,0,0,0
0.099613,0,0,0,0,0,0,0,0
0.100888,0,0,0,0,0,0,0,0
0.102156,0,0,0,0,0,0,0,0
0.103496,0,0,0,0,0,0,0,0
0.104908,0,0,0,0,0,0,0,0
0.106310,0,0,0,0,0,0,0,0
0.107751,0,0,0,0,0,0,0,0
0.109156,0,0,0,0,0,0,0,0
0.110559,0,0,0,0,0,0,0,0
0.111961,0,0,0,0,0,0,0,0
0.113365,0,0,0,0,0,0,0,0
0.114778,0,0,0,0,0,0,0,0
0.116221,0,0,0,0,0,0,0,0
0.117598,0,0,0,0,0,0,0,0
0.119069,0,0,0,0,0,0,0,0
0.120461,0,0,0,0,0,0,0,0
0.121837,0,0,0,0,0,0,0,0
0.123212,0,0,0,0,0,0,0,0
0.124616,0,0,0,0,0,0,0,0
0.125982,0,0,0,0,0,0,0,0
0.127782,0,0,0,0,0,0,0,0
0.129142,0,0,0,0,0,0,0,0
0.130500,0,0,0,0,0,0,0,0
0.131900,0,0,0,0,0,0,0,0
0.133226,0,0,0,0,0,0,0,0
0.134526,0,0,0,0,0,0,0,0
0.135877,0,0,0,0,0,0,0,0
0.137186,0,0,0,0,0,0,0,0
0.138481,0,0,0,0,0,0,0,0
0.139794,0,0,0,0,0,0,0,0
0.141190,0,0,0,0,0,0,0,0
0.142688,0,0,0,0,0,0,0,0
