elapsed_s,RB_NEVER_COUNT,RB_BUSY_CYCLES,RB_STALL_CYCLES_HLSQ,RB_STALL_CYCLES_FIFO0_FULL,RB_STALL_CYCLES_FIFO1_FULL,RB_STALL_CYCLES_FIFO2_FULL,RB_STARVE_CYCLES_SP,RB_STARVE_CYCLES_LRZ_TILE
0.001153,0,0,0,0,0,0,0,0
0.002724,0,0,0,0,0,0,0,0
0.004332,0,0,0,0,0,0,0,0
0.005877,0,0,0,0,0,0,0,0
0.007634,0,0,0,0,0,0,0,0
0.009209,0,0,0,0,0,0,0,0
0.010717,0,0,0,0,0,0,0,0
0.012311,0,0,0,0,0,0,0,0
0.013787,0,0,0,0,0,0,0,0
0.015390,0,0,0,0,0,0,0,0
0.016873,0,0,0,0,0,0,0,0
0.018371,0,0,0,0,0,0,0,0
0.019922,0,0,0,0,0,0,0,0
0.021755,0,0,0,0,0,0,0,0
0.023176,0,0,0,0,0,0,0,0
0.024601,0,0,0,0,0,0,0,0
0.026013,0,0,0,0,0,0,0,0
0.027616,0,0,0,0,0,0,0,0
0.029081,0,0,0,0,0,0,0,0
0.030494,0,0,0,0,0,0,0,0
0.031925,0,0,0,0,0,0,0,0
0.033303,0,0,0,0,0,0,0,0
0.034680,0,0,0,0,0,0,0,0
0.036153,0,0,0,0,0,0,0,0
0.037494,0,0,0,0,0,0,0,0
0.038925,0,0,0,0,0,0,0,0
0.040298,0,0,0,0,0,0,0,0
0.041688,0,0,0,0,0,0,0,0
0.043068,0,0,0,0,0,0,0,0
0.044447,0,0,0,0,0,0,0,0
0.045832,0,0,0,0,0,0,0,0
0.047215,0,0,0,0,0,0,0,0
0.048599,0,0,0,0,0,0,0,0
0.049977,0,0,0,0,0,0,0,0
0.051339,0,0,0,0,0,0,0,0
0.052795,0,0,0,0,0,0,0,0
0.054096,0,0,0,0,0,0,0,0
0.055551,0,0,0,0,0,0,0,0
0.056921,0,0,0,0,0,0,0,0
0.058286,0,0,0,0,0,0,0,0
0.059909,0,0,0,0,0,0,0,0
0.061387,0,0,0,0,0,0,0,0
0.062827,0,0,0,0,0,0,0,0
0.064257,0,0,0,0,0,0,0,0
0.065692,0,0,0,0,0,0,0,0
0.067125,0,0,0,0,0,0,0,0
0.068510,0,0,0,0,0,0,0,0
0.069942,0,0,0,0,0,0,0,0
0.071431,0,0,0,0,0,0,0,0
0.072938,0,0,0,0,0,0,0,0
0.074382,0,4188,0,0,0,0,0,1320
0.075848,0,0,0,0,0,0,0,0
0.077266,0,0,0,0,0,0,0,0
0.078682,0,0,0,0,0,0,0,0
0.080093,0,0,0,0,0,0,0,0
0.081450,0,0,0,0,0,0,0,0
0.082810,0,0,0,0,0,0,0,0
0.084240,0,0,0,0,0,0,0,0
0.085649,0,0,0,0,0,0,0,0
0.087074,0,419528,0,0,0,0,0,2112
0.088338,0,1607291,0,0,0,0,0,3750
0.089744,0,2171103,0,0,0,0,0,4410
0.091194,0,1638156,0,0,0,0,0,3504
0.092462,0,1657424,0,0,0,0,0,3750
0.093723,0,1754787,0,0,0,0,0,3606
0.094984,0,1591710,0,0,0,0,0,3468
0.096244,0,1618738,0,0,0,0,0,3786
0.097505,0,1739419,0,0,0,0,0,3552
0.098768,0,1700142,0,0,0,0,0,3432
0.100031,0,1593680,0,0,0,0,0,3504
0.101292,0,1603759,0,0,0,0,0,3750
0.102553,0,1779079,0,0,0,0,0,3516
0.104026,0,1813297,0,0,0,0,0,4260
0.105290,0,1771797,0,0,0,0,0,3570
0.106552,0,1601566,0,0,0,0,0,3504
0.107852,0,1776550,0,0,0,0,0,3870
0.109119,0,1621771,0,0,0,0,0,3378
0.110383,0,1562438,0,0,0,0,0,3432
0.111651,0,1792827,0,0,0,0,0,4242
0.113039,0,1782835,0,0,0,0,0,3498
0.114304,0,1572144,0,0,0,0,0,3396
0.115570,0,1759534,0,0,0,0,0,3942
0.116870,0,1606162,0,0,0,0,0,3486
0.118134,0,1594080,0,0,0,0,0,3786
0.119401,0,1787968,0,0,0,0,0,3588
0.120665,0,1608362,0,0,0,0,0,3468
0.121928,0,1591191,0,0,0,0,0,3714
0.123191,0,1766423,0,0,0,0,0,3624
0.124458,0,1627645,0,0,0,0,0,3432
0.126029,0,1583900,0,0,0,0,0,3936
0.127358,0,0,0,0,0,0,0,0
0.128798,0,0,0,0,0,0,0,0
0.130216,0,0,0,0,0,0,0,0
0.131628,0,0,0,0,0,0,0,0
0.133204,0,0,0,0,0,0,0,0
0.134612,0,0,0,0,0,0,0,0
0.136022,0,0,0,0,0,0,0,0
0.137449,0,0,0,0,0,0,0,0
0.138862,0,0,0,0,0,0,0,0
0.140322,0,0,0,0,0,0,0,0
0.141733,0,0,0,0,0,0,0,0
0.143141,0,0,0,0,0,0,0,0
0.145497,0,0,0,0,0,0,0,0
0.146906,0,0,0,0,0,0,0,0
0.148316,0,0,0,0,0,0,0,0
0.149718,0,0,0,0,0,0,0,0
0.151122,0,0,0,0,0,0,0,0
0.152529,0,0,0,0,0,0,0,0
0.153927,0,0,0,0,0,0,0,0
0.155337,0,0,0,0,0,0,0,0
0.156871,0,0,0,0,0,0,0,0
0.158273,0,0,0,0,0,0,0,0
0.159683,0,0,0,0,0,0,0,0
0.161082,0,0,0,0,0,0,0,0
0.162480,0,0,0,0,0,0,0,0
0.163881,0,0,0,0,0,0,0,0
0.165284,0,0,0,0,0,0,0,0
0.166685,0,0,0,0,0,0,0,0
0.168088,0,0,0,0,0,0,0,0
0.169490,0,0,0,0,0,0,0,0
0.170901,0,0,0,0,0,0,0,0
0.172335,0,0,0,0,0,0,0,0
0.173738,0,0,0,0,0,0,0,0
0.175140,0,0,0,0,0,0,0,0
0.176619,0,0,0,0,0,0,0,0
0.178155,0,0,0,0,0,0,0,0
0.179774,0,0,0,0,0,0,0,0
0.181237,0,0,0,0,0,0,0,0
0.182780,0,0,0,0,0,0,0,0
0.184351,0,0,0,0,0,0,0,0
0.185925,0,0,0,0,0,0,0,0
0.187500,0,0,0,0,0,0,0,0
0.189117,0,0,0,0,0,0,0,0
0.190690,0,0,0,0,0,0,0,0
0.192275,0,0,0,0,0,0,0,0
0.193737,0,0,0,0,0,0,0,0
0.195157,0,0,0,0,0,0,0,0
0.196614,0,0,0,0,0,0,0,0
0.198023,0,0,0,0,0,0,0,0
0.199433,0,0,0,0,0,0,0,0
0.201039,0,0,0,0,0,0,0,0
0.202599,0,0,0,0,0,0,0,0
0.204011,0,0,0,0,0,0,0,0
0.205416,0,0,0,0,0,0,0,0
0.206817,0,0,0,0,0,0,0,0
0.208219,0,0,0,0,0,0,0,0
0.209620,0,0,0,0,0,0,0,0
0.211022,0,0,0,0,0,0,0,0
0.212563,0,0,0,0,0,0,0,0
0.213963,0,0,0,0,0,0,0,0
0.215485,0,0,0,0,0,0,0,0
0.216890,0,0,0,0,0,0,0,0
0.218293,0,0,0,0,0,0,0,0
0.219781,0,0,0,0,0,0,0,0
0.221309,0,0,0,0,0,0,0,0
