elapsed_s,TSE_NON_CLIP_WORKING_CYCLES,TSE_NULL_WORKING_CYCLES,TSE_OUT_PRIM_WORKING_CYCLES,TSE_INPUT_VERTEX_WORKING_CYCLES
0.001164,0,0,0,0
0.002844,0,0,0,0
0.004425,0,0,0,0
0.005949,0,0,0,0
0.007687,0,0,0,0
0.009236,0,0,0,0
0.010839,0,0,0,0
0.012324,0,0,0,0
0.013821,0,0,0,0
0.015392,0,0,0,0
0.016867,0,0,0,0
0.018372,0,0,0,0
0.019838,0,0,0,0
0.021293,0,0,0,0
0.022737,0,0,0,0
0.024340,0,0,0,0
0.025937,0,0,0,0
0.027386,0,0,0,0
0.028947,0,0,0,0
0.030460,0,0,0,0
0.032129,0,0,0,0
0.033552,0,0,0,0
0.035032,0,0,0,0
0.036453,0,0,0,0
0.037874,0,0,0,0
0.039343,0,0,0,0
0.040769,0,0,0,0
0.042316,0,0,0,0
0.043828,0,0,0,0
0.045254,0,0,0,0
0.046727,0,0,0,0
0.048157,0,0,0,0
0.049589,0,0,0,0
0.051023,0,0,0,0
0.052454,0,0,0,0
0.053874,0,0,0,0
0.055345,0,0,0,0
0.056768,0,0,0,0
0.058218,0,0,0,0
0.059688,0,0,0,0
0.061115,0,0,0,0
0.062596,0,0,0,0
0.064149,0,0,0,0
0.065625,0,0,0,0
0.066963,0,0,0,0
0.068453,0,0,0,0
0.069923,0,0,0,0
0.071369,0,0,0,0
0.072797,0,0,0,0
0.074246,0,0,0,0
0.075671,0,0,0,0
0.077106,0,0,0,0
0.078531,0,0,0,0
0.080001,0,0,0,0
0.081503,0,0,0,0
0.083017,0,0,0,0
0.084455,0,0,0,0
0.085975,0,0,0,0
0.087504,0,0,0,0
0.088997,0,0,0,0
0.090529,0,0,0,0
0.092344,0,0,0,0
0.094013,0,0,0,0
0.095683,0,0,0,0
0.097206,0,0,0,0
0.098744,0,0,0,0
0.100230,0,0,0,0
0.101760,0,0,0,0
0.103299,0,0,0,0
0.104722,0,0,0,0
0.106169,0,0,0,0
0.107592,0,0,0,0
0.109016,0,0,0,0
0.110441,0,0,0,0
0.111914,0,0,0,0
0.113361,0,0,0,0
0.114811,0,0,0,0
0.116234,0,0,0,0
0.117658,0,0,0,0
0.119112,0,0,0,0
0.120622,0,0,0,0
0.122156,0,0,0,0
0.123742,0,0,0,0
0.125549,0,0,0,0
0.127489,0,0,0,0
0.128711,0,0,0,0
0.129818,0,0,0,0
0.131351,0,0,0,0
0.132730,0,0,0,0
0.134116,0,0,0,0
0.135495,0,0,0,0
0.136872,0,0,0,0
0.138433,0,0,0,0
0.139801,0,0,0,0
0.141170,0,0,0,0
0.142538,0,0,0,0
0.143906,0,0,0,0
