elapsed_s,TSE_FE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_FE_VP_OUT_IS_NAN,TSE_FE_EXCLUDED_PRIM,TSE_FE_EARLY_CULL_CLIPPED_PRIM
0.001077,0,0,0,0
0.002562,0,0,0,0
0.004061,0,0,0,0
0.005603,0,0,0,0
0.007077,0,0,0,0
0.008577,0,0,0,0
0.010072,0,0,0,0
0.011499,0,0,0,0
0.012838,0,0,0,0
0.014398,0,0,0,0
0.015829,0,0,0,0
0.017300,0,0,0,0
0.018768,0,0,0,0
0.020213,0,0,0,0
0.021666,0,0,0,0
0.023096,0,0,0,0
0.024520,0,0,0,0
0.025939,0,0,0,0
0.027358,0,0,0,0
0.028747,0,0,0,0
0.030180,0,0,0,0
0.031603,0,0,0,0
0.033074,0,0,0,0
0.034497,0,0,0,0
0.035948,0,0,0,0
0.037435,0,0,0,0
0.038911,0,0,0,0
0.040390,0,0,0,0
0.041868,0,0,0,0
0.043340,0,0,0,0
0.044815,0,0,0,0
0.046298,0,0,0,0
0.047773,0,0,0,0
0.049247,0,0,0,0
0.050740,0,0,0,0
0.052246,0,0,0,0
0.053730,0,0,0,0
0.055221,0,0,0,0
0.056651,0,0,0,0
0.058076,0,0,0,0
0.059570,0,0,0,0
0.061040,0,0,0,0
0.062453,0,0,0,0
0.063845,0,0,0,0
0.065283,0,0,0,0
0.066682,0,0,0,0
0.068099,0,0,0,0
0.069591,0,0,0,0
0.070986,0,0,0,0
0.072389,0,0,0,0
0.073775,0,0,0,0
0.075163,0,0,0,0
0.076551,0,0,0,0
0.077965,0,0,0,0
0.079362,0,0,0,0
0.080750,0,0,0,0
0.082143,0,0,0,0
0.083533,0,0,0,0
0.084991,0,0,0,0
0.086463,0,0,0,0
0.087852,0,0,0,0
0.089288,0,0,0,0
0.090674,0,0,0,0
0.092080,0,0,0,0
0.093568,0,0,0,0
0.095005,0,0,0,0
0.096510,0,0,0,0
0.097918,0,0,0,0
0.099306,0,0,0,0
0.100772,0,0,0,0
0.102160,0,0,0,0
0.103561,0,0,0,0
0.104997,0,0,0,0
0.106386,0,0,0,0
0.107794,0,0,0,0
0.109181,0,0,0,0
0.110567,0,0,0,0
0.112038,0,0,0,0
0.113507,0,0,0,0
0.114658,0,0,0,0
0.115857,0,0,0,0
0.117294,0,0,0,0
0.118574,0,0,0,0
0.119847,0,0,0,0
0.121120,0,0,0,0
0.122392,0,0,0,0
0.123685,0,0,0,0
0.125006,0,0,0,0
0.126278,0,0,0,0
0.127557,0,0,0,0
0.128830,0,0,0,0
0.130101,0,0,0,0
0.131372,0,0,0,0
0.132714,0,0,0,0
0.133988,0,0,0,0
0.135260,0,0,0,0
0.136534,0,0,0,0
0.137809,0,0,0,0
0.139080,0,0,0,0
0.140352,0,0,0,0
0.141718,0,0,0,0
0.143022,0,0,0,0
0.144328,0,0,0,0
0.145658,0,0,0,0
0.146962,0,0,0,0
0.148296,0,0,0,0
0.149780,0,0,0,0
0.151139,0,0,0,0
0.152514,0,0,0,0
0.153837,0,0,0,0
0.155144,0,0,0,0
0.156485,0,0,0,0
0.157840,0,0,0,0
0.159204,0,0,0,0
0.160528,0,0,0,0
0.161835,0,0,0,0
0.163142,0,0,0,0
0.164519,0,0,0,0
0.165821,0,0,0,0
0.167126,0,0,0,0
0.168510,0,0,0,0
0.169829,0,0,0,0
0.171138,0,0,0,0
0.172442,0,0,0,0
0.173749,0,0,0,0
0.175121,0,0,0,0
0.176547,0,0,0,0
0.177932,0,0,0,0
0.179250,0,0,0,0
0.180621,0,0,0,0
0.181964,0,0,0,0
0.183296,0,0,0,0
0.184642,0,0,0,0
0.185981,0,0,0,0
0.187321,0,0,0,0
0.188945,0,0,0,0
0.190434,0,0,0,0
0.191863,0,0,0,0
0.193285,0,0,0,0
0.194709,0,0,0,0
0.196189,0,0,0,0
0.197660,0,0,0,0
0.199126,0,0,0,0
0.200594,0,0,0,0
0.202074,0,0,0,0
0.203539,0,0,0,0
0.205058,0,0,0,0
0.206649,0,0,0,0
0.208117,0,0,0,0
0.209654,0,0,0,0
0.211120,0,0,0,0
0.212603,0,0,0,0
0.214070,0,0,0,0
0.215728,0,0,0,0
0.217443,0,0,0,0
0.219154,0,0,0,0
0.220869,0,0,0,0
0.222580,0,0,0,0
0.224118,0,0,0,0
0.225919,0,0,0,0
0.227693,0,0,0,0
0.229405,0,0,0,0
0.231117,0,0,0,0
0.232832,0,0,0,0
0.234563,0,0,0,0
0.236338,0,0,0,0
0.238059,0,0,0,0
0.239765,0,0,0,0
0.241475,0,0,0,0
0.243186,0,0,0,0
0.245691,0,0,0,0
0.247364,0,0,0,0
0.248876,0,0,0,0
0.250530,0,0,0,0
0.252293,0,0,0,0
0.253873,0,0,0,0
0.255363,0,0,0,0
0.257026,0,0,0,0
0.258597,0,0,0,0
0.260336,0,0,0,0
0.261917,0,0,0,0
0.263737,0,0,0,0
0.265204,0,0,0,0
0.266727,0,0,0,0
0.268179,0,0,0,0
0.269675,0,0,0,0
0.271149,0,0,0,0
0.272619,0,0,0,0
0.274087,0,0,0,0
0.275552,0,0,0,0
0.277288,0,0,0,0
0.279002,0,0,0,0
0.280716,0,0,0,0
0.282428,0,0,0,0
0.284202,0,0,0,0
0.285919,0,0,0,0
0.287462,0,0,0,0
0.288950,0,0,0,0
0.290617,0,0,0,0
0.292393,0,0,0,0
0.294103,0,0,0,0
0.295577,0,0,0,0
0.297243,0,0,0,0
0.298784,0,0,0,0
0.300520,0,0,0,0
0.302231,0,0,0,0
0.303939,0,0,0,0
0.305650,0,0,0,0
0.307358,0,0,0,0
0.309194,0,0,0,0
0.310863,0,0,0,0
0.312339,0,0,0,0
0.313799,0,0,0,0
0.315258,0,0,0,0
0.316737,0,0,0,0
0.318398,0,0,0,0
0.319938,0,0,0,0
0.321609,0,0,0,0
0.323309,0,0,0,0
0.324893,0,0,0,0
0.326496,0,0,0,0
0.328237,0,0,0,0
0.330044,0,0,0,0
0.331837,0,0,0,0
0.333553,0,0,0,0
0.335266,0,0,0,0
0.336982,0,0,0,0
0.338696,0,0,0,0
0.340608,0,0,0,0
0.342318,0,0,0,0
0.343797,0,0,0,0
0.345460,0,0,0,0
0.347174,0,0,0,0
0.348890,0,0,0,0
0.350604,0,0,0,0
0.352313,0,0,0,0
0.353867,0,0,0,0
0.355534,0,0,0,0
0.356982,0,0,0,0
0.358459,0,0,0,0
0.360120,0,0,0,0
