elapsed_s,TSE_SETUP_FMUL_WORKING_CYCLE_L2,TSE_SETUP_FMUL_0_WORKING_CYCLE_L3,TSE_SETUP_FMUL_1_WORKING_CYCLE_L3,TSE_SETUP_FMUL_2_WORKING_CYCLE_L3
0.001180,0,0,0,0
0.002865,0,0,0,0
0.004402,0,0,0,0
0.006126,0,0,0,0
0.007889,0,0,0,0
0.009412,0,0,0,0
0.010900,0,0,0,0
0.012388,0,0,0,0
0.014004,0,0,0,0
0.015505,0,0,0,0
0.017013,0,0,0,0
0.018654,0,0,0,0
0.020258,0,0,0,0
0.021937,0,0,0,0
0.023484,0,0,0,0
0.024952,0,0,0,0
0.026496,0,0,0,0
0.028043,0,0,0,0
0.029666,0,0,0,0
0.031233,0,0,0,0
0.032830,0,0,0,0
0.034302,0,0,0,0
0.035772,0,0,0,0
0.037242,0,0,0,0
0.038716,0,0,0,0
0.040208,0,0,0,0
0.041681,0,0,0,0
0.043149,0,0,0,0
0.044617,0,0,0,0
0.046088,0,0,0,0
0.047558,0,0,0,0
0.048936,0,0,0,0
0.050406,0,0,0,0
0.051882,0,0,0,0
0.053351,0,0,0,0
0.054820,0,0,0,0
0.056313,0,0,0,0
0.057804,0,0,0,0
0.059281,0,0,0,0
0.060783,0,0,0,0
0.062228,0,0,0,0
0.063732,0,0,0,0
0.065160,0,0,0,0
0.066645,0,0,0,0
0.068117,0,0,0,0
0.069643,0,0,0,0
0.071093,0,0,0,0
0.072578,0,0,0,0
0.073913,0,0,0,0
0.075334,0,0,0,0
0.076804,0,0,0,0
0.078286,0,0,0,0
0.079781,0,0,0,0
0.081255,0,0,0,0
0.082793,0,0,0,0
0.084293,0,0,0,0
0.085789,0,0,0,0
0.087282,0,0,0,0
0.088936,0,0,0,0
0.090566,0,0,0,0
0.092092,0,0,0,0
0.093755,0,42,105,105
0.095327,105,63,0,0
0.096958,0,0,0,0
0.098427,0,0,0,0
0.099892,0,0,0,0
0.101355,0,0,0,0
0.102818,0,0,0,0
0.104370,0,0,0,0
0.105840,0,0,0,0
0.107307,0,0,0,0
0.108775,0,0,0,0
0.110236,0,0,0,0
0.111751,0,0,0,0
0.113218,0,0,0,0
0.114761,0,0,0,0
0.116287,0,0,0,0
0.117802,0,0,0,0
0.119332,0,0,0,0
0.121194,0,99,234,234
0.123394,1116,1017,882,882
0.124655,819,882,882,882
0.125829,546,483,483,483
0.127317,0,0,0,0
0.129018,0,0,0,0
0.130414,0,0,0,0
0.131874,0,0,0,0
0.133337,0,0,0,0
0.134799,0,0,0,0
0.136325,0,0,0,0
0.137786,0,0,0,0
0.139246,0,0,0,0
0.140785,0,0,0,0
0.142245,0,0,0,0
0.143769,0,0,0,0
0.146703,0,0,0,0
0.148183,0,0,0,0
0.149746,0,0,0,0
0.151190,0,0,0,0
0.152554,0,0,0,0
0.153858,0,0,0,0
0.155265,0,0,0,0
0.156574,0,0,0,0
0.157879,0,0,0,0
0.159248,0,0,0,0
0.160652,0,0,0,0
0.161970,0,0,0,0
0.163392,0,0,0,0
0.164765,0,0,0,0
0.166083,0,0,0,0
0.167419,0,0,0,0
0.168888,0,0,0,0
0.170296,0,0,0,0
0.171691,0,0,0,0
0.173585,0,0,0,0
0.174982,0,0,0,0
0.176429,0,0,0,0
0.177852,0,0,0,0
0.179322,0,0,0,0
0.180806,0,0,0,0
0.182264,0,0,0,0
0.183773,0,0,0,0
0.185230,0,0,0,0
0.186689,0,0,0,0
0.188147,0,0,0,0
0.189733,0,0,0,0
0.191215,0,0,0,0
0.192687,0,0,0,0
0.194146,0,0,0,0
0.195604,0,0,0,0
0.197066,0,0,0,0
0.198543,0,0,0,0
0.200062,0,0,0,0
0.201655,0,0,0,0
0.203121,0,0,0,0
0.204590,0,0,0,0
0.206054,0,0,0,0
0.207774,0,0,0,0
0.209484,0,0,0,0
0.211191,0,0,0,0
0.212735,0,0,0,0
0.214402,0,0,0,0
0.216173,0,0,0,0
0.217888,0,0,0,0
0.219590,0,0,0,0
0.221301,0,0,0,0
0.223029,0,0,0,0
0.224740,0,0,0,0
0.226451,0,0,0,0
