elapsed_s,TSE_FE_BV_STALLS_DUETO_BR,TSE_BE_STALL_CYCLES_LRZ_PRIM,TSE_FE_EARLY_BFCULL_GBCLIPPED_PRIM,TSE_REG_PROGRAMMING_WORKING_CYCLE_L1
0.001138,0,0,0,0
0.002729,0,0,0,0
0.004292,0,0,0,0
0.005816,0,0,0,0
0.007561,0,0,0,0
0.009112,0,0,0,0
0.010597,0,0,0,0
0.012080,0,0,0,0
0.013578,0,0,0,0
0.015066,0,0,0,0
0.016616,0,0,0,0
0.018192,0,0,0,0
0.019707,0,0,0,0
0.021284,0,0,0,0
0.022777,0,0,0,0
0.024359,0,0,0,0
0.025908,0,0,0,0
0.027456,0,0,0,0
0.028997,0,0,0,0
0.030549,0,0,0,0
0.032127,0,0,0,0
0.033610,0,0,0,0
0.035040,0,0,0,0
0.036463,0,0,0,0
0.037886,0,0,0,0
0.039335,0,0,0,0
0.040812,0,0,0,0
0.042235,0,0,0,0
0.043659,0,0,0,0
0.045081,0,0,0,0
0.046503,0,0,0,0
0.047951,0,0,0,0
0.049491,0,0,0,0
0.050973,0,0,0,0
0.052441,0,0,0,0
0.053909,0,0,0,0
0.055402,0,0,0,0
0.056870,0,0,0,0
0.058341,0,0,0,0
0.059810,0,0,0,0
0.061321,0,0,0,0
0.062771,0,0,0,0
0.064220,0,0,0,0
0.065647,0,0,0,0
0.067074,0,0,0,0
0.068548,0,0,0,0
0.069971,0,0,0,0
0.071431,0,0,0,0
0.072898,0,0,0,0
0.074320,0,0,0,0
0.075741,0,0,0,0
0.077198,0,0,0,0
0.078620,0,0,0,0
0.080069,0,0,0,0
0.081548,0,0,0,0
0.083046,0,0,0,0
0.084543,0,0,0,0
0.086039,0,0,0,0
0.087572,0,0,0,0
0.089149,0,0,567,537
0.093009,0,0,0,0
0.094530,0,0,0,0
0.096087,0,0,0,0
0.098121,0,0,0,0
0.099623,0,0,0,0
0.101101,0,0,0,0
0.102597,0,0,0,0
0.104121,0,0,0,0
0.105558,0,0,0,0
0.106987,0,0,0,0
0.108562,0,0,0,0
0.110180,0,0,0,0
0.111660,0,0,0,0
0.113148,0,0,0,0
0.114794,0,0,0,0
0.116374,0,0,0,0
0.117906,0,0,0,0
0.119520,0,0,876,831
0.122850,0,0,3909,3429
0.124262,0,0,0,0
0.125575,0,0,0,0
0.126885,0,0,0,0
0.128217,0,0,0,0
0.129541,0,0,0,0
0.130863,0,0,0,0
0.132185,0,0,0,0
0.133506,0,0,0,0
0.134837,0,0,0,0
0.136243,0,0,0,0
0.137601,0,0,0,0
0.138957,0,0,0,0
0.141010,0,0,0,0
0.142368,0,0,0,0
0.143754,0,0,0,0
0.145120,0,0,0,0
0.146535,0,0,0,0
0.147860,0,0,0,0
0.149238,0,0,0,0
0.150548,0,0,0,0
0.151858,0,0,0,0
0.153223,0,0,0,0
0.154539,0,0,0,0
0.155863,0,0,0,0
0.157208,0,0,0,0
0.158522,0,0,0,0
0.159885,0,0,0,0
0.161324,0,0,0,0
0.162743,0,0,0,0
0.164165,0,0,0,0
0.165658,0,0,0,0
0.167422,0,0,0,0
0.169136,0,0,0,0
0.170676,0,0,0,0
0.172699,0,0,0,0
0.174389,0,0,0,0
0.175914,0,0,0,0
0.177406,0,0,0,0
0.178865,0,0,0,0
0.180319,0,0,0,0
0.181788,0,0,0,0
0.183249,0,0,0,0
0.184763,0,0,0,0
0.186221,0,0,0,0
0.187691,0,0,0,0
0.189152,0,0,0,0
0.190617,0,0,0,0
0.192133,0,0,0,0
0.193631,0,0,0,0
0.195095,0,0,0,0
0.196563,0,0,0,0
0.198202,0,0,0,0
0.200931,0,0,0,0
0.202412,0,0,0,0
0.204078,0,0,0,0
0.205794,0,0,0,0
0.207564,0,0,0,0
0.209103,0,0,0,0
0.210582,0,0,0,0
0.212052,0,0,0,0
0.213522,0,0,0,0
0.214985,0,0,0,0
0.216509,0,0,0,0
0.218164,0,0,0,0
0.219873,0,0,0,0
0.221699,0,0,0,0
0.223472,0,0,0,0
0.225181,0,0,0,0
0.226890,0,0,0,0
0.228761,0,0,0,0
0.230530,0,0,0,0
0.232312,0,0,0,0
0.234063,0,0,0,0
0.235772,0,0,0,0
0.237608,0,0,0,0
0.239301,0,0,0,0
0.240853,0,0,0,0
0.242524,0,0,0,0
0.244236,0,0,0,0
0.245948,0,0,0,0
0.247722,0,0,0,0
0.249242,0,0,0,0
0.250912,0,0,0,0
0.252456,0,0,0,0
0.254126,0,0,0,0
0.255899,0,0,0,0
0.257616,0,0,0,0
0.259323,0,0,0,0
0.261036,0,0,0,0
0.262766,0,0,0,0
0.264483,0,0,0,0
0.266196,0,0,0,0
0.267905,0,0,0,0
0.269622,0,0,0,0
0.271396,0,0,0,0
0.273127,0,0,0,0
0.274838,0,0,0,0
0.276554,0,0,0,0
0.278265,0,0,0,0
0.280040,0,0,0,0
0.281759,0,0,0,0
0.283488,0,0,0,0
0.285200,0,0,0,0
0.286896,0,0,0,0
0.288719,0,0,0,0
0.290277,0,0,0,0
0.291937,0,0,0,0
0.293570,0,0,0,0
0.295238,0,0,0,0
0.296754,0,0,0,0
0.298422,0,0,0,0
0.300132,0,0,0,0
0.301964,0,0,0,0
0.303739,0,0,0,0
0.305548,0,0,0,0
0.307106,0,0,0,0
0.308782,0,0,0,0
0.310493,0,0,0,0
0.312209,0,0,0,0
0.313941,0,0,0,0
0.315650,0,0,0,0
0.317362,0,0,0,0
0.319075,0,0,0,0
0.320855,0,0,0,0
0.322567,0,0,0,0
0.324302,0,0,0,0
0.326015,0,0,0,0
0.327789,0,0,0,0
0.329631,0,0,0,0
0.331340,0,0,0,0
0.333054,0,0,0,0
0.334598,0,0,0,0
0.336393,0,0,0,0
0.337870,0,0,0,0
0.339339,0,0,0,0
0.340810,0,0,0,0
0.342279,0,0,0,0
0.343771,0,0,0,0
0.345353,0,0,0,0
0.347000,0,0,0,0
0.348513,0,0,0,0
0.350107,0,0,0,0
0.351864,0,0,0,0
0.353766,0,0,0,0
0.355273,0,0,0,0
0.356752,0,0,0,0
0.358222,0,0,0,0
0.359747,0,0,0,0
0.361208,0,0,0,0
0.362868,0,0,0,0
0.364581,0,0,0,0
0.366126,0,0,0,0
0.367859,0,0,0,0
0.369577,0,0,0,0
0.371286,0,0,0,0
0.373000,0,0,0,0
0.374712,0,0,0,0
0.376263,0,0,0,0
0.377933,0,0,0,0
0.379642,0,0,0,0
0.381353,0,0,0,0
0.383065,0,0,0,0
0.384917,0,0,0,0
0.386649,0,0,0,0
0.388364,0,0,0,0
0.390076,0,0,0,0
0.391849,0,0,0,0
0.393567,0,0,0,0
0.395275,0,0,0,0
0.397009,0,0,0,0
0.398721,0,0,0,0
0.400437,0,0,0,0
0.402150,0,0,0,0
0.403859,0,0,0,0
0.405570,0,0,0,0
0.407281,0,0,0,0
0.412326,0,0,0,0
0.413887,0,0,0,0
0.415510,0,0,0,0
0.417003,0,0,0,0
0.418440,0,0,0,0
0.419820,0,0,0,0
0.421258,0,0,0,0
0.422634,0,0,0,0
0.424032,0,0,0,0
0.425515,0,0,0,0
0.427174,0,0,0,0
0.428901,0,0,0,0
0.430611,0,0,0,0
0.432324,0,0,0,0
0.433841,0,0,0,0
0.435514,0,0,0,0
0.437226,0,0,0,0
0.438959,0,0,0,0
0.440738,0,0,0,0
0.442451,0,0,0,0
0.444260,0,0,0,0
0.446010,0,0,0,0
0.447783,0,0,0,0
0.449405,0,0,0,0
0.451074,0,0,0,0
0.452788,0,0,0,0
0.454500,0,0,0,0
0.456215,0,0,0,0
0.457926,0,0,0,0
0.459464,0,0,0,0
0.461136,0,0,0,0
0.462846,0,0,0,0
0.464558,0,0,0,0
0.466267,0,0,0,0
0.467974,0,0,0,0
0.469548,0,0,0,0
0.471026,0,0,0,0
0.472848,0,0,0,0
0.474575,0,0,0,0
0.476290,0,0,0,0
0.478002,0,0,0,0
0.479794,0,0,0,0
0.481635,0,0,0,0
0.483345,0,0,0,0
0.485058,0,0,0,0
0.486770,0,0,0,0
0.488484,0,0,0,0
0.490217,0,0,0,0
0.491926,0,0,0,0
0.493457,0,0,0,0
0.495127,0,0,0,0
0.496905,0,0,0,0
0.498619,0,0,0,0
0.500305,0,0,0,0
0.501974,0,0,0,0
0.503750,0,0,0,0
0.505531,0,0,0,0
0.507239,0,0,0,0
0.508955,0,0,0,0
0.510686,0,0,0,0
0.512402,0,0,0,0
0.514116,0,0,0,0
0.515823,0,0,0,0
0.517527,0,0,0,0
0.519007,0,0,0,0
0.520570,0,0,0,0
0.522043,0,0,0,0
0.523514,0,0,0,0
0.524977,0,0,0,0
0.526625,0,0,0,0
0.528441,0,0,0,0
0.529976,0,0,0,0
0.531501,0,0,0,0
0.533164,0,0,0,0
0.534837,0,0,0,0
0.536363,0,0,0,0
0.538028,0,0,0,0
0.539734,0,0,0,0
0.541534,0,0,0,0
0.543075,0,0,0,0
0.544810,0,0,0,0
0.546518,0,0,0,0
0.548229,0,0,0,0
0.549936,0,0,0,0
0.551705,0,0,0,0
0.553359,0,0,0,0
0.555035,0,0,0,0
0.556746,0,0,0,0
0.558457,0,0,0,0
0.560241,0,0,0,0
0.562004,0,0,0,0
0.563806,0,0,0,0
0.565603,0,0,0,0
0.567312,0,0,0,0
0.568835,0,0,0,0
0.570312,0,0,0,0
0.571973,0,0,0,0
0.573477,0,0,0,0
0.574976,0,0,0,0
0.576805,0,0,0,0
0.578597,0,0,0,0
0.580391,0,0,0,0
0.582180,0,0,0,0
0.584047,0,0,0,0
0.585659,0,0,0,0
