elapsed_s,TSE_BE_CLIP_PLANES,TSE_BE_EMPTY_BBOX_KILLED_PRIM,TSE_BE_ST1_VP_PARAMS_CACHE_MISS,TSE_BE_ST2_VPORT_VP_PARAMS_CACHE_MISS
0.001134,0,0,0,0
0.002655,0,0,0,0
0.004138,0,0,0,0
0.005620,0,0,0,0
0.007292,0,0,0,0
0.008853,0,0,0,0
0.010299,0,0,0,0
0.011797,0,0,0,0
0.013257,0,0,0,0
0.014760,0,0,0,0
0.016304,0,0,0,0
0.017852,0,0,0,0
0.019285,0,0,0,0
0.020728,0,0,0,0
0.022163,0,0,0,0
0.023597,0,0,0,0
0.025091,0,0,0,0
0.026564,0,0,0,0
0.028034,0,0,0,0
0.029505,0,0,0,0
0.030985,0,0,0,0
0.032468,0,0,0,0
0.033940,0,0,0,0
0.035414,0,0,0,0
0.036889,0,0,0,0
0.038362,0,0,0,0
0.039861,0,0,0,0
0.041356,0,0,0,0
0.042827,0,0,0,0
0.044250,0,0,0,0
0.045721,0,0,0,0
0.047145,0,0,0,0
0.048594,0,0,0,0
0.049964,0,0,0,0
0.051402,0,0,0,0
0.052825,0,0,0,0
0.054295,0,0,0,0
0.055716,0,0,0,0
0.057097,0,0,0,0
0.058566,0,0,0,0
0.059987,0,0,0,0
0.061464,0,0,0,0
0.062862,0,0,0,0
0.064318,0,0,0,0
0.065835,0,0,0,0
0.067277,0,0,0,0
0.068712,0,0,0,0
0.070135,0,0,0,0
0.071564,0,0,0,0
0.072947,0,0,0,0
0.074372,0,0,0,0
0.075793,0,0,0,0
0.077267,0,0,0,0
0.078690,0,0,0,0
0.080136,0,0,0,0
0.081562,0,0,0,0
0.083016,0,0,0,0
0.084456,0,0,0,0
0.086011,0,0,0,0
0.088017,0,0,0,0
0.089549,0,0,0,0
0.091056,0,0,0,0
0.092550,0,0,0,0
0.094070,0,0,0,0
0.095555,0,0,0,0
0.097088,0,0,0,0
0.098471,0,0,0,0
0.099855,0,0,0,0
0.101241,0,0,0,0
0.102636,0,0,0,0
0.104059,0,0,0,0
0.105452,0,0,0,0
0.106937,0,0,0,0
0.108421,0,0,0,0
0.110035,0,0,0,0
0.111578,0,0,0,0
0.113194,0,0,0,0
0.114461,0,0,0,0
0.115592,0,0,0,0
0.116737,0,0,0,0
0.119335,0,0,0,0
0.120916,0,0,0,0
0.122344,0,0,0,0
0.123747,0,0,0,0
0.125175,0,0,0,0
0.126556,0,0,0,0
0.127954,0,0,0,0
0.129375,0,0,0,0
0.130793,0,0,0,0
0.132212,0,0,0,0
0.133630,0,0,0,0
0.135058,0,0,0,0
0.136530,0,0,0,0
0.137944,0,0,0,0
0.139362,0,0,0,0
0.141897,0,0,0,0
0.144395,0,0,0,0
0.145871,0,0,0,0
0.147220,0,0,0,0
0.148569,0,0,0,0
0.149912,0,0,0,0
0.151251,0,0,0,0
0.152610,0,0,0,0
0.154221,0,0,0,0
0.155634,0,0,0,0
0.157056,0,0,0,0
0.158471,0,0,0,0
0.159930,0,0,0,0
0.161348,0,0,0,0
0.162765,0,0,0,0
0.164236,0,0,0,0
0.165655,0,0,0,0
0.167148,0,0,0,0
0.168605,0,0,0,0
0.170068,0,0,0,0
0.171610,0,0,0,0
0.173031,0,0,0,0
0.174453,0,0,0,0
0.175915,0,0,0,0
0.177347,0,0,0,0
0.179008,0,0,0,0
0.180487,0,0,0,0
0.181992,0,0,0,0
0.183413,0,0,0,0
0.184834,0,0,0,0
0.186261,0,0,0,0
0.187697,0,0,0,0
0.189219,0,0,0,0
0.190679,0,0,0,0
0.192155,0,0,0,0
0.193580,0,0,0,0
0.195002,0,0,0,0
0.196425,0,0,0,0
0.197865,0,0,0,0
0.199283,0,0,0,0
0.200824,0,0,0,0
0.202242,0,0,0,0
0.203658,0,0,0,0
0.205123,0,0,0,0
0.206699,0,0,0,0
0.208221,0,0,0,0
0.209789,0,0,0,0
0.211387,0,0,0,0
0.212985,0,0,0,0
0.214581,0,0,0,0
0.216226,0,0,0,0
0.217823,0,0,0,0
0.219434,0,0,0,0
0.221032,0,0,0,0
0.222631,0,0,0,0
0.224276,0,0,0,0
0.225935,0,0,0,0
0.227521,0,0,0,0
0.228978,0,0,0,0
0.230523,0,0,0,0
0.232135,0,0,0,0
0.233593,0,0,0,0
0.235159,0,0,0,0
0.236758,0,0,0,0
0.238345,0,0,0,0
0.239979,0,0,0,0
0.241449,0,0,0,0
0.242930,0,0,0,0
0.244500,0,0,0,0
0.246103,0,0,0,0
0.247696,0,0,0,0
0.249168,0,0,0,0
0.250735,0,0,0,0
0.252209,0,0,0,0
0.253777,0,0,0,0
0.255374,0,0,0,0
0.256972,0,0,0,0
0.258568,0,0,0,0
0.260163,0,0,0,0
0.261760,0,0,0,0
0.263237,0,0,0,0
0.264808,0,0,0,0
0.266406,0,0,0,0
0.268000,0,0,0,0
0.269597,0,0,0,0
0.271194,0,0,0,0
0.272793,0,0,0,0
0.274405,0,0,0,0
0.276000,0,0,0,0
0.277596,0,0,0,0
0.279193,0,0,0,0
0.280794,0,0,0,0
0.282391,0,0,0,0
0.283986,0,0,0,0
0.285595,0,0,0,0
0.287181,0,0,0,0
0.288861,0,0,0,0
0.290652,0,0,0,0
0.292208,0,0,0,0
0.293662,0,0,0,0
0.295228,0,0,0,0
0.296840,0,0,0,0
0.298437,0,0,0,0
0.300032,0,0,0,0
0.301627,0,0,0,0
0.303223,0,0,0,0
0.304822,0,0,0,0
0.306417,0,0,0,0
0.308025,0,0,0,0
0.309620,0,0,0,0
0.311215,0,0,0,0
0.312815,0,0,0,0
0.314410,0,0,0,0
0.316004,0,0,0,0
0.317600,0,0,0,0
0.319209,0,0,0,0
0.320809,0,0,0,0
0.322405,0,0,0,0
0.323999,0,0,0,0
0.325463,0,0,0,0
0.327030,0,0,0,0
0.328623,0,0,0,0
0.330343,0,0,0,0
0.331772,0,0,0,0
0.333334,0,0,0,0
0.334929,0,0,0,0
0.336569,0,0,0,0
0.338167,0,0,0,0
0.339761,0,0,0,0
0.341238,0,0,0,0
0.342799,0,0,0,0
0.344263,0,0,0,0
0.345835,0,0,0,0
0.347421,0,0,0,0
0.348873,0,0,0,0
0.350407,0,0,0,0
0.352027,0,0,0,0
0.353486,0,0,0,0
0.355052,0,0,0,0
0.356722,0,0,0,0
0.358382,0,0,0,0
0.360025,0,0,0,0
0.361622,0,0,0,0
0.363233,0,0,0,0
0.364833,0,0,0,0
0.366431,0,0,0,0
0.368135,0,0,0,0
0.369734,0,0,0,0
0.371332,0,0,0,0
0.372932,0,0,0,0
0.374415,0,0,0,0
0.376123,0,0,0,0
0.377801,0,0,0,0
0.379480,0,0,0,0
0.381159,0,0,0,0
0.382690,0,0,0,0
0.384250,0,0,0,0
0.386060,0,0,0,0
0.387545,0,0,0,0
0.389032,0,0,0,0
0.390522,0,0,0,0
0.392067,0,0,0,0
0.393557,0,0,0,0
0.395197,0,0,0,0
0.396894,0,0,0,0
0.398572,0,0,0,0
0.400309,0,0,0,0
0.401994,0,0,0,0
0.403489,0,0,0,0
0.404984,0,0,0,0
0.406477,0,0,0,0
0.408035,0,0,0,0
0.409544,0,0,0,0
0.411117,0,0,0,0
0.412833,0,0,0,0
0.414499,0,0,0,0
0.416085,0,0,0,0
0.417726,0,0,0,0
0.419269,0,0,0,0
0.420916,0,0,0,0
0.422594,0,0,0,0
0.424331,0,0,0,0
0.425866,0,0,0,0
0.427511,0,0,0,0
0.429043,0,0,0,0
0.430551,0,0,0,0
0.432209,0,0,0,0
0.433667,0,0,0,0
0.435192,0,0,0,0
0.436744,0,0,0,0
0.438295,0,0,0,0
0.439886,0,0,0,0
0.441450,0,0,0,0
0.442932,0,0,0,0
0.444425,0,0,0,0
0.445918,0,0,0,0
0.449560,0,0,0,0
0.451109,0,0,0,0
0.452620,0,0,0,0
0.454149,0,0,0,0
0.455636,0,0,0,0
0.457183,0,0,0,0
0.458850,0,0,0,0
0.460346,0,0,0,0
0.461800,0,0,0,0
0.463263,0,0,0,0
0.464738,0,0,0,0
0.466222,0,0,0,0
0.467703,0,0,0,0
0.469187,0,0,0,0
0.470661,0,0,0,0
0.472362,0,0,0,0
0.473908,0,0,0,0
0.475555,0,0,0,0
0.477234,0,0,0,0
0.478909,0,0,0,0
0.480770,0,0,0,0
0.482248,0,0,0,0
0.483743,0,0,0,0
0.485398,0,0,0,0
0.487078,0,0,0,0
0.488760,0,0,0,0
0.490437,0,0,0,0
0.492113,0,0,0,0
0.493790,0,0,0,0
0.495328,0,0,0,0
0.496860,0,0,0,0
0.498356,0,0,0,0
0.499845,0,0,0,0
0.501336,0,0,0,0
0.502779,0,0,0,0
0.504481,0,0,0,0
0.506218,0,0,0,0
0.507786,0,0,0,0
0.509385,0,0,0,0
0.510983,0,0,0,0
0.512624,0,0,0,0
0.514231,0,0,0,0
0.515660,0,0,0,0
0.517100,0,0,0,0
0.518525,0,0,0,0
0.519991,0,0,0,0
0.521417,0,0,0,0
0.522840,0,0,0,0
0.524263,0,0,0,0
0.525826,0,0,0,0
0.527427,0,0,0,0
0.529000,0,0,0,0
0.530473,0,0,0,0
0.532091,0,0,0,0
0.533551,0,0,0,0
0.535113,0,0,0,0
0.536707,0,0,0,0
0.538182,0,0,0,0
0.539744,0,0,0,0
0.541336,0,0,0,0
0.542926,0,0,0,0
0.544396,0,0,0,0
0.545971,0,0,0,0
0.547563,0,0,0,0
0.549174,0,0,0,0
0.550768,0,0,0,0
0.552407,0,0,0,0
0.553875,0,0,0,0
0.555433,0,0,0,0
0.556888,0,0,0,0
0.558450,0,0,0,0
0.560135,0,0,0,0
0.561660,0,0,0,0
0.563309,0,0,0,0
0.564987,0,0,0,0
0.566661,0,0,0,0
0.568396,0,0,0,0
0.569939,0,0,0,0
0.571485,0,0,0,0
0.573160,0,0,0,0
0.574717,0,0,0,0
0.576260,0,0,0,0
0.577897,0,0,0,0
0.579380,0,0,0,0
0.580882,0,0,0,0
0.582373,0,0,0,0
0.583918,0,0,0,0
0.585409,0,0,0,0
0.586892,0,0,0,0
0.588327,0,0,0,0
0.589942,0,0,0,0
0.591443,0,0,0,0
0.592929,0,0,0,0
0.594413,0,0,0,0
0.595902,0,0,0,0
0.597388,0,0,0,0
0.599028,0,0,0,0
0.600710,0,0,0,0
0.602403,0,0,0,0
0.604079,0,0,0,0
0.605755,0,0,0,0
0.607433,0,0,0,0
0.609112,0,0,0,0
0.610790,0,0,0,0
0.612481,0,0,0,0
0.614163,0,0,0,0
0.615901,0,0,0,0
0.617579,0,0,0,0
0.619257,0,0,0,0
0.620937,0,0,0,0
0.622631,0,0,0,0
0.624368,0,0,0,0
0.626050,0,0,0,0
0.627726,0,0,0,0
0.629407,0,0,0,0
0.631085,0,0,0,0
0.632629,0,0,0,0
0.634437,0,0,0,0
0.635963,0,0,0,0
0.637608,0,0,0,0
0.639286,0,0,0,0
0.640967,0,0,0,0
0.642645,0,0,0,0
0.644336,0,0,0,0
0.646014,0,0,0,0
0.647681,0,0,0,0
0.649268,0,0,0,0
0.650825,0,0,0,0
0.652494,0,0,0,0
0.654023,0,0,0,0
0.655676,0,0,0,0
0.657420,0,0,0,0
0.659095,0,0,0,0
0.660772,0,0,0,0
0.662449,0,0,0,0
0.664185,0,0,0,0
0.665939,0,0,0,0
0.667507,0,0,0,0
0.669102,0,0,0,0
0.670697,0,0,0,0
0.672337,0,0,0,0
0.673895,0,0,0,0
0.675324,0,0,0,0
0.676761,0,0,0,0
0.678185,0,0,0,0
0.679607,0,0,0,0
0.681073,0,0,0,0
0.682496,0,0,0,0
0.683917,0,0,0,0
0.685478,0,0,0,0
0.687088,0,0,0,0
0.688688,0,0,0,0
0.690309,0,0,0,0
0.691830,0,0,0,0
0.693265,0,0,0,0
0.694696,0,0,0,0
0.696167,0,0,0,0
0.697607,0,0,0,0
0.699095,0,0,0,0
0.700738,0,0,0,0
0.702414,0,0,0,0
0.704216,0,0,0,0
0.705878,0,0,0,0
0.707517,0,0,0,0
0.709052,0,0,0,0
0.710808,0,0,0,0
0.712380,0,0,0,0
0.713879,0,0,0,0
0.715518,0,0,0,0
0.717197,0,0,0,0
0.718874,0,0,0,0
0.720623,0,0,0,0
0.722331,0,0,0,0
0.723974,0,0,0,0
0.725651,0,0,0,0
0.727327,0,0,0,0
0.729003,0,0,0,0
0.730695,0,0,0,0
0.732367,0,0,0,0
0.734047,0,0,0,0
0.735721,0,0,0,0
0.737463,0,0,0,0
0.739140,0,0,0,0
0.740831,0,0,0,0
0.742522,0,0,0,0
0.744145,0,0,0,0
0.745662,0,0,0,0
0.747314,0,0,0,0
0.748995,0,0,0,0
0.750663,0,0,0,0
0.752259,0,0,0,0
0.753923,0,0,0,0
0.755454,0,0,0,0
0.756947,0,0,0,0
0.758438,0,0,0,0
0.759984,0,0,0,0
0.761473,0,0,0,0
0.762973,0,0,0,0
0.764614,0,0,0,0
0.766182,0,0,0,0
0.767667,0,0,0,0
0.769216,0,0,0,0
0.770796,0,0,0,0
0.772469,0,0,0,0
0.774057,0,0,0,0
0.775706,0,0,0,0
0.777451,0,0,0,0
0.779130,0,0,0,0
0.780811,0,0,0,0
0.782490,0,0,0,0
0.784229,0,0,0,0
0.786010,0,0,0,0
0.787687,0,0,0,0
0.789368,0,0,0,0
0.791047,0,0,0,0
0.792729,0,0,0,0
0.794409,0,0,0,0
0.795952,0,0,0,0
0.797602,0,0,0,0
0.799280,0,0,0,0
0.800962,0,0,0,0
0.802641,0,0,0,0
0.804319,0,0,0,0
0.805983,0,0,0,0
0.807630,0,0,0,0
0.809376,0,0,0,0
0.811055,0,0,0,0
0.812735,0,0,0,0
0.814414,0,0,0,0
0.816153,0,0,0,0
0.817695,0,0,0,0
0.819344,0,0,0,0
0.821024,0,0,0,0
0.822704,0,0,0,0
0.824442,0,0,0,0
0.826143,0,0,0,0
0.827809,0,0,0,0
0.829469,0,0,0,0
0.831013,0,0,0,0
0.832561,0,0,0,0
0.834109,0,0,0,0
0.835600,0,0,0,0
0.837093,0,0,0,0
0.838582,0,0,0,0
0.840136,0,0,0,0
0.841628,0,0,0,0
0.843119,0,0,0,0
0.844607,0,0,0,0
