elapsed_s,TSE_CLIP_VP_FMUL_4_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_5_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_WORKING_CYCLE_L2,TSE_CLIP_VP_FADD_0_WORKING_CYCLE_L3
0.001096,0,0,0,0
0.002542,0,0,0,0
0.003962,0,0,0,0
0.005380,0,0,0,0
0.006866,0,0,0,0
0.008280,0,0,0,0
0.009709,0,0,0,0
0.011125,0,0,0,0
0.012540,0,0,0,0
0.013955,0,0,0,0
0.015380,0,0,0,0
0.016970,0,0,0,0
0.018453,0,0,0,0
0.019909,0,0,0,0
0.021278,0,0,0,0
0.022747,0,0,0,0
0.024120,0,0,0,0
0.025493,0,0,0,0
0.026876,0,0,0,0
0.028247,0,0,0,0
0.029622,0,0,0,0
0.031008,0,0,0,0
0.032381,0,0,0,0
0.033752,0,0,0,0
0.035140,0,0,0,0
0.036511,0,0,0,0
0.037881,0,0,0,0
0.039305,0,0,0,0
0.040652,0,0,0,0
0.042057,0,0,0,0
0.043403,0,0,0,0
0.044750,0,0,0,0
0.046144,0,0,0,0
0.047488,0,0,0,0
0.048833,0,0,0,0
0.050227,0,0,0,0
0.051571,0,0,0,0
0.052976,0,0,0,0
0.054421,0,0,0,0
0.055776,0,0,0,0
0.057130,0,0,0,0
0.058534,0,0,0,0
0.059890,0,0,0,0
0.061244,0,0,0,0
0.062665,0,0,0,0
0.064034,0,0,0,0
0.065399,0,0,0,0
0.066777,0,0,0,0
0.068145,0,0,0,0
0.069510,0,0,0,0
0.070870,0,0,0,0
0.072213,0,0,0,0
0.073557,0,0,0,0
0.074973,0,0,0,0
0.076325,0,0,0,0
0.077675,0,0,0,0
0.079024,0,0,0,0
0.080365,0,0,0,0
0.081712,0,0,0,0
0.083053,0,0,0,0
0.084474,0,0,0,0
0.086169,0,0,0,0
0.087582,0,0,0,0
0.088974,0,0,0,0
0.090362,0,0,0,0
0.092902,0,0,0,0
0.094312,0,0,0,0
0.095720,0,0,0,0
0.096963,0,0,0,0
0.098204,0,0,0,0
0.099444,0,0,0,0
0.100684,0,0,0,0
0.101924,0,0,0,0
0.103215,0,0,0,0
0.104454,0,0,0,0
0.105714,0,0,0,0
0.108284,0,0,0,0
0.109509,0,0,0,0
0.110877,0,0,0,0
0.112287,0,0,0,0
0.113701,0,0,0,0
0.115113,0,0,0,0
0.116523,0,0,0,0
0.117934,0,0,0,0
0.119261,0,0,0,0
0.120686,0,0,0,0
0.122106,0,0,0,0
0.123527,0,0,0,0
0.124841,0,0,0,0
0.126303,0,0,0,0
0.127772,0,0,0,0
0.129239,0,0,0,0
0.130649,0,0,0,0
0.132110,0,0,0,0
0.133580,0,0,0,0
0.135049,0,0,0,0
0.136464,0,0,0,0
0.137931,0,0,0,0
0.139390,0,0,0,0
0.140782,0,0,0,0
0.143078,0,0,0,0
0.145836,0,0,0,0
0.147276,0,0,0,0
0.148643,0,0,0,0
0.150068,0,0,0,0
0.152646,0,0,0,0
0.154030,0,0,0,0
0.155406,0,0,0,0
0.156787,0,0,0,0
0.158168,0,0,0,0
0.159676,0,0,0,0
0.161064,0,0,0,0
0.162459,0,0,0,0
0.163840,0,0,0,0
0.165220,0,0,0,0
0.166641,0,0,0,0
0.168029,0,0,0,0
0.169414,0,0,0,0
0.170802,0,0,0,0
0.172315,0,0,0,0
0.173882,0,0,0,0
0.175432,0,0,0,0
0.176982,0,0,0,0
0.178532,0,0,0,0
0.180083,0,0,0,0
0.181635,0,0,0,0
0.183220,0,0,0,0
0.184622,0,0,0,0
0.186011,0,0,0,0
0.187393,0,0,0,0
0.188774,0,0,0,0
0.190157,0,0,0,0
0.191644,0,0,0,0
0.193193,0,0,0,0
0.194744,0,0,0,0
0.196307,0,0,0,0
0.197859,0,0,0,0
0.199455,0,0,0,0
0.201005,0,0,0,0
0.202555,0,0,0,0
0.204106,0,0,0,0
0.205658,0,0,0,0
0.207222,0,0,0,0
0.208771,0,0,0,0
0.210324,0,0,0,0
0.211874,0,0,0,0
0.213423,0,0,0,0
0.214978,0,0,0,0
0.216527,0,0,0,0
0.218092,0,0,0,0
0.219643,0,0,0,0
0.221192,0,0,0,0
0.222743,0,0,0,0
0.224295,0,0,0,0
0.225848,0,0,0,0
0.227398,0,0,0,0
0.228959,0,0,0,0
0.230553,0,0,0,0
0.232105,0,0,0,0
0.233656,0,0,0,0
0.235207,0,0,0,0
0.236755,0,0,0,0
0.238307,0,0,0,0
0.239748,0,0,0,0
0.241269,0,0,0,0
0.242768,0,0,0,0
0.244287,0,0,0,0
0.245839,0,0,0,0
0.247436,0,0,0,0
0.248986,0,0,0,0
0.250550,0,0,0,0
0.252101,0,0,0,0
0.253654,0,0,0,0
0.255206,0,0,0,0
0.256755,0,0,0,0
0.258308,0,0,0,0
0.259858,0,0,0,0
0.261419,0,0,0,0
