elapsed_s,TSE_CLIP_VP_FMUL_0_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_2_WORKING_CYCLE_L3,TSE_CLIP_VP_FMUL_3_WORKING_CYCLE_L3
0.002307,0,0,0,0
0.003839,0,0,0,0
0.005369,0,0,0,0
0.006851,0,0,0,0
0.008377,0,0,0,0
0.009859,0,0,0,0
0.011336,0,0,0,0
0.012878,0,0,0,0
0.014357,0,0,0,0
0.015838,0,0,0,0
0.017524,0,0,0,0
0.019166,0,0,0,0
0.020661,0,0,0,0
0.022095,0,0,0,0
0.023611,0,0,0,0
0.025090,0,0,0,0
0.026528,0,0,0,0
0.027994,0,0,0,0
0.029499,0,0,0,0
0.030981,0,0,0,0
0.032556,0,0,0,0
0.034073,0,0,0,0
0.035650,0,0,0,0
0.037295,0,0,0,0
0.038777,0,0,0,0
0.040390,0,0,0,0
0.041868,0,0,0,0
0.043345,0,0,0,0
0.044890,0,0,0,0
0.046346,0,0,0,0
0.047801,0,0,0,0
0.049259,0,0,0,0
0.050725,0,0,0,0
0.052255,0,0,0,0
0.053712,0,0,0,0
0.055168,0,0,0,0
0.056626,0,0,0,0
0.058086,0,0,0,0
0.059606,0,0,0,0
0.061032,0,0,0,0
0.062440,0,0,0,0
0.063961,0,0,0,0
0.065380,0,0,0,0
0.066785,0,0,0,0
0.068242,0,0,0,0
0.069649,0,0,0,0
0.071062,0,0,0,0
0.072470,0,0,0,0
0.073991,0,0,0,0
0.075431,0,0,0,0
0.076749,0,0,0,0
0.078176,0,0,0,0
0.079642,0,0,0,0
0.081046,0,0,0,0
0.082430,0,0,0,0
0.083758,0,0,0,0
0.085080,0,0,0,0
0.086396,0,0,0,0
0.087711,0,0,0,0
0.089027,0,0,0,0
0.090344,0,0,0,0
0.091680,0,0,0,0
0.093125,0,0,0,0
0.094547,0,0,0,0
0.095965,0,0,0,0
0.097383,0,0,0,0
0.098805,0,0,0,0
0.100337,0,0,0,0
0.101758,0,0,0,0
0.103310,0,0,0,0
0.104925,0,0,0,0
0.106165,0,0,0,0
0.107403,0,0,0,0
0.108689,0,0,0,0
0.109927,0,0,0,0
0.111182,0,0,0,0
0.112427,0,0,0,0
0.113670,0,0,0,0
0.114914,0,0,0,0
0.116158,0,0,0,0
0.117403,0,0,0,0
0.118787,0,0,0,0
0.120287,0,0,0,0
0.121673,0,0,0,0
0.123057,0,0,0,0
0.124678,0,0,0,0
0.126067,0,0,0,0
0.127453,0,0,0,0
0.128849,0,0,0,0
0.130232,0,0,0,0
0.131615,0,0,0,0
0.132998,0,0,0,0
0.134379,0,0,0,0
0.135756,0,0,0,0
0.137135,0,0,0,0
0.138512,0,0,0,0
0.141872,0,0,0,0
0.143355,0,0,0,0
0.144741,0,0,0,0
0.146125,0,0,0,0
0.147636,0,0,0,0
0.149046,0,0,0,0
0.150440,0,0,0,0
0.151820,0,0,0,0
0.153200,0,0,0,0
0.154580,0,0,0,0
0.156004,0,0,0,0
0.157384,0,0,0,0
0.158890,0,0,0,0
0.160314,0,0,0,0
0.161718,0,0,0,0
0.163269,0,0,0,0
0.164666,0,0,0,0
0.166052,0,0,0,0
0.167436,0,0,0,0
0.168817,0,0,0,0
0.170424,0,0,0,0
0.171858,0,0,0,0
0.173244,0,0,0,0
0.174629,0,0,0,0
0.176015,0,0,0,0
0.177400,0,0,0,0
0.178785,0,0,0,0
0.180211,0,0,0,0
0.181723,0,0,0,0
0.183165,0,0,0,0
0.184686,0,0,0,0
0.186233,0,0,0,0
0.187826,0,0,0,0
0.189375,0,0,0,0
0.190922,0,0,0,0
0.192487,0,0,0,0
0.194048,0,0,0,0
0.195598,0,0,0,0
0.197147,0,0,0,0
0.198694,0,0,0,0
0.200243,0,0,0,0
0.201791,0,0,0,0
0.203463,0,0,0,0
0.204933,0,0,0,0
0.206324,0,0,0,0
0.207840,0,0,0,0
0.209389,0,0,0,0
0.210935,0,0,0,0
0.212488,0,0,0,0
0.214033,0,0,0,0
0.215472,0,0,0,0
0.216869,0,0,0,0
0.218387,0,0,0,0
0.219980,0,0,0,0
0.221526,0,0,0,0
0.222950,0,0,0,0
0.224479,0,0,0,0
0.226041,0,0,0,0
0.227594,0,0,0,0
0.229146,0,0,0,0
0.230695,0,0,0,0
0.232265,0,0,0,0
0.233718,0,0,0,0
0.235136,0,0,0,0
0.236541,0,0,0,0
0.237930,0,0,0,0
0.239441,0,0,0,0
0.240958,0,0,0,0
0.242352,0,0,0,0
0.243742,0,0,0,0
0.245130,0,0,0,0
0.246552,0,0,0,0
0.248001,0,0,0,0
0.249518,0,0,0,0
0.251068,0,0,0,0
0.252665,0,0,0,0
0.254175,0,0,0,0
0.255592,0,0,0,0
0.257113,0,0,0,0
0.258675,0,0,0,0
0.260226,0,0,0,0
0.261778,0,0,0,0
0.263330,0,0,0,0
0.264883,0,0,0,0
0.266433,0,0,0,0
0.268028,0,0,0,0
0.269592,0,0,0,0
0.271145,0,0,0,0
0.272696,0,0,0,0
0.274246,0,0,0,0
0.275798,0,0,0,0
0.277350,0,0,0,0
0.278900,0,0,0,0
0.280468,0,0,0,0
0.282018,0,0,0,0
0.283614,0,0,0,0
0.285156,0,0,0,0
0.286697,0,0,0,0
0.288115,0,0,0,0
0.289635,0,0,0,0
0.291199,0,0,0,0
0.292748,0,0,0,0
0.294296,0,0,0,0
0.295847,0,0,0,0
0.297397,0,0,0,0
0.298945,0,0,0,0
0.300500,0,0,0,0
0.302062,0,0,0,0
0.303613,0,0,0,0
0.305163,0,0,0,0
0.306711,0,0,0,0
0.308260,0,0,0,0
0.309810,0,0,0,0
0.311504,0,0,0,0
0.312966,0,0,0,0
0.314358,0,0,0,0
0.315918,0,0,0,0
0.317467,0,0,0,0
0.319016,0,0,0,0
0.320568,0,0,0,0
0.322116,0,0,0,0
0.323682,0,0,0,0
0.325232,0,0,0,0
0.326780,0,0,0,0
0.328300,0,0,0,0
0.329819,0,0,0,0
0.331371,0,0,0,0
0.332967,0,0,0,0
0.334527,0,0,0,0
0.336077,0,0,0,0
0.337626,0,0,0,0
0.339177,0,0,0,0
0.340726,0,0,0,0
0.342274,0,0,0,0
0.343826,0,0,0,0
0.345388,0,0,0,0
0.346937,0,0,0,0
0.348490,0,0,0,0
0.349915,0,0,0,0
0.351439,0,0,0,0
0.352989,0,0,0,0
0.354535,0,0,0,0
0.356099,0,0,0,0
0.357647,0,0,0,0
0.359198,0,0,0,0
0.360795,0,0,0,0
0.362342,0,0,0,0
0.363770,0,0,0,0
0.365295,0,0,0,0
0.366859,0,0,0,0
0.368413,0,0,0,0
0.369962,0,0,0,0
0.371514,0,0,0,0
0.373064,0,0,0,0
0.374614,0,0,0,0
0.376164,0,0,0,0
0.377718,0,0,0,0
0.379463,0,0,0,0
0.380943,0,0,0,0
0.382334,0,0,0,0
0.383723,0,0,0,0
0.385108,0,0,0,0
0.386491,0,0,0,0
0.388254,0,0,0,0
0.389639,0,0,0,0
0.391018,0,0,0,0
0.392441,0,0,0,0
0.393828,0,0,0,0
0.395216,0,0,0,0
0.396640,0,0,0,0
0.398155,0,0,0,0
0.399729,0,0,0,0
0.401280,0,0,0,0
0.402831,0,0,0,0
0.404385,0,0,0,0
0.405934,0,0,0,0
0.407486,0,0,0,0
0.409036,0,0,0,0
0.410599,0,0,0,0
0.412193,0,0,0,0
0.413746,0,0,0,0
0.415298,0,0,0,0
0.416850,0,0,0,0
0.418400,0,0,0,0
0.419951,0,0,0,0
0.427147,0,0,0,0
0.428541,0,0,0,0
0.429946,0,0,0,0
0.431333,0,0,0,0
0.432737,0,0,0,0
0.434117,0,0,0,0
0.435501,0,0,0,0
0.436888,0,0,0,0
0.438274,0,0,0,0
0.439663,0,0,0,0
0.441043,0,0,0,0
0.442423,0,0,0,0
0.443852,0,0,0,0
0.445237,0,0,0,0
0.446622,0,0,0,0
0.448008,0,0,0,0
0.449392,0,0,0,0
0.450777,0,0,0,0
0.452200,0,0,0,0
0.453714,0,0,0,0
0.455279,0,0,0,0
0.456829,0,0,0,0
0.458378,0,0,0,0
0.459973,0,0,0,0
0.461524,0,0,0,0
0.463071,0,0,0,0
0.464645,0,0,0,0
0.466046,0,0,0,0
0.467577,0,0,0,0
0.470159,0,0,0,0
0.471574,0,0,0,0
0.472974,0,0,0,0
0.474363,0,0,0,0
0.475792,0,0,0,0
0.477194,0,0,0,0
0.478582,0,0,0,0
0.479968,0,0,0,0
0.481482,0,0,0,0
0.483031,0,0,0,0
0.484587,0,0,0,0
0.486137,0,0,0,0
0.487702,0,0,0,0
0.489253,0,0,0,0
0.490801,0,0,0,0
0.492357,0,0,0,0
0.493906,0,0,0,0
0.495459,0,0,0,0
0.497011,0,0,0,0
0.498573,0,0,0,0
0.500123,0,0,0,0
0.501673,0,0,0,0
0.503226,0,0,0,0
0.504767,0,0,0,0
0.506307,0,0,0,0
0.507726,0,0,0,0
0.509194,0,0,0,0
0.510711,0,0,0,0
0.512260,0,0,0,0
0.513808,0,0,0,0
0.515358,0,0,0,0
0.516906,0,0,0,0
0.518454,0,0,0,0
0.520015,0,0,0,0
0.521563,0,0,0,0
0.523114,0,0,0,0
0.524664,0,0,0,0
0.526211,0,0,0,0
0.527761,0,0,0,0
0.529309,0,0,0,0
0.530870,0,0,0,0
0.532422,0,0,0,0
0.533969,0,0,0,0
0.535519,0,0,0,0
0.537068,0,0,0,0
0.538616,0,0,0,0
0.540208,0,0,0,0
0.541770,0,0,0,0
0.543321,0,0,0,0
0.544870,0,0,0,0
0.546415,0,0,0,0
0.547965,0,0,0,0
0.549513,0,0,0,0
0.551061,0,0,0,0
0.552471,0,0,0,0
0.553864,0,0,0,0
0.555382,0,0,0,0
0.556976,0,0,0,0
0.558523,0,0,0,0
0.560071,0,0,0,0
0.561620,0,0,0,0
0.563183,0,0,0,0
0.564611,0,0,0,0
0.566136,0,0,0,0
0.567689,0,0,0,0
0.569240,0,0,0,0
0.570790,0,0,0,0
0.572428,0,0,0,0
0.573982,0,0,0,0
0.575401,0,0,0,0
0.576922,0,0,0,0
0.578470,0,0,0,0
0.580019,0,0,0,0
0.581568,0,0,0,0
0.583120,0,0,0,0
0.584682,0,0,0,0
0.586229,0,0,0,0
0.587824,0,0,0,0
0.589374,0,0,0,0
0.590923,0,0,0,0
0.592442,0,0,0,0
0.593833,0,0,0,0
0.595358,0,0,0,0
0.596906,0,0,0,0
0.598454,0,0,0,0
0.600002,0,0,0,0
0.601704,0,0,0,0
0.603253,0,0,0,0
0.604847,0,0,0,0
0.606409,0,0,0,0
0.607960,0,0,0,0
0.609508,0,0,0,0
0.611057,0,0,0,0
0.612420,0,0,0,0
0.613811,0,0,0,0
0.615329,0,0,0,0
0.616891,0,0,0,0
0.618441,0,0,0,0
0.620036,0,0,0,0
0.621586,0,0,0,0
0.623154,0,0,0,0
0.625311,0,0,0,0
0.626730,0,0,0,0
0.628136,0,0,0,0
0.629527,0,0,0,0
0.630914,0,0,0,0
0.632303,0,0,0,0
0.633690,0,0,0,0
0.635199,0,0,0,0
0.636796,0,0,0,0
0.638359,0,0,0,0
0.639912,0,0,0,0
0.641463,0,0,0,0
0.643013,0,0,0,0
0.644569,0,0,0,0
0.646119,0,0,0,0
0.647670,0,0,0,0
0.649235,0,0,0,0
0.650784,0,0,0,0
0.652280,0,0,0,0
0.653800,0,0,0,0
0.655352,0,0,0,0
0.656904,0,0,0,0
0.658452,0,0,0,0
0.660014,0,0,0,0
0.661566,0,0,0,0
0.663119,0,0,0,0
0.664670,0,0,0,0
0.666220,0,0,0,0
0.667815,0,0,0,0
0.669367,0,0,0,0
0.670929,0,0,0,0
0.672521,0,0,0,0
0.674070,0,0,0,0
0.675622,0,0,0,0
0.677165,0,0,0,0
0.678704,0,0,0,0
0.680248,0,0,0,0
0.681809,0,0,0,0
0.683360,0,0,0,0
0.684954,0,0,0,0
0.686503,0,0,0,0
0.688052,0,0,0,0
0.689601,0,0,0,0
0.691151,0,0,0,0
0.692714,0,0,0,0
0.694261,0,0,0,0
0.695811,0,0,0,0
0.697360,0,0,0,0
0.698907,0,0,0,0
0.700461,0,0,0,0
0.702008,0,0,0,0
0.703598,0,0,0,0
0.705142,0,0,0,0
0.706690,0,0,0,0
0.708238,0,0,0,0
0.709788,0,0,0,0
0.711339,0,0,0,0
0.712888,0,0,0,0
0.714446,0,0,0,0
0.716039,0,0,0,0
0.717588,0,0,0,0
0.719139,0,0,0,0
0.720688,0,0,0,0
0.722236,0,0,0,0
0.723786,0,0,0,0
0.725349,0,0,0,0
0.726895,0,0,0,0
0.728447,0,0,0,0
