elapsed_s,TSE_SETUP_FDP3_2_WORKING_CYCLE_L3,TSE_SETUP_FDP3_3_WORKING_CYCLE_L3,TSE_SETUP_FDP3_4_WORKING_CYCLE_L3,TSE_SETUP_FDP3_5_WORKING_CYCLE_L3
0.001107,0,0,0,0
0.002605,0,0,0,0
0.004025,0,0,0,0
0.005444,0,0,0,0
0.006860,0,0,0,0
0.008276,0,0,0,0
0.009716,0,0,0,0
0.011204,0,0,0,0
0.012597,0,0,0,0
0.013990,0,0,0,0
0.015381,0,0,0,0
0.016827,0,0,0,0
0.018187,0,0,0,0
0.019633,0,0,0,0
0.021025,0,0,0,0
0.022388,0,0,0,0
0.023845,0,0,0,0
0.025218,0,0,0,0
0.026596,0,0,0,0
0.027962,0,0,0,0
0.029309,0,0,0,0
0.030658,0,0,0,0
0.032063,0,0,0,0
0.033408,0,0,0,0
0.034752,0,0,0,0
0.036127,0,0,0,0
0.037415,0,0,0,0
0.038790,0,0,0,0
0.040046,0,0,0,0
0.041304,0,0,0,0
0.042613,0,0,0,0
0.043868,0,0,0,0
0.045124,0,0,0,0
0.046560,0,0,0,0
0.047928,0,0,0,0
0.049275,0,0,0,0
0.050617,0,0,0,0
0.051970,0,0,0,0
0.053400,0,0,0,0
0.054799,0,0,0,0
0.056210,0,0,0,0
0.057626,0,0,0,0
0.058951,0,0,0,0
0.060315,0,0,0,0
0.061677,0,0,0,0
0.063759,0,0,0,0
0.065329,0,0,0,0
0.066793,0,0,0,0
0.068212,105,105,105,105
0.069456,0,0,0,0
0.070850,0,0,0,0
0.072189,0,0,0,0
0.073524,0,0,0,0
0.074862,0,0,0,0
0.076298,0,0,0,0
0.077690,0,0,0,0
0.079076,504,504,504,504
0.080318,1512,1512,1512,1512
0.081557,1512,1512,1512,1512
0.082889,1953,1953,1953,1953
0.084364,1512,1512,1512,1512
0.085608,1512,1512,1512,1512
0.086973,1764,1764,1764,1764
0.088328,1512,1512,1512,1575
0.089570,1512,1512,1512,1512
0.090813,1575,1575,1575,1575
0.092101,1512,1512,1575,1512
0.093535,231,231,168,168
0.095021,0,0,0,0
0.097515,0,0,0,0
0.099184,0,0,0,0
0.100581,0,0,0,0
0.101974,0,0,0,0
0.103365,0,0,0,0
0.104770,0,0,0,0
0.106152,0,0,0,0
0.107835,0,0,0,0
0.110629,0,0,0,0
0.112026,0,0,0,0
0.113407,0,0,0,0
0.114795,0,0,0,0
0.116214,0,0,0,0
0.117576,0,0,0,0
0.119036,0,0,0,0
0.120388,0,0,0,0
0.121706,0,0,0,0
0.123081,0,0,0,0
0.124459,0,0,0,0
0.125846,0,0,0,0
0.127228,0,0,0,0
0.128614,0,0,0,0
0.129996,0,0,0,0
0.131415,0,0,0,0
0.132792,0,0,0,0
0.134174,0,0,0,0
0.135556,0,0,0,0
0.136945,0,0,0,0
0.138324,0,0,0,0
0.139780,0,0,0,0
0.141159,0,0,0,0
0.142620,0,0,0,0
0.143998,0,0,0,0
0.145376,0,0,0,0
0.146756,0,0,0,0
0.148186,0,0,0,0
0.149572,0,0,0,0
0.150958,0,0,0,0
0.152343,0,0,0,0
0.153730,0,0,0,0
0.155159,0,0,0,0
0.156545,0,0,0,0
0.157929,0,0,0,0
0.159326,0,0,0,0
0.160712,0,0,0,0
0.162096,0,0,0,0
0.163657,0,0,0,0
0.165208,0,0,0,0
0.166762,0,0,0,0
0.168311,0,0,0,0
0.169912,0,0,0,0
0.171505,0,0,0,0
0.173054,0,0,0,0
0.174607,0,0,0,0
0.176157,0,0,0,0
0.177706,0,0,0,0
0.179303,0,0,0,0
0.180867,0,0,0,0
0.182704,0,0,0,0
0.184254,0,0,0,0
0.185803,0,0,0,0
0.187399,0,0,0,0
0.188952,0,0,0,0
0.190501,0,0,0,0
0.192110,0,0,0,0
0.193660,0,0,0,0
0.195255,0,0,0,0
0.196806,0,0,0,0
0.198356,0,0,0,0
0.199908,0,0,0,0
0.201457,0,0,0,0
0.203068,0,0,0,0
0.204619,0,0,0,0
0.206169,0,0,0,0
0.207719,0,0,0,0
0.209270,0,0,0,0
0.210823,0,0,0,0
0.212420,0,0,0,0
0.213983,0,0,0,0
0.215534,0,0,0,0
0.217085,0,0,0,0
0.218637,0,0,0,0
0.220226,0,0,0,0
0.221767,0,0,0,0
0.223185,0,0,0,0
0.224713,0,0,0,0
0.226261,0,0,0,0
0.227816,0,0,0,0
0.229363,0,0,0,0
0.230914,0,0,0,0
0.232464,0,0,0,0
0.234012,0,0,0,0
0.235619,0,0,0,0
0.237170,0,0,0,0
0.238720,0,0,0,0
0.240270,0,0,0,0
0.241817,0,0,0,0
0.243412,0,0,0,0
0.244961,0,0,0,0
0.246523,0,0,0,0
0.248222,0,0,0,0
0.249770,0,0,0,0
0.251364,0,0,0,0
0.252913,0,0,0,0
0.254462,0,0,0,0
0.256016,0,0,0,0
0.257579,0,0,0,0
0.259174,0,0,0,0
0.260724,0,0,0,0
0.262272,0,0,0,0
0.263824,0,0,0,0
0.265371,0,0,0,0
0.266775,0,0,0,0
0.268314,0,0,0,0
0.269863,0,0,0,0
0.271412,0,0,0,0
0.272962,0,0,0,0
0.274511,0,0,0,0
0.275999,0,0,0,0
0.277388,0,0,0,0
0.278914,0,0,0,0
0.280464,0,0,0,0
0.282012,0,0,0,0
0.283603,0,0,0,0
0.285034,0,0,0,0
0.286559,0,0,0,0
0.288110,0,0,0,0
0.289672,0,0,0,0
0.291267,0,0,0,0
0.292818,0,0,0,0
0.294367,0,0,0,0
0.295946,0,0,0,0
0.297495,0,0,0,0
