elapsed_s,TSE_DET_WORKING_CYCLE_L1,TSE_BBOX_WORKING_CYCLE_L1,TSE_CULLING_WORKING_CYCLE_L1,TSE_SETUP_WORKING_CYCLE_L1
0.001093,0,0,0,0
0.002552,0,0,0,0
0.004066,0,0,0,0
0.005525,0,0,0,0
0.006940,0,0,0,0
0.008352,0,0,0,0
0.009786,0,0,0,0
0.011364,0,0,0,0
0.012855,0,0,0,0
0.014317,0,0,0,0
0.015718,0,0,0,0
0.017130,0,0,0,0
0.018523,0,0,0,0
0.019930,0,0,0,0
0.021327,0,0,0,0
0.022756,0,0,0,0
0.024147,0,0,0,0
0.025537,0,0,0,0
0.026929,0,0,0,0
0.028319,0,0,0,0
0.029756,0,0,0,0
0.031104,0,0,0,0
0.032443,0,0,0,0
0.033780,0,0,0,0
0.035118,0,0,0,0
0.036457,0,0,0,0
0.037805,0,0,0,0
0.039108,0,0,0,0
0.040412,0,0,0,0
0.041740,0,0,0,0
0.043125,0,0,0,0
0.044514,0,0,0,0
0.045940,0,0,0,0
0.047323,0,0,0,0
0.048707,0,0,0,0
0.050832,0,0,0,0
0.052253,0,0,0,0
0.053662,0,0,0,0
0.055071,0,0,0,0
0.056470,0,0,0,0
0.057858,0,0,0,0
0.059249,0,0,0,0
0.060643,0,0,0,0
0.062597,0,0,630,630
0.063990,0,0,0,0
0.065372,0,0,0,0
0.066753,0,0,0,0
0.068138,0,0,0,0
0.071460,0,0,639,639
0.072998,0,0,3375,3375
0.074914,0,0,5115,5115
0.076155,0,0,3240,3240
0.078738,0,0,6750,6750
0.079976,0,0,3240,3240
0.081218,0,0,3240,3255
0.082462,0,0,3255,3240
0.083706,0,0,3240,3240
0.084948,0,0,3270,3270
0.086371,0,0,0,0
0.087751,0,0,0,0
0.089224,0,0,0,0
0.090715,0,0,0,0
0.092103,0,0,0,0
0.093543,0,0,0,0
0.094935,0,0,0,0
0.096321,0,0,0,0
0.097716,0,0,0,0
0.099096,0,0,0,0
0.100478,0,0,0,0
0.102091,0,0,0,0
0.108077,0,0,0,0
0.109585,0,0,0,0
0.110938,0,0,0,0
0.112255,0,0,0,0
0.113571,0,0,0,0
0.114896,0,0,0,0
0.116209,0,0,0,0
0.117537,0,0,0,0
0.118923,0,0,0,0
0.120316,0,0,0,0
0.121703,0,0,0,0
0.123088,0,0,0,0
0.124474,0,0,0,0
0.125895,0,0,0,0
0.127290,0,0,0,0
0.128731,0,0,0,0
0.130302,0,0,0,0
0.131864,0,0,0,0
0.133417,0,0,0,0
0.134969,0,0,0,0
0.136518,0,0,0,0
0.138070,0,0,0,0
0.139621,0,0,0,0
0.141172,0,0,0,0
0.142783,0,0,0,0
0.144333,0,0,0,0
0.145886,0,0,0,0
0.147428,0,0,0,0
0.148969,0,0,0,0
0.150534,0,0,0,0
0.152084,0,0,0,0
0.153650,0,0,0,0
0.155198,0,0,0,0
0.156739,0,0,0,0
0.158288,0,0,0,0
0.159683,0,0,0,0
0.161073,0,0,0,0
0.162476,0,0,0,0
0.163880,0,0,0,0
0.165271,0,0,0,0
0.166659,0,0,0,0
0.168045,0,0,0,0
0.169562,0,0,0,0
0.171114,0,0,0,0
0.172670,0,0,0,0
0.174150,0,0,0,0
0.175671,0,0,0,0
0.177224,0,0,0,0
0.178777,0,0,0,0
0.180327,0,0,0,0
0.181923,0,0,0,0
0.183473,0,0,0,0
0.185103,0,0,0,0
0.186710,0,0,0,0
0.188251,0,0,0,0
0.189715,0,0,0,0
0.191235,0,0,0,0
0.192786,0,0,0,0
0.194341,0,0,0,0
0.195905,0,0,0,0
0.197501,0,0,0,0
0.199054,0,0,0,0
0.200604,0,0,0,0
0.202155,0,0,0,0
0.203708,0,0,0,0
0.205261,0,0,0,0
0.206828,0,0,0,0
0.208378,0,0,0,0
0.209928,0,0,0,0
0.211479,0,0,0,0
0.213030,0,0,0,0
0.214692,0,0,0,0
0.216083,0,0,0,0
0.217611,0,0,0,0
0.219164,0,0,0,0
0.220714,0,0,0,0
0.222207,0,0,0,0
0.223729,0,0,0,0
0.225283,0,0,0,0
0.226834,0,0,0,0
0.228397,0,0,0,0
0.229991,0,0,0,0
0.231543,0,0,0,0
0.233096,0,0,0,0
0.234648,0,0,0,0
0.236197,0,0,0,0
0.237794,0,0,0,0
0.239359,0,0,0,0
0.240909,0,0,0,0
0.242465,0,0,0,0
0.244014,0,0,0,0
0.245611,0,0,0,0
0.247163,0,0,0,0
0.248713,0,0,0,0
0.250360,0,0,0,0
0.251901,0,0,0,0
0.253475,0,0,0,0
0.254882,0,0,0,0
0.256397,0,0,0,0
0.257948,0,0,0,0
0.259500,0,0,0,0
0.261065,0,0,0,0
0.262616,0,0,0,0
0.264166,0,0,0,0
0.265719,0,0,0,0
0.267270,0,0,0,0
0.268821,0,0,0,0
0.270377,0,0,0,0
0.271940,0,0,0,0
0.273493,0,0,0,0
0.275045,0,0,0,0
0.276593,0,0,0,0
0.278188,0,0,0,0
0.279739,0,0,0,0
0.281291,0,0,0,0
0.282855,0,0,0,0
0.284404,0,0,0,0
0.285998,0,0,0,0
0.287548,0,0,0,0
0.289100,0,0,0,0
0.290650,0,0,0,0
0.292198,0,0,0,0
0.293809,0,0,0,0
0.295358,0,0,0,0
0.296907,0,0,0,0
0.298461,0,0,0,0
0.300009,0,0,0,0
0.301604,0,0,0,0
0.303154,0,0,0,0
0.304716,0,0,0,0
0.306340,0,0,0,0
0.307889,0,0,0,0
0.309485,0,0,0,0
0.311035,0,0,0,0
0.312584,0,0,0,0
0.314133,0,0,0,0
0.315698,0,0,0,0
0.317249,0,0,0,0
0.318843,0,0,0,0
0.320391,0,0,0,0
0.321941,0,0,0,0
0.323491,0,0,0,0
0.325114,0,0,0,0
0.326786,0,0,0,0
0.328334,0,0,0,0
0.329885,0,0,0,0
0.331435,0,0,0,0
0.332983,0,0,0,0
0.334536,0,0,0,0
0.336085,0,0,0,0
0.337651,0,0,0,0
0.339200,0,0,0,0
0.340749,0,0,0,0
0.342389,0,0,0,0
0.343937,0,0,0,0
0.345489,0,0,0,0
0.347039,0,0,0,0
0.348476,0,0,0,0
0.350039,0,0,0,0
0.351876,0,0,0,0
0.353432,0,0,0,0
0.354974,0,0,0,0
0.356514,0,0,0,0
0.357974,0,0,0,0
0.359499,0,0,0,0
0.361102,0,0,0,0
0.362528,0,0,0,0
0.364050,0,0,0,0
0.365692,0,0,0,0
0.367241,0,0,0,0
0.368788,0,0,0,0
0.370355,0,0,0,0
0.371903,0,0,0,0
0.373496,0,0,0,0
0.375045,0,0,0,0
0.376591,0,0,0,0
0.378139,0,0,0,0
0.379689,0,0,0,0
0.381251,0,0,0,0
0.382803,0,0,0,0
0.384349,0,0,0,0
0.385923,0,0,0,0
0.387478,0,0,0,0
0.389026,0,0,0,0
0.390601,0,0,0,0
0.392162,0,0,0,0
0.393715,0,0,0,0
0.395267,0,0,0,0
