elapsed_s,TSE_NON_CLIP_WORKING_CYCLES,TSE_NULL_WORKING_CYCLES,TSE_OUT_PRIM_WORKING_CYCLES,TSE_INPUT_VERTEX_WORKING_CYCLES
0.001093,0,0,0,0
0.002540,0,0,0,0
0.003959,0,0,0,0
0.005375,0,0,0,0
0.006934,0,0,0,0
0.008347,0,0,0,0
0.009775,0,0,0,0
0.011236,0,0,0,0
0.012649,0,0,0,0
0.014062,0,0,0,0
0.015479,0,0,0,0
0.016891,0,0,0,0
0.018307,0,0,0,0
0.019722,0,0,0,0
0.021158,0,0,0,0
0.022572,0,0,0,0
0.023986,0,0,0,0
0.025400,0,0,0,0
0.026893,0,0,0,0
0.028307,0,0,0,0
0.029718,0,0,0,0
0.031647,0,0,0,0
0.033063,0,0,0,0
0.034478,0,0,0,0
0.035893,0,0,0,0
0.037305,0,0,0,0
0.038920,0,0,0,0
0.040334,0,0,0,0
0.041873,0,0,0,0
0.043272,0,0,0,0
0.044663,0,0,0,0
0.046056,0,0,0,0
0.047449,0,0,0,0
0.048842,0,0,0,0
0.050235,0,0,0,0
0.051628,0,0,0,0
0.053033,0,0,0,0
0.054490,0,0,0,0
0.055950,0,0,0,0
0.057408,0,0,0,0
0.058981,0,0,0,0
0.060382,0,0,0,0
0.061900,0,0,0,0
0.063219,0,0,0,0
0.064622,0,0,0,0
0.066074,0,0,0,0
0.067478,0,0,0,0
0.068944,0,0,0,0
0.070395,0,0,0,0
0.071847,0,0,0,0
0.073310,0,0,0,0
0.074818,0,0,0,0
0.076244,0,0,0,0
0.077785,0,0,0,0
0.079156,0,0,0,0
0.080505,0,0,0,0
0.081858,0,0,0,0
0.083255,0,0,0,0
0.084663,0,0,0,0
0.086009,0,0,0,0
0.087352,0,0,0,0
0.088701,0,0,0,0
0.089913,0,0,0,0
0.091336,0,0,0,0
0.092724,0,0,0,0
0.094108,0,0,0,0
0.095504,0,0,0,0
0.096886,0,0,0,0
0.098269,0,0,0,0
0.099651,0,0,0,0
0.100892,0,0,0,0
0.102889,0,0,0,0
0.104130,0,0,0,0
0.105370,0,0,0,0
0.106997,0,0,0,0
0.108238,0,0,0,0
0.109479,0,0,0,0
0.110870,0,0,0,0
0.112114,0,0,0,0
0.113335,0,0,0,0
0.114737,0,0,0,0
0.116104,0,0,0,0
0.117468,0,0,0,0
0.118849,0,0,0,0
0.120218,0,0,0,0
0.121581,0,0,0,0
0.122999,0,0,0,0
0.124425,0,0,0,0
0.125847,0,0,0,0
0.127265,0,0,0,0
0.128685,0,0,0,0
0.130106,0,0,0,0
0.131528,0,0,0,0
0.132839,0,0,0,0
0.134286,0,0,0,0
0.135724,0,0,0,0
0.137148,0,0,0,0
0.138593,0,0,0,0
0.139982,0,0,0,0
0.141369,0,0,0,0
0.142815,0,0,0,0
0.144322,0,0,0,0
0.145893,0,0,0,0
0.147323,0,0,0,0
0.148710,0,0,0,0
0.150097,0,0,0,0
0.151485,0,0,0,0
0.152873,0,0,0,0
0.154305,0,0,0,0
0.155685,0,0,0,0
0.157190,0,0,0,0
0.158620,0,0,0,0
0.160131,0,0,0,0
0.161739,0,0,0,0
0.163283,0,0,0,0
0.164823,0,0,0,0
0.166244,0,0,0,0
0.167764,0,0,0,0
0.169203,0,0,0,0
0.170768,0,0,0,0
0.172319,0,0,0,0
0.173870,0,0,0,0
0.175421,0,0,0,0
0.176971,0,0,0,0
0.178523,0,0,0,0
0.180087,0,0,0,0
0.181718,0,0,0,0
0.183206,0,0,0,0
0.184599,0,0,0,0
0.186162,0,0,0,0
0.187713,0,0,0,0
0.189262,0,0,0,0
0.190826,0,0,0,0
0.192375,0,0,0,0
0.193927,0,0,0,0
0.195479,0,0,0,0
0.197028,0,0,0,0
0.198579,0,0,0,0
0.200129,0,0,0,0
0.201694,0,0,0,0
0.203237,0,0,0,0
0.204777,0,0,0,0
0.206195,0,0,0,0
0.207728,0,0,0,0
0.209280,0,0,0,0
0.210829,0,0,0,0
0.212391,0,0,0,0
0.213943,0,0,0,0
0.215494,0,0,0,0
0.217044,0,0,0,0
0.218637,0,0,0,0
0.220191,0,0,0,0
0.221743,0,0,0,0
0.223307,0,0,0,0
0.224855,0,0,0,0
0.226408,0,0,0,0
0.227959,0,0,0,0
0.229508,0,0,0,0
0.231063,0,0,0,0
0.232612,0,0,0,0
0.234098,0,0,0,0
0.235620,0,0,0,0
0.237170,0,0,0,0
0.238720,0,0,0,0
0.240271,0,0,0,0
0.241824,0,0,0,0
0.243374,0,0,0,0
0.244937,0,0,0,0
0.246490,0,0,0,0
0.248040,0,0,0,0
0.249589,0,0,0,0
0.251016,0,0,0,0
0.252536,0,0,0,0
0.254089,0,0,0,0
0.255652,0,0,0,0
0.257200,0,0,0,0
0.258752,0,0,0,0
0.260303,0,0,0,0
0.261855,0,0,0,0
0.263405,0,0,0,0
0.264955,0,0,0,0
0.266561,0,0,0,0
0.268290,0,0,0,0
0.269778,0,0,0,0
0.271175,0,0,0,0
0.272564,0,0,0,0
0.273953,0,0,0,0
0.275340,0,0,0,0
0.276739,0,0,0,0
0.278257,0,0,0,0
0.279807,0,0,0,0
0.281355,0,0,0,0
0.282912,0,0,0,0
0.284461,0,0,0,0
0.286014,0,0,0,0
0.287578,0,0,0,0
0.289127,0,0,0,0
0.290678,0,0,0,0
0.292227,0,0,0,0
0.293777,0,0,0,0
0.295326,0,0,0,0
0.296874,0,0,0,0
0.298479,0,0,0,0
0.300030,0,0,0,0
0.301578,0,0,0,0
0.303131,0,0,0,0
0.304678,0,0,0,0
0.306228,0,0,0,0
0.307770,0,0,0,0
0.309324,0,0,0,0
0.310899,0,0,0,0
0.312423,0,0,0,0
0.313974,0,0,0,0
0.315570,0,0,0,0
0.317120,0,0,0,0
0.318671,0,0,0,0
0.320236,0,0,0,0
0.321788,0,0,0,0
0.323340,0,0,0,0
0.324889,0,0,0,0
0.326442,0,0,0,0
0.327993,0,0,0,0
0.329542,0,0,0,0
0.331112,0,0,0,0
0.332661,0,0,0,0
0.334213,0,0,0,0
0.335762,0,0,0,0
0.337310,0,0,0,0
0.338921,0,0,0,0
0.340469,0,0,0,0
0.342033,0,0,0,0
0.343583,0,0,0,0
0.345131,0,0,0,0
0.346724,0,0,0,0
0.348273,0,0,0,0
0.349823,0,0,0,0
0.351373,0,0,0,0
0.352934,0,0,0,0
0.354486,0,0,0,0
0.356035,0,0,0,0
0.357583,0,0,0,0
0.359178,0,0,0,0
0.360726,0,0,0,0
0.362321,0,0,0,0
0.363885,0,0,0,0
0.365434,0,0,0,0
0.366988,0,0,0,0
0.368535,0,0,0,0
0.370087,0,0,0,0
0.371636,0,0,0,0
0.373185,0,0,0,0
