elapsed_s,VFD_MODE_3_FIBERS,VFD_MODE_4_FIBERS,VFD_TOTAL_VERTICES,VFDP_STALL_CYCLES_VFD,VFDP_STALL_CYCLES_VFD_INDEX,VFDP_STALL_CYCLES_VFD_PROG,VFDP_STARVE_CYCLES_PC,VFDP_VS_STAGE_WAVES
0.001617,0,0,0,0,0,0,0,0
0.003215,0,0,0,0,0,0,0,0
0.006532,0,0,0,0,0,0,0,0
0.008002,0,0,0,0,0,0,0,0
0.009433,0,0,0,0,0,0,0,0
0.010898,0,0,0,0,0,0,0,0
0.012393,0,0,0,0,0,0,0,0
0.013824,0,0,0,0,0,0,0,0
0.015244,0,0,0,0,0,0,0,0
0.016713,0,0,0,0,0,0,0,0
0.018160,0,0,0,0,0,0,0,0
0.019603,0,0,0,0,0,0,0,0
0.021097,0,0,0,0,0,0,0,0
0.023998,0,0,0,0,0,0,0,0
0.025802,0,0,0,0,0,0,0,0
0.027279,0,0,0,0,0,0,0,0
0.028697,0,0,0,0,0,0,0,0
0.030220,0,0,0,0,0,0,0,0
0.031707,0,0,0,0,0,0,0,0
0.033184,0,0,0,0,0,0,0,0
0.034641,0,0,0,0,0,0,0,0
0.036059,0,0,0,0,0,0,0,0
0.037497,0,0,0,0,0,0,0,0
0.038928,0,0,0,0,0,0,0,0
0.040641,0,0,0,0,0,0,0,0
0.042118,0,0,0,0,0,0,0,0
0.044017,0,0,0,0,0,0,0,0
0.045504,0,0,0,0,0,0,0,0
0.046973,0,0,0,0,0,0,0,0
0.048452,0,0,0,0,0,0,0,0
0.049928,0,0,0,0,0,0,0,0
0.051388,0,0,0,0,0,0,0,0
0.052833,0,0,0,0,0,0,0,0
0.054288,0,0,0,0,0,0,0,0
0.055766,0,0,0,0,0,0,0,0
0.057163,0,0,0,0,0,0,0,0
0.058633,0,0,0,0,0,0,0,0
0.060125,0,0,0,0,0,0,0,0
0.061585,0,0,0,0,0,0,0,0
0.063154,0,0,0,0,0,0,0,0
