elapsed_s,VFD_STALL_CYCLES_PRG_END_FE,VFD_STALL_CYCLES_CBSYNC,VFD_BOTTLENECK_CYCLES,VFD_WORKING_CYCLES
0.001097,0,0,0,0
0.002818,0,0,0,0
0.004269,0,0,0,0
0.005787,0,0,0,0
0.007185,0,0,0,0
0.008665,0,0,0,0
0.010142,0,0,0,0
0.011784,0,0,0,0
0.013717,0,0,0,0
0.015261,0,0,0,0
0.016824,0,0,0,0
0.018310,0,0,0,0
0.019816,0,0,0,0
0.021239,0,0,0,0
0.022594,0,0,0,0
0.024056,0,0,0,0
0.025492,0,0,0,0
0.026928,0,0,0,0
0.028316,0,0,0,0
0.029793,0,0,0,0
0.031790,0,0,0,0
0.033893,0,0,0,0
0.035344,0,0,0,0
0.036757,0,0,0,0
0.038197,0,0,0,0
0.039622,0,0,0,0
0.041076,0,0,0,0
0.042549,0,0,0,0
0.043987,0,0,0,0
0.045729,0,0,0,0
0.047152,0,0,0,0
0.048635,0,0,0,0
0.050618,0,0,0,0
0.052065,0,0,0,0
0.053993,0,0,0,0
0.055420,0,0,0,0
0.056868,0,0,0,0
0.058280,0,0,0,0
0.059736,0,0,0,0
0.061183,0,0,0,0
0.062623,0,0,0,0
0.064077,0,0,0,0
0.065428,0,0,0,0
0.067094,0,0,0,0
0.068562,0,0,0,0
0.069982,0,0,0,0
0.071456,0,0,0,0
0.073395,0,0,0,0
0.074769,0,0,0,0
0.076243,0,0,0,0
0.077671,0,0,0,0
0.079133,0,0,0,0
0.080554,0,0,0,0
0.082058,0,0,0,0
0.083433,0,0,0,0
0.085287,0,0,0,0
0.086799,0,0,0,0
0.088145,0,0,0,0
0.089835,0,0,0,0
0.091309,0,0,0,0
0.092681,0,0,0,0
0.094103,0,0,0,0
0.095476,0,0,0,0
0.096895,0,0,0,0
0.098288,0,0,0,0
0.099619,0,0,0,0
0.100988,0,0,0,0
0.102441,0,0,0,0
0.103941,0,0,0,0
0.105434,0,0,0,0
0.106958,0,0,0,0
0.108917,0,0,0,0
0.110188,0,0,0,0
0.111396,0,0,0,0
0.112858,0,0,0,0
0.114381,0,0,0,0
0.115794,0,0,0,0
0.117246,0,0,0,0
0.118652,0,0,0,0
0.120035,0,0,0,0
0.121554,0,0,0,0
0.123113,0,0,0,0
0.124495,0,0,0,0
0.125926,0,0,0,0
0.127575,0,0,0,0
0.129027,0,0,0,0
0.130434,0,0,0,0
0.131820,0,0,0,0
0.133462,0,0,0,0
0.134879,0,0,0,0
0.136408,0,0,0,0
0.137859,0,0,0,0
0.139227,0,0,0,0
0.140658,0,0,0,0
0.142052,0,0,0,0
0.143482,0,0,0,0
0.144993,0,0,0,0
0.146416,0,0,0,0
0.147826,0,0,0,0
0.149434,0,0,0,0
0.151751,0,0,0,0
0.153329,0,0,0,0
0.155476,0,0,0,0
0.157451,0,0,0,0
0.158916,0,0,0,0
0.160379,0,0,0,0
0.161812,0,0,0,0
0.163206,0,0,0,0
0.164555,0,0,0,0
0.165857,0,0,0,0
0.167240,0,0,0,0
0.168674,0,0,0,0
0.170178,0,0,0,0
0.171653,0,0,0,0
0.173238,0,0,0,0
0.174901,0,0,0,0
0.176607,0,0,0,0
0.178004,0,0,0,0
0.179502,0,0,0,0
0.181126,0,0,0,0
0.182609,0,0,0,0
0.184195,0,0,0,0
0.185696,0,0,0,0
0.187073,0,0,0,0
0.188493,0,0,0,0
0.189867,0,0,0,0
0.191316,0,0,0,0
0.192782,0,0,0,0
0.194413,0,0,0,0
0.195890,0,0,0,0
0.197657,0,0,0,0
0.199137,0,0,0,0
0.201331,0,0,0,0
0.202806,0,0,0,0
0.204640,0,0,0,0
0.206100,0,0,0,0
0.207438,0,0,0,0
0.208845,0,0,0,0
0.210407,0,0,0,0
0.211796,0,0,0,0
0.213293,0,0,0,0
0.214773,0,0,0,0
0.216173,0,0,0,0
0.217702,0,0,0,0
0.219328,0,0,0,0
0.220738,0,0,0,0
0.222148,0,0,0,0
0.223631,0,0,0,0
0.225317,0,0,0,0
0.226812,0,0,0,0
0.228226,0,0,0,0
0.229647,0,0,0,0
0.231065,0,0,0,0
0.232521,0,0,0,0
0.233988,0,0,0,0
0.235432,0,0,0,0
0.236969,0,0,0,0
0.238372,0,0,0,0
0.239760,0,0,0,0
0.241338,0,0,0,0
0.242794,0,0,0,0
0.244248,0,0,0,0
0.245659,0,0,0,0
0.247124,0,0,0,0
0.248546,0,0,0,0
0.249969,0,0,0,0
0.251343,0,0,0,0
0.252688,0,0,0,0
0.254101,0,0,0,0
0.255491,0,0,0,0
0.256857,0,0,0,0
0.258302,0,0,0,0
0.259753,0,0,0,0
0.261186,0,0,0,0
0.262640,0,0,0,0
0.264530,0,0,0,0
0.266070,0,0,0,0
0.267658,0,0,0,0
0.269196,0,0,0,0
0.270922,0,0,0,0
0.272469,0,0,0,0
0.274297,0,0,0,0
0.275746,0,0,0,0
0.277221,0,0,0,0
0.278681,0,0,0,0
0.280114,0,0,0,0
0.281569,0,0,0,0
0.282978,0,0,0,0
0.284400,0,0,0,0
0.285815,0,0,0,0
0.287237,0,0,0,0
0.289627,0,0,0,0
0.291139,0,0,0,0
0.293518,0,0,0,0
0.295821,0,0,0,0
0.297312,0,0,0,0
0.298892,0,0,0,0
0.300330,0,0,0,0
0.301683,0,0,0,0
0.303083,0,0,0,0
0.304507,0,0,0,0
0.305949,0,0,0,0
0.307470,0,0,0,0
0.308909,0,0,0,0
0.310397,0,0,0,0
0.311792,0,0,0,0
0.313298,0,0,0,0
0.318298,0,0,0,0
0.320538,0,0,0,0
0.323010,0,0,0,0
0.324383,0,0,0,0
0.326385,0,0,0,0
0.327776,0,0,0,0
0.329215,0,0,0,0
0.330760,0,0,0,0
0.332223,0,0,0,0
0.333679,0,0,0,0
0.335224,0,0,0,0
0.336627,0,0,0,0
0.338160,0,0,0,0
0.339602,0,0,0,0
0.341064,0,0,0,0
0.342535,0,0,0,0
0.345477,0,0,0,0
0.348544,0,0,0,0
0.351681,0,0,0,0
0.353217,0,0,0,0
0.354639,0,0,0,0
0.362426,0,0,0,0
0.363819,0,0,0,0
0.365227,0,0,0,0
0.366618,0,0,0,0
0.368026,0,0,0,0
0.369399,0,0,0,0
0.370752,0,0,0,0
0.372083,0,0,0,0
0.373413,0,0,0,0
0.374751,0,0,0,0
0.376218,0,0,0,0
0.377583,0,0,0,0
0.378899,0,0,0,0
0.380222,0,0,0,0
0.381547,0,0,0,0
0.382937,0,0,0,0
0.384267,0,0,0,0
0.385619,0,0,0,0
0.387079,0,0,0,0
0.388436,0,0,0,0
