elapsed_s,VPC_RESERVED_42,VPC_RESERVED_43,VPC_RESERVED_44,VPC_BE_BUSY_CYCLES,VPC_BE_WORKING_CYCLES,VPC_BE_STALL_CYCLES_TSE_BE
0.001098,0,0,0,0,0,0
0.002564,0,0,0,0,0,0
0.004001,0,0,0,0,0,0
0.005437,0,0,0,0,0,0
0.006870,0,0,0,0,0,0
0.008303,0,0,0,0,0,0
0.009747,0,0,0,0,0,0
0.011226,0,0,0,0,0,0
0.013275,0,0,0,0,0,0
0.014774,0,0,0,0,0,0
0.016203,0,0,0,0,0,0
0.017752,0,0,0,0,0,0
0.019179,0,0,0,0,0,0
0.020583,0,0,0,0,0,0
0.021949,0,0,0,0,0,0
0.023336,0,0,0,0,0,0
0.024701,0,0,0,0,0,0
0.026065,0,0,0,0,0,0
0.027433,0,0,0,0,0,0
0.028797,0,0,0,0,0,0
0.030277,0,0,0,0,0,0
0.031685,0,0,0,0,0,0
0.032991,0,0,0,0,0,0
0.034296,0,0,0,0,0,0
0.035601,0,0,0,0,0,0
0.036906,0,0,0,0,0,0
0.038210,0,0,0,0,0,0
0.039515,0,0,0,0,0,0
0.040819,0,0,0,0,0,0
0.042127,0,0,0,0,0,0
0.043432,0,0,0,0,0,0
0.044738,0,0,0,0,0,0
0.046042,0,0,0,0,0,0
0.047328,0,0,0,0,0,0
0.048590,0,0,0,0,0,0
0.049904,0,0,0,0,0,0
0.051229,0,0,0,0,0,0
0.052591,0,0,0,0,0,0
0.053936,0,0,0,0,0,0
0.055402,0,0,0,0,0,0
0.056749,0,0,0,0,0,0
0.058099,0,0,0,0,0,0
0.059452,0,0,0,0,0,0
0.060804,0,0,0,0,0,0
0.062379,0,0,0,0,0,0
0.063918,0,0,0,0,0,0
0.065396,0,0,0,2502,882,0
0.066842,0,0,0,0,0,0
0.068282,0,0,0,0,0,0
0.069726,0,0,0,0,0,0
0.071279,0,0,0,0,0,0
0.072715,0,0,0,0,0,0
0.074167,0,0,0,0,0,0
0.075604,0,0,0,0,0,0
0.077040,0,0,0,0,0,0
0.079517,0,0,0,15984,8814,0
0.080770,0,0,0,10671,6132,0
0.082078,0,0,0,11103,6294,0
0.083333,0,0,0,10671,6213,0
0.084584,0,0,0,10530,5886,0
0.085835,0,0,0,10887,6540,0
0.087666,0,0,0,15471,8502,0
0.088924,0,0,0,10671,6213,0
0.090189,0,0,0,10530,6132,0
0.091443,0,0,0,10887,5967,0
0.092698,0,0,0,10671,6132,0
0.093952,0,0,0,10530,5967,0
0.095255,0,0,0,11148,6222,0
0.096618,0,0,0,0,0,0
0.098240,0,0,0,0,0,0
0.099741,0,0,0,0,0,0
0.101139,0,0,0,0,0,0
0.102533,0,0,0,0,0,0
0.103929,0,0,0,0,0,0
0.105325,0,0,0,0,0,0
0.106731,0,0,0,0,0,0
0.108127,0,0,0,0,0,0
0.109518,0,0,0,0,0,0
0.110959,0,0,0,0,0,0
0.112348,0,0,0,0,0,0
0.113737,0,0,0,0,0,0
0.115227,0,0,0,0,0,0
0.116614,0,0,0,0,0,0
0.118048,0,0,0,0,0,0
0.119436,0,0,0,0,0,0
0.120823,0,0,0,0,0,0
0.122213,0,0,0,0,0,0
0.123606,0,0,0,0,0,0
0.124997,0,0,0,0,0,0
0.126448,0,0,0,0,0,0
0.127840,0,0,0,0,0,0
0.129366,0,0,0,0,0,0
0.130793,0,0,0,0,0,0
0.132190,0,0,0,0,0,0
0.133584,0,0,0,0,0,0
0.135247,0,0,0,0,0,0
0.136638,0,0,0,0,0,0
0.138082,0,0,0,0,0,0
0.139483,0,0,0,0,0,0
0.140875,0,0,0,0,0,0
0.142264,0,0,0,0,0,0
0.143821,0,0,0,0,0,0
0.145372,0,0,0,0,0,0
0.146806,0,0,0,0,0,0
0.148339,0,0,0,0,0,0
0.149919,0,0,0,0,0,0
0.151397,0,0,0,0,0,0
0.152801,0,0,0,0,0,0
0.154202,0,0,0,0,0,0
0.155601,0,0,0,0,0,0
0.156997,0,0,0,0,0,0
0.158438,0,0,0,0,0,0
0.159850,0,0,0,0,0,0
0.161377,0,0,0,0,0,0
0.162941,0,0,0,0,0,0
0.164504,0,0,0,0,0,0
0.166069,0,0,0,0,0,0
0.167632,0,0,0,0,0,0
0.169193,0,0,0,0,0,0
0.170769,0,0,0,0,0,0
0.172331,0,0,0,0,0,0
0.173890,0,0,0,0,0,0
0.175458,0,0,0,0,0,0
0.177020,0,0,0,0,0,0
0.178584,0,0,0,0,0,0
0.180147,0,0,0,0,0,0
0.181722,0,0,0,0,0,0
0.183289,0,0,0,0,0,0
0.184850,0,0,0,0,0,0
0.186415,0,0,0,0,0,0
0.187968,0,0,0,0,0,0
0.189520,0,0,0,0,0,0
0.190952,0,0,0,0,0,0
0.192494,0,0,0,0,0,0
0.194058,0,0,0,0,0,0
0.195622,0,0,0,0,0,0
0.197182,0,0,0,0,0,0
0.198746,0,0,0,0,0,0
0.200309,0,0,0,0,0,0
0.201870,0,0,0,0,0,0
0.203450,0,0,0,0,0,0
0.205012,0,0,0,0,0,0
0.206622,0,0,0,0,0,0
0.208185,0,0,0,0,0,0
0.209746,0,0,0,0,0,0
0.211312,0,0,0,0,0,0
0.212873,0,0,0,0,0,0
0.214327,0,0,0,0,0,0
0.215861,0,0,0,0,0,0
0.217422,0,0,0,0,0,0
0.218984,0,0,0,0,0,0
0.220547,0,0,0,0,0,0
0.222110,0,0,0,0,0,0
0.223718,0,0,0,0,0,0
0.225291,0,0,0,0,0,0
0.226856,0,0,0,0,0,0
0.228418,0,0,0,0,0,0
0.229979,0,0,0,0,0,0
0.231561,0,0,0,0,0,0
0.232965,0,0,0,0,0,0
0.234492,0,0,0,0,0,0
0.236098,0,0,0,0,0,0
0.237598,0,0,0,0,0,0
0.239012,0,0,0,0,0,0
0.240415,0,0,0,0,0,0
0.241813,0,0,0,0,0,0
0.243441,0,0,0,0,0,0
0.245110,0,0,0,0,0,0
0.246561,0,0,0,0,0,0
0.247999,0,0,0,0,0,0
0.249414,0,0,0,0,0,0
0.250865,0,0,0,0,0,0
0.252264,0,0,0,0,0,0
0.253655,0,0,0,0,0,0
0.255241,0,0,0,0,0,0
0.257729,0,0,0,0,0,0
0.259229,0,0,0,0,0,0
0.260625,0,0,0,0,0,0
0.262094,0,0,0,0,0,0
0.263510,0,0,0,0,0,0
