elapsed_s,VPC_US_STREAMOUT_TRANSACTION,VPC_US_NUM_GMEM_READ_SO,VPC_US_STARVE_CYCLES_UCHE_RD,VPC_US_STALL_CYCLES_PRG_END_VPCUS,VPC_US_STARVE_CYCLES_REORDER,VPC_US_BOTTLENECK
0.002742,0,0,0,0,1856643,0
0.005011,0,0,0,0,911118,0
0.006888,0,0,0,0,1194918,0
0.008685,0,0,0,0,749667,0
0.010203,0,0,0,0,745122,0
0.011688,0,0,0,0,739020,0
0.013161,0,0,0,0,734694,0
0.014634,0,0,0,0,733842,0
0.016106,0,0,0,0,733869,0
0.017578,0,0,0,0,735783,0
0.019094,0,0,0,0,732093,0
0.020836,0,0,0,0,851826,0
0.022423,0,0,0,0,847824,0
0.024036,0,0,0,0,728982,0
0.025557,0,0,0,0,747480,0
0.027087,0,0,0,0,722652,0
0.028601,0,0,0,0,730035,0
0.030113,0,0,0,0,738006,0
0.031635,0,0,0,0,730680,0
0.033148,0,0,0,0,726807,0
0.034743,0,0,0,0,821889,0
0.036316,0,0,0,0,729681,0
0.037826,0,0,0,0,725061,0
0.039475,0,0,0,0,686751,0
0.040951,0,0,0,0,704814,0
0.042449,0,0,0,0,707937,0
0.043940,0,0,0,0,697311,0
0.045427,0,0,0,0,702531,0
0.046915,0,0,0,0,700869,0
0.048401,0,0,0,0,702726,0
0.049904,0,0,0,0,722979,0
0.051506,0,0,0,0,870780,0
0.053005,0,0,0,0,703980,0
0.054492,0,0,0,0,805311,0
0.056027,0,0,0,0,763704,0
0.057484,0,0,0,0,651888,0
0.058919,0,0,0,0,651972,0
0.060303,0,0,0,0,649389,0
0.061686,0,0,0,0,834408,0
0.063236,0,0,0,0,737226,0
0.064609,0,0,0,0,704649,0
0.065982,0,0,0,0,687132,0
0.067347,0,0,0,0,711228,0
0.068721,0,0,0,0,707466,0
0.070094,0,0,0,0,704685,0
0.071466,0,0,0,0,709233,0
0.072863,0,0,0,0,609015,0
0.074229,0,0,0,0,621984,0
0.075584,0,0,0,0,615147,0
0.076935,0,0,0,0,618519,0
0.078300,0,0,0,0,621108,0
0.079657,0,0,0,0,615693,0
0.081065,0,0,0,0,613059,0
0.082419,0,0,0,0,621888,0
0.083774,0,0,0,0,620670,0
0.085150,0,0,0,0,620991,0
0.086773,0,0,0,0,1697355,0
0.088458,0,0,0,0,624750,0
0.089863,0,0,0,0,615747,0
0.091308,0,0,0,0,636162,0
0.092722,0,0,0,0,620172,0
0.094126,0,0,0,0,694791,0
0.095577,0,0,0,0,589254,0
0.097123,0,0,0,0,666342,0
0.099597,0,0,0,0,7597209,0
0.100850,0,0,0,0,4128138,0
0.102105,0,0,0,0,4416975,0
0.103516,0,0,0,0,4393743,0
0.104772,0,0,0,0,4132941,0
0.106023,0,0,0,0,4125888,0
0.107277,0,0,0,0,4151532,0
0.108535,0,0,0,0,4146123,0
0.109790,0,0,0,0,4135602,0
0.111046,0,0,0,0,4147806,0
0.112300,0,0,0,0,4135992,0
0.113554,0,0,0,0,4136898,0
0.114903,0,0,0,0,4367637,0
0.116115,0,0,0,0,1444050,0
0.117538,0,0,0,0,1442991,0
0.118971,0,0,0,0,1156125,0
0.120311,0,0,0,0,1146993,0
0.121651,0,0,0,0,1149969,0
0.122993,0,0,0,0,1157649,0
0.124339,0,0,0,0,1161906,0
0.125683,0,0,0,0,1162353,0
0.127339,0,0,0,0,1685142,0
0.128844,0,0,0,0,1156290,0
0.130191,0,0,0,0,1502610,0
0.131639,0,0,0,0,1151022,0
0.132979,0,0,0,0,1151826,0
0.134320,0,0,0,0,1146447,0
0.135689,0,0,0,0,1461396,0
0.137134,0,0,0,0,1171122,0
0.138896,0,0,0,0,1126320,0
0.140227,0,0,0,0,1128228,0
0.141557,0,0,0,0,1129584,0
0.142886,0,0,0,0,1483221,0
0.144327,0,0,0,0,1497393,0
0.145769,0,0,0,0,1500063,0
0.147216,0,0,0,0,1124307,0
0.148545,0,0,0,0,1128045,0
0.149875,0,0,0,0,1497285,0
0.151346,0,0,0,0,1200498,0
0.152738,0,0,0,0,1249488,0
0.154128,0,0,0,0,1325550,0
0.155543,0,0,0,0,1246749,0
0.156933,0,0,0,0,1246572,0
0.158534,0,0,0,0,1306461,0
0.160098,0,0,0,0,1298352,0
0.161658,0,0,0,0,1297836,0
0.163220,0,0,0,0,1305855,0
0.164782,0,0,0,0,1301361,0
0.166347,0,0,0,0,1297818,0
0.167909,0,0,0,0,1299642,0
0.169361,0,0,0,0,1257327,0
0.170895,0,0,0,0,1337841,0
0.172458,0,0,0,0,1298592,0
0.174019,0,0,0,0,1314795,0
0.175585,0,0,0,0,1303080,0
0.177146,0,0,0,0,1328025,0
0.178710,0,0,0,0,1298163,0
0.180285,0,0,0,0,1299261,0
0.181845,0,0,0,0,1304391,0
0.183450,0,0,0,0,1306425,0
0.185014,0,0,0,0,1298421,0
0.186577,0,0,0,0,1302294,0
0.188137,0,0,0,0,1302393,0
0.189696,0,0,0,0,1292763,0
0.191270,0,0,0,0,1310511,0
0.192831,0,0,0,0,1306386,0
0.194394,0,0,0,0,1287378,0
0.195946,0,0,0,0,1287840,0
0.197496,0,0,0,0,1281951,0
0.198927,0,0,0,0,1293483,0
0.200458,0,0,0,0,1302414,0
0.202030,0,0,0,0,1315878,0
0.203597,0,0,0,0,1303464,0
0.205158,0,0,0,0,1299210,0
0.206721,0,0,0,0,1306806,0
0.208284,0,0,0,0,1299435,0
0.209843,0,0,0,0,1297734,0
0.212123,0,0,0,0,1432110,0
0.213593,0,0,0,0,1319592,0
0.215062,0,0,0,0,1297488,0
0.216465,0,0,0,0,1225392,0
0.217864,0,0,0,0,1266231,0
0.219265,0,0,0,0,1215066,0
0.220662,0,0,0,0,1263837,0
0.222187,0,0,0,0,1313202,0
0.223766,0,0,0,0,1299855,0
0.225324,0,0,0,0,1293624,0
0.226885,0,0,0,0,1297485,0
0.228445,0,0,0,0,1297827,0
0.230004,0,0,0,0,1307001,0
0.231612,0,0,0,0,1296390,0
0.233170,0,0,0,0,1297338,0
0.234746,0,0,0,0,1298226,0
0.236307,0,0,0,0,1330929,0
0.237866,0,0,0,0,1292688,0
0.239425,0,0,0,0,1300707,0
0.240986,0,0,0,0,1297335,0
0.242548,0,0,0,0,1301499,0
0.244110,0,0,0,0,1295700,0
0.245680,0,0,0,0,1296552,0
0.247283,0,0,0,0,1298421,0
0.248845,0,0,0,0,1296165,0
0.250406,0,0,0,0,1292169,0
0.251967,0,0,0,0,1330539,0
0.253526,0,0,0,0,1299048,0
0.255088,0,0,0,0,1296810,0
0.256662,0,0,0,0,1297008,0
0.258221,0,0,0,0,1178226,0
0.259622,0,0,0,0,1266582,0
0.261024,0,0,0,0,1209357,0
0.262551,0,0,0,0,1445874,0
0.264157,0,0,0,0,1323405,0
0.265716,0,0,0,0,1299306,0
0.267291,0,0,0,0,1294014,0
0.268852,0,0,0,0,1291539,0
0.270413,0,0,0,0,1302216,0
0.271973,0,0,0,0,1296471,0
0.273533,0,0,0,0,1299531,0
0.275096,0,0,0,0,1298193,0
0.276656,0,0,0,0,1298802,0
0.278229,0,0,0,0,1446222,0
0.279835,0,0,0,0,1298745,0
0.281395,0,0,0,0,1294233,0
0.282957,0,0,0,0,1295925,0
0.284518,0,0,0,0,1302660,0
0.286077,0,0,0,0,1311390,0
0.287641,0,0,0,0,1304607,0
