elapsed_s,VPC_FE_POSRAM_FULL_CYCLES,VPC_FE_GMEM_NOP_FULL_CYCLES,VPC_FE_GMEM_POS_FULL_CYCLES,VPC_FE_BOTTLENECK,VPC_US_BUSY_CYCLES,VPC_US_WORKING_CYCLES
0.001095,0,0,0,0,0,0
0.002569,0,0,0,0,0,0
0.004091,0,0,0,0,0,0
0.005526,0,0,0,0,0,0
0.006961,0,0,0,0,0,0
0.008394,0,0,0,0,0,0
0.009805,0,0,0,0,0,0
0.011259,0,0,0,0,0,0
0.012697,0,0,0,0,0,0
0.014130,0,0,0,0,0,0
0.015566,0,0,0,0,0,0
0.017038,0,0,0,0,0,0
0.018521,0,0,0,0,0,0
0.019961,0,0,0,0,0,0
0.021324,0,0,0,0,0,0
0.022737,0,0,0,0,0,0
0.024115,0,0,0,0,0,0
0.025499,0,0,0,0,0,0
0.026871,0,0,0,0,0,0
0.028239,0,0,0,0,0,0
0.029605,0,0,0,0,0,0
0.030984,0,0,0,0,0,0
0.032349,0,0,0,0,0,0
0.033714,0,0,0,0,0,0
0.035113,0,0,0,0,0,0
0.036421,0,0,0,0,0,0
0.037727,0,0,0,0,0,0
0.039080,0,0,0,0,0,0
0.040384,0,0,0,0,0,0
0.041701,0,0,0,0,0,0
0.043001,0,0,0,0,0,0
0.044265,0,0,0,0,0,0
0.045580,0,0,0,0,0,0
0.046894,0,0,0,0,0,0
0.048269,0,0,0,0,0,0
0.049534,0,0,0,0,0,0
0.050799,0,0,0,0,0,0
0.052192,0,0,0,0,0,0
0.053565,0,0,0,0,0,0
0.054970,0,0,0,0,0,0
0.056323,0,0,0,0,0,0
0.057679,0,0,0,0,0,0
0.059035,0,0,0,0,0,0
0.060397,0,0,0,0,0,0
0.061754,0,0,0,0,0,0
0.063121,0,0,0,0,0,0
0.064476,0,0,0,0,0,0
0.065841,0,0,0,0,0,0
0.067210,0,0,0,6,418,406
0.069137,0,0,0,0,0,0
0.070552,0,0,0,0,0,0
0.072019,0,0,0,0,0,0
0.073427,0,0,0,0,0,0
0.074871,0,0,0,0,0,0
0.076275,0,0,0,0,0,0
0.077670,0,0,0,0,0,0
0.079089,0,0,0,54,971,1093
0.080378,0,0,0,114,1919,1926
0.081629,0,0,0,114,1894,1959
0.085598,0,0,0,348,5959,6195
0.087300,0,0,0,156,2525,2661
0.088551,0,0,0,108,1843,1890
0.089800,0,0,0,114,1894,1995
0.091050,0,0,0,108,1843,1890
0.092427,0,0,0,126,2121,2205
0.093837,0,0,0,126,2121,2205
0.095127,0,0,0,114,1919,1995
0.096395,0,0,0,72,1356,1385
0.097665,0,0,0,0,0,0
0.099130,0,0,0,0,0,0
0.100528,0,0,0,0,0,0
0.101922,0,0,0,0,0,0
0.103317,0,0,0,0,0,0
0.104720,0,0,0,0,0,0
0.106120,0,0,0,0,0,0
