elapsed_s,VPC_NEVER_COUNT,VPC_FE_BUSY_CYCLES,VPC_FE_WORKING_CYCLES,VPC_FE_STALL_CYCLES_VFD_WACK,VPC_FE_STARVE_CYCLES_SP,VPC_FE_PC_PRIMITIVES
0.001096,0,0,0,0,0,0
0.002542,0,0,0,0,0,0
0.003981,0,0,0,0,0,0
0.005418,0,0,0,0,0,0
0.006898,0,0,0,0,0,0
0.008331,0,0,0,0,0,0
0.009791,0,0,0,0,0,0
0.011227,0,0,0,0,0,0
0.012660,0,0,0,0,0,0
0.014154,0,0,0,0,0,0
0.015566,0,0,0,0,0,0
0.016993,0,0,0,0,0,0
0.018402,0,0,0,0,0,0
0.019778,0,0,0,0,0,0
0.021203,0,0,0,0,0,0
0.022616,0,0,0,0,0,0
0.023998,0,0,0,0,0,0
0.025366,0,0,0,0,0,0
0.026734,0,0,0,0,0,0
0.028100,0,0,0,0,0,0
0.029464,0,0,0,0,0,0
0.030843,0,0,0,0,0,0
0.032146,0,0,0,0,0,0
0.033498,0,0,0,0,0,0
0.034764,0,0,0,0,0,0
0.036029,0,0,0,0,0,0
0.037403,0,0,0,0,0,0
0.038682,0,0,0,0,0,0
0.040055,0,0,0,0,0,0
0.041351,0,0,0,0,0,0
0.042802,0,0,0,0,0,0
0.044213,0,0,0,0,0,0
0.045688,0,0,0,0,0,0
0.047094,0,0,0,0,0,0
0.048488,0,0,0,0,0,0
0.050611,0,0,0,0,0,0
0.052366,0,0,0,0,0,0
0.053807,0,0,0,0,0,0
0.055214,0,0,0,0,0,0
0.056618,0,0,0,0,0,0
0.058471,0,0,0,0,0,0
0.059876,0,0,0,0,0,0
0.061372,0,2967,1293,0,0,0
0.062855,0,0,0,0,0,0
0.064257,0,0,0,0,0,0
0.066476,0,0,0,0,0,0
0.067874,0,0,0,0,0,0
0.069269,0,0,0,0,0,0
0.070703,0,0,0,0,0,0
0.072157,0,0,534,0,0,0
0.073688,0,13272,8597,0,0,0
0.074983,0,7761,6969,0,0,0
0.076234,0,8184,6851,0,0,0
0.080030,0,24582,21301,0,0,0
0.081827,0,11214,9714,0,0,0
0.083080,0,8043,6969,0,0,0
0.084330,0,7908,6851,0,0,0
0.085626,0,8199,7099,0,0,0
0.086881,0,8181,7087,0,0,0
0.088136,0,8031,6956,0,0,0
0.089393,0,7914,6849,0,0,0
0.090649,0,2034,1568,0,0,0
0.092045,0,0,0,0,0,0
0.093594,0,0,0,0,0,0
