elapsed_s,HLSQ_BV_WAIT_FS_S2W,HLSQ_RESERVED_37,HLSQ_FS_WAIT_SAME_VS_S2W,HLSQ_FS_STARVING_SP,HLSQ_VS_DATA_WAIT_PROGRAMMING,HLSQ_BV_DATA_WAIT_PROGRAMMING
0.002774,0,0,0,0,0,0
0.004432,0,0,0,0,0,0
0.006086,0,0,0,0,0,0
0.009109,0,0,0,0,0,0
0.010575,0,0,0,0,0,0
0.011987,0,0,0,0,0,0
0.013449,0,0,0,0,0,0
0.014914,0,0,0,0,0,0
0.016401,0,0,0,0,0,0
0.017850,0,0,0,0,0,0
0.019416,0,0,0,0,0,0
0.020918,0,0,0,0,0,0
0.022678,0,0,0,0,0,0
0.024134,0,0,0,0,0,0
0.025578,0,0,0,0,0,0
0.026933,0,0,0,0,0,0
0.028377,0,0,0,0,0,0
0.029820,0,0,0,0,0,0
0.031274,0,0,0,0,0,0
0.032750,0,0,0,0,0,0
0.034240,0,0,0,0,0,0
0.035833,0,0,0,0,0,0
0.037324,0,0,0,0,0,0
0.038884,0,0,0,0,0,0
0.040901,0,0,0,0,0,0
0.042392,0,0,0,0,0,0
0.043895,0,0,0,0,0,0
0.045338,0,0,0,0,0,0
0.046823,0,0,0,0,0,0
0.048322,0,0,0,0,0,0
0.049934,0,0,0,0,0,0
0.051650,0,0,0,0,0,0
0.053371,0,0,0,0,0,0
0.054813,0,0,0,0,0,0
0.056294,0,0,0,0,0,0
0.057803,0,0,0,0,0,0
0.059196,0,0,0,0,0,0
0.060654,0,0,0,0,0,0
0.062117,0,0,0,0,0,0
0.063543,0,0,0,0,0,0
0.064957,0,0,0,0,0,0
0.066359,0,0,0,0,0,0
0.067800,0,0,0,0,0,0
0.069252,0,0,0,0,0,0
0.070707,0,0,0,0,0,0
0.072114,0,0,0,0,0,0
0.073591,0,0,0,0,0,0
0.074970,0,0,0,0,0,0
0.076341,0,0,0,0,0,0
0.077738,0,0,0,0,0,0
0.079103,0,0,0,0,0,0
0.080475,0,0,0,0,0,0
0.081872,0,0,0,0,0,0
0.083337,0,0,0,0,0,0
0.084765,0,0,0,0,0,0
0.086185,0,0,0,0,0,0
0.087603,0,0,0,0,0,0
0.089004,0,0,0,0,0,0
0.090415,0,0,0,0,0,0
0.091866,0,0,0,0,0,0
0.093275,0,0,0,0,0,0
0.094715,0,0,0,0,0,0
0.096115,0,0,0,0,0,0
0.097505,0,0,0,0,0,0
0.098954,0,0,0,0,0,0
0.100407,0,0,432,0,714,30
0.102020,0,0,0,0,0,0
0.103432,0,0,0,0,0,0
0.104846,0,0,0,0,0,0
0.106261,0,0,0,0,0,0
0.107859,0,0,0,0,0,0
0.109341,0,0,0,0,0,0
0.110786,0,0,0,0,0,0
0.112312,0,0,0,0,0,0
0.113722,0,0,0,0,0,0
0.115174,0,0,0,0,0,0
0.116592,0,0,0,0,0,0
0.118044,0,0,0,0,0,0
0.119455,0,0,0,0,0,0
0.120850,0,0,0,0,0,0
0.122252,0,0,0,0,0,0
0.123698,0,0,1158,0,5376,918
0.124913,0,0,234,0,228,0
0.126123,0,0,258,0,156,0
0.127356,0,0,432,0,282,0
0.128791,0,0,0,0,0,0
0.130195,0,0,0,0,0,0
0.131612,0,0,0,0,0,0
0.133158,0,0,0,0,0,0
