elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.005817,0,0,414048,411468,0,0
0.010842,0,0,494310,497112,0,0
0.012399,0,0,434850,432012,0,0
0.013839,0,0,4771476,4774794,0,0
0.019868,0,0,498540,498462,0,0
0.021398,0,0,640026,640026,0,0
0.023086,0,0,432306,431604,0,0
0.025722,0,0,636084,636816,0,0
0.030769,0,0,514848,514164,0,0
0.032315,0,0,434106,431484,0,0
0.033763,0,0,518448,521778,0,0
0.035325,0,0,441084,439680,0,0
0.036790,0,0,442614,442620,0,0
0.038254,0,0,439326,455964,0,0
0.039734,0,0,455508,439626,0,0
0.041201,0,0,431598,428880,0,0
0.042665,0,0,430488,432438,0,0
0.044137,0,0,438006,437976,0,0
0.045598,0,0,435384,435390,0,0
0.047054,0,0,429072,427134,0,0
0.048492,0,0,422460,422418,0,0
0.049930,0,0,437502,440760,0,0
0.051406,0,0,444120,442818,0,0
0.052867,0,0,436326,436410,0,0
0.054390,0,0,448746,446820,0,0
0.055816,0,0,431694,431676,0,0
0.057221,0,0,436356,437694,0,0
0.058633,0,0,439746,440622,0,0
0.060046,0,0,433614,433578,0,0
0.061444,0,0,447390,445152,0,0
0.062906,0,0,427836,427848,0,0
0.064311,0,0,437250,438528,0,0
0.065785,0,0,407340,406386,0,0
0.067209,0,0,373926,373566,0,0
0.068608,0,0,432456,432432,0,0
0.070070,0,0,444156,446112,0,0
0.071545,0,0,442896,442914,0,0
0.073000,0,0,398268,396306,0,0
0.074421,0,0,347886,347850,0,0
0.075745,0,0,431844,431856,0,0
0.077143,0,0,443364,443358,0,0
0.078573,0,0,338520,338508,0,0
0.079879,0,0,428502,429846,0,0
0.081285,0,0,429630,428262,0,0
0.082689,0,0,434442,434454,0,0
0.084090,0,0,431766,431748,0,0
0.085495,0,0,432216,435804,0,0
0.086968,0,0,450930,451404,0,0
0.088421,0,0,762696,764700,0,0
0.089826,0,0,436620,453084,0,0
0.091315,0,0,456570,437310,0,0
0.092726,0,0,426084,425274,0,0
0.094116,0,0,425604,425784,0,0
0.095566,0,0,435540,435342,0,0
0.096971,0,0,431196,431202,0,0
0.098365,0,0,438630,439374,0,0
0.099794,0,0,364152,363456,0,0
0.101108,0,0,428916,428892,0,0
0.102564,0,0,444792,444780,0,0
0.103987,0,0,431454,432228,0,0
0.105396,0,0,439986,439980,0,0
0.106862,0,0,429726,428946,0,0
0.108265,0,0,434526,437676,0,0
0.109687,108,0,648564,937878,0,0
0.110982,0,0,399583,1300314,0,0
0.112201,180,0,355760,1284336,0,0
0.113421,0,0,1864029,1882518,0,0
0.114861,0,0,1433868,1433958,0,0
0.116198,0,0,1403508,1403364,0,0
0.117535,0,0,1546500,1556688,0,0
0.118911,0,0,1441656,1431516,0,0
0.120241,0,0,1411452,1411482,0,0
0.121571,0,0,1405344,1405236,0,0
0.122900,0,0,1422726,1437276,0,0
0.124245,0,0,1443936,1432602,0,0
0.125580,0,0,1498560,1502082,0,0
0.126952,0,0,1459008,1452252,0,0
0.128300,0,0,1434072,1437486,0,0
0.129635,0,0,1435362,1432074,0,0
0.130979,0,0,1420758,1420590,0,0
0.132313,0,0,1406760,1406712,0,0
0.133646,0,0,1635000,1636626,0,0
0.135393,0,0,1778688,1780854,0,0
0.136881,0,0,1572204,1573560,0,0
0.138282,0,0,1585524,1601160,0,0
0.140010,0,0,1672866,1656060,0,0
0.141427,0,0,1636332,1638882,0,0
0.143059,0,0,1666386,1666254,0,0
0.144483,0,0,1708146,1705668,0,0
0.145942,0,0,1592124,1602138,0,0
0.147350,0,0,1724694,1738806,0,0
0.148988,0,0,1846104,1821918,0,0
0.150488,0,0,1924692,1924818,0,0
0.151965,0,0,1556352,1555500,0,0
0.153350,0,0,1562028,1562046,0,0
0.154757,0,0,1539570,1539564,0,0
0.156188,0,0,1511160,1511130,0,0
0.157565,0,0,1548990,1554960,0,0
0.159089,0,0,1657164,1652604,0,0
0.160559,0,0,1477164,1477158,0,0
0.161955,0,0,1702536,1705308,0,0
0.163400,0,0,1572018,1569294,0,0
0.164805,0,0,1821072,1820970,0,0
0.166279,0,0,1675638,1675698,0,0
0.167828,0,0,1588578,1598604,0,0
