elapsed_s,HLSQ_STPROC_WAVE_CONTEXTS_VS,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_VS,HLSQ_STPROC_WAVE_CONTEXTS_FS,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_FS,HLSQ_STPROC_WAVE_CONTEXTS_BV,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_BV
0.001107,0,0,0,0,0,0
0.002673,0,0,0,0,0,0
0.004193,0,0,0,0,0,0
0.005970,0,0,0,0,0,0
0.007578,0,0,0,0,0,0
0.009187,0,0,0,0,0,0
0.010713,0,0,0,0,0,0
0.012275,0,0,0,0,0,0
0.013960,0,0,0,0,0,0
0.015520,0,0,0,0,0,0
0.017057,0,0,0,0,0,0
0.018582,0,0,0,0,0,0
0.020115,0,0,0,0,0,0
0.021646,0,0,0,0,0,0
0.023206,0,0,0,0,0,0
0.024754,0,0,0,0,0,0
0.026234,0,0,0,0,0,0
0.027692,0,0,0,0,0,0
0.029060,0,0,0,0,0,0
0.030547,0,0,0,0,0,0
0.032004,0,0,0,0,0,0
0.033495,0,0,0,0,0,0
0.034939,0,0,0,0,0,0
0.036388,0,0,0,0,0,0
0.037838,0,0,0,0,0,0
0.039274,0,0,0,0,0,0
0.040721,0,0,0,0,0,0
0.042163,0,0,0,0,0,0
0.043617,0,0,0,0,0,0
0.045069,0,0,0,0,0,0
0.046508,0,0,0,0,0,0
0.047953,0,0,0,0,0,0
0.049394,0,0,0,0,0,0
0.050837,0,0,0,0,0,0
0.052301,0,0,0,0,0,0
0.053801,0,0,0,0,0,0
0.055251,0,0,0,0,0,0
0.056694,0,0,0,0,0,0
0.058135,0,0,0,0,0,0
0.059595,0,0,0,0,0,0
0.060948,0,0,0,0,0,0
0.062396,0,0,0,0,0,0
0.063855,0,0,0,0,0,0
0.065353,0,0,0,0,0,0
0.066847,0,0,0,0,0,0
0.068367,0,0,0,0,0,0
0.069811,0,0,0,0,0,0
0.071271,0,0,0,0,0,0
0.072762,0,0,0,0,0,0
0.074200,0,0,0,0,0,0
0.075639,0,0,0,0,0,0
0.077004,0,0,0,0,0,0
0.078444,0,0,0,0,0,0
0.079885,0,0,0,0,0,0
0.081382,0,0,0,0,0,0
0.082794,0,0,0,0,0,0
0.084241,0,0,0,0,0,0
0.085742,0,0,0,0,0,0
0.087186,0,0,0,0,0,0
0.088723,0,0,0,0,0,0
0.090240,0,0,0,0,0,0
0.091658,0,0,0,0,0,0
0.093406,0,0,0,0,0,0
0.094995,0,0,0,0,0,0
0.096606,0,0,0,0,0,0
0.098077,0,0,0,0,0,0
0.099551,0,0,0,0,0,0
0.100957,0,0,0,0,0,0
0.102407,0,0,0,0,0,0
0.103843,0,0,0,0,0,0
0.105339,0,0,0,0,0,0
0.106811,0,0,0,0,0,0
0.108257,0,0,0,0,0,0
0.109733,0,0,0,0,0,0
0.111172,0,0,0,0,0,0
0.112618,0,0,0,0,0,0
0.114131,0,0,0,0,0,0
0.115688,0,0,0,0,0,0
0.117132,0,0,0,0,0,0
0.118697,0,0,0,0,0,0
0.120138,0,0,0,0,0,0
0.121888,0,0,114,114,0,0
0.123444,0,0,1164,1164,0,0
0.124550,0,0,1067,1067,0,0
0.125692,0,0,776,776,0,0
0.126995,0,0,0,0,0,0
0.128346,0,0,0,0,0,0
0.129779,0,0,0,0,0,0
0.131103,0,0,0,0,0,0
0.132453,0,0,0,0,0,0
0.133797,0,0,0,0,0,0
0.135135,0,0,0,0,0,0
0.136452,0,0,0,0,0,0
0.137871,0,0,0,0,0,0
0.139192,0,0,0,0,0,0
0.140518,0,0,0,0,0,0
0.141947,0,0,0,0,0,0
0.143414,0,0,0,0,0,0
0.144743,0,0,0,0,0,0
0.146072,0,0,0,0,0,0
0.147408,0,0,0,0,0,0
0.148748,0,0,0,0,0,0
0.150081,0,0,0,0,0,0
0.151463,0,0,0,0,0,0
0.152798,0,0,0,0,0,0
0.154125,0,0,0,0,0,0
0.155462,0,0,0,0,0,0
0.156873,0,0,0,0,0,0
0.158226,0,0,0,0,0,0
0.159575,0,0,0,0,0,0
0.160991,0,0,0,0,0,0
0.162339,0,0,0,0,0,0
0.163690,0,0,0,0,0,0
0.165167,0,0,0,0,0,0
0.166600,0,0,0,0,0,0
0.167991,0,0,0,0,0,0
0.169444,0,0,0,0,0,0
0.170860,0,0,0,0,0,0
0.172275,0,0,0,0,0,0
0.174097,0,0,0,0,0,0
0.175779,0,0,0,0,0,0
0.177277,0,0,0,0,0,0
0.178724,0,0,0,0,0,0
0.180193,0,0,0,0,0,0
0.181681,0,0,0,0,0,0
0.183126,0,0,0,0,0,0
0.184770,0,0,0,0,0,0
0.186218,0,0,0,0,0,0
0.187676,0,0,0,0,0,0
0.189379,0,0,0,0,0,0
0.190829,0,0,0,0,0,0
0.192254,0,0,0,0,0,0
0.193707,0,0,0,0,0,0
0.195253,0,0,0,0,0,0
0.196904,0,0,0,0,0,0
0.198583,0,0,0,0,0,0
0.200023,0,0,0,0,0,0
0.201515,0,0,0,0,0,0
0.202964,0,0,0,0,0,0
0.204411,0,0,0,0,0,0
0.205875,0,0,0,0,0,0
0.207325,0,0,0,0,0,0
0.208780,0,0,0,0,0,0
0.210285,0,0,0,0,0,0
0.211728,0,0,0,0,0,0
0.213334,0,0,0,0,0,0
0.214892,0,0,0,0,0,0
0.216350,0,0,0,0,0,0
0.218056,0,0,0,0,0,0
0.219516,0,0,0,0,0,0
0.221166,0,0,0,0,0,0
0.222750,0,0,0,0,0,0
0.224338,0,0,0,0,0,0
0.225839,0,0,0,0,0,0
0.227285,0,0,0,0,0,0
0.228740,0,0,0,0,0,0
0.230194,0,0,0,0,0,0
0.231645,0,0,0,0,0,0
0.233092,0,0,0,0,0,0
0.234587,0,0,0,0,0,0
0.236059,0,0,0,0,0,0
0.237533,0,0,0,0,0,0
0.239003,0,0,0,0,0,0
0.240458,0,0,0,0,0,0
0.241887,0,0,0,0,0,0
0.243292,0,0,0,0,0,0
0.244867,0,0,0,0,0,0
0.246341,0,0,0,0,0,0
0.247746,0,0,0,0,0,0
0.249228,0,0,0,0,0,0
0.250767,0,0,0,0,0,0
0.252258,0,0,0,0,0,0
0.253693,0,0,0,0,0,0
0.255130,0,0,0,0,0,0
0.256712,0,0,0,0,0,0
0.258159,0,0,0,0,0,0
0.259556,0,0,0,0,0,0
0.261058,0,0,0,0,0,0
0.262510,0,0,0,0,0,0
0.264014,0,0,0,0,0,0
0.265529,0,0,0,0,0,0
0.267041,0,0,0,0,0,0
0.268553,0,0,0,0,0,0
0.270001,0,0,0,0,0,0
0.271521,0,0,0,0,0,0
0.272971,0,0,0,0,0,0
0.274665,0,0,0,0,0,0
0.276117,0,0,0,0,0,0
0.277563,0,0,0,0,0,0
0.279012,0,0,0,0,0,0
0.280496,0,0,0,0,0,0
0.281949,0,0,0,0,0,0
0.283384,0,0,0,0,0,0
0.284946,0,0,0,0,0,0
0.286791,0,0,0,0,0,0
0.288287,0,0,0,0,0,0
0.289827,0,0,0,0,0,0
0.291287,0,0,0,0,0,0
0.292744,0,0,0,0,0,0
0.294188,0,0,0,0,0,0
0.295762,0,0,0,0,0,0
0.297271,0,0,0,0,0,0
0.298738,0,0,0,0,0,0
0.300222,0,0,0,0,0,0
0.301669,0,0,0,0,0,0
0.303128,0,0,0,0,0,0
0.304570,0,0,0,0,0,0
0.306059,0,0,0,0,0,0
0.307637,0,0,0,0,0,0
0.309237,0,0,0,0,0,0
0.310679,0,0,0,0,0,0
0.312372,0,0,0,0,0,0
0.314244,0,0,0,0,0,0
0.315687,0,0,0,0,0,0
0.317166,0,0,0,0,0,0
0.318718,0,0,0,0,0,0
0.320171,0,0,0,0,0,0
0.321613,0,0,0,0,0,0
0.323069,0,0,0,0,0,0
0.324586,0,0,0,0,0,0
0.326189,0,0,0,0,0,0
0.327671,0,0,0,0,0,0
0.329115,0,0,0,0,0,0
0.330564,0,0,0,0,0,0
0.332049,0,0,0,0,0,0
0.333495,0,0,0,0,0,0
0.334953,0,0,0,0,0,0
0.336444,0,0,0,0,0,0
0.337893,0,0,0,0,0,0
0.339474,0,0,0,0,0,0
0.341124,0,0,0,0,0,0
0.342572,0,0,0,0,0,0
0.344018,0,0,0,0,0,0
0.345556,0,0,0,0,0,0
0.347062,0,0,0,0,0,0
0.348511,0,0,0,0,0,0
0.349998,0,0,0,0,0,0
0.351441,0,0,0,0,0,0
0.352894,0,0,0,0,0,0
0.354498,0,0,0,0,0,0
0.356072,0,0,0,0,0,0
0.357513,0,0,0,0,0,0
0.358953,0,0,0,0,0,0
0.360390,0,0,0,0,0,0
0.361829,0,0,0,0,0,0
0.363280,0,0,0,0,0,0
0.364724,0,0,0,0,0,0
0.366522,0,0,0,0,0,0
0.367993,0,0,0,0,0,0
0.369435,0,0,0,0,0,0
0.370941,0,0,0,0,0,0
0.372386,0,0,0,0,0,0
0.373829,0,0,0,0,0,0
0.375263,0,0,0,0,0,0
0.377168,0,0,0,0,0,0
0.378732,0,0,0,0,0,0
0.380208,0,0,0,0,0,0
0.381654,0,0,0,0,0,0
0.383095,0,0,0,0,0,0
0.384547,0,0,0,0,0,0
0.386008,0,0,0,0,0,0
0.387609,0,0,0,0,0,0
0.389249,0,0,0,0,0,0
0.390695,0,0,0,0,0,0
0.392144,0,0,0,0,0,0
0.393592,0,0,0,0,0,0
0.395034,0,0,0,0,0,0
0.396480,0,0,0,0,0,0
0.397941,0,0,0,0,0,0
0.399652,0,0,0,0,0,0
0.401147,0,0,0,0,0,0
0.402592,0,0,0,0,0,0
0.404044,0,0,0,0,0,0
0.405440,0,0,0,0,0,0
0.406835,0,0,0,0,0,0
0.408242,0,0,0,0,0,0
0.409720,0,0,0,0,0,0
0.411180,0,0,0,0,0,0
0.412730,0,0,0,0,0,0
0.414180,0,0,0,0,0,0
0.415802,0,0,0,0,0,0
0.417290,0,0,0,0,0,0
0.418720,0,0,0,0,0,0
0.420146,0,0,0,0,0,0
0.421639,0,0,0,0,0,0
0.423079,0,0,0,0,0,0
0.424519,0,0,0,0,0,0
0.425984,0,0,0,0,0,0
0.427487,0,0,0,0,0,0
0.429000,0,0,0,0,0,0
0.430446,0,0,0,0,0,0
0.431892,0,0,0,0,0,0
0.433535,0,0,0,0,0,0
0.435080,0,0,0,0,0,0
0.436517,0,0,0,0,0,0
0.438099,0,0,0,0,0,0
0.439770,0,0,0,0,0,0
0.441251,0,0,0,0,0,0
0.442700,0,0,0,0,0,0
0.444139,0,0,0,0,0,0
0.445611,0,0,0,0,0,0
0.447197,0,0,0,0,0,0
0.448712,0,0,0,0,0,0
0.450259,0,0,0,0,0,0
0.451777,0,0,0,0,0,0
0.453227,0,0,0,0,0,0
0.454805,0,0,0,0,0,0
0.456301,0,0,0,0,0,0
0.457936,0,0,0,0,0,0
0.459379,0,0,0,0,0,0
0.460973,0,0,0,0,0,0
0.462486,0,0,0,0,0,0
0.464006,0,0,0,0,0,0
0.465478,0,0,0,0,0,0
0.466962,0,0,0,0,0,0
0.468412,0,0,0,0,0,0
0.469972,0,0,0,0,0,0
0.471429,0,0,0,0,0,0
0.473076,0,0,0,0,0,0
0.474599,0,0,0,0,0,0
0.476135,0,0,0,0,0,0
0.477705,0,0,0,0,0,0
0.479369,0,0,0,0,0,0
0.480887,0,0,0,0,0,0
0.482415,0,0,0,0,0,0
0.484002,0,0,0,0,0,0
0.485493,0,0,0,0,0,0
0.488421,0,0,0,0,0,0
0.489934,0,0,0,0,0,0
0.491429,0,0,0,0,0,0
0.493028,0,0,0,0,0,0
0.494548,0,0,0,0,0,0
0.496101,0,0,0,0,0,0
0.497611,0,0,0,0,0,0
0.499097,0,0,0,0,0,0
0.500632,0,0,0,0,0,0
0.502304,0,0,0,0,0,0
0.503843,0,0,0,0,0,0
0.505392,0,0,0,0,0,0
0.506929,0,0,0,0,0,0
0.508496,0,0,0,0,0,0
0.510035,0,0,0,0,0,0
0.511552,0,0,0,0,0,0
0.513095,0,0,0,0,0,0
0.514696,0,0,0,0,0,0
0.516341,0,0,0,0,0,0
0.518026,0,0,0,0,0,0
0.519717,0,0,0,0,0,0
0.521236,0,0,0,0,0,0
0.522766,0,0,0,0,0,0
0.524323,0,0,0,0,0,0
0.526002,0,0,0,0,0,0
0.527802,0,0,0,0,0,0
0.529339,0,0,0,0,0,0
0.530861,0,0,0,0,0,0
0.532379,0,0,0,0,0,0
0.533902,0,0,0,0,0,0
0.535449,0,0,0,0,0,0
0.537032,0,0,0,0,0,0
0.538710,0,0,0,0,0,0
0.540283,0,0,0,0,0,0
0.541906,0,0,0,0,0,0
0.543519,0,0,0,0,0,0
0.545107,0,0,0,0,0,0
0.546647,0,0,0,0,0,0
0.548237,0,0,0,0,0,0
0.549827,0,0,0,0,0,0
0.551527,0,0,0,0,0,0
0.553068,0,0,0,0,0,0
0.554624,0,0,0,0,0,0
0.556190,0,0,0,0,0,0
0.557894,0,0,0,0,0,0
0.559651,0,0,0,0,0,0
0.561252,0,0,0,0,0,0
0.562772,0,0,0,0,0,0
0.564343,0,0,0,0,0,0
0.566052,0,0,0,0,0,0
0.567574,0,0,0,0,0,0
0.569093,0,0,0,0,0,0
0.570909,0,0,0,0,0,0
0.572484,0,0,0,0,0,0
0.574007,0,0,0,0,0,0
0.575654,0,0,0,0,0,0
0.577152,0,0,0,0,0,0
0.578663,0,0,0,0,0,0
0.580230,0,0,0,0,0,0
0.581844,0,0,0,0,0,0
0.583360,0,0,0,0,0,0
0.584872,0,0,0,0,0,0
0.586404,0,0,0,0,0,0
0.588011,0,0,0,0,0,0
0.589531,0,0,0,0,0,0
0.591052,0,0,0,0,0,0
0.592601,0,0,0,0,0,0
0.594140,0,0,0,0,0,0
0.595670,0,0,0,0,0,0
0.597238,0,0,0,0,0,0
0.598759,0,0,0,0,0,0
0.600414,0,0,0,0,0,0
0.602127,0,0,0,0,0,0
0.603856,0,0,0,0,0,0
0.605485,0,0,0,0,0,0
0.607017,0,0,0,0,0,0
0.608540,0,0,0,0,0,0
0.610063,0,0,0,0,0,0
0.611584,0,0,0,0,0,0
0.613164,0,0,0,0,0,0
0.614774,0,0,0,0,0,0
0.616212,0,0,0,0,0,0
0.617710,0,0,0,0,0,0
0.619156,0,0,0,0,0,0
0.620758,0,0,0,0,0,0
0.622258,0,0,0,0,0,0
0.623793,0,0,0,0,0,0
0.625244,0,0,0,0,0,0
0.626795,0,0,0,0,0,0
0.628248,0,0,0,0,0,0
0.629723,0,0,0,0,0,0
0.631167,0,0,0,0,0,0
0.632706,0,0,0,0,0,0
0.634151,0,0,0,0,0,0
0.635608,0,0,0,0,0,0
0.637187,0,0,0,0,0,0
0.638770,0,0,0,0,0,0
0.640869,0,0,0,0,0,0
0.643183,0,0,0,0,0,0
0.644727,0,0,0,0,0,0
0.646307,0,0,0,0,0,0
0.647806,0,0,0,0,0,0
0.649429,0,0,0,0,0,0
0.650908,0,0,0,0,0,0
0.652554,0,0,0,0,0,0
0.654081,0,0,0,0,0,0
0.655584,0,0,0,0,0,0
0.657144,0,0,0,0,0,0
0.658665,0,0,0,0,0,0
0.660364,0,0,0,0,0,0
0.661985,0,0,0,0,0,0
0.663503,0,0,0,0,0,0
0.665101,0,0,0,0,0,0
0.666612,0,0,0,0,0,0
0.668347,0,0,0,0,0,0
0.670026,0,0,0,0,0,0
0.671525,0,0,0,0,0,0
0.673026,0,0,0,0,0,0
0.674520,0,0,0,0,0,0
0.676084,0,0,0,0,0,0
0.677728,0,0,0,0,0,0
0.679530,0,0,0,0,0,0
0.681059,0,0,0,0,0,0
0.682584,0,0,0,0,0,0
0.684131,0,0,0,0,0,0
0.685812,0,0,0,0,0,0
0.687377,0,0,0,0,0,0
0.688914,0,0,0,0,0,0
0.690582,0,0,0,0,0,0
0.692136,0,0,0,0,0,0
0.693755,0,0,0,0,0,0
0.695437,0,0,0,0,0,0
0.696987,0,0,0,0,0,0
0.698583,0,0,0,0,0,0
0.700330,0,0,0,0,0,0
0.703325,0,0,0,0,0,0
0.704842,0,0,0,0,0,0
0.706359,0,0,0,0,0,0
0.707958,0,0,0,0,0,0
0.709484,0,0,0,0,0,0
0.711008,0,0,0,0,0,0
0.712527,0,0,0,0,0,0
0.714064,0,0,0,0,0,0
0.715583,0,0,0,0,0,0
0.718511,0,0,0,0,0,0
0.720041,0,0,0,0,0,0
0.721658,0,0,0,0,0,0
0.723179,0,0,0,0,0,0
0.724855,0,0,0,0,0,0
0.726487,0,0,0,0,0,0
0.727999,0,0,0,0,0,0
0.729495,0,0,0,0,0,0
0.730973,0,0,0,0,0,0
0.732737,0,0,0,0,0,0
0.734354,0,0,0,0,0,0
0.735905,0,0,0,0,0,0
0.737655,0,0,0,0,0,0
0.739563,0,0,0,0,0,0
0.741229,0,0,0,0,0,0
0.742752,0,0,0,0,0,0
0.744350,0,0,0,0,0,0
0.745960,0,0,0,0,0,0
0.747506,0,0,0,0,0,0
0.749113,0,0,0,0,0,0
0.750613,0,0,0,0,0,0
0.752170,0,0,0,0,0,0
0.753811,0,0,0,0,0,0
0.755562,0,0,0,0,0,0
0.757211,0,0,0,0,0,0
0.758867,0,0,0,0,0,0
0.760429,0,0,0,0,0,0
0.761907,0,0,0,0,0,0
0.763437,0,0,0,0,0,0
0.764932,0,0,0,0,0,0
0.766543,0,0,0,0,0,0
0.768290,0,0,0,0,0,0
0.769918,0,0,0,0,0,0
0.771435,0,0,0,0,0,0
0.772945,0,0,0,0,0,0
0.774470,0,0,0,0,0,0
0.775997,0,0,0,0,0,0
0.777666,0,0,0,0,0,0
0.779235,0,0,0,0,0,0
0.780721,0,0,0,0,0,0
