elapsed_s,HLSQ_SPTROC_STCHE_MISS_INC_VS,HLSQ_SPTROC_STCHE_MISS_INC_FS,HLSQ_SPTROC_STCHE_MISS_INC_BV,HLSQ_SPTROC_STCHE_MISS_INC_LPAC,HLSQ_VSBR_S2W_CYCLES_SP,HLSQ_FS_S2W_CYCLES_SP
0.001113,0,0,0,0,0,0
0.002666,0,0,0,0,0,0
0.004358,0,0,0,0,0,0
0.006198,0,0,0,0,0,0
0.007615,0,0,0,0,0,0
0.009201,0,0,0,0,0,0
0.010879,0,0,0,0,0,0
0.012464,0,0,0,0,0,0
0.013964,0,0,0,0,0,0
0.015410,0,0,0,0,0,0
0.016852,0,0,0,0,0,0
0.018301,0,0,0,0,0,0
0.019777,0,0,0,0,0,0
0.021255,0,0,0,0,0,0
0.022710,0,0,0,0,0,0
0.024178,0,0,0,0,0,0
0.025665,0,0,0,0,0,0
0.027105,0,0,0,0,0,0
0.028558,0,0,0,0,0,0
0.030013,0,0,0,0,0,0
0.031373,0,0,0,0,0,0
0.032858,0,0,0,0,0,0
0.034298,0,0,0,0,0,0
0.035738,0,0,0,0,0,0
0.037224,0,0,0,0,0,0
0.038659,0,0,0,0,0,0
0.040128,0,0,0,0,0,0
0.041613,0,0,0,0,0,0
0.043054,0,0,0,0,0,0
0.044494,0,0,0,0,0,0
0.045961,0,0,0,0,0,0
0.047398,0,0,0,0,0,0
0.048897,0,0,0,0,0,0
0.050344,0,0,0,0,0,0
0.051786,0,0,0,0,0,0
0.053275,0,0,0,0,0,0
0.054712,0,0,0,0,0,0
0.056153,0,0,0,0,0,0
0.057638,0,0,0,0,0,0
0.059095,0,0,0,0,0,0
0.060588,0,0,0,0,0,0
0.062044,0,0,0,0,0,0
0.063500,0,0,0,0,0,0
0.064984,0,0,0,0,0,0
0.066416,0,0,0,0,0,0
0.067855,0,0,0,0,0,0
0.069349,0,0,0,0,0,0
0.070792,0,0,0,0,0,0
0.072290,0,0,0,0,0,0
0.073778,0,0,0,0,0,0
0.075216,0,0,0,0,0,0
0.076667,0,0,0,0,0,0
0.078183,0,0,0,0,0,0
0.079710,0,0,0,0,0,0
0.081335,0,0,0,0,0,0
0.082858,0,0,0,0,0,0
0.084390,0,0,0,0,0,0
0.086012,0,0,0,0,0,0
0.087576,0,0,0,0,0,0
0.089244,0,0,0,0,0,0
0.090843,0,0,0,0,0,0
0.092419,0,0,0,0,0,0
0.093786,0,0,0,0,0,0
0.095331,0,0,0,0,0,0
0.097066,0,0,0,0,0,0
0.098613,0,0,0,0,0,0
0.100097,0,0,0,0,0,0
