elapsed_s,HLSQ_BV_STALL_CYCLES,HLSQ_VSBR_DEREF_CYCLES,HLSQ_FS_DEREF_CYCLES,HLSQ_LPAC_DEREF_CYCLES,HLSQ_BV_DEREF_CYCLES,HLSQ_VSBR_S2W_CYCLES
0.001067,0,0,0,0,0,0
0.002662,0,0,0,0,0,0
0.004317,0,0,0,0,0,0
0.005874,0,0,0,0,0,0
0.007411,0,0,0,0,0,0
0.009045,0,0,0,0,0,0
0.012983,0,0,0,0,0,0
0.014723,0,0,0,0,0,0
0.016228,0,0,0,0,0,0
0.017667,0,0,0,0,0,0
0.019107,0,0,0,0,0,0
0.026152,0,0,0,0,0,0
0.027604,0,0,0,0,0,0
0.029073,0,0,0,0,0,0
0.030512,0,0,0,0,0,0
0.031973,0,0,0,0,0,0
0.033442,0,0,0,0,0,0
0.034902,0,0,0,0,0,0
0.036361,0,0,0,0,0,0
0.037866,0,0,0,0,0,0
0.039337,0,0,0,0,0,0
0.040779,0,0,0,0,0,0
0.042207,0,0,0,0,0,0
0.043645,0,0,0,0,0,0
0.045104,0,0,0,0,0,0
0.046563,0,0,0,0,0,0
0.048026,0,0,0,0,0,0
0.049492,0,0,0,0,0,0
0.050960,0,0,0,0,0,0
0.052417,0,0,0,0,0,0
0.053873,0,0,0,0,0,0
0.055311,0,0,0,0,0,0
0.056749,0,0,0,0,0,0
0.059114,0,0,0,0,0,0
0.060549,0,0,0,0,0,0
0.062204,0,0,0,0,0,0
0.063641,0,0,0,0,0,0
0.066173,0,0,0,0,0,0
0.067719,0,0,0,0,0,0
0.073388,0,0,0,0,0,0
0.074959,0,0,0,0,0,0
0.076451,0,0,0,0,0,0
0.077922,0,0,0,0,0,0
0.080116,0,0,0,0,0,0
0.081540,0,0,0,0,0,0
0.082999,0,0,0,0,0,0
0.084439,0,0,0,0,0,0
0.085905,0,0,0,0,0,0
0.087390,0,0,0,0,0,0
0.088809,0,0,0,0,0,0
0.090277,0,0,0,0,0,0
0.091664,0,0,0,0,0,0
0.093051,0,0,0,0,0,0
0.094525,0,0,0,0,0,0
0.095932,0,0,0,0,0,0
0.097461,0,0,0,0,0,0
0.098919,0,0,0,0,0,0
0.100326,0,0,0,0,0,0
0.101790,1,16,20,0,4,0
0.103091,0,0,0,0,0,0
0.104542,0,0,0,0,0,0
0.105942,0,0,0,0,0,0
0.107342,0,0,0,0,0,0
0.108783,0,0,0,0,0,0
0.110244,0,0,0,0,0,0
0.111705,0,0,0,0,0,0
0.113151,0,0,0,0,0,0
0.114601,0,0,0,0,0,0
0.116045,0,0,0,0,0,0
0.117505,0,0,0,0,0,0
0.118956,0,0,0,0,0,0
0.120412,0,0,0,0,0,0
0.121878,0,0,0,0,0,0
0.123326,12,101,348,0,36,0
0.124547,0,161,168,0,0,0
0.125819,0,188,180,0,0,0
0.127079,0,0,0,0,0,0
0.128414,0,0,0,0,0,0
0.129749,0,0,0,0,0,0
0.131109,0,0,0,0,0,0
0.132402,0,0,0,0,0,0
0.133747,0,0,0,0,0,0
0.135038,0,0,0,0,0,0
0.136382,0,0,0,0,0,0
0.137743,0,0,0,0,0,0
0.139026,0,0,0,0,0,0
0.140313,0,0,0,0,0,0
0.141653,0,0,0,0,0,0
0.142955,0,0,0,0,0,0
0.144244,0,0,0,0,0,0
0.145536,0,0,0,0,0,0
0.146821,0,0,0,0,0,0
0.148179,0,0,0,0,0,0
0.149521,0,0,0,0,0,0
0.150859,0,0,0,0,0,0
0.152235,0,0,0,0,0,0
0.153619,0,0,0,0,0,0
0.154980,0,0,0,0,0,0
0.156317,0,0,0,0,0,0
0.157662,0,0,0,0,0,0
0.158951,0,0,0,0,0,0
0.160303,0,0,0,0,0,0
0.161653,0,0,0,0,0,0
0.162988,0,0,0,0,0,0
