elapsed_s,HLSQ_FS_S2W_CYCLES,HLSQ_LPAC_S2W_CYCLES,HLSQ_BV_S2W_CYCLES,HLSQ_VSBR_WAIT_FS_S2W,HLSQ_FS_WAIT_VS_S2W,HLSQ_LPAC_WAIT_VS_S2W
0.002787,0,0,0,0,0,0
0.004288,0,0,0,0,0,0
0.005768,0,0,0,0,0,0
0.007581,0,0,0,0,0,0
0.009128,0,0,0,0,0,0
0.010490,0,0,0,0,0,0
0.011944,0,0,0,0,0,0
0.013394,0,0,0,0,0,0
0.014860,0,0,0,0,0,0
0.016264,0,0,0,0,0,0
0.017695,0,0,0,0,0,0
0.019577,0,0,0,0,0,0
0.021570,0,0,0,0,0,0
0.022959,0,0,0,0,0,0
0.024435,0,0,0,0,0,0
0.026072,0,0,0,0,0,0
0.027511,0,0,0,0,0,0
0.028915,0,0,0,0,0,0
0.030352,0,0,0,0,0,0
0.031781,0,0,0,0,0,0
0.033236,0,0,0,0,0,0
0.034684,0,0,0,0,0,0
0.036118,0,0,0,0,0,0
0.037904,0,0,0,0,0,0
0.039344,0,0,0,0,0,0
0.041288,0,0,0,0,0,0
0.042696,0,0,0,0,0,0
0.044189,0,0,0,0,0,0
0.045584,0,0,0,0,0,0
0.047063,0,0,0,0,0,0
0.048550,0,0,0,0,0,0
0.049984,0,0,0,0,0,0
0.051375,0,0,0,0,0,0
0.053030,0,0,0,0,0,0
0.054547,0,0,0,0,0,0
0.056055,0,0,0,0,0,0
0.058339,0,0,0,0,0,0
0.059738,0,0,0,0,0,0
0.061248,0,0,0,0,0,0
0.062718,0,0,0,0,0,0
0.064172,0,0,0,0,0,0
0.065631,0,0,0,0,0,0
0.067069,0,0,0,0,0,0
0.069086,0,0,0,0,0,0
0.070869,0,0,0,0,0,0
0.072869,0,0,0,0,0,0
0.074310,0,0,0,0,0,0
0.075718,0,0,0,0,0,0
0.077170,0,0,0,0,0,0
0.078561,0,0,0,0,0,0
0.079957,0,0,0,0,0,0
0.081368,0,0,0,0,0,0
0.082792,0,0,0,0,0,0
0.084250,0,0,0,0,0,0
0.085935,0,0,0,0,0,0
0.088546,0,0,0,0,0,0
0.089946,0,0,0,0,0,0
0.092313,0,0,0,0,0,0
0.093769,0,0,0,0,0,0
0.095618,0,0,0,0,0,0
0.097512,0,0,0,0,0,0
0.098882,0,0,0,0,0,0
0.100223,0,0,0,0,0,0
0.101566,0,0,0,0,0,0
0.102915,0,0,0,0,0,0
0.104275,0,0,0,0,0,0
0.105706,0,0,0,0,0,0
0.107147,0,0,0,0,0,0
0.108691,0,0,0,0,0,0
0.110200,966,0,0,0,23,0
0.111530,2430,0,0,0,70,0
0.113313,2268,0,0,0,70,0
0.115070,0,0,0,0,0,0
0.116437,0,0,0,0,0,0
