elapsed_s,HLSQ_L2STC_LATENCY_COUNT,HLSQ_L2STC_STALL_SP_MISS_REQ,HLSQ_L2STC_BANK0_REPLACEMENT,HLSQ_L2STC_BANK1_REPLACEMENT,HLSQ_L2STC_BANK2_REPLACEMENT,HLSQ_L2STC_BANK3_REPLACEMENT
0.001107,0,0,0,0,0,0
0.002315,0,0,0,0,0,0
0.003524,0,0,0,0,0,0
0.004712,0,0,0,0,0,0
0.005943,0,0,0,0,0,0
0.007341,0,0,0,0,0,0
0.008674,0,0,0,0,0,0
0.009851,0,0,0,0,0,0
0.011018,0,0,0,0,0,0
0.012186,0,0,0,0,0,0
0.013353,0,0,0,0,0,0
0.014720,0,0,0,0,0,0
0.015956,0,0,0,0,0,0
0.017192,0,0,0,0,0,0
0.018430,0,0,0,0,0,0
0.019666,0,0,0,0,0,0
0.020901,0,0,0,0,0,0
0.022155,0,0,0,0,0,0
0.023306,0,0,0,0,0,0
0.024492,0,0,0,0,0,0
0.025770,0,0,0,0,0,0
0.027035,0,0,0,0,0,0
0.028303,0,0,0,0,0,0
0.029410,0,0,0,0,0,0
0.030670,0,0,0,0,0,0
0.031802,0,0,0,0,0,0
0.033036,0,0,0,0,0,0
0.034284,0,0,0,0,0,0
0.035519,0,0,0,0,0,0
0.036756,0,0,0,0,0,0
0.037991,0,0,0,0,0,0
0.039239,0,0,0,0,0,0
0.040377,0,0,0,0,0,0
0.041626,0,0,0,0,0,0
0.042860,0,0,0,0,0,0
0.044048,0,0,0,0,0,0
0.045236,0,0,0,0,0,0
0.046428,0,0,0,0,0,0
0.047645,0,0,0,0,0,0
0.048876,0,0,0,0,0,0
0.050062,0,0,0,0,0,0
0.051249,0,0,0,0,0,0
0.052495,0,0,0,0,0,0
0.053569,0,0,0,0,0,0
0.054781,0,0,0,0,0,0
0.055967,0,0,0,0,0,0
0.057152,0,0,0,0,0,0
0.058351,0,0,0,0,0,0
0.059642,0,0,0,0,0,0
0.060828,0,0,0,0,0,0
0.062073,0,0,0,0,0,0
0.063311,0,0,0,0,0,0
0.064702,0,0,0,0,0,0
0.065944,0,0,0,0,0,0
0.067190,0,0,0,0,0,0
0.068426,0,0,0,0,0,0
0.069662,0,0,0,0,0,0
0.070905,0,0,0,0,0,0
0.072154,0,0,0,0,0,0
0.073391,0,0,0,0,0,0
0.074626,0,0,0,0,0,0
0.075861,0,0,0,0,0,0
0.077095,0,0,0,0,0,0
0.078329,0,0,0,0,0,0
0.079571,0,0,0,0,0,0
0.080747,0,0,0,0,0,0
0.081867,0,0,0,0,0,0
0.083099,0,0,0,0,0,0
0.084332,0,0,0,0,0,0
0.085577,0,0,0,0,0,0
0.086811,0,0,0,0,0,0
0.088060,0,0,0,0,0,0
0.089829,0,0,0,0,0,0
0.090990,0,0,0,0,0,0
0.092245,0,0,0,0,0,0
0.093916,0,0,0,0,0,0
0.095563,0,0,0,0,0,0
0.096727,0,0,0,0,0,0
