elapsed_s,HLSQ_STPROC_WAVE_CONTEXTS_LPAC,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_LPAC,HLSQ_SPTROC_STCHE_WARMUP_INC_VS,HLSQ_SPTROC_STCHE_WARMUP_INC_FS,HLSQ_SPTROC_STCHE_WARMUP_INC_BV,HLSQ_SPTROC_STCHE_WARMUP_INC_LPAC
0.001122,0,0,0,0,0,0
0.002557,0,0,0,0,0,0
0.004072,0,0,0,0,0,0
0.005540,0,0,0,0,0,0
0.006986,0,0,0,0,0,0
0.008553,0,0,0,0,0,0
0.009927,0,0,0,0,0,0
0.011336,0,0,0,0,0,0
0.012695,0,0,0,0,0,0
0.014121,0,0,0,0,0,0
0.015593,0,0,0,0,0,0
0.017039,0,0,0,0,0,0
0.018491,0,0,0,0,0,0
0.020011,0,0,0,0,0,0
0.021560,0,0,0,0,0,0
0.023029,0,0,0,0,0,0
0.024612,0,0,0,0,0,0
0.026159,0,0,0,0,0,0
0.027733,0,0,0,0,0,0
0.029221,0,0,0,0,0,0
0.030730,0,0,0,0,0,0
0.032179,0,0,0,0,0,0
0.033618,0,0,0,0,0,0
0.035103,0,0,0,0,0,0
0.036496,0,0,0,0,0,0
0.037889,0,0,0,0,0,0
0.039332,0,0,0,0,0,0
0.040734,0,0,0,0,0,0
0.042130,0,0,0,0,0,0
0.043632,0,0,0,0,0,0
0.045044,0,0,0,0,0,0
0.046493,0,0,0,0,0,0
0.047946,0,0,0,0,0,0
0.049398,0,0,0,0,0,0
0.050859,0,0,0,0,0,0
0.052315,0,0,0,0,0,0
0.053792,0,0,0,0,0,0
0.055242,0,0,0,0,0,0
0.056689,0,0,0,0,0,0
0.058151,0,0,0,0,0,0
0.059624,0,0,0,0,0,0
0.060980,0,0,0,0,0,0
0.062386,0,0,0,0,0,0
0.063765,0,0,0,0,0,0
0.065141,0,0,0,0,0,0
0.066590,0,0,0,0,0,0
0.068048,0,0,0,0,0,0
0.069501,0,0,0,0,0,0
0.070877,0,0,0,0,0,0
0.072335,0,0,0,0,0,0
0.073785,0,0,0,0,0,0
0.075253,0,0,0,0,0,0
0.076709,0,0,0,0,0,0
0.078159,0,0,0,0,0,0
0.079619,0,0,0,0,0,0
0.081079,0,0,0,0,0,0
0.082535,0,0,0,0,0,0
0.083985,0,0,0,0,0,0
0.085437,0,0,0,0,0,0
0.086963,0,0,0,0,0,0
0.088564,0,0,0,0,0,0
0.090072,0,0,0,0,0,0
0.091455,0,0,0,0,0,0
0.092966,0,0,0,0,0,0
0.095350,0,0,0,0,0,0
0.096862,0,0,0,0,0,0
0.098500,0,0,0,0,0,0
0.100071,0,0,0,0,0,0
0.101545,0,0,0,0,0,0
0.103135,0,0,0,0,0,0
0.104626,0,0,0,0,0,0
0.106013,0,0,0,0,0,0
0.107446,0,0,0,0,0,0
0.109000,0,0,0,0,0,0
0.110417,0,0,0,0,0,0
0.111885,0,0,0,0,0,0
0.113491,0,0,0,0,0,0
0.114653,0,0,0,0,0,0
0.116024,0,0,0,0,0,0
0.117617,0,0,0,0,0,0
0.119018,0,0,0,0,0,0
0.120422,0,0,0,0,0,0
0.121798,0,0,0,0,0,0
0.123153,0,0,0,0,0,0
0.124513,0,0,0,0,0,0
0.125914,0,0,0,0,0,0
0.127254,0,0,0,0,0,0
0.128593,0,0,0,0,0,0
0.129932,0,0,0,0,0,0
0.131272,0,0,0,0,0,0
0.132614,0,0,0,0,0,0
0.133983,0,0,0,0,0,0
0.135330,0,0,0,0,0,0
0.136737,0,0,0,0,0,0
0.138106,0,0,0,0,0,0
0.139475,0,0,0,0,0,0
0.140832,0,0,0,0,0,0
0.142162,0,0,0,0,0,0
0.143547,0,0,0,0,0,0
0.144885,0,0,0,0,0,0
0.146220,0,0,0,0,0,0
0.147660,0,0,0,0,0,0
0.148982,0,0,0,0,0,0
0.150305,0,0,0,0,0,0
0.151716,0,0,0,0,0,0
0.153132,0,0,0,0,0,0
0.154510,0,0,0,0,0,0
0.155881,0,0,0,0,0,0
0.157261,0,0,0,0,0,0
0.158739,0,0,0,0,0,0
0.160130,0,0,0,0,0,0
0.161485,0,0,0,0,0,0
0.162839,0,0,0,0,0,0
0.164189,0,0,0,0,0,0
0.165539,0,0,0,0,0,0
0.167052,0,0,0,0,0,0
0.168516,0,0,0,0,0,0
0.169952,0,0,0,0,0,0
0.171388,0,0,0,0,0,0
0.172823,0,0,0,0,0,0
0.174260,0,0,0,0,0,0
0.175760,0,0,0,0,0,0
0.177202,0,0,0,0,0,0
0.178784,0,0,0,0,0,0
0.180226,0,0,0,0,0,0
0.181736,0,0,0,0,0,0
0.183181,0,0,0,0,0,0
0.184871,0,0,0,0,0,0
0.186316,0,0,0,0,0,0
0.187839,0,0,0,0,0,0
0.189485,0,0,0,0,0,0
0.191110,0,0,0,0,0,0
