elapsed_s,HLSQ_BV_SP_CTX_ALIVE_CYCLE,HLSQ_STPROC_WAVE_NUM_FS,HLSQ_STPROC_WAVE_NUM_VS,HLSQ_STPROC_WAVE_NUM_BV,HLSQ_STPROC_WAVE_NUM_LPAC,HLSQ_VS_SP_CCTX_NUM
0.001297,0,0,0,0,0,0
0.002870,0,0,0,0,0,0
0.004568,0,0,0,0,0,0
0.006280,0,0,0,0,0,0
0.007815,0,0,0,0,0,0
0.009319,0,0,0,0,0,0
0.010907,0,0,0,0,0,0
0.012496,0,0,0,0,0,0
0.014060,0,0,0,0,0,0
0.015500,0,0,0,0,0,0
0.016940,0,0,0,0,0,0
0.018379,0,0,0,0,0,0
0.019832,0,0,0,0,0,0
0.021278,0,0,0,0,0,0
0.022781,0,0,0,0,0,0
0.024233,0,0,0,0,0,0
0.025724,0,0,0,0,0,0
0.027165,0,0,0,0,0,0
0.028633,0,0,0,0,0,0
0.030137,0,0,0,0,0,0
0.031575,0,0,0,0,0,0
0.033012,0,0,0,0,0,0
0.034374,0,0,0,0,0,0
0.035812,0,0,0,0,0,0
0.037306,0,0,0,0,0,0
0.038765,0,0,0,0,0,0
0.040213,0,0,0,0,0,0
0.041701,0,0,0,0,0,0
0.043139,0,0,0,0,0,0
0.044693,0,0,0,0,0,0
0.046207,0,0,0,0,0,0
0.047649,0,0,0,0,0,0
0.049088,0,0,0,0,0,0
0.050558,0,0,0,0,0,0
0.052008,0,0,0,0,0,0
0.053412,0,0,0,0,0,0
0.054908,0,0,0,0,0,0
0.056349,0,0,0,0,0,0
0.057790,0,0,0,0,0,0
0.059317,0,0,0,0,0,0
0.060735,0,0,0,0,0,0
0.062146,0,0,0,0,0,0
0.063544,0,0,0,0,0,0
0.064976,0,0,0,0,0,0
0.066475,0,0,0,0,0,0
0.068015,0,0,0,0,0,0
0.069528,0,0,0,0,0,0
0.071073,0,0,0,0,0,0
0.072608,0,0,0,0,0,0
0.074249,0,0,0,0,0,0
0.075868,0,0,0,0,0,0
0.077497,0,0,0,0,0,0
0.079024,0,0,0,0,0,0
0.080551,0,0,0,0,0,0
0.082087,0,0,0,0,0,0
0.083617,0,0,0,0,0,0
0.085193,0,0,0,0,0,0
0.086715,0,0,0,0,0,0
0.088247,0,0,0,0,0,0
0.089815,0,0,0,0,0,0
0.091290,0,0,0,0,0,0
0.092832,0,0,0,0,0,0
0.094660,0,0,0,0,0,0
0.096226,0,0,0,0,0,0
0.097800,0,0,0,0,0,0
0.099325,0,0,0,0,0,0
0.100892,0,0,0,0,0,0
0.102390,0,0,0,0,0,0
0.103948,0,0,0,0,0,0
0.105481,0,0,0,0,0,0
0.106914,0,0,0,0,0,0
0.108382,0,0,0,0,0,0
0.109875,0,0,0,0,0,0
0.111338,0,0,0,0,0,0
0.112775,0,0,0,0,0,0
0.114275,0,0,0,0,0,0
0.115807,0,0,0,0,0,0
0.117382,0,0,0,0,0,0
0.118930,0,0,0,0,0,0
0.120467,0,0,0,0,0,0
0.121994,0,0,0,0,0,0
0.123534,0,0,0,0,0,0
0.124927,0,0,0,0,0,0
0.126086,0,0,0,0,0,0
0.127221,0,0,0,0,0,0
0.128719,0,0,0,0,0,0
0.130043,0,0,0,0,0,0
0.131364,0,0,0,0,0,0
0.132716,0,0,0,0,0,0
0.134043,0,0,0,0,0,0
0.135374,0,0,0,0,0,0
0.136700,0,0,0,0,0,0
0.138026,0,0,0,0,0,0
0.139352,0,0,0,0,0,0
0.140707,0,0,0,0,0,0
0.142077,0,0,0,0,0,0
0.143398,0,0,0,0,0,0
0.144769,0,0,0,0,0,0
0.146147,0,0,0,0,0,0
0.147468,0,0,0,0,0,0
0.148811,0,0,0,0,0,0
0.150175,0,0,0,0,0,0
0.151494,0,0,0,0,0,0
0.152817,0,0,0,0,0,0
0.154190,0,0,0,0,0,0
0.155510,0,0,0,0,0,0
0.156867,0,0,0,0,0,0
0.158241,0,0,0,0,0,0
0.159591,0,0,0,0,0,0
0.160940,0,0,0,0,0,0
0.162351,0,0,0,0,0,0
0.163700,0,0,0,0,0,0
0.165066,0,0,0,0,0,0
0.166620,0,0,0,0,0,0
0.168192,0,0,0,0,0,0
0.169698,0,0,0,0,0,0
0.171194,0,0,0,0,0,0
0.172683,0,0,0,0,0,0
0.174123,0,0,0,0,0,0
0.175560,0,0,0,0,0,0
0.176995,0,0,0,0,0,0
0.178429,0,0,0,0,0,0
0.179864,0,0,0,0,0,0
0.181299,0,0,0,0,0,0
0.182735,0,0,0,0,0,0
0.184170,0,0,0,0,0,0
0.185608,0,0,0,0,0,0
0.187189,0,0,0,0,0,0
0.188864,0,0,0,0,0,0
0.190484,0,0,0,0,0,0
0.192096,0,0,0,0,0,0
0.193714,0,0,0,0,0,0
0.195329,0,0,0,0,0,0
0.196991,0,0,0,0,0,0
0.198610,0,0,0,0,0,0
0.200236,0,0,0,0,0,0
0.201854,0,0,0,0,0,0
0.203469,0,0,0,0,0,0
0.205135,0,0,0,0,0,0
0.206751,0,0,0,0,0,0
0.208365,0,0,0,0,0,0
0.209979,0,0,0,0,0,0
0.211475,0,0,0,0,0,0
0.213203,0,0,0,0,0,0
0.214665,0,0,0,0,0,0
0.216111,0,0,0,0,0,0
0.217692,0,0,0,0,0,0
0.219306,0,0,0,0,0,0
0.220967,0,0,0,0,0,0
0.222599,0,0,0,0,0,0
0.224210,0,0,0,0,0,0
0.225713,0,0,0,0,0,0
0.227299,0,0,0,0,0,0
0.228921,0,0,0,0,0,0
0.230350,0,0,0,0,0,0
0.231934,0,0,0,0,0,0
0.233430,0,0,0,0,0,0
0.235014,0,0,0,0,0,0
0.236676,0,0,0,0,0,0
0.238292,0,0,0,0,0,0
0.239907,0,0,0,0,0,0
0.241524,0,0,0,0,0,0
0.243139,0,0,0,0,0,0
0.244822,0,0,0,0,0,0
0.246443,0,0,0,0,0,0
0.248056,0,0,0,0,0,0
0.249671,0,0,0,0,0,0
0.251285,0,0,0,0,0,0
0.252947,0,0,0,0,0,0
0.254394,0,0,0,0,0,0
0.255852,0,0,0,0,0,0
0.257437,0,0,0,0,0,0
0.259052,0,0,0,0,0,0
0.260712,0,0,0,0,0,0
0.262395,0,0,0,0,0,0
0.264010,0,0,0,0,0,0
0.265626,0,0,0,0,0,0
0.267120,0,0,0,0,0,0
0.268754,0,0,0,0,0,0
0.270462,0,0,0,0,0,0
0.272077,0,0,0,0,0,0
0.273693,0,0,0,0,0,0
0.275309,0,0,0,0,0,0
0.276971,0,0,0,0,0,0
0.278604,0,0,0,0,0,0
0.280219,0,0,0,0,0,0
0.281837,0,0,0,0,0,0
0.283442,0,0,0,0,0,0
0.285094,0,0,0,0,0,0
0.286692,0,0,0,0,0,0
0.288248,0,0,0,0,0,0
0.289996,0,0,0,0,0,0
0.291584,0,0,0,0,0,0
0.293204,0,0,0,0,0,0
0.294819,0,0,0,0,0,0
0.296432,0,0,0,0,0,0
0.298106,0,0,0,0,0,0
0.299721,0,0,0,0,0,0
0.301219,0,0,0,0,0,0
0.302805,0,0,0,0,0,0
0.304418,0,0,0,0,0,0
0.306032,0,0,0,0,0,0
0.307648,0,0,0,0,0,0
0.309268,0,0,0,0,0,0
0.310884,0,0,0,0,0,0
0.312512,0,0,0,0,0,0
0.314126,0,0,0,0,0,0
