elapsed_s,VFD_STALL_CYCLES_PRG_END_FE,VFD_STALL_CYCLES_CBSYNC,VFD_BOTTLENECK_CYCLES,VFD_WORKING_CYCLES
0.001236,0,0,0,0
0.002875,0,0,0,0
0.004345,0,0,0,0
0.005789,0,0,0,0
0.007295,0,0,0,0
0.008740,0,0,0,0
0.010217,0,0,0,0
0.012043,0,0,0,0
0.013479,0,0,0,0
0.014899,0,0,0,0
0.016317,0,0,0,0
0.017732,0,0,0,0
0.019149,0,0,0,0
0.020615,0,0,0,0
0.022051,0,0,0,0
0.023500,0,0,0,0
0.024914,0,0,0,0
0.026327,0,0,0,0
0.027806,0,0,0,0
0.029213,0,0,0,0
0.030622,0,0,0,0
0.032020,0,0,0,0
0.033418,0,0,0,0
0.034945,0,0,0,0
0.036342,0,0,0,0
0.037737,0,0,0,0
0.039336,0,0,0,0
0.040748,0,0,0,0
0.042163,0,0,0,0
0.043573,0,0,0,0
0.045002,0,0,0,0
0.046524,0,0,0,0
0.047929,0,0,0,0
0.049332,0,0,0,0
0.050740,0,0,0,0
0.052145,0,0,0,0
0.053549,0,0,0,0
0.054955,0,0,0,0
0.056357,0,0,0,0
0.057760,0,0,0,0
0.059183,0,0,0,0
0.060672,0,0,0,0
0.062076,0,0,0,0
0.063464,0,0,0,0
0.064807,0,0,0,0
0.066148,0,0,0,0
0.067587,0,0,0,0
0.068958,0,0,0,0
0.070304,0,0,0,0
0.071647,0,0,0,0
0.073073,0,0,0,0
0.074418,0,0,0,0
0.075896,0,0,0,0
0.077188,0,0,0,0
0.078584,0,0,0,0
0.079975,0,0,0,0
0.081361,0,0,0,0
0.082746,0,0,0,0
0.084142,0,0,0,0
0.085580,0,0,0,0
0.087313,0,0,0,0
0.088699,0,0,0,0
0.090085,0,0,0,0
0.091451,0,0,0,0
0.092890,0,0,0,0
0.095522,0,0,0,0
0.096908,0,0,0,0
0.098285,0,0,0,0
0.099676,0,0,0,0
0.101055,0,0,0,0
0.102664,0,0,0,0
0.104011,0,0,0,0
0.105400,0,0,0,0
0.110369,0,0,0,0
0.111793,0,0,0,0
0.113176,0,0,0,0
0.114558,0,0,0,0
0.115948,0,0,0,0
0.117327,0,0,0,0
0.118707,0,0,0,0
0.120099,0,0,0,0
0.121478,0,0,0,0
0.122859,0,0,0,0
0.124247,0,0,0,0
0.125631,0,0,0,0
0.127026,0,0,0,0
0.128411,0,0,0,0
0.129795,0,0,0,0
0.131180,0,0,0,0
0.132565,0,0,0,0
0.133948,0,0,0,0
0.135334,0,0,0,0
0.136848,0,0,0,0
0.138288,0,0,0,0
0.139730,0,0,0,0
0.141118,0,0,0,0
0.142506,0,0,0,0
0.143893,0,0,0,0
0.145278,0,0,0,0
0.146664,0,0,0,0
0.148176,0,0,0,0
0.149736,0,0,0,0
0.151285,0,0,0,0
0.152836,0,0,0,0
0.154387,0,0,0,0
0.155981,0,0,0,0
0.157530,0,0,0,0
0.159079,0,0,0,0
0.160660,0,0,0,0
0.162079,0,0,0,0
0.163470,0,0,0,0
0.164851,0,0,0,0
0.166456,0,0,0,0
0.167930,0,0,0,0
0.169316,0,0,0,0
0.170709,0,0,0,0
0.172130,0,0,0,0
0.173511,0,0,0,0
0.174859,0,0,0,0
0.176374,0,0,0,0
0.177923,0,0,0,0
0.179477,0,0,0,0
0.181039,0,0,0,0
0.182592,0,0,0,0
0.184143,0,0,0,0
0.185691,0,0,0,0
0.187241,0,0,0,0
0.188792,0,0,0,0
0.190344,0,0,0,0
0.191908,0,0,0,0
0.193457,0,0,0,0
0.195008,0,0,0,0
0.196559,0,0,0,0
0.198109,0,0,0,0
0.199705,0,0,0,0
0.201128,0,0,0,0
0.202528,0,0,0,0
0.203952,0,0,0,0
0.205331,0,0,0,0
0.206709,0,0,0,0
0.208086,0,0,0,0
0.209463,0,0,0,0
0.210841,0,0,0,0
0.212220,0,0,0,0
0.213609,0,0,0,0
0.214988,0,0,0,0
0.216366,0,0,0,0
0.217741,0,0,0,0
0.219119,0,0,0,0
0.220546,0,0,0,0
0.221901,0,0,0,0
0.223282,0,0,0,0
0.224643,0,0,0,0
0.225995,0,0,0,0
0.227438,0,0,0,0
0.228790,0,0,0,0
0.230181,0,0,0,0
0.231615,0,0,0,0
0.232968,0,0,0,0
0.234322,0,0,0,0
0.235716,0,0,0,0
0.237056,0,0,0,0
0.238394,0,0,0,0
0.239735,0,0,0,0
0.241073,0,0,0,0
0.242413,0,0,0,0
0.243754,0,0,0,0
0.245094,0,0,0,0
0.246437,0,0,0,0
0.247777,0,0,0,0
0.249115,0,0,0,0
0.250605,0,0,0,0
0.251974,0,0,0,0
0.253385,0,0,0,0
0.254794,0,0,0,0
0.256204,0,0,0,0
0.257620,0,0,0,0
0.259029,0,0,0,0
0.260440,0,0,0,0
0.261862,0,0,0,0
0.263176,0,0,0,0
0.264589,0,0,0,0
0.266000,0,0,0,0
0.267412,0,0,0,0
0.268840,0,0,0,0
0.270271,0,0,0,0
0.273056,0,0,0,0
0.274599,0,0,0,0
0.276062,0,0,0,0
0.277454,0,0,0,0
0.279622,0,0,0,0
0.281864,0,0,0,0
0.283329,0,0,0,0
0.284751,0,0,0,0
0.286187,0,0,0,0
0.287628,0,0,0,0
0.288991,0,0,0,0
0.290340,0,0,0,0
0.291686,0,0,0,0
0.293046,0,0,0,0
0.294389,0,0,0,0
0.295729,0,0,0,0
0.297062,0,0,0,0
0.298395,0,0,0,0
0.299746,0,0,0,0
0.301127,0,0,0,0
0.302836,0,0,0,0
0.304227,0,0,0,0
0.305607,0,0,0,0
0.310232,0,0,0,0
0.311818,0,0,0,0
0.313202,0,0,0,0
0.314602,0,0,0,0
0.316031,0,0,0,0
0.317412,0,0,0,0
0.318792,0,0,0,0
0.320171,0,0,0,0
0.321550,0,0,0,0
0.322933,0,0,0,0
0.324318,0,0,0,0
0.325719,0,0,0,0
0.327106,0,0,0,0
0.328489,0,0,0,0
0.329873,0,0,0,0
0.331267,0,0,0,0
0.332693,0,0,0,0
0.334077,0,0,0,0
0.335466,0,0,0,0
0.336866,0,0,0,0
0.338252,0,0,0,0
0.339637,0,0,0,0
0.341021,0,0,0,0
0.342539,0,0,0,0
0.344090,0,0,0,0
0.345638,0,0,0,0
0.347201,0,0,0,0
0.348753,0,0,0,0
0.350305,0,0,0,0
0.351856,0,0,0,0
0.353405,0,0,0,0
0.354958,0,0,0,0
0.356553,0,0,0,0
0.358115,0,0,0,0
0.359564,0,0,0,0
0.361021,0,0,0,0
0.362450,0,0,0,0
0.363884,0,0,0,0
