elapsed_s,TSE_FE_EMPTY_BBOX_KILLED_PRIM,TSE_FE_ST1_VP_PARAMS_CACHE_MISS,TSE_FE_ST2_VPORT_VP_PARAMS_CACHE_MISS,TSE_FE_ST2_SCISSOR_VP_PARAMS_CACHE_MISS
0.001255,0,0,0,0
0.002704,0,0,0,0
0.004122,0,0,0,0
0.005584,0,0,0,0
0.007001,0,0,0,0
0.008416,0,0,0,0
0.009856,0,0,0,0
0.011271,0,0,0,0
0.012685,0,0,0,0
0.014161,0,0,0,0
0.015556,0,0,0,0
0.016966,0,0,0,0
0.018355,0,0,0,0
0.019702,0,0,0,0
0.021058,0,0,0,0
0.022503,0,0,0,0
0.023851,0,0,0,0
0.025198,0,0,0,0
0.026583,0,0,0,0
0.027959,0,0,0,0
0.029358,0,0,0,0
0.030723,0,0,0,0
0.032018,0,0,0,0
0.033357,0,0,0,0
0.034612,0,0,0,0
0.035868,0,0,0,0
0.037282,0,0,0,0
0.038551,0,0,0,0
0.039807,0,0,0,0
0.041118,0,0,0,0
0.042468,0,0,0,0
0.043822,0,0,0,0
0.045162,0,0,0,0
0.046523,0,0,0,0
0.047950,0,0,0,0
0.049344,0,0,0,0
0.050753,0,0,0,0
0.052331,0,0,0,0
0.054082,0,0,0,0
0.055575,0,0,0,0
0.056975,0,0,0,0
0.058425,0,0,0,0
0.059813,0,0,0,0
0.061204,0,0,0,0
0.063678,0,0,0,0
0.065071,0,0,0,0
0.066605,0,0,0,0
0.068116,0,0,0,0
0.070116,0,0,0,0
0.071510,0,0,0,0
0.072928,0,0,0,0
0.074330,0,0,0,0
0.075721,0,0,0,0
0.077191,0,0,0,0
0.080063,0,0,0,0
0.081446,0,0,0,0
0.082687,0,0,0,0
0.083926,0,0,0,0
0.085224,0,0,0,0
0.086508,0,0,0,0
0.087748,0,0,0,0
0.088987,0,0,0,0
0.090267,0,0,0,0
0.091511,0,0,0,0
0.092754,0,0,0,0
0.094570,0,0,0,0
0.095811,0,0,0,0
0.097049,0,0,0,0
0.098323,0,0,0,0
0.099565,0,0,0,0
0.100807,0,0,0,0
0.102086,0,0,0,0
0.103328,0,0,0,0
0.104571,0,0,0,0
0.105776,0,0,0,0
0.107279,0,0,0,0
0.108680,0,0,0,0
0.110127,0,0,0,0
0.111404,0,0,0,0
0.112650,0,0,0,0
0.113897,0,0,0,0
0.115139,0,0,0,0
0.116381,0,0,0,0
0.117661,0,0,0,0
0.118903,0,0,0,0
0.120144,0,0,0,0
0.121573,0,0,0,0
0.122961,0,0,0,0
0.124374,0,0,0,0
0.126333,0,0,0,0
0.127722,0,0,0,0
0.129154,0,0,0,0
0.130699,0,0,0,0
0.132095,0,0,0,0
0.133521,0,0,0,0
0.134903,0,0,0,0
0.136282,0,0,0,0
0.141177,0,0,0,0
0.142643,0,0,0,0
0.143999,0,0,0,0
0.145340,0,0,0,0
0.146682,0,0,0,0
0.148024,0,0,0,0
0.149604,0,0,0,0
0.151254,0,0,0,0
0.152645,0,0,0,0
0.154026,0,0,0,0
0.155407,0,0,0,0
0.156786,0,0,0,0
0.158331,0,0,0,0
0.159711,0,0,0,0
0.161181,0,0,0,0
0.162567,0,0,0,0
0.163960,0,0,0,0
0.165347,0,0,0,0
0.166835,0,0,0,0
0.168221,0,0,0,0
0.169604,0,0,0,0
0.170991,0,0,0,0
0.172377,0,0,0,0
0.173798,0,0,0,0
0.175243,0,0,0,0
0.176758,0,0,0,0
0.178369,0,0,0,0
0.179919,0,0,0,0
0.181470,0,0,0,0
0.183020,0,0,0,0
0.184570,0,0,0,0
0.186009,0,0,0,0
0.187531,0,0,0,0
0.189081,0,0,0,0
0.190819,0,0,0,0
0.192367,0,0,0,0
0.193920,0,0,0,0
0.195470,0,0,0,0
0.197033,0,0,0,0
0.198589,0,0,0,0
0.200140,0,0,0,0
0.201691,0,0,0,0
0.203243,0,0,0,0
0.204791,0,0,0,0
0.206292,0,0,0,0
0.207822,0,0,0,0
0.209373,0,0,0,0
0.210914,0,0,0,0
0.212454,0,0,0,0
0.213877,0,0,0,0
0.215401,0,0,0,0
0.216951,0,0,0,0
0.218518,0,0,0,0
0.220067,0,0,0,0
0.221663,0,0,0,0
0.223213,0,0,0,0
0.224762,0,0,0,0
0.226372,0,0,0,0
0.227922,0,0,0,0
0.229487,0,0,0,0
0.231038,0,0,0,0
0.232586,0,0,0,0
0.234137,0,0,0,0
0.235688,0,0,0,0
0.237241,0,0,0,0
0.238836,0,0,0,0
0.240399,0,0,0,0
0.241951,0,0,0,0
0.243503,0,0,0,0
0.245051,0,0,0,0
0.246466,0,0,0,0
0.247859,0,0,0,0
0.249376,0,0,0,0
0.250940,0,0,0,0
0.252488,0,0,0,0
0.254081,0,0,0,0
0.255631,0,0,0,0
0.257183,0,0,0,0
0.258734,0,0,0,0
0.260283,0,0,0,0
0.261893,0,0,0,0
0.263445,0,0,0,0
0.264995,0,0,0,0
0.266549,0,0,0,0
0.268097,0,0,0,0
0.269693,0,0,0,0
0.271244,0,0,0,0
0.272807,0,0,0,0
0.274441,0,0,0,0
0.275982,0,0,0,0
0.277655,0,0,0,0
0.279195,0,0,0,0
0.280651,0,0,0,0
0.282039,0,0,0,0
0.283446,0,0,0,0
0.284897,0,0,0,0
0.287977,0,0,0,0
0.289365,0,0,0,0
0.290750,0,0,0,0
0.292135,0,0,0,0
0.293566,0,0,0,0
0.294952,0,0,0,0
0.296336,0,0,0,0
0.297722,0,0,0,0
0.299106,0,0,0,0
0.300490,0,0,0,0
0.301909,0,0,0,0
0.303294,0,0,0,0
0.304687,0,0,0,0
0.306074,0,0,0,0
0.307458,0,0,0,0
0.308842,0,0,0,0
0.310273,0,0,0,0
0.311677,0,0,0,0
0.313065,0,0,0,0
0.314580,0,0,0,0
0.316017,0,0,0,0
0.317583,0,0,0,0
0.319133,0,0,0,0
0.320680,0,0,0,0
0.322229,0,0,0,0
0.323778,0,0,0,0
0.325329,0,0,0,0
0.326936,0,0,0,0
0.328481,0,0,0,0
0.330027,0,0,0,0
0.331576,0,0,0,0
0.333126,0,0,0,0
0.334678,0,0,0,0
0.336191,0,0,0,0
0.337624,0,0,0,0
0.339014,0,0,0,0
0.340399,0,0,0,0
0.341828,0,0,0,0
0.343309,0,0,0,0
0.344763,0,0,0,0
0.346173,0,0,0,0
0.347592,0,0,0,0
0.348999,0,0,0,0
0.350466,0,0,0,0
0.351846,0,0,0,0
0.353302,0,0,0,0
0.354684,0,0,0,0
0.356249,0,0,0,0
0.358552,0,0,0,0
0.359954,0,0,0,0
0.361405,0,0,0,0
0.362791,0,0,0,0
0.364175,0,0,0,0
0.365596,0,0,0,0
0.366981,0,0,0,0
0.368365,0,0,0,0
0.369747,0,0,0,0
0.371270,0,0,0,0
0.372819,0,0,0,0
0.374372,0,0,0,0
0.375921,0,0,0,0
0.377472,0,0,0,0
0.379021,0,0,0,0
0.380568,0,0,0,0
0.382175,0,0,0,0
0.383726,0,0,0,0
0.385278,0,0,0,0
0.386826,0,0,0,0
0.388374,0,0,0,0
0.389971,0,0,0,0
0.391521,0,0,0,0
0.393083,0,0,0,0
0.394651,0,0,0,0
0.396044,0,0,0,0
0.397433,0,0,0,0
0.398859,0,0,0,0
0.400245,0,0,0,0
0.401634,0,0,0,0
0.403167,0,0,0,0
0.404717,0,0,0,0
0.406311,0,0,0,0
0.407863,0,0,0,0
0.409417,0,0,0,0
0.410968,0,0,0,0
0.412517,0,0,0,0
0.414127,0,0,0,0
0.415680,0,0,0,0
0.417233,0,0,0,0
0.418784,0,0,0,0
0.420335,0,0,0,0
0.421933,0,0,0,0
0.423485,0,0,0,0
0.425048,0,0,0,0
0.426644,0,0,0,0
0.428193,0,0,0,0
0.429791,0,0,0,0
0.431343,0,0,0,0
0.432892,0,0,0,0
0.434449,0,0,0,0
0.436012,0,0,0,0
0.437726,0,0,0,0
0.439163,0,0,0,0
0.440554,0,0,0,0
0.441946,0,0,0,0
0.443335,0,0,0,0
0.444721,0,0,0,0
0.446159,0,0,0,0
0.447548,0,0,0,0
0.449064,0,0,0,0
0.450686,0,0,0,0
0.452235,0,0,0,0
0.453832,0,0,0,0
0.455384,0,0,0,0
0.456948,0,0,0,0
0.458505,0,0,0,0
0.460054,0,0,0,0
0.461651,0,0,0,0
0.463202,0,0,0,0
0.464751,0,0,0,0
0.466372,0,0,0,0
0.467935,0,0,0,0
0.469487,0,0,0,0
0.471039,0,0,0,0
0.472588,0,0,0,0
0.474140,0,0,0,0
0.475682,0,0,0,0
0.477279,0,0,0,0
0.478871,0,0,0,0
0.480420,0,0,0,0
0.481971,0,0,0,0
0.483523,0,0,0,0
0.485073,0,0,0,0
0.486578,0,0,0,0
0.487971,0,0,0,0
0.489498,0,0,0,0
0.491051,0,0,0,0
0.492601,0,0,0,0
0.494195,0,0,0,0
0.495748,0,0,0,0
0.497301,0,0,0,0
0.498844,0,0,0,0
0.500399,0,0,0,0
0.501860,0,0,0,0
0.503413,0,0,0,0
0.504962,0,0,0,0
0.506518,0,0,0,0
0.508068,0,0,0,0
0.509665,0,0,0,0
0.511105,0,0,0,0
0.512626,0,0,0,0
0.514178,0,0,0,0
0.515729,0,0,0,0
0.517283,0,0,0,0
0.518877,0,0,0,0
0.520426,0,0,0,0
0.521992,0,0,0,0
0.523544,0,0,0,0
0.525176,0,0,0,0
0.526577,0,0,0,0
0.527968,0,0,0,0
0.529487,0,0,0,0
0.531029,0,0,0,0
0.532583,0,0,0,0
0.534044,0,0,0,0
0.535563,0,0,0,0
0.537166,0,0,0,0
0.538713,0,0,0,0
0.540261,0,0,0,0
0.541855,0,0,0,0
0.543418,0,0,0,0
0.544965,0,0,0,0
0.546520,0,0,0,0
0.548068,0,0,0,0
0.549662,0,0,0,0
0.551212,0,0,0,0
0.552760,0,0,0,0
0.554380,0,0,0,0
0.555929,0,0,0,0
0.557480,0,0,0,0
0.559030,0,0,0,0
0.560578,0,0,0,0
0.562126,0,0,0,0
0.563675,0,0,0,0
0.565239,0,0,0,0
0.566718,0,0,0,0
0.568245,0,0,0,0
0.569798,0,0,0,0
0.571350,0,0,0,0
0.572900,0,0,0,0
0.574456,0,0,0,0
0.576021,0,0,0,0
0.577574,0,0,0,0
0.579126,0,0,0,0
0.580676,0,0,0,0
0.582271,0,0,0,0
0.583823,0,0,0,0
0.585377,0,0,0,0
0.586943,0,0,0,0
0.588494,0,0,0,0
0.590087,0,0,0,0
0.591639,0,0,0,0
0.593192,0,0,0,0
0.594734,0,0,0,0
0.596274,0,0,0,0
0.597749,0,0,0,0
0.599271,0,0,0,0
0.600820,0,0,0,0
0.602374,0,0,0,0
0.603926,0,0,0,0
0.605477,0,0,0,0
0.607028,0,0,0,0
0.608590,0,0,0,0
0.610141,0,0,0,0
0.611692,0,0,0,0
0.613242,0,0,0,0
0.614838,0,0,0,0
0.616386,0,0,0,0
0.617938,0,0,0,0
0.619503,0,0,0,0
0.621052,0,0,0,0
0.622648,0,0,0,0
0.624198,0,0,0,0
0.625749,0,0,0,0
0.627308,0,0,0,0
0.628752,0,0,0,0
0.630201,0,0,0,0
0.631718,0,0,0,0
0.633270,0,0,0,0
0.634819,0,0,0,0
0.636367,0,0,0,0
0.637960,0,0,0,0
0.639389,0,0,0,0
0.640926,0,0,0,0
0.642381,0,0,0,0
0.643901,0,0,0,0
0.645454,0,0,0,0
0.647006,0,0,0,0
0.648557,0,0,0,0
0.650108,0,0,0,0
0.651674,0,0,0,0
0.653227,0,0,0,0
0.654823,0,0,0,0
0.656374,0,0,0,0
0.657928,0,0,0,0
0.659479,0,0,0,0
0.661029,0,0,0,0
0.662601,0,0,0,0
0.664152,0,0,0,0
0.665705,0,0,0,0
0.667257,0,0,0,0
0.668808,0,0,0,0
0.670452,0,0,0,0
0.672003,0,0,0,0
0.673570,0,0,0,0
0.675121,0,0,0,0
0.676672,0,0,0,0
0.678268,0,0,0,0
0.679821,0,0,0,0
0.681373,0,0,0,0
0.682925,0,0,0,0
0.684489,0,0,0,0
0.686083,0,0,0,0
0.687635,0,0,0,0
0.689188,0,0,0,0
0.690731,0,0,0,0
0.692271,0,0,0,0
0.693731,0,0,0,0
0.695262,0,0,0,0
0.696811,0,0,0,0
0.698365,0,0,0,0
0.699914,0,0,0,0
0.701466,0,0,0,0
0.703016,0,0,0,0
0.704564,0,0,0,0
0.706128,0,0,0,0
0.707679,0,0,0,0
0.709230,0,0,0,0
0.710823,0,0,0,0
0.712372,0,0,0,0
0.713924,0,0,0,0
0.715474,0,0,0,0
0.717036,0,0,0,0
0.718593,0,0,0,0
0.720140,0,0,0,0
0.721692,0,0,0,0
0.723242,0,0,0,0
0.724791,0,0,0,0
0.726445,0,0,0,0
0.728007,0,0,0,0
0.729595,0,0,0,0
0.731146,0,0,0,0
0.732694,0,0,0,0
0.734287,0,0,0,0
0.735838,0,0,0,0
0.737390,0,0,0,0
0.738955,0,0,0,0
0.740503,0,0,0,0
0.742096,0,0,0,0
0.743646,0,0,0,0
0.745198,0,0,0,0
0.746759,0,0,0,0
0.748311,0,0,0,0
0.749920,0,0,0,0
0.751469,0,0,0,0
0.753017,0,0,0,0
0.754569,0,0,0,0
0.756116,0,0,0,0
0.757710,0,0,0,0
0.759260,0,0,0,0
0.760821,0,0,0,0
0.762373,0,0,0,0
0.763921,0,0,0,0
0.765471,0,0,0,0
0.767136,0,0,0,0
0.768690,0,0,0,0
0.770241,0,0,0,0
0.771805,0,0,0,0
0.773357,0,0,0,0
0.774953,0,0,0,0
0.776502,0,0,0,0
0.778053,0,0,0,0
0.779604,0,0,0,0
0.781156,0,0,0,0
0.782762,0,0,0,0
0.784312,0,0,0,0
0.785864,0,0,0,0
0.787416,0,0,0,0
0.788965,0,0,0,0
0.790522,0,0,0,0
0.792072,0,0,0,0
0.793638,0,0,0,0
0.795189,0,0,0,0
0.796739,0,0,0,0
0.798204,0,0,0,0
0.799722,0,0,0,0
0.801273,0,0,0,0
0.802825,0,0,0,0
0.804387,0,0,0,0
0.805984,0,0,0,0
0.807535,0,0,0,0
0.809084,0,0,0,0
0.810650,0,0,0,0
0.812199,0,0,0,0
0.813795,0,0,0,0
0.815360,0,0,0,0
0.816910,0,0,0,0
0.818465,0,0,0,0
0.820014,0,0,0,0
0.821610,0,0,0,0
0.823162,0,0,0,0
0.824709,0,0,0,0
0.826145,0,0,0,0
0.827665,0,0,0,0
0.829216,0,0,0,0
0.830808,0,0,0,0
0.832356,0,0,0,0
0.833906,0,0,0,0
0.835456,0,0,0,0
0.836894,0,0,0,0
0.838420,0,0,0,0
0.839968,0,0,0,0
0.841519,0,0,0,0
0.843068,0,0,0,0
0.844617,0,0,0,0
0.846210,0,0,0,0
0.847781,0,0,0,0
0.849333,0,0,0,0
0.850882,0,0,0,0
0.852430,0,0,0,0
0.854024,0,0,0,0
0.855576,0,0,0,0
0.857127,0,0,0,0
0.858690,0,0,0,0
0.860238,0,0,0,0
0.861833,0,0,0,0
0.863384,0,0,0,0
0.864931,0,0,0,0
0.866395,0,0,0,0
0.867785,0,0,0,0
0.869311,0,0,0,0
0.870863,0,0,0,0
0.872410,0,0,0,0
0.873959,0,0,0,0
0.875508,0,0,0,0
0.877057,0,0,0,0
0.878653,0,0,0,0
0.880091,0,0,0,0
0.881615,0,0,0,0
0.883164,0,0,0,0
0.884712,0,0,0,0
0.886306,0,0,0,0
0.887857,0,0,0,0
0.889409,0,0,0,0
0.890973,0,0,0,0
0.892521,0,0,0,0
0.894116,0,0,0,0
0.895666,0,0,0,0
0.897217,0,0,0,0
0.898781,0,0,0,0
0.900371,0,0,0,0
0.901825,0,0,0,0
0.903226,0,0,0,0
0.904634,0,0,0,0
0.906086,0,0,0,0
0.909360,0,0,0,0
0.910803,0,0,0,0
0.912170,0,0,0,0
0.913511,0,0,0,0
0.914852,0,0,0,0
0.916191,0,0,0,0
0.917548,0,0,0,0
0.918942,0,0,0,0
0.920457,0,0,0,0
0.922009,0,0,0,0
0.923575,0,0,0,0
0.925128,0,0,0,0
0.926680,0,0,0,0
0.928228,0,0,0,0
0.929781,0,0,0,0
0.931331,0,0,0,0
0.932881,0,0,0,0
0.934326,0,0,0,0
0.935850,0,0,0,0
0.937405,0,0,0,0
0.938835,0,0,0,0
0.940361,0,0,0,0
0.941960,0,0,0,0
0.943514,0,0,0,0
0.945079,0,0,0,0
0.946664,0,0,0,0
0.948059,0,0,0,0
