elapsed_s,TSE_FE_ZERO_AREA_PRIM,TSE_FE_FACENESS_CULLED_PRIM,TSE_FE_ZERO_PIXEL_PRIM,TSE_FE_OUTPUT_NULL_PRIM
0.001101,0,0,0,0
0.002549,0,0,0,0
0.004133,0,0,0,0
0.005613,0,0,0,0
0.006993,0,0,0,0
0.008528,0,0,0,0
0.009968,0,0,0,0
0.011399,0,0,0,0
0.012848,0,0,0,0
0.014928,0,0,0,0
0.016803,0,0,0,0
0.018180,0,0,0,0
0.019558,0,0,0,0
0.021021,0,0,0,0
0.022397,0,0,0,0
0.023773,0,0,0,0
0.025168,0,0,0,0
0.026467,0,0,0,0
0.027757,0,0,0,0
0.029130,0,0,0,0
0.030436,0,0,0,0
0.031750,0,0,0,0
0.033084,0,0,0,0
0.034349,0,0,0,0
0.035606,0,0,0,0
0.036874,0,0,0,0
0.038164,0,0,0,0
0.039505,0,0,0,0
0.040874,0,0,0,0
0.042172,0,0,0,0
0.043462,0,0,0,0
0.044773,0,0,0,0
0.046111,0,0,0,0
0.047442,0,0,0,0
0.048920,0,0,0,0
0.050266,0,0,0,0
0.051610,0,0,0,0
0.053019,0,0,0,0
0.054359,0,0,0,0
0.055694,0,0,0,0
0.057090,0,0,0,0
0.058487,0,0,0,0
0.060016,0,0,0,0
0.061374,0,0,0,0
0.062767,0,0,0,0
0.064173,0,0,0,0
0.065564,0,0,0,0
0.066954,0,0,0,0
0.068345,0,0,0,0
0.069729,0,0,0,0
0.071114,0,0,0,0
0.072392,0,0,0,0
0.073630,0,0,0,0
0.074869,0,0,0,0
0.076108,0,0,0,0
0.077346,0,0,0,0
0.078586,0,0,0,0
0.079894,0,0,0,0
0.081133,0,0,0,0
0.082372,0,0,0,0
0.083611,0,0,0,0
0.084853,0,0,0,0
0.086097,0,0,0,0
0.087366,0,0,0,0
0.088610,0,0,0,0
0.089853,0,0,0,0
0.091096,0,0,0,0
0.092342,0,0,0,0
0.093580,0,0,0,0
0.094818,0,0,0,0
0.096058,0,0,0,0
0.097471,0,0,0,0
0.098880,0,0,0,0
0.100162,0,0,0,0
0.101412,0,0,0,0
0.102656,0,0,0,0
0.103901,0,0,0,0
0.105190,0,0,0,0
0.106433,0,0,0,0
0.107675,0,0,0,0
0.108919,0,0,0,0
0.110165,0,0,0,0
0.111552,0,0,0,0
0.113016,0,0,0,0
0.114406,0,0,0,0
0.115957,0,0,0,0
0.117347,0,0,0,0
0.118733,0,0,0,0
0.120120,0,0,0,0
0.121571,0,0,0,0
0.122956,0,0,0,0
0.124335,0,0,0,0
0.125714,0,0,0,0
0.127092,0,0,0,0
0.131965,0,0,0,0
0.133373,0,0,0,0
0.134768,0,0,0,0
0.136152,0,0,0,0
0.137577,0,0,0,0
0.138956,0,0,0,0
0.140340,0,0,0,0
0.141727,0,0,0,0
0.143113,0,0,0,0
0.144516,0,0,0,0
0.145895,0,0,0,0
0.147273,0,0,0,0
0.148693,0,0,0,0
0.150073,0,0,0,0
0.151452,0,0,0,0
0.152834,0,0,0,0
0.154350,0,0,0,0
0.155787,0,0,0,0
0.157182,0,0,0,0
0.158571,0,0,0,0
0.159963,0,0,0,0
0.161395,0,0,0,0
0.162782,0,0,0,0
0.164169,0,0,0,0
0.165684,0,0,0,0
0.167125,0,0,0,0
0.168566,0,0,0,0
0.169957,0,0,0,0
0.171344,0,0,0,0
0.172734,0,0,0,0
0.174121,0,0,0,0
0.175507,0,0,0,0
0.177085,0,0,0,0
0.178647,0,0,0,0
0.180201,0,0,0,0
0.181753,0,0,0,0
0.183302,0,0,0,0
0.184896,0,0,0,0
0.186448,0,0,0,0
0.188000,0,0,0,0
0.189565,0,0,0,0
0.191116,0,0,0,0
0.192710,0,0,0,0
0.194263,0,0,0,0
0.195890,0,0,0,0
0.197365,0,0,0,0
0.198757,0,0,0,0
0.200328,0,0,0,0
0.201879,0,0,0,0
0.203428,0,0,0,0
0.204980,0,0,0,0
0.206532,0,0,0,0
0.208085,0,0,0,0
0.209682,0,0,0,0
0.211244,0,0,0,0
0.212792,0,0,0,0
0.214341,0,0,0,0
0.215894,0,0,0,0
0.217445,0,0,0,0
0.218996,0,0,0,0
0.220548,0,0,0,0
0.222103,0,0,0,0
0.223643,0,0,0,0
0.225144,0,0,0,0
0.226665,0,0,0,0
0.228217,0,0,0,0
0.229766,0,0,0,0
0.231314,0,0,0,0
0.232920,0,0,0,0
0.234472,0,0,0,0
0.236023,0,0,0,0
0.237573,0,0,0,0
0.240148,0,0,0,0
0.241599,0,0,0,0
0.243007,0,0,0,0
0.244395,0,0,0,0
0.245777,0,0,0,0
0.247189,0,0,0,0
0.248610,0,0,0,0
0.249996,0,0,0,0
0.251380,0,0,0,0
0.252894,0,0,0,0
0.254458,0,0,0,0
0.256009,0,0,0,0
0.257603,0,0,0,0
0.259151,0,0,0,0
0.260700,0,0,0,0
0.262249,0,0,0,0
0.263686,0,0,0,0
0.265595,0,0,0,0
0.266987,0,0,0,0
0.268373,0,0,0,0
0.269764,0,0,0,0
0.271152,0,0,0,0
0.272582,0,0,0,0
0.274156,0,0,0,0
0.275727,0,0,0,0
0.277282,0,0,0,0
0.278832,0,0,0,0
0.280386,0,0,0,0
0.281937,0,0,0,0
0.283487,0,0,0,0
0.284986,0,0,0,0
0.286505,0,0,0,0
