elapsed_s,TSE_BE_CINVOCATION,TSE_BE_CPRIMITIVES,TSE_BE_2D_INPUT_PRIM,TSE_BE_2D_ALIVE_CYCLES
0.001450,0,0,0,0
0.002900,0,0,0,0
0.004319,0,0,0,0
0.005736,0,0,0,0
0.007152,0,0,0,0
0.008567,0,0,0,0
0.010297,0,0,0,0
0.011711,0,0,0,0
0.013125,0,0,0,0
0.014543,0,0,0,0
0.015958,0,0,0,0
0.017373,0,0,0,0
0.019626,0,0,0,0
0.021055,0,0,0,0
0.022469,0,0,0,0
0.023882,0,0,0,0
0.025345,0,0,0,0
0.026760,0,0,0,0
0.028173,0,0,0,0
0.029588,0,0,0,0
0.031003,0,0,0,0
0.032427,0,0,0,0
0.033842,0,0,0,0
0.035257,0,0,0,0
0.036669,0,0,0,0
0.038064,0,0,0,0
0.039477,0,0,0,0
0.041074,0,0,0,0
0.042529,0,0,0,0
0.043920,0,0,0,0
0.045312,0,0,0,0
0.046706,0,0,0,0
0.048097,0,0,0,0
0.049491,0,0,0,0
0.050885,0,0,0,0
0.052276,0,0,0,0
0.053676,0,0,0,0
0.055069,0,0,0,0
0.056462,0,0,0,0
0.057900,0,0,0,0
0.059243,0,0,0,0
0.060581,0,0,0,0
0.061951,0,0,0,0
0.063290,0,0,0,0
0.064633,0,0,0,0
0.066037,0,0,0,0
0.067451,0,0,0,0
0.068756,0,0,0,0
0.070068,0,0,0,0
0.071375,0,0,0,0
0.072681,0,0,0,0
0.074070,0,0,0,0
0.075407,0,0,0,0
0.076800,0,0,0,0
0.078278,0,0,0,0
0.079645,0,0,0,0
0.081039,0,0,0,0
0.082427,0,0,0,0
0.083783,0,0,0,0
0.085129,0,0,0,0
0.086496,0,0,0,0
0.087837,0,0,0,0
0.089179,0,0,0,0
0.090930,0,0,0,0
0.092319,0,0,0,0
0.094021,0,0,0,0
0.095409,0,0,0,0
0.096804,0,0,0,0
0.098438,0,0,0,0
0.099820,0,0,0,0
0.101203,0,0,0,0
0.102586,0,0,0,0
0.103825,0,0,0,0
0.106528,0,0,0,0
0.107767,0,0,0,0
0.109878,0,0,0,0
0.111118,0,0,0,0
0.112358,0,0,0,0
0.113934,0,0,0,0
0.115174,0,0,0,0
0.116413,0,0,0,0
0.117655,0,0,0,0
0.118899,0,0,0,0
0.120141,0,0,0,0
0.121432,0,0,0,0
0.122675,0,0,0,0
0.123917,0,0,0,0
0.125161,0,0,0,0
0.126405,0,0,0,0
0.127645,0,0,0,0
0.128889,0,0,0,0
0.130131,0,0,0,0
0.131373,0,0,0,0
0.132615,0,0,0,0
0.133860,0,0,0,0
0.135098,0,0,0,0
0.136336,0,0,0,0
0.137578,0,0,0,0
0.138950,0,0,0,0
0.140356,0,0,0,0
0.141825,0,0,0,0
0.143222,0,0,0,0
0.144978,0,0,0,0
0.146371,0,0,0,0
0.147759,0,0,0,0
0.149144,0,0,0,0
0.150531,0,0,0,0
0.151929,0,0,0,0
0.153372,0,0,0,0
0.154749,0,0,0,0
0.156126,0,0,0,0
0.158483,0,0,0,0
0.160954,0,0,0,0
0.162355,0,0,0,0
0.163736,0,0,0,0
0.168302,0,0,0,0
0.169686,0,0,0,0
0.171093,0,0,0,0
0.172497,0,0,0,0
0.173880,0,0,0,0
0.175260,0,0,0,0
0.176682,0,0,0,0
0.178092,0,0,0,0
0.179479,0,0,0,0
0.180867,0,0,0,0
0.182385,0,0,0,0
0.183766,0,0,0,0
0.185108,0,0,0,0
0.186551,0,0,0,0
0.187929,0,0,0,0
0.189311,0,0,0,0
0.190698,0,0,0,0
0.192084,0,0,0,0
0.193469,0,0,0,0
0.195035,0,0,0,0
0.196575,0,0,0,0
0.198257,0,0,0,0
0.199807,0,0,0,0
0.201403,0,0,0,0
0.202954,0,0,0,0
0.204504,0,0,0,0
0.206005,0,0,0,0
0.207528,0,0,0,0
0.209080,0,0,0,0
0.210630,0,0,0,0
0.212180,0,0,0,0
0.213731,0,0,0,0
0.215284,0,0,0,0
0.216847,0,0,0,0
0.218451,0,0,0,0
0.220001,0,0,0,0
0.221555,0,0,0,0
0.223107,0,0,0,0
0.224656,0,0,0,0
0.226211,0,0,0,0
0.227775,0,0,0,0
0.229328,0,0,0,0
0.230879,0,0,0,0
0.232428,0,0,0,0
0.234024,0,0,0,0
0.235576,0,0,0,0
0.237286,0,0,0,0
0.238741,0,0,0,0
0.240133,0,0,0,0
0.241651,0,0,0,0
0.243202,0,0,0,0
0.244752,0,0,0,0
0.246308,0,0,0,0
0.247858,0,0,0,0
0.249465,0,0,0,0
0.251009,0,0,0,0
0.252549,0,0,0,0
0.254244,0,0,0,0
0.255793,0,0,0,0
0.257346,0,0,0,0
0.258898,0,0,0,0
0.260475,0,0,0,0
0.262030,0,0,0,0
0.263572,0,0,0,0
0.265125,0,0,0,0
0.266723,0,0,0,0
0.268272,0,0,0,0
0.269824,0,0,0,0
0.271390,0,0,0,0
0.272943,0,0,0,0
0.274494,0,0,0,0
0.276043,0,0,0,0
0.277596,0,0,0,0
0.279147,0,0,0,0
0.280697,0,0,0,0
0.282222,0,0,0,0
0.283615,0,0,0,0
0.285133,0,0,0,0
0.286682,0,0,0,0
0.288230,0,0,0,0
0.289779,0,0,0,0
0.291330,0,0,0,0
0.292893,0,0,0,0
0.294445,0,0,0,0
0.295993,0,0,0,0
0.297589,0,0,0,0
0.299142,0,0,0,0
0.300689,0,0,0,0
0.302264,0,0,0,0
0.303826,0,0,0,0
0.305380,0,0,0,0
0.306932,0,0,0,0
0.308482,0,0,0,0
0.310033,0,0,0,0
0.311585,0,0,0,0
0.313138,0,0,0,0
0.314748,0,0,0,0
0.316297,0,0,0,0
0.317848,0,0,0,0
0.319296,0,0,0,0
0.320760,0,0,0,0
0.322179,0,0,0,0
0.323639,0,0,0,0
0.325040,0,0,0,0
0.326429,0,0,0,0
0.327816,0,0,0,0
0.329205,0,0,0,0
0.330634,0,0,0,0
0.332020,0,0,0,0
0.333537,0,0,0,0
0.335088,0,0,0,0
0.336649,0,0,0,0
0.338205,0,0,0,0
0.339755,0,0,0,0
0.341307,0,0,0,0
0.342857,0,0,0,0
0.344407,0,0,0,0
0.346022,0,0,0,0
0.347548,0,0,0,0
0.348949,0,0,0,0
0.350467,0,0,0,0
0.352017,0,0,0,0
