elapsed_s,CP_NEVER_COUNT,CP_ALWAYS_COUNT,CP_BUSY_GFX_CORE_IDLE,CP_BUSY_CYCLES,CP_NUM_PREEMPTIONS,CP_PREEMPTION_REACTION_DELAY,CP_PREEMPTION_SWITCH_OUT_TIME,CP_PREEMPTION_SWITCH_IN_TIME,CP_DEAD_DRAWS_IN_BIN_RENDER,CP_PREDICATED_DRAWS_KILLED,CP_MODE_SWITCH,CP_ZPASS_DONE,CP_CONTEXT_DONE,CP_CACHE_FLUSH
0.001038,0,113698,1203,1202,0,0,0,0,0,0,0,0,0,0
0.002470,0,89078,1101,1100,0,0,0,0,0,0,0,0,0,0
0.003814,0,90160,1107,1106,0,0,0,0,0,0,0,0,0,0
0.005150,0,89417,1113,1112,0,0,0,0,0,0,0,0,0,0
0.006492,0,90595,1126,1125,0,0,0,0,0,0,0,0,0,0
0.007831,0,89984,1099,1098,0,0,0,0,0,0,0,0,0,0
0.009216,0,89164,1099,1098,0,0,0,0,0,0,0,0,0,0
0.010546,0,107030,1122,1121,0,0,0,0,0,0,0,0,0,0
0.011977,0,90913,1115,1114,0,0,0,0,0,0,0,0,0,0
0.013368,0,89127,1132,1131,0,0,0,0,0,0,0,0,0,0
0.014695,0,87991,1125,1124,0,0,0,0,0,0,0,0,0,0
0.016022,0,94476,1153,1152,0,0,0,0,0,0,0,0,0,0
0.017411,0,93641,1126,1125,0,0,0,0,0,0,0,0,0,0
0.018747,0,87427,1117,1116,0,0,0,0,0,0,0,0,0,0
0.020068,0,86564,1122,1121,0,0,0,0,0,0,0,0,0,0
0.021383,0,86911,1103,1102,0,0,0,0,0,0,0,0,0,0
0.022761,0,89436,1165,1164,0,0,0,0,0,0,0,0,0,0
0.024164,0,97061,1116,1115,0,0,0,0,0,0,0,0,0,0
0.025616,0,96474,1116,1115,0,0,0,0,0,0,0,0,0,0
0.026937,0,87702,1118,1117,0,0,0,0,0,0,0,0,0,0
0.028250,0,86623,1111,1110,0,0,0,0,0,0,0,0,0,0
0.029563,0,86630,1110,1109,0,0,0,0,0,0,0,0,0,0
0.030882,0,86369,1121,1120,0,0,0,0,0,0,0,0,0,0
0.032253,0,94477,1112,1111,0,0,0,0,0,0,0,0,0,0
0.033656,0,86862,1117,1116,0,0,0,0,0,0,0,0,0,0
0.035179,0,104048,1107,1106,0,0,0,0,0,0,0,0,0,0
0.036710,0,102073,1108,1107,0,0,0,0,0,0,0,0,0,0
0.038192,0,140217,1128,1127,0,0,0,0,0,0,0,0,0,0
0.039870,0,108125,1115,1114,0,0,0,0,0,0,0,0,0,0
0.041382,0,96862,1107,1106,0,0,0,0,0,0,0,0,0,0
0.042803,0,92961,1131,1130,0,0,0,0,0,0,0,0,0,0
0.044219,0,93983,1110,1109,0,0,0,0,0,0,0,0,0,0
0.045623,0,96324,1113,1112,0,0,0,0,0,0,0,0,0,0
0.047046,0,96864,1124,1123,0,0,0,0,0,0,0,0,0,0
0.048473,0,95700,1098,1097,0,0,0,0,0,0,0,0,0,0
0.049946,0,105271,1144,1143,0,0,0,0,0,0,0,0,0,0
0.051453,0,113435,1145,1144,0,0,0,0,0,0,0,0,0,0
0.052972,0,107494,1110,1109,0,0,0,0,0,0,0,0,0,0
0.054450,0,111452,1105,1104,0,0,0,0,0,0,0,0,0,0
0.055976,0,106983,1105,1104,0,0,0,0,0,0,0,0,0,0
0.057454,0,106916,1115,1114,0,0,0,0,0,0,0,0,0,0
