elapsed_s,CP_SQE_SYNC_STALL,CP_SQE_PM4_WFI_STALL,CP_SQE_SYS_WFI_STALL,CP_WAIT_ON_OTHER_PIPE,CP_OUTPUT_BLOCKED,CP_SQE_T4_EXEC,CP_SQE_LOAD_STATE_EXEC,CP_SQE_SAVE_SDS_STATE,CP_SQE_DRAW_EXEC,CP_SQE_CTXT_REG_BUNCH_EXEC,CP_SQE_EXEC_PROFILED,CP_MEMORY_POOL_EMPTY,CP_MEMORY_POOL_SYNC_STALL,CP_MEMORY_POOL_ABOVE_THRESH
0.001088,0,0,0,0,0,0,0,288,0,0,263397,261609,9,18
0.007029,0,0,0,0,0,0,0,0,0,0,111597,111458,0,0
0.008459,0,0,0,0,0,0,0,0,0,0,86273,86142,0,0
0.009772,0,0,0,0,0,0,0,0,0,0,86390,86253,0,0
0.011138,0,0,0,0,0,0,0,0,0,0,98959,99618,0,0
0.012539,0,0,0,0,0,0,0,0,0,0,98331,98194,0,0
0.013974,0,0,0,0,0,0,0,0,0,0,107310,107481,0,0
0.015417,0,0,0,0,0,0,0,0,0,0,101928,101477,0,0
0.016810,0,0,0,0,0,0,0,0,0,0,97892,97715,0,0
0.018199,0,0,0,0,0,0,0,0,0,0,107669,106762,0,0
0.019608,0,0,0,0,0,0,0,0,0,0,87135,87019,0,0
0.020956,0,0,0,0,0,0,0,0,0,0,86514,86362,0,0
0.022295,0,0,0,0,0,0,0,0,0,0,97278,97366,0,0
0.023699,0,0,0,0,0,0,0,0,0,0,97336,97204,0,0
0.025097,0,0,0,0,0,0,0,0,0,0,97948,97809,0,0
0.026502,0,0,0,0,0,0,0,0,0,0,107680,108316,0,0
0.027994,0,0,0,0,0,0,0,0,0,0,110320,110201,0,0
0.029469,0,0,0,0,0,0,0,0,0,0,110865,110711,0,0
0.030945,0,0,0,0,0,0,0,0,0,0,110712,110556,0,0
0.032418,0,0,0,0,0,0,0,0,0,0,110499,110404,0,0
0.033890,0,0,0,0,0,0,0,0,0,0,125028,125074,0,0
0.035430,0,0,0,0,0,0,0,0,0,0,103145,101996,0,0
