elapsed_s,CP_LONG_PREEMPTIONS,CP_SQE_I_CACHE_STARVE,CP_SQE_IDLE,CP_SQE_PM4_STARVE_RB,CP_SQE_PM4_STARVE_IB1,CP_SQE_PM4_STARVE_IB2,CP_SQE_PM4_STARVE_IB3,CP_SQE_PM4_STARVE_FSDT,CP_SQE_PM4_STARVE_SDS,CP_SQE_MRB_STARVE,CP_SQE_RRB_STARVE,CP_SQE_VSD_STARVE,CP_VSD_DECODE_STARVE,CP_SQE_PIPE_OUT_STALL
0.001290,0,1055,139651,62,0,0,0,0,0,0,54,0,0,0
0.003075,0,1092,140692,61,0,0,0,0,0,0,54,0,0,0
0.004681,0,1340,130145,61,0,0,0,0,0,0,54,0,0,0
0.006284,0,1133,138115,61,0,0,0,0,0,0,54,0,0,0
0.007955,0,1224,132880,62,0,0,0,0,0,0,54,0,0,0
0.009600,0,1321,131153,61,0,0,0,0,0,0,55,0,0,0
0.011206,0,1150,130666,62,0,0,0,0,0,0,54,0,0,0
0.012923,0,1244,130959,61,0,0,0,0,0,0,54,0,0,0
0.014517,0,1313,127618,62,0,0,0,0,0,0,54,0,0,0
0.016090,0,1029,132207,62,0,0,0,0,0,0,54,0,0,0
0.017707,0,1406,127524,61,0,0,0,0,0,0,55,0,0,0
0.019351,0,1249,137967,61,0,0,0,0,0,0,54,0,0,0
0.021085,0,1211,173078,61,0,0,0,0,0,0,54,0,0,0
0.022856,0,1359,157403,61,0,0,0,0,0,0,54,0,0,0
0.024514,0,1312,133495,61,0,0,0,0,0,0,54,0,0,0
0.026081,0,1141,126666,61,0,0,0,0,0,0,54,0,0,0
0.027648,0,1210,128918,61,0,0,0,0,0,0,54,0,0,0
0.029225,0,1217,126599,62,0,0,0,0,0,0,54,0,0,0
0.030858,0,1099,121524,62,0,0,0,0,0,0,54,0,0,0
0.032430,0,1317,118523,61,0,0,0,0,0,0,54,0,0,0
0.033940,0,1113,118606,61,0,0,0,0,0,0,55,0,0,0
0.035451,0,1281,134861,61,0,0,0,0,0,0,55,0,0,0
0.037041,0,1023,114225,61,0,0,0,0,0,0,54,0,0,0
0.038449,0,895,97355,61,0,0,0,0,0,0,55,0,0,0
0.039882,0,951,97242,61,0,0,0,0,0,0,54,0,0,0
0.041267,0,866,97041,61,0,0,0,0,0,0,54,0,0,0
0.042657,0,966,96599,61,0,0,0,0,0,0,54,0,0,0
0.044037,0,739,94606,62,0,0,0,0,0,0,54,0,0,0
0.045354,0,808,85144,59,0,0,0,0,0,0,54,0,0,0
0.046688,0,864,85187,61,0,0,0,0,0,0,54,0,0,0
0.048023,0,736,94118,61,0,0,0,0,0,0,54,0,0,0
0.049424,0,709,95747,61,0,0,0,0,0,0,54,0,0,0
0.050830,0,767,97291,61,0,0,0,0,0,0,54,0,0,0
0.052239,0,936,100360,61,0,0,0,0,0,0,54,0,0,0
0.053729,0,952,122960,62,0,0,0,0,0,0,54,0,0,0
0.055263,0,1063,109349,61,0,0,0,0,0,0,54,0,0,0
0.056740,0,849,109040,61,0,0,0,0,0,0,54,0,0,0
0.058216,0,879,109482,61,0,0,0,0,0,0,55,0,0,0
0.059683,0,956,106745,61,0,0,0,0,0,0,54,0,0,0
0.061093,0,597,97796,51,0,0,0,0,0,0,54,0,0,0
0.062533,0,629,98611,50,0,0,0,0,0,0,54,0,0,0
0.063960,0,614,102785,50,0,0,0,0,0,0,54,0,0,0
0.065377,0,598,97526,49,0,0,0,0,0,0,54,0,0,0
0.066784,0,603,98519,50,0,0,0,0,0,0,54,0,0,0
0.068188,0,703,97360,54,0,0,0,0,0,0,54,0,0,0
0.069592,0,705,97408,60,0,0,0,0,0,0,54,0,0,0
0.070995,0,679,96917,54,0,0,0,0,0,0,54,0,0,0
0.072395,0,797,96399,59,0,0,0,0,0,0,54,0,0,0
0.073797,0,785,96365,59,0,0,0,0,0,0,54,0,0,0
0.075209,0,795,96442,59,0,0,0,0,0,0,54,0,0,0
0.076612,0,844,99490,56,0,0,0,0,0,0,54,0,0,0
0.078160,0,875,110197,62,0,0,0,0,0,0,55,0,0,0
0.079886,1,19763,933916,63,139,0,0,0,0,204,8448,0,0,0
0.084543,0,945,106962,1,0,0,0,0,0,0,54,0,0,0
0.086128,0,918,108569,61,0,0,0,0,0,0,54,0,0,0
0.087643,0,868,111266,61,0,0,0,0,0,0,54,0,0,0
0.089177,0,1029,112177,62,0,0,0,0,0,0,54,0,0,0
0.090678,0,1039,108999,61,0,0,0,0,0,0,54,0,0,0
0.092154,0,609,107490,62,0,0,0,0,0,0,54,0,0,0
0.093556,0,589,102669,51,0,0,0,0,0,0,54,0,0,0
0.095003,0,589,97622,49,0,0,0,0,0,0,54,0,0,0
0.097545,0,16841,108818,45,20,12,53,0,0,0,112,0,0,0
0.098842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.101063,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0.102446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.103796,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0.105133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.106433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.107726,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0.109048,0,1141,0,0,0,1,0,0,0,0,0,0,0,0
0.110363,0,2510,444294,138,0,0,0,0,0,166,121,0,0,0
0.111829,0,1808,506649,220,0,0,0,0,0,0,88,0,0,0
0.113316,0,1733,474038,137,0,0,0,0,0,0,86,0,0,0
0.114736,0,1656,490104,138,0,0,0,0,0,0,88,0,0,0
0.116193,0,1649,462677,141,0,0,0,0,0,0,87,0,0,0
0.117606,0,1651,482636,138,0,0,0,0,0,0,88,0,0,0
0.119017,0,1659,463510,138,0,0,0,0,0,0,86,0,0,0
0.120419,0,1659,479855,139,0,0,0,0,0,0,85,0,0,0
0.121832,0,1679,469858,144,0,0,0,0,0,0,90,0,0,0
0.123231,0,1654,472803,138,0,0,0,0,0,0,88,0,0,0
0.124629,0,1649,481024,137,0,0,0,0,0,0,86,0,0,0
0.126464,0,1648,479560,138,0,0,0,0,0,0,88,0,0,0
0.127919,0,1657,476558,138,0,0,0,0,0,0,89,0,0,0
0.129360,0,1655,477668,139,0,0,0,0,0,0,90,0,0,0
0.130973,0,1655,482270,138,0,0,0,0,0,0,85,0,0,0
0.132558,0,1704,561592,137,0,0,0,0,0,0,89,0,0,0
0.134135,0,1654,463183,138,0,0,0,0,0,0,88,0,0,0
0.135801,0,1659,461718,137,0,0,0,0,0,0,87,0,0,0
0.137235,0,1814,447559,137,0,0,0,0,0,0,86,0,0,0
0.138676,0,1658,452164,137,0,0,0,0,0,0,87,0,0,0
0.141162,0,1794,594186,137,0,0,0,0,0,0,90,0,0,0
0.142799,0,1653,538168,137,0,0,0,0,0,0,89,0,0,0
0.144347,0,1653,548657,136,0,0,0,0,0,0,89,0,0,0
0.145897,0,1662,501392,137,0,0,0,0,0,0,86,0,0,0
0.147374,0,1658,540991,137,0,0,0,0,0,0,86,0,0,0
0.149001,0,1726,579629,137,0,0,0,0,0,0,86,0,0,0
0.150524,0,1681,495620,137,0,0,0,0,0,0,86,0,0,0
0.152020,0,1708,467861,137,0,0,0,0,0,0,87,0,0,0
0.153504,0,1685,509618,138,0,0,0,0,0,0,90,0,0,0
0.155159,0,1660,472100,137,0,0,0,0,0,0,89,0,0,0
0.156687,0,1646,519503,137,0,0,0,0,0,0,89,0,0,0
0.158260,0,1656,476031,137,0,0,0,0,0,0,88,0,0,0
0.159805,0,1659,509630,137,0,0,0,0,0,0,88,0,0,0
0.161288,0,1650,503514,137,0,0,0,0,0,0,89,0,0,0
0.162788,0,1652,494177,136,0,0,0,0,0,0,85,0,0,0
0.164322,0,1658,499484,137,0,0,0,0,0,0,89,0,0,0
0.165788,0,1662,479624,138,0,0,0,0,0,0,87,0,0,0
0.167238,0,1671,473883,136,0,0,0,0,0,0,85,0,0,0
0.168675,0,1769,458401,138,0,0,0,0,0,0,86,0,0,0
0.170065,0,1659,429559,136,0,0,0,0,0,0,85,0,0,0
0.423415,0,6928,820814,277,0,0,0,0,0,151,648,0,0,0
0.431192,0,1163,101779,73,0,0,0,0,0,0,54,0,0,0
0.432639,0,1143,101159,62,0,0,0,0,0,0,54,0,0,0
0.434063,0,1081,101402,61,0,0,0,0,0,0,54,0,0,0
0.435504,0,1043,103421,61,0,0,0,0,0,0,55,0,0,0
0.436977,0,1075,111897,61,0,0,0,0,0,0,54,0,0,0
0.438531,0,1119,135958,62,0,0,0,0,0,0,54,0,0,0
0.440247,0,1088,139676,61,0,0,0,0,0,0,54,0,0,0
0.441964,0,1356,135819,61,0,0,0,0,0,0,54,0,0,0
0.443608,0,1122,147415,61,0,0,0,0,0,0,54,0,0,0
0.445324,0,1372,142857,61,0,0,0,0,0,0,54,0,0,0
0.446989,0,1381,130626,61,0,0,0,0,0,0,54,0,0,0
0.448592,0,1387,130322,61,0,0,0,0,0,0,54,0,0,0
0.450190,0,1387,130098,61,0,0,0,0,0,0,54,0,0,0
0.451790,0,1385,129707,61,0,0,0,0,0,0,54,0,0,0
0.453401,0,1199,135433,61,0,0,0,0,0,0,55,0,0,0
0.455102,0,1278,135048,62,0,0,0,0,0,0,54,0,0,0
0.456701,0,1378,129793,61,0,0,0,0,0,0,55,0,0,0
0.458300,0,1383,130078,61,0,0,0,0,0,0,54,0,0,0
0.459920,0,1383,134913,61,0,0,0,0,0,0,54,0,0,0
0.461522,0,1379,130279,61,0,0,0,0,0,0,54,0,0,0
0.463122,0,1381,130372,61,0,0,0,0,0,0,54,0,0,0
0.464738,0,1377,129980,61,0,0,0,0,0,0,54,0,0,0
0.466339,0,1385,130331,61,0,0,0,0,0,0,54,0,0,0
0.467941,0,1406,130388,62,0,0,0,0,0,0,54,0,0,0
0.469557,0,1325,133601,61,0,0,0,0,0,0,54,0,0,0
