elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.001087,92,1069,4620,0,0,0,0,0,0,0,0,0,0,0
0.007923,19,213,1044,0,0,0,0,0,0,0,0,0,0,0
0.009493,17,236,1046,0,0,0,0,0,0,0,0,0,0,0
0.010944,17,198,1064,0,0,0,0,0,0,0,0,0,0,0
0.012428,17,202,925,0,0,0,0,0,0,0,0,0,0,0
0.013902,17,198,887,0,0,0,0,0,0,0,0,0,0,0
0.015349,17,202,1042,0,0,0,0,0,0,0,0,0,0,0
0.016838,17,202,841,0,0,0,0,0,0,0,0,0,0,0
0.018288,17,236,938,0,0,0,0,0,0,0,0,0,0,0
0.019717,17,198,1013,0,0,0,0,0,0,0,0,0,0,0
0.021115,17,198,876,0,0,0,0,0,0,0,0,0,0,0
0.022514,17,202,848,0,0,0,0,0,0,0,0,0,0,0
0.023947,17,216,847,0,0,0,0,0,0,0,0,0,0,0
0.025453,17,202,955,0,0,0,0,0,0,0,0,0,0,0
0.026837,17,202,1010,0,0,0,0,0,0,0,0,0,0,0
0.028272,17,202,1063,0,0,0,0,0,0,0,0,0,0,0
0.029668,17,202,868,0,0,0,0,0,0,0,0,0,0,0
0.031052,17,202,857,0,0,0,0,0,0,0,0,0,0,0
0.032456,17,230,1053,0,0,0,0,0,0,0,0,0,0,0
0.033923,17,198,885,0,0,0,0,0,0,0,0,0,0,0
0.035393,17,202,852,0,0,0,0,0,0,0,0,0,0,0
0.036999,17,224,864,0,0,0,0,0,0,0,0,0,0,0
0.038472,17,234,924,0,0,0,0,0,0,0,0,0,0,0
0.039958,17,198,796,0,0,0,0,0,0,0,0,0,0,0
0.041368,17,228,805,0,0,0,0,0,0,0,0,0,0,0
0.042775,17,202,807,0,0,0,0,0,0,0,0,0,0,0
0.044176,17,206,764,0,0,0,0,0,0,0,0,0,0,0
0.045578,17,198,735,0,0,0,0,0,0,0,0,0,0,0
0.047011,17,198,838,0,0,0,0,0,0,0,0,0,0,0
0.048415,17,199,613,0,0,0,0,0,0,0,0,0,0,0
0.049882,18,209,592,0,0,0,0,0,0,0,0,0,0,0
0.051306,18,205,596,0,0,0,0,0,0,0,0,0,0,0
0.052807,18,209,597,0,0,0,0,0,0,0,0,0,0,0
0.054221,18,209,598,0,0,0,0,0,0,0,0,0,0,0
0.055627,18,209,606,0,0,0,0,0,0,0,0,0,0,0
0.057038,18,209,597,0,0,0,0,0,0,0,0,0,0,0
0.058438,18,209,598,0,0,0,0,0,0,0,0,0,0,0
0.059857,18,205,669,0,0,0,0,0,0,0,0,0,0,0
0.061323,18,209,714,0,0,0,0,0,0,0,0,0,0,0
0.062794,18,209,595,0,0,0,0,0,0,0,0,0,0,0
0.064258,364,21754,17689,93,545,5431,0,0,0,0,0,0,0,0
0.065655,18,223,1148,0,0,0,0,0,0,0,0,0,0,0
0.067170,17,202,907,0,0,0,0,0,0,0,0,0,0,0
0.068688,17,202,878,0,0,0,0,0,0,0,0,0,0,0
0.070214,17,202,826,0,0,0,0,0,0,0,0,0,0,0
0.071846,17,203,598,0,0,0,0,0,0,0,0,0,0,0
0.073421,18,209,588,0,0,0,0,0,0,0,0,0,0,0
0.074863,18,205,584,0,0,0,0,0,0,0,0,0,0,0
0.076307,18,209,589,0,0,0,0,0,0,0,0,0,0,0
0.077753,18,209,594,0,0,0,0,0,0,0,0,0,0,0
