elapsed_s,ALWAYSON
0.001116,47704
0.002593,27286
0.003978,26638
0.005413,27519
0.006798,26563
0.008180,26524
0.009561,27425
0.011003,26822
0.012387,26553
0.013770,26537
0.015153,26564
0.016535,26512
0.017918,26574
0.019301,26554
0.020683,26540
0.022076,26747
0.023459,26532
0.024840,26530
0.026263,27358
0.027648,26531
0.029029,27262
0.030450,26576
0.031834,26551
0.033226,28962
0.034725,26547
0.036106,26501
0.037486,26504
0.038867,26501
0.040248,26491
0.041697,27627
0.043059,26128
0.044427,26287
0.045789,26130
0.047150,26152
0.048511,26166
0.049876,26199
0.051241,28079
0.052673,26035
0.054271,30433
0.055665,26602
0.057029,26066
0.058432,26558
0.059750,25198
0.061062,25524
0.062374,24917
0.063652,24503
0.064916,24264
0.066185,24347
0.067448,24269
0.068713,24274
0.069973,23999
0.071213,23819
0.072454,23820
0.073764,25234
0.075066,24931
0.076365,24933
0.077655,24786
0.078947,24784
0.080237,26863
0.081636,24784
0.082927,24764
0.084217,24775
0.085509,25212
0.086843,25424
0.088162,27401
0.089585,25605
0.090919,25202
0.092231,25193
0.093550,25475
0.094824,24351
0.096090,24292
0.097358,24349
0.098622,24269
0.099888,24320
0.101153,24639
0.102460,24515
0.103771,23168
0.104978,23190
0.106172,22842
0.107344,22512
0.108516,22474
0.109686,22476
0.110857,22481
0.112061,23186
0.113237,22541
0.114410,22516
0.115583,22506
0.116755,26667
0.118160,24878
0.119399,25869
0.120746,25860
0.122110,26520
0.123531,25082
0.124837,25064
0.126143,25080
0.127456,25221
0.128762,27193
0.130178,27205
0.131596,27229
0.133013,25683
0.135018,37892
0.136324,25055
0.137658,27866
0.139083,25159
0.140393,25151
0.141703,25149
0.143016,25272
0.144330,25201
0.145641,25121
0.146951,25168
0.148270,25317
0.149579,25129
0.150889,25167
0.152199,25154
0.153510,26099
0.154891,26267
0.156258,26234
0.157627,26232
0.159004,26430
0.160365,26123
0.161727,26140
0.163088,26123
0.164448,26119
0.165810,26248
0.167177,26239
0.168674,29224
0.170137,27682
0.171513,26376
0.172883,26297
0.174255,26323
0.175623,26254
0.176990,26293
0.178359,26233
0.179856,29219
0.181281,26972
0.182787,29298
0.184319,29424
0.185899,30341
0.187433,29453
0.188966,29490
0.190503,29457
